delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
219978,77133,6208,6098,7762,5792,1933,1533,1338801,450295,42774,19107,18376,8530,10846,5490,-92282,-64264,-905,5352,6266,8352,544,2045,-166357,-31374,17707,-3460,12044,906,5748,560,easy
420881,33447,8659,10496,6662,7497,1622,1368,10147,49407,17922,-8757,4358,-2269,-1236,-1004,-379685,-3754,-7250,-5390,-5222,-4399,-1317,-954,-322230,-9347,-5978,24438,7855,7476,5938,-146,difficult
842472,76797,20258,27690,18229,24292,13165,5947,-353971,-60011,-9926,-12497,-11085,20312,17878,257,-462832,-28206,-7161,10967,-7628,-10580,-3819,1818,-680049,-52865,2477,-22895,-7360,221,1348,-550,easy
11849,16244,5032,6713,6849,6676,3226,1652,33685,12687,148,-3379,-5468,-2657,-2832,-1218,109201,18696,-1067,-4911,-1893,-5749,-1765,-945,69418,5230,-2170,-4553,-3987,-3496,-2325,-732,difficult
54606,55517,3862,4436,17776,12542,8943,7725,57100,-38970,7526,-1340,-14563,-9501,-3084,-6053,382131,11955,78888,3070,-8929,-527,-5816,-4338,-17766,-45492,7561,-2433,-15437,-9785,-3613,-5651,easy
612610,60014,24983,13166,13456,4530,2050,2040,-576059,-23736,-4368,-1543,-11161,-1769,1328,2959,-586764,-43082,-24745,-12736,-10589,-4075,-1627,-1841,-583149,15739,-16484,-10389,-11388,-1726,-1185,-1178,difficult
183026,25250,5317,2629,4941,21079,9967,5530,527503,50651,20612,15585,24137,47647,52205,12957,688781,-7520,5074,9717,-420,-10760,-1978,-98,-111219,-8716,15549,1562,-3207,-19164,-7682,-4798,easy
204133,38566,16527,6562,8631,4823,2122,1742,-172637,-23385,-14831,-4806,-7506,-3914,-1432,-1431,800225,194578,242,2644,17409,8218,8070,7036,145339,31844,-10505,-1562,917,1513,-59,203,difficult
88382,20424,5836,8102,6528,7526,4697,2267,31822,33507,1310,-2579,-975,663,1089,2107,-52599,-13641,-5157,-6375,-4261,-5046,-1722,-1792,2153543,905609,62804,10326,22368,9309,1070,6223,easy
438031,67407,14535,10236,14708,14676,5423,5305,-326106,-15969,10578,5419,-105,-808,1147,118,-358993,-61858,-12145,-8951,-14095,-12887,-5029,-4749,-350610,-33197,-8335,-3773,-10103,-6481,-1580,-3201,difficult
29800,6584,4921,4495,5272,5119,4914,3467,-27425,1269,-2891,5591,4529,25502,3281,1911,-17988,-480,9984,-1207,3775,22688,12753,1868,800,550,-2451,5875,4759,34282,2308,1926,easy
426385,74077,45018,9474,5774,21894,12859,7168,-421829,-71506,-44543,-8913,-5365,-19314,-11526,-6186,-379150,-71684,-44462,-1726,-2257,-4491,-7897,-2578,-390060,-35043,-33447,-5831,-3881,-15791,-11581,-4918,difficult
641118,92820,28776,11578,14804,13078,5522,3942,-489222,-42527,-23667,187,-8241,3300,1867,3110,-364757,-40578,-23555,9674,-1605,-1162,-1501,-1920,505705,167740,2575,38804,3381,36994,7425,666,easy
817685,67227,74764,35786,11627,12622,3805,3131,-73132,230703,53479,-23125,6864,10753,2407,1898,-49150,67019,-45355,5703,-3903,14596,4274,6917,617104,118567,-58835,-22562,4393,-1391,852,4474,difficult
353683,121779,8941,5195,11642,4002,2682,3386,-301148,-115145,-8715,-3412,-10630,-3365,-2337,-3180,-324745,-116232,-166,8390,-8689,395,-1010,-2049,-171130,-100228,-1080,-3796,-6325,861,-1568,-2195,easy
594415,81480,12040,17235,12478,16000,6574,3244,-427162,-57817,-8972,-13924,-7947,-10191,-5542,-2451,-360889,-33698,-8936,1857,-10401,-11082,-5031,-1452,-353569,-62430,-9277,-12456,-9342,-11923,-4644,-2038,difficult
