delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
24949,13953,2558,6189,4127,5072,43846,25201,3500,2108,2670,1482,-22797,-19579,-2024,605,-829,-476,-934,-4745,1907,6643,2488,5994,-32959,-9419,-2710,4995,2712,5253,easy
318814,131936,6479,8459,13455,9161,112790,14504,8353,12751,8429,11707,-47326,46248,-7308,-9560,-6157,-4747,776790,315890,8773,8044,28924,7823,-111391,-9843,-7088,-11361,-7689,-10714,difficult
5892,6526,7457,5429,7483,6245,193122,45269,17232,6595,4263,3919,-186399,-38453,-10359,2957,-1252,1276,-189088,-37642,-12701,-2498,6254,4922,-186202,-40133,-6266,-3956,4659,781,easy
144795,78277,8941,10904,7167,5349,91408,44179,2815,3055,5538,3745,-62387,-37631,848,-431,-4101,-1106,133162,170687,15188,22485,11945,7041,89385,-30763,2343,1493,-2956,-1122,difficult
6711,6435,4250,4931,5135,4084,12872,15145,7498,2478,7205,6687,2044,-8038,-2066,320,-2631,-1106,-9439,-8582,-917,4683,594,-2626,-11089,-9511,-6760,2355,-4174,-4077,easy
89529,29672,15740,23978,8846,10864,11212,16011,9363,35711,9847,11292,91164,38326,13284,13068,4819,8207,142664,17465,14610,-12728,1415,-53,1122,-14809,-8763,-35539,-9237,-9438,difficult
77490,13090,9594,2254,2755,2287,54818,16440,5038,4522,2611,1973,101476,-5264,-2793,-2612,-1052,-1586,11107,7475,4796,-2096,-529,-650,-44568,-12261,11664,-2095,2012,3177,easy
484846,114163,7033,32771,25099,14791,334536,148621,24207,31785,15724,9499,364884,-60946,-14554,28658,1302,4521,406768,98781,-14241,-2950,17737,-3249,-320722,-141208,-22727,-22751,9086,14605,difficult
57872,27281,7557,13213,8874,15120,46227,18221,6946,19463,13727,9459,-9998,-1863,2812,-3986,3256,4463,52389,45063,1964,-11148,-8866,3330,-7457,-16020,-2943,-3615,-8949,9189,easy
313117,74656,12303,9733,9465,7563,50271,11983,7622,12535,6359,5258,595459,177199,9544,-2459,-2895,4493,19388,-3089,8081,4330,14746,5626,173692,13910,-3582,-10276,-2532,-3203,difficult
58692,32754,9638,5016,2881,6329,92503,44884,5646,6858,2413,7908,25322,-20975,2124,-4061,-30,-5116,-39745,26557,10842,-1768,2602,6691,-87011,-41973,-989,302,-1168,-6313,easy
34518,9205,8786,51268,4870,5365,17715,8664,6082,15229,7108,13391,-15985,-7709,-4558,-13823,-6053,-10569,66878,4496,-5312,-598,-3428,-11318,-485,4836,17981,122539,2767,-2190,difficult
87317,37341,7992,18906,10617,5346,13466,10404,13381,5717,8638,9659,21361,-4446,-12404,2001,-6568,-3666,800,26443,2604,-667,17304,-3632,199392,58813,-6368,38232,-4799,-5642,easy
57191,33613,6157,7346,12427,5809,85442,123497,14869,10181,9435,8776,54799,-51232,-2621,-4052,-5581,-6532,-64197,-101457,-11375,1699,18809,-3245,-75356,-116962,-12140,-6153,-4251,876,difficult
33701,24799,4424,4940,4115,3842,52781,29704,4958,8925,5120,4274,-39527,-18960,-906,-4369,1900,674,28810,26650,2944,480,-1838,457,-46522,-22405,-3639,-8066,-3076,-2428,easy
46107,26298,2657,4228,3022,4125,80292,6150,1238,5489,5302,5670,21856,47789,-522,-384,-325,-2315,-74720,-3744,-241,231,-2630,1315,-49691,16398,5021,-3631,-3886,-3636,difficult
3434,8476,3022,7809,8555,19096,41245,9993,1863,2669,3552,7108,-34560,3170,-1621,1705,1452,28379,-40596,-5457,98,-177,-1607,-2909,-38278,-2264,5000,13891,15165,10493,easy
31034,19603,3246,4794,5839,4301,299336,119766,15848,8197,5820,7882,-238697,-83483,-13584,-4089,-3191,-6058,-294127,-117897,-14992,-7492,-2592,-5095,-272081,-99108,-9229,1371,5839,409,difficult
29792,20986,7002,13491,9814,8735,340220,30447,9108,16287,11445,13669,-272180,8572,-3517,-14010,-7163,-9548,-332846,-22887,-572,-11285,4365,-1576,-326259,-14068,-2230,16908,-2094,-3679,easy
179417,49296,6212,4495,6759,8549,57971,22905,7024,29031,20389,13598,208778,44424,2413,-22973,-13791,-10777,-18978,-20345,-5026,-25048,-17154,-8485,174538,55095,176,-25586,-9946,4115,difficult
95546,33738,4640,1894,1482,2501,30052,29734,14288,11557,6811,10924,96393,-24342,-13707,-10370,-5638,-10268,-18810,-25780,-11996,-8541,-5565,-6811,118898,62135,-3242,-10079,-4784,-8191,easy
289073,80756,3453,13621,12167,6999,59912,21760,10318,6116,9465,6701,10099,64548,-7887,-4891,-2466,-3929,732489,119197,-4868,23199,1846,3464,-55106,-6756,-7840,4206,8726,1359,difficult
46018,27028,7699,8342,4580,5790,852450,167909,68281,20447,15328,8755,-736966,-111350,-52680,-14055,-9913,-7229,-843816,-154720,-63868,-10573,-9486,-1354,-838513,-156572,-65199,-11687,-12844,-313,easy
64745,43184,8748,5504,14885,5059,156019,44017,9981,4887,7277,7267,-84558,-449,10006,6325,-279,-2572,-140517,-35368,-9309,-3952,-6060,-5679,-48746,33319,-4395,-522,29163,1626,difficult
178324,46103,11579,7828,5249,5346,65050,74782,14369,8083,6263,3128,-62548,-67527,-13639,-5426,-4410,-1398,96714,-48868,-7866,-5664,-2132,-1635,305655,30358,13134,10326,3499,9686,easy
194108,42820,11476,3196,5536,4365,82305,19466,5350,9771,8587,4422,197338,47694,8368,-6542,-4102,2469,61623,35916,12561,-4193,1570,-590,76448,-13548,-2551,-8991,-6620,-2049,difficult
87880,24862,13151,13142,4166,3688,117926,36933,12470,9299,9400,7889,-98347,-24004,9035,15475,-1291,-2653,83662,4836,-1090,3073,-6216,-4663,-75452,-17044,-5902,-7019,-8194,-5287,easy
135498,13644,9102,3838,4128,11348,81059,12511,15638,4035,7273,2912,303616,14391,-14143,237,-5761,430,-68505,-6910,-9890,-311,-455,9768,-71793,-4081,4424,-518,-3219,15111,difficult
23261,17575,4398,3706,7113,2697,7893,12037,6680,6149,6914,7713,28663,24191,2210,-2483,-5321,-6319,2884,-2978,-5228,-939,8995,-5093,14556,-4599,-3828,-3908,-3076,-3636,easy
81349,13050,7622,6324,11590,6057,283707,45877,11773,17249,8407,6136,-60765,-26231,-9561,-11849,-5554,-4010,-278672,-32797,6024,-8180,12549,1267,-267637,-39454,-8916,-12747,2555,2507,difficult
49574,22037,15742,6597,17285,8311,49583,17212,8401,10126,5593,6887,51077,21144,453,-2886,153,-5389,-46078,-6369,118,-7518,21734,238,-5025,-300,21451,-184,13190,9423,easy
82646,22154,10886,15917,5857,6326,27458,21207,4912,5930,6676,4990,6884,-9828,12808,14406,-1837,4523,137043,6578,-1194,2604,-3204,-1131,21638,6091,6309,12950,2583,616,difficult
53966,32024,5046,7270,7373,3267,49329,5310,2447,2727,5667,3199,86462,61721,-516,1189,-2357,-991,-31431,14896,640,1605,-3717,-2123,-41119,3525,7674,10834,11191,3319,easy
36121,2372,4118,2970,3245,5737,333174,217375,26401,20871,14234,9599,-247953,-216278,-22866,-20341,-11918,-7925,-315305,-215179,-26137,-15608,-12498,-8339,-327902,-213551,-17845,-17753,-8551,4678,difficult
28325,21461,15917,5917,22566,7034,213358,10729,11239,10594,7534,12287,-149962,21369,29031,-4433,-5347,-7786,-208873,-833,-6871,-7364,6577,-2475,-196265,11659,-8127,-2233,43865,-5498,easy
20079,13655,6507,8492,9713,6781,28056,44279,16065,7553,9024,6837,12480,-36807,-14830,-4066,-7321,-4907,-21285,-29427,-10799,540,12650,5755,-15126,-25638,-3046,6343,-3262,-1015,difficult
27755,13346,2616,2766,2458,2214,99005,38668,11111,6644,6262,3382,-24651,-3199,-7983,-4629,-5309,-1737,-93481,-38014,-8353,-4953,-4448,-1557,-95619,-34754,-9149,-2052,-1654,-209,easy
16675,16166,10834,9565,5791,7125,19952,38759,16637,9336,11962,6508,-10674,-38146,-7844,613,-7608,-5562,18472,129,1469,6741,-10059,-3020,-17630,-29763,-11033,-6666,-847,10432,difficult
17287,10154,7454,7780,3024,4910,148747,60446,3984,6761,6758,5264,-117685,-49890,-2996,-4753,-4118,-2254,-139100,-53758,7996,1259,-4264,-80,-137595,-47229,5409,6552,-2821,1272,easy
36192,27539,14269,10445,7138,3104,97797,24502,8877,9011,12167,3515,-46328,1801,-1196,-6986,-9921,-2008,-68450,8169,8372,12919,-753,455,-70036,-858,8999,-1630,-4412,319,difficult
48886,20306,8202,5150,2715,5570,145205,77640,19269,9292,7744,9278,-25926,-24685,187,-5995,-6641,-4913,-132065,-73570,-15879,-3392,-5559,-4553,-130966,-73746,-17509,-3040,-2888,-1658,easy
14507,26647,27334,50523,4095,12192,28129,10291,14437,28574,9075,7732,-4951,9219,-11394,-14141,-5464,-1841,-10185,8366,-2536,34915,-4748,8546,-25729,31484,52622,45072,-4728,6674,difficult
18894,10042,10744,8338,7312,7624,90265,57173,22767,11996,10915,13852,-83438,-44429,-19983,-9671,-139,-4925,-76546,-48877,-21577,2599,-3074,-5554,-54129,-48086,5492,-3901,-7597,-8204,easy
54207,9075,5718,5521,5007,4392,86749,28897,4857,4131,6219,6156,63811,-21701,1869,6245,130,-4847,-80800,-23609,-368,-2298,-2386,1807,-80637,-14156,1083,222,-1380,-2253,difficult
34808,12542,4436,7433,3538,3392,14109,16733,6901,7306,10648,3903,80418,13716,5201,-4539,-9416,-2203,-11982,-14973,-6312,-5220,-6163,-2979,-6339,-11316,-6283,10140,-5752,3648,easy
33922,8808,2927,3848,2996,2410,60612,28292,7161,12283,13792,6871,31928,-12044,-4790,-10938,-11452,-5628,-54375,-27221,-5929,-9875,-12960,-4883,-57622,-19188,-1983,-4492,-7975,-2873,difficult
447896,76222,4494,21224,10514,5453,338061,81145,26267,15279,8953,10988,333431,82372,-17687,34563,10331,1440,-181333,-69084,-24041,-11396,-7051,-10122,177406,-28056,-23592,-5332,1403,-7922,easy
50960,36642,15962,9761,8589,6420,32185,14342,5138,2460,5561,4650,83706,56204,19947,10254,-668,665,-9587,20079,4194,12349,-87,3837,-17794,-9384,8330,-699,9839,807,difficult
36773,35645,6165,11145,11940,5105,33196,17243,4638,2165,2733,2051,42855,47254,1964,1756,2431,267,-24807,-7845,4051,19437,23259,8336,-7317,15796,-1434,5748,1930,558,easy
171848,36914,11003,12353,4616,4957,21565,21197,2247,5909,4926,2777,140689,-9628,300,7426,-971,-299,323237,57297,26211,15964,2870,7891,-13078,-518,-243,-4058,-2828,-1053,difficult
1631465,534489,68648,76608,61215,46350,14209,8022,4964,5435,3904,5728,1547914,1251775,85220,155671,72408,64487,1560603,176802,47492,26125,53297,43359,1743252,150824,58340,31724,46228,14021,easy
284535,66156,16117,16393,16918,24068,30450,24514,2760,7839,2844,3183,76782,96261,23253,9185,14530,1132,662450,26840,3802,6855,7405,19936,23024,1826,13015,9621,20288,41586,difficult
29287,7027,4066,5789,6742,7745,50377,22699,5881,3883,4656,4488,-23491,-14552,1512,6734,3469,8069,-40396,-14817,-5594,1288,2624,4265,617,-17646,-1363,-2303,166,-2564,easy
19624,11040,7512,6028,3085,5372,84452,36686,4610,5341,2918,2561,-80071,-32719,4293,5141,1862,10626,-78602,-35916,-4295,-4608,-2134,-1444,-35810,-8303,8707,1529,772,-749,difficult
27204,12055,5114,2750,8662,3008,562549,93089,9526,11480,6151,5436,-519815,-79152,-5506,-7836,-1214,-3873,-556492,-86799,-8679,-9810,-4242,-3150,-529728,-77152,950,-8544,12988,-262,easy
56668,31769,1928,6630,6647,4192,125870,57460,11078,10217,18175,9536,20534,-7171,-9199,-363,-12489,-8377,-124453,-57027,-9935,-6322,-13492,-7635,-103688,-12874,-8317,-4076,-8603,-19,difficult
121846,15495,3194,2867,4499,3668,8945,9367,8764,14063,9690,13058,138890,18639,-6614,-8083,-2165,-10780,201562,7800,-3035,-12508,-5437,-8342,-1748,-8054,-7062,-12998,-7970,-9048,easy
108022,13726,5169,4671,3604,5457,114745,31999,8789,17664,8303,7296,-54662,-2106,-3615,-15986,-5140,-3083,-93774,-29576,-87,-7425,-2656,1131,128267,-23136,-7158,-15568,-6300,-3565,difficult
139970,13403,19476,9536,6669,5541,34098,38785,7115,5325,7191,7766,-5002,-26517,1973,3729,-1815,-5069,344523,-19295,14902,7258,-1906,-2912,-21906,-30334,20207,1645,2156,1305,easy
226891,78555,13326,19759,7398,9143,148149,26524,3893,10489,3510,4684,98458,-23349,-1940,-8271,-2572,-3018,33415,100311,688,243,-1236,-1019,104354,79132,29551,35839,15473,17414,difficult
78357,12369,2388,10715,5446,2861,17188,22702,11856,10299,6375,4308,204637,1609,-8645,9542,-1540,-1067,-9493,-17420,-10706,-4597,-2013,-3236,-11636,-15189,-9054,-3696,765,-38,easy
17579,9766,2631,6286,1895,3544,130565,57569,12415,9490,8600,3860,-108079,-38496,-9874,7890,-5592,1650,-111184,-48794,-8645,-8795,-6475,-92,-119695,-56120,-10832,-8707,-8049,-2506,difficult
92380,6845,2970,4742,13101,2645,27617,24628,11378,5411,6773,6328,233332,-14405,-6139,1070,-3784,-3785,-19453,-19174,-9080,-2267,-2247,-4223,-19589,-19769,-10006,-810,25014,-3041,easy
49321,81918,14788,16697,11229,7275,315453,293317,97727,66102,50051,22207,-186471,-70261,-64851,-28010,-41975,-13353,-299880,-276276,-89802,-62796,-44442,-19510,-312046,-287661,-94165,-57408,-30049,-11932,difficult
14377,17038,6103,2232,6672,4211,454056,107664,20272,9393,16040,5987,-446148,-101694,-15125,-7496,-7858,-2296,-452320,-103021,-16483,-6652,-7178,1160,-420568,-67162,-10898,-7335,-13068,-4193,easy
122665,21757,3339,6214,5611,2470,294094,459161,113380,66131,50151,38027,55838,-403412,-109618,-56901,-37026,-36131,-284254,-457327,-107842,-61469,-48223,-36521,-285871,-451474,-112662,-61381,-48370,-34018,difficult
71452,14106,4349,4850,4839,2440,63840,32026,2764,4119,5602,7433,132418,167,2475,4176,-622,-5092,-47710,-29356,-1122,-2836,-4018,-5551,-61872,-24572,3403,852,2350,-4337,easy
8223,13200,4345,6408,5552,3952,106565,54754,2423,8723,3920,4235,-90001,-24303,2956,2797,2688,-2685,-102278,-50365,2205,-6496,-1979,3524,-102746,-49994,605,-3246,4187,-1687,difficult
22215,27927,7318,7749,5067,5259,153704,89930,25256,34338,18653,10353,-120246,-26524,-10036,-23850,-12187,-7841,-143572,-83496,-23656,-30000,-18073,-9033,-130649,-75990,-20121,-25917,-10497,1591,easy
5826,4149,2404,2967,7289,6241,143040,32354,22571,4089,4124,5312,-140893,-30941,-22210,-3718,-3027,-4658,-130988,-26268,-18266,1113,5811,-1425,-139761,-27406,-20026,-760,6711,8871,difficult
705293,211017,34410,27720,14440,18193,418082,84174,29122,33737,23859,10746,1673497,518872,65795,41367,13777,35084,-402062,-67863,-27687,-30263,-21874,-6150,-409802,-70480,-22243,-29154,-20160,-6593,easy
7526,12418,4948,6604,5391,3975,26181,18683,6632,3405,4202,2834,-21518,539,-1969,3462,-451,827,-17936,-10768,-3530,1970,363,2879,-16510,-8565,448,4166,3654,-284,difficult
57746,30659,15370,17977,10574,8960,199908,163278,29583,14801,7182,13485,-94095,-136175,-19789,-13655,1256,-10309,-182982,-136718,-25678,3209,434,-47,-149410,-124965,2827,19973,8485,-3218,easy
61918,19069,2387,8630,4159,3156,80805,15635,4161,3153,2919,1698,81704,5088,-3323,-2028,-451,-832,-69183,2607,-1000,9229,2086,2603,-69183,2607,-1000,9229,2086,2603,difficult
141193,45895,24180,11614,10306,10038,331360,110121,8515,7390,6255,6744,-326142,-97728,-7296,-5380,-3707,-1733,-325502,-103494,-3516,-1176,-3494,-2047,81143,8543,57808,19227,19354,13663,easy
48502,18880,7952,1815,1971,4540,37156,38616,16098,9360,8532,8190,69884,-7319,-9960,-8135,-6282,-4189,-34809,-35149,-4919,-7064,-5519,-103,-1037,-16739,-9558,-7437,-7883,-6657,difficult
80733,27090,7965,14959,6228,8437,26741,11581,5208,11673,2712,6416,-16658,4653,-2612,-5657,3208,2256,14576,6250,9637,3573,2614,3616,164059,35625,1247,11941,4726,191,easy
45903,13688,2677,1549,1521,1819,96340,28647,9236,5447,7177,4426,-54606,-15006,-7035,-4487,-6599,-3696,-25111,-9816,-6579,-3297,-6422,-982,-71594,-20055,-6064,-3909,-3946,-3143,difficult
