delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
60411,75682,7825,7888,4493,8825,3535,1718,47921,32703,8985,13609,17943,11334,3673,7013,43315,85404,-133,-8680,-12509,7855,3744,-4335,3301,68054,-5497,3308,-13130,-7857,-1078,-5565,-9147,-24520,2149,-11790,-14712,-7524,-3080,-5984,easy
550823,88100,25760,15604,6454,5546,7686,4746,768215,156797,46863,52875,41664,21761,14599,10376,-723788,-119849,-39122,-49931,-39641,-19914,-10206,-8061,449077,-34296,-29004,-18662,-32219,-14420,-11155,-5322,-377464,-51945,4816,-43219,-33770,-14310,623,-3508,difficult
40309,11397,25269,10678,4837,5437,3799,3543,212538,31068,12361,7202,9221,5119,4032,1203,-186214,-19435,-11295,4821,298,630,2450,3095,-129017,-20139,7311,357,-8649,-1851,-3349,-39,-201457,-19438,42708,5251,-4801,2174,201,3965,easy
94761,24390,20300,5555,2246,10504,6626,3909,1473940,272975,12148,26313,18018,19345,9250,9703,-1221399,-231185,35259,-19592,-14825,232,6837,-4435,-1444221,-253583,-10831,-24938,-16943,-17432,-8960,-9017,-1471916,-260988,28,-17745,-15547,-9324,-5750,-3930,difficult
117465,62257,13296,7656,6978,6968,2527,3250,458011,62976,24551,13792,7493,12716,7437,4544,-362991,-771,6457,-11042,454,-6145,-5373,-2852,-429463,-26671,-16997,-3361,328,-4406,-2817,974,-229183,25285,-23226,-4004,-2328,-6694,-6541,-2004,easy
88194,19655,6239,6696,4788,3505,4772,2108,95448,21282,7531,4523,2638,4737,1523,1985,-37778,410,317,-1119,1898,-2274,-230,-816,89352,-4484,-5165,-1792,2342,-1048,4276,1003,-73335,-806,972,9429,2210,-373,5701,182,difficult
42072,10360,3550,3157,3597,2307,991,933,161040,48753,7924,10117,18736,7104,2509,2903,-65335,-34994,-2380,-8821,-16564,-4080,-1311,-1735,-132665,-35895,-5797,-5940,-12131,-4191,-1367,-1779,-158905,-44289,-4944,-6120,-16723,-6120,-1877,-2397,easy
48567,10510,10840,3908,4858,5088,1684,2288,47151,39444,8063,8353,11055,6215,3385,2822,-42880,-38296,-4385,-5773,-10011,-3452,-2343,-1946,-37390,-25861,16672,-873,856,4186,-424,2230,84518,-22645,-3957,-6690,-9435,-4114,-2335,-1886,difficult
175630,16042,6153,3419,2534,5813,3613,2182,688321,90189,17412,21698,8972,9028,8333,6901,-349738,-61024,-5083,-17332,-5491,-2215,-2517,-3578,-625475,-87202,-15932,-20283,-6047,-2461,-6407,-4641,-562861,-74216,-12762,-17222,-7775,-4969,-5235,-5937,easy
123387,15766,3734,2555,3166,3244,1095,976,164383,69252,12436,7991,3905,4529,1622,1303,93905,-48820,-9189,-4323,-452,1024,197,402,-72833,-58285,-11427,-6921,-2650,-4225,-1374,-1197,-144060,-53352,-5489,-5063,884,-655,-404,-187,difficult
115230,11063,4840,10781,5710,5586,3891,3556,272695,109689,60589,8354,15456,13088,13034,7313,-267217,-99048,-55504,18333,-1417,-3795,-2697,2036,-83771,-99410,-58141,-8005,-14557,-12056,-12516,-6833,-121407,-97419,-53602,-3046,-13264,-6655,-12215,-6474,easy
817633,116037,14731,16487,6550,2718,1549,1831,64361,18026,6969,8422,4516,6943,1883,2084,2110868,299572,29483,26007,13280,-1657,1989,2198,5383,-2438,-5267,-6011,-3639,-5915,-1672,-1941,143565,-3101,-930,4199,-3540,-5102,-1320,-1017,difficult
228659,24793,5051,3987,3750,1880,1008,958,184684,30433,8376,8925,4085,3792,1741,2014,73809,4107,-10,-4725,1453,-2229,-143,-847,-177630,-22095,-5085,-4377,-693,-1589,-579,-625,235747,1069,-4881,-5713,-1765,-1917,-1476,-1697,easy
