delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
12323,29664,9660,18993,16203,10581,31750,12780,8839,5194,5105,12431,-21341,-1513,-4270,30728,5851,-5194,-17054,23393,7314,10702,-144,1142,-19887,28773,-581,-32,27587,-1498,difficult
10930,23239,3861,9652,6504,3390,839298,22509,8432,12144,8176,10357,-836265,15903,-8016,2896,-4161,-6874,-810996,-6260,-6706,-7454,-1322,-7717,-837842,-7453,1008,-2919,467,-6310,easy
561728,82586,19533,14479,14051,27373,312029,27065,14688,5297,4006,4567,-294506,13400,-11658,3449,2754,17522,934494,129796,23861,22075,26486,47485,109110,23367,2333,2021,894,3410,difficult
174889,40683,28771,11365,19325,23737,1884724,225493,63532,46521,31605,44109,-1408885,-138534,11709,-16687,3952,-11315,-1843174,-217569,-59699,-45320,-30813,-42243,-1877446,-198328,-56293,-43462,-9980,-7558,easy
67729,40247,12420,12704,8055,21070,8214,12187,12797,15466,10539,16093,11956,10595,-10859,-2972,5234,25732,1578,3092,-1532,8532,-2502,120,165011,70494,11259,-13846,-10185,-10920,difficult
10312,19834,2173,27080,4931,5221,30996,55327,22215,7774,9762,9674,-22955,-18221,-18957,30794,-3316,-3338,-26560,-48405,-20864,5661,-5181,-3009,-12537,-39854,-20305,21463,-5997,-7011,easy
1262892,86476,47179,54913,28035,25556,479365,44496,6737,10435,5301,19962,1215114,117123,114023,50396,54894,-656,-86481,-11410,3740,33255,7237,18183,1221949,20226,3563,49784,6070,-745,difficult
946031,412249,72875,13853,18158,22367,1205939,204814,13566,19037,10350,15241,-1056181,-193651,-5444,-12750,-4012,-9373,-361885,-1123,126880,3356,7741,6403,638342,817078,56491,-6158,19694,24348,easy
41913,17696,3135,10474,6783,10764,20076,25396,3197,4546,26500,16400,14230,3845,-594,9750,-22431,3415,58378,-17099,-285,2134,-16295,-11230,-7098,-9847,693,5899,-20424,-9094,difficult
131259,51416,2731,17197,11970,8845,126893,98415,14306,12019,22306,17382,-65232,-94517,-9092,-5573,-20801,-11944,198010,46727,-11848,30731,4407,331,-119681,-93206,-13784,-9624,-14615,-13998,easy
29678,17271,8363,5076,18231,12937,95419,23392,11451,8785,14683,14730,-75017,-12835,-5767,-6492,-7426,187,-38225,-12527,-11292,-5381,-11949,-8802,-83982,7000,7794,747,30020,3237,difficult
12821,14004,16408,8260,6506,35187,49642,10566,13231,1882,4554,12843,-37225,785,2210,13054,5243,13569,-29216,-3069,522,1716,2377,41527,-44021,12597,6800,4364,-1763,11936,easy
42062,22257,6441,13435,5530,10684,379743,77291,7171,15305,5896,8625,-291583,-49070,-802,-12211,-2607,-1784,-348757,-51276,-2864,8593,-1569,5617,-372704,-64755,1477,-1991,3077,2344,difficult
12889,14484,15516,12999,15192,6046,7899,7789,1820,36631,5502,7453,-4628,4927,4212,-33391,3904,-2212,25691,19011,36441,-7039,18740,924,-6093,-3852,435,-30466,6425,-2933,easy
143930,128922,15835,115789,24545,7764,445738,13060,4124,15094,9679,35647,-346633,14747,5880,7597,-2657,-33067,-129325,340093,7681,65561,27128,-21591,-429466,-7253,21571,228928,20127,-28992,difficult
23199,12540,7030,18956,9544,10784,11083,20317,6634,33488,8620,7450,-7702,-7321,8575,-14341,3329,7028,581,-11469,-4638,-25192,-6468,-3215,43468,-4541,-2749,-4063,5910,6189,easy
95656,47305,2609,6867,17355,7484,267670,81597,15074,26234,10858,8858,-187034,-56112,-14611,-22224,-6949,-6116,-74772,27238,-12458,-14891,34265,7668,-254237,-74002,-10327,-20986,-7826,-5673,difficult
18087,51634,32655,10956,11116,18792,58104,26707,12653,2293,3824,7208,-55392,-19028,-5549,10465,14276,17759,-13650,116008,76956,14818,9988,14580,-51010,-22199,-11400,706,-2388,2412,easy
14437,13340,6633,21735,14732,16400,345002,79440,20967,25961,24159,26222,-330658,-67696,-5906,-14702,6621,-8208,-326627,-68608,-18153,20282,-18354,-5523,-334409,-61997,-18944,-18257,-16547,-15734,difficult
6434,9125,8677,9940,3272,8242,105135,23479,5317,3330,2796,4158,-93807,-14047,3211,-1018,-1621,1284,-99394,-16860,8309,1183,-362,4702,-102901,-12155,-1440,19666,3410,6265,easy
13506,19786,9784,15778,9642,6780,7376,9618,12536,14260,10670,10422,-4115,7202,916,9360,-2426,-906,13029,7287,-6335,-4097,882,-5248,9476,16015,-2838,-708,-1539,-4771,difficult
129936,11084,8024,9857,7304,31382,33060,23671,8626,6767,4011,17849,-30503,-22936,-8140,-4299,-675,-13583,189199,-407,9701,-1461,11202,20545,131932,-14417,-3368,15030,-648,33638,easy
36089,51186,10275,246265,17309,12221,340262,26510,31863,122732,11199,16760,-315236,57828,-11688,-70523,5204,-9906,-303328,-10654,-26373,238112,6558,-7689,-293956,26853,-26702,203011,6569,3978,difficult
19712,10598,8256,3706,9193,29205,10584,17228,9170,12793,6187,23219,-2083,4001,-3142,-7123,3501,-72,36444,-10352,7259,-9995,10156,23250,-6978,-13540,-6858,-10142,-4639,-5219,easy
149145,34703,7550,10210,16192,31804,431297,113198,10447,6270,9078,13354,-346846,-72910,1940,14474,14843,13628,-327928,-91286,-5724,-2621,-3554,-4896,-171682,-71290,-4908,-32,10054,46618,difficult
95663,44921,15091,10480,5914,27368,1132281,63954,63607,15867,41159,43996,-1124794,-55391,-49694,-513,-31653,4877,-973290,54221,-39667,-4434,-35348,-19482,-1011769,-55929,-56188,-11213,-38734,-35279,easy
7572,12342,14516,5942,8934,5561,153824,96941,9777,17752,13698,11724,-152722,-93143,21085,-10342,3122,-6304,-145500,-74769,-2945,-12194,-11197,-4045,-140534,-85885,-3922,-12895,-6218,-8140,difficult
213498,23641,7280,7444,6201,11252,152074,40981,8790,6332,13015,38211,407117,18259,7822,2440,-4494,-22354,-79087,-31764,-8248,-4208,-11800,-34018,-143759,-38514,-4103,5104,-4148,-24505,easy
9854,12912,41850,110669,8381,13190,78887,32938,23671,81907,7564,7337,-72314,-10075,7407,2876,-6513,-1507,-74050,-27646,36275,-8949,-4775,7980,-60734,-22358,10855,92360,13739,11086,difficult
9882,18407,12138,15388,7310,9203,335014,141701,56671,27453,16465,16173,-328759,-120919,-38008,-10629,-6164,-9239,-317426,-116341,-52586,-4950,-12936,-1073,-329212,-132623,-43005,-20616,-8365,-10599,easy
11087,21917,38046,59136,13148,13112,274498,18720,37667,128574,9750,8114,-262348,30188,66133,-40603,17234,6956,-269538,-12129,-33749,-88442,-1150,-7410,-258348,-8467,-31247,-79269,-5891,15447,difficult
173581,36952,51561,139015,16782,9298,403822,76503,70897,153068,24953,11499,58688,-64862,42697,11598,-17309,270,-372167,-19201,-40057,-46046,2099,-5533,-377243,-34591,-60649,-7710,-9302,-1340,easy
75638,26437,13620,250302,10810,11055,29801,32527,41063,130890,12220,8052,-26867,-15900,-29973,-63914,-6852,-3115,-26523,-19015,-26828,258811,-6258,-1144,190901,16645,-25529,163339,8880,13268,difficult
35700,74958,12260,10870,9476,13286,16000,13834,7119,11602,21205,25611,-10553,40379,3517,11264,-4736,-14089,79888,44913,-5768,-7606,-16742,-21717,-10234,98081,17675,-5853,-13708,-1168,easy
791515,72369,6053,136373,6494,9795,71455,16522,18725,50759,7158,4276,1044518,103654,-16725,298241,6709,18966,40164,20897,-16225,-36577,-5653,-1139,1075498,42991,-5067,-4823,-3048,-1271,difficult
36899,23867,10192,8686,16629,11971,37154,24943,6720,7427,7233,15799,-25765,2426,-4501,-2161,-4982,11073,43734,-20614,-5749,-3554,-5403,-13580,-18734,14959,20666,9491,38574,-8976,easy
18350,24675,4977,13915,7415,5955,44307,13775,8322,4488,4926,8256,-30717,-3818,-4688,6735,4134,-2956,-32720,38398,-2541,15918,6198,-1613,-14433,-1880,-2805,5629,-2866,-2334,difficult
86514,20797,20613,10817,5843,4313,312329,75997,30911,10708,9993,11137,-165060,-65251,-27334,-7976,-8762,-7395,-308718,-54197,-16720,7959,-8719,-7034,-203667,-46151,13161,345,5032,-6044,easy
8685,18669,25768,82112,11516,8184,314073,85209,27420,123185,12919,10146,-301745,-66189,-14026,-69572,-9030,-8748,-303495,-49921,32725,-2465,15557,10472,-310925,-83510,-23654,-51181,-10737,-7610,difficult
9728,12990,8533,16020,4339,7450,28516,23314,4207,9815,14533,6074,-23366,-18662,5897,-7113,-12064,1797,-22622,-16851,5707,23982,-10058,2247,-10375,4541,1373,1745,-8460,85,easy
71942,19111,15718,85475,9061,5199,386436,31961,19571,122035,7204,8730,-354573,-1635,6357,10472,4199,1103,-278139,-18681,-13360,-67534,-3761,-5021,-310769,-18234,-4557,-52617,5133,-6676,difficult
38015,13045,3691,7820,5910,25265,11865,21348,9911,14546,14184,27556,71976,7691,-8017,-9993,-12533,-18740,-6865,-15127,-2472,-4425,-3429,6955,13340,-17472,-8170,-5759,-8859,4912,easy
51809,57764,16643,23845,5324,7800,30294,78968,3767,27769,23280,14102,-22084,-68251,24793,14127,-20867,-2577,111517,74711,785,-4126,-13208,-8447,-24889,-70072,13050,-21773,-19794,-7881,difficult
244313,60866,14942,22321,33125,8443,45301,49229,17373,4893,13817,9043,611754,66174,-4013,34666,80107,1109,-38206,-33067,-3930,5664,-10397,-98,23489,1805,649,11953,-11787,-2811,easy
9083,24942,6099,27128,6924,10192,22541,14508,8817,11035,3630,6550,-7298,19519,-6855,26138,3803,3941,-16798,-885,3841,5810,5807,8064,-16277,12669,-5141,16330,271,-1080,difficult
29063,11755,2928,6335,3845,13747,13200,9701,699,3793,3362,10878,-9474,-1845,1442,-1945,2407,10208,-11346,211,1291,8984,-71,6062,68409,7795,3955,587,-888,-7662,easy
8120,18619,7512,26188,6497,7321,17867,18927,9036,10974,7665,9441,-8252,19242,5335,-5115,-1916,-2693,-5922,-10590,-6791,6309,-3370,-1704,-15068,-9576,-3116,44448,1783,-1963,difficult
304158,47677,6647,12341,9579,15591,142230,10537,10346,8810,4985,9221,351749,11428,-5811,-2859,-1227,2825,-134087,-242,-7958,-4401,3947,16857,268122,100235,2671,17852,11061,-572,easy
22280,29997,13325,13459,8801,11056,43218,20675,19107,7920,23582,14425,-28990,-4547,-16820,-4851,-14580,-7363,-28247,24086,-7347,-2136,-15961,2217,-5578,8427,6820,23603,-13803,-4961,difficult
132647,60905,16204,9980,6872,6763,105681,53812,3246,12221,14109,10107,69981,-1303,12707,-4964,-10838,-7699,-78785,-45860,2625,-11540,-9520,-6825,89701,68443,23541,9781,-1353,4491,easy
262612,43968,28678,146317,14059,9281,74206,20534,39179,73855,20328,6937,554264,26208,20271,-13169,-2039,8336,-66641,2259,-18224,277723,1446,2309,77595,41835,-33549,-47167,-18214,-3614,difficult
202443,108298,7383,17833,15771,11898,188638,40706,43034,10295,13579,29338,-132532,-4721,-38236,-6675,-9181,-22967,335139,197655,-29778,31668,15564,-16816,-161193,9843,-38940,-2379,192,-12536,easy
24869,18919,6188,11985,8409,7089,18045,41106,9195,5134,4140,4697,44378,-26536,-7530,-2721,-3091,-3045,-14529,-18068,3070,11797,17614,9463,-9376,-21956,-4560,11477,-1715,758,difficult
121432,9132,7855,77034,3713,5160,95009,44585,47516,188917,12116,9115,-86111,-27153,-34508,17420,-3216,2332,16987,-37584,-40232,-172977,-10972,-5821,148394,-41622,-44243,-180093,-11020,-8375,easy
14124,45024,26672,186777,12245,11999,114916,53043,118718,45029,18572,8404,-108425,-43726,-81036,128811,5277,-3342,-90817,-44229,-96589,287044,-10833,8490,-103133,63897,-98513,9390,-13426,5636,difficult
39250,25530,8448,6202,6632,8241,53033,22877,3455,9099,10617,8189,-37575,-16362,14487,-205,-3611,954,46227,44567,839,-1518,-610,4822,-50000,-20247,-347,-6968,-7734,-5620,easy
27073,19010,22820,9382,24200,16022,27960,22045,6312,3588,3444,6602,32479,8061,15977,1481,1124,9255,-20490,-5776,36089,5240,15028,3086,-14649,-11391,-2543,10662,46116,15919,difficult
26230,16035,4756,2708,5758,10550,219549,32848,23214,11361,4070,16002,-211445,776,-21668,-7934,5078,-2673,-212350,-26126,-13245,-9329,1549,-2218,-156163,-25090,-20462,-8697,-1564,-11465,easy
31292,28726,15465,58852,9150,5389,184955,35948,14549,54688,5187,7783,-182820,-12888,-12117,-32684,2750,-3786,-160075,-1296,9405,48371,12530,760,-118094,-7482,5459,-3196,-3392,-4155,difficult
215086,70060,17486,373032,11882,13158,704229,60968,40190,210873,16010,12460,-685087,-44459,-25586,88258,-3399,1096,-680570,-9378,-24611,168890,-9462,-3663,-101773,81112,-17914,229329,478,4662,easy
33143,17355,8729,7343,3915,11436,43748,6548,4995,4187,3357,5278,31893,11405,13327,3124,772,9744,-22406,16261,655,5744,-641,5877,-41302,4756,-2781,599,1542,2852,difficult
30733,18953,2797,2753,2805,3912,13180,16830,3662,6009,7884,8642,-1499,18821,-1079,-4467,-6165,226,62972,-450,480,-4406,-4486,-7174,-8815,-12003,-1997,-896,-4586,-7241,easy
58565,16214,20434,179003,9647,11232,131743,48244,46304,82123,16348,9703,-119314,-28809,4923,36892,2558,647,21065,-29337,-39559,-34500,-13046,-1341,-121286,-37943,-42975,288247,-9616,5282,difficult
13642,29474,29033,209305,12267,12255,68722,28054,13341,62564,5650,4021,-53671,8036,44428,186497,-1840,10864,-55566,-10039,-9698,80275,15273,6627,-56002,6264,12346,173452,6417,7211,easy
400398,51971,13667,9247,7233,6387,52669,60048,6872,8003,6786,10615,1002785,47334,26012,15608,5311,4587,-8119,-47266,-4465,-5022,-1736,-8338,48520,-24298,-1163,-6853,-2233,-8934,difficult
498745,97942,32256,22885,18963,25231,498263,41362,16174,15831,9154,9363,121468,52683,28879,22608,22829,22422,-60078,7997,14651,-2395,-1721,6622,-59945,109061,4715,948,8318,18560,easy
67675,20086,8731,5365,3630,1670,80614,60688,3593,6544,4952,4246,-68127,-40342,2138,-2761,1673,-2974,-7630,-42078,12741,4835,-2361,-2228,36940,-39387,536,-5612,-3278,-2526,difficult
192947,46108,44426,154151,11689,17696,23310,33958,16811,149519,29138,13522,-590,-4264,13456,-94772,-23924,7900,-6342,-22185,-3357,3773,-25173,-2937,515842,62898,72745,104896,-3251,7560,easy
49643,53608,28180,3107,9663,7909,40067,66389,5454,8805,17894,7460,-34860,3285,40719,-2971,-5891,-1728,54600,-34832,13090,-7423,-7754,-2851,8989,-6797,14370,-6701,-11049,5926,difficult
