delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
68448,69172,18681,13638,6949,31845,12207,8090,275002,24924,17887,10097,6912,20277,7698,4533,-147228,106144,6945,-764,3445,4600,7279,4795,-265880,-17649,-5358,7846,-3371,18536,1739,2319,easy
6863,3699,4878,10741,9799,18026,8651,4785,176522,30642,11905,13046,13268,17172,8544,6015,-166254,-27501,-10845,-11049,3322,829,-1498,212,-173065,-26385,-3209,6438,-10260,878,1712,-2672,difficult
236855,165654,25321,14187,7490,34838,7135,9403,214445,143681,56025,32629,21763,57962,13427,18524,200992,166645,-35160,-22053,-15757,-47998,-6474,-14604,-156172,-122699,-26248,-14831,-12790,1750,-6111,-3638,easy
11804,17874,7301,6900,10198,15889,3358,1747,111224,81557,13844,10459,4922,13712,1866,1327,-102328,-53976,-7068,-289,9906,6919,2859,-69,-96512,-73391,-6018,-6829,645,-2565,124,909,difficult
5017,15699,12373,5348,1785,27061,5388,5723,18811,20669,18705,14264,8744,30440,16943,5830,-11083,-141,-3639,-11589,-7512,7257,-11166,1361,-16506,-9799,-9025,-6243,-6406,-14016,-11944,-1575,easy
8539,24417,11106,9025,6486,8750,7010,2526,579237,32516,19951,29635,9484,28787,8260,3437,-577244,-27216,-19600,-26610,-6848,-21669,-6555,-1651,-564152,11018,1909,-14611,851,-18406,4055,-171,difficult
18204,10616,1873,4568,6265,25795,6209,6278,93753,38611,5784,2919,4798,6874,6298,1927,-58670,-19288,-3491,1458,5938,40766,4505,9156,-92429,-36703,-4331,1840,-3005,-2925,-4683,-454,easy
3925,8413,5268,9415,3714,49133,5472,3894,25417,7893,7364,7756,7059,11740,4470,3588,-24387,1424,-6274,9809,-6026,52026,-290,2187,-18598,-384,2081,-6492,-664,22760,2294,-1575,difficult
1650702,87282,3016,11920,8743,17596,6915,6546,445868,79158,13370,4801,10179,13954,11560,8108,1204834,8124,-10354,7119,-1436,3642,-4645,-1562,1204834,8124,-10354,7119,-1436,3642,-4645,-1562,easy
12150,15160,3930,7105,6131,63392,9087,9282,1319637,176868,42296,12193,30219,36156,15678,10284,-1313088,-169511,-39395,-10852,-24559,48135,-7198,980,-1301887,-153906,-37337,675,-23618,6337,-5984,-2985,difficult
32166,17372,9719,14777,6586,15931,5880,6511,113165,28232,11791,7790,3152,16002,6631,3900,-54770,-8616,-5591,12628,6908,2836,370,745,-107228,-13104,1446,1345,-40,-2978,-1873,4476,easy
9395,10848,13505,30867,4201,25287,3909,2812,372919,141867,25200,9443,13338,9815,3119,4016,-367472,-129841,-4552,24832,-6297,23444,441,-1041,-359576,-132197,-18839,18016,-11978,7500,1139,-1367,difficult
661720,23954,19212,5780,7985,23680,5574,6601,415532,47100,20444,7812,11577,20175,5563,3194,872092,-20465,-16167,226,-4652,-11733,-2273,2430,-379716,-25828,13702,-4291,-2532,18742,2294,4384,easy
123672,31929,9909,16638,17651,22610,9711,6430,174740,68539,18538,6347,3097,3664,1886,1497,54528,-36150,-13015,-3170,3614,5919,2020,-541,-156664,-37070,-4244,23751,25493,31973,13630,10406,difficult
62109,17943,1724,3261,1780,3775,2615,1682,480796,188878,113899,86046,90723,43026,35564,36891,-369525,-157435,-112756,-83487,-89075,-39971,-34940,-36238,-467850,-184435,-111595,-82084,-88812,-38532,-30959,-34181,easy
37243,7758,17280,20055,4032,29347,9474,4998,123759,74609,4492,18306,6884,22393,7935,6621,-63873,-67991,-3029,10630,-3611,4255,-811,-477,-109160,-65712,28605,-7133,-2093,9652,3888,-2769,difficult
5999,5665,7176,4530,10675,28866,7169,7482,244949,74278,19004,20396,16920,20909,4971,7008,-242849,-67925,-9649,-18873,827,20685,-976,3924,-235052,-69302,-14007,-12859,-13318,-4772,5371,-2976,easy
67183,8574,5037,3538,3028,18999,8678,4857,46893,15100,2885,24263,4552,8350,5545,2483,-34865,-9633,4656,-21693,-1259,23615,9454,5319,75444,-3420,-352,-19757,-1789,-2318,-3189,-571,difficult
20073,23631,14217,7408,7106,28154,4947,4285,61159,21168,4392,2658,1965,4310,2062,1405,-30293,10327,15139,5724,6412,41889,742,2657,-51880,-5401,4511,3776,3870,5798,5027,3102,easy
31844,20738,4989,11578,6958,21914,5014,4352,934171,184366,105538,20924,25041,17570,14952,12879,-886345,-176414,-99627,-10092,-17759,1840,-9478,-9038,-918310,-150843,-101472,-8600,-18408,6847,-10398,-8016,difficult
17858,21512,18473,9069,7159,26839,7608,4694,413517,40721,28349,13088,6723,9332,3102,5099,-408009,-28251,-372,1811,1720,23137,5118,-2044,-383309,-10167,-19380,-9850,-849,11876,3894,1233,easy
6288,20328,8565,12889,6046,30436,10126,4030,859886,113557,13497,8071,9326,21882,4665,4321,-851790,-84153,734,4095,-4234,16607,10356,-62,-855406,-102305,-10598,5540,-2327,500,566,-521,difficult
15352,20000,3256,18448,5032,17471,4730,3932,1144395,94893,60046,20369,21971,19413,5829,2967,-1128889,-82235,-57291,10946,-13764,-6598,74,1849,-1129198,-67552,-56289,-14788,-20114,2714,-2272,81,easy
3525,7184,2913,4103,4903,56753,13877,9047,204485,40595,3214,5810,6071,28372,2755,3240,-202002,-33465,1066,-2956,-2988,67552,11588,4247,-199919,-33358,-1669,-458,651,-10790,10655,7366,difficult
6277,10241,13518,15407,8678,24370,7863,6942,179802,30972,7213,3182,2570,1631,680,725,-174901,-20540,7477,21258,6269,11396,9439,7292,-172150,-20922,5133,3192,5947,34081,4927,5142,easy
45419,20954,13914,9989,5718,20525,4374,3978,968830,99278,51447,56325,88926,28506,13436,17148,-906598,-77638,-24164,-45835,-84428,-18793,-8713,-11462,-940225,-79011,-50903,-46838,-81989,2831,-9411,-14878,difficult
108309,29661,4014,17518,4895,18732,6674,1671,30620,22860,8456,8104,5632,17150,5283,5083,179486,30881,-4036,6079,-4327,-6677,-4457,-3649,-24109,-17280,-4849,12749,2852,9841,7238,-3176,easy
109771,80811,8561,22711,9234,23819,5898,8029,247801,74685,12316,4123,4263,9713,2190,4404,-41031,73586,-5713,32905,7042,21278,5568,8051,-235030,-61335,-1798,4270,2899,6934,1847,-802,difficult
13620,12321,13423,8004,8706,30714,14295,14698,90080,10664,8675,17089,9560,16085,4535,3631,-68996,1243,-912,-8739,840,15971,-771,13390,-83924,2070,10408,-9432,-2549,13286,20290,8744,easy
19314,35940,16651,6243,8327,17203,3008,3063,95346,78825,7624,15111,7602,15037,3883,2392,-71013,-60822,-151,-7451,-4062,-7783,-935,1226,-81051,-24948,18204,-10285,5512,12114,-815,115,difficult
10559,12285,21583,12241,6251,24554,5099,5801,74511,41981,5979,2659,7808,7692,3994,3028,-68529,-33242,36163,14959,-2231,15831,2455,1413,-59375,-26151,-4956,4205,-883,17893,-245,4133,easy
103832,13507,1987,9909,1336,38906,3963,2553,129614,37017,10132,8832,4114,8732,2911,4960,71352,-29779,-9050,-5244,-2874,-2110,-2057,-3920,-122917,-17241,-7241,7397,-2682,62458,4160,-894,difficult
133079,7453,3767,13746,6125,11123,8207,2744,356240,103234,33718,20983,10513,7259,6717,3442,-109126,-95510,-29795,-13504,-8018,-4233,-5029,-2265,-337197,-96052,-30108,-971,-758,11961,8009,869,easy
17804,14365,7388,2302,1787,7783,2126,2419,131861,53569,8120,13201,7651,9496,10327,7170,-107336,-33607,5225,-9601,-5008,-802,-6773,-5933,-120778,-44801,-6690,-12197,-6721,-2624,-9629,-3569,difficult
3506,6433,3242,5120,6469,16566,7237,4139,282444,197186,32168,55063,12461,29758,11194,7069,-278817,-194275,-30229,-48775,-9207,-15531,-9698,-4806,-279059,-187231,-27623,-51112,-2778,-10853,1783,-1054,easy
33617,72041,9000,26837,11076,35864,15501,10162,140900,38022,7164,11779,7207,9356,10762,3601,-136108,-32354,-1015,1780,-1481,40715,3089,9544,-78458,100391,4686,28336,9218,12300,6388,3578,difficult
49458,10175,4043,5295,5157,10265,3762,2994,31342,38404,5877,9360,3240,8112,2888,1786,-15441,-30704,-5004,162,5871,7893,2609,3213,51673,-25755,1335,-8293,-2038,-3588,-862,-798,easy
267426,66142,11767,58230,4134,28574,5046,2361,574634,238771,34928,26289,30143,26123,8534,6118,-329101,-194235,-30751,-22008,-27415,-14645,-5767,-4447,-285315,-151023,-15571,85890,-24604,19546,-1210,-3067,difficult
15991,20703,11234,20186,9039,18722,4174,3367,50150,17334,2006,18369,5686,27238,2934,3408,-26057,-739,11652,-6176,647,-11373,1019,-222,-42262,7477,6804,9810,6059,-5659,1461,140,easy
58352,21689,14547,2491,8567,27226,11413,8291,184561,24721,3468,34574,9082,18717,9010,6323,-157482,4123,20842,-32450,3660,31121,8589,7057,-94937,-10188,1316,-31716,-4691,-14103,-3784,-3122,difficult
25325,11178,4361,12610,6555,28768,6953,5281,22279,30174,5261,12543,11920,16864,11883,4967,-7437,-22736,-1298,-8995,-9581,-10268,-7197,-1472,13529,-15256,-503,9129,-1149,34076,-2663,2100,easy
15422,29855,5502,22531,8630,42121,7090,5849,76169,28034,11648,8372,2813,21600,3802,2740,-54601,-1410,-10533,5230,5901,21580,5864,2697,-66894,5052,-1759,23088,5733,19462,711,3521,difficult
2166,10364,5694,8427,4699,16323,6136,3592,415537,61081,22698,7518,8808,18441,5696,4226,-411815,-48068,-20730,2073,-2365,-1898,-420,417,-414927,-53366,-13278,-256,-5854,-2338,1300,-1686,easy
9742,22189,11879,4922,10174,27517,7079,2985,225789,69695,37444,16277,23766,45476,10330,9590,-219340,-62798,-34293,-12102,-8142,-9958,-2997,-7939,-212754,-32214,-16837,-10608,-19043,-25961,-3506,-5271,difficult
5450,5350,2384,6187,4029,39678,9590,4312,302846,51259,9780,6817,5121,10014,5974,4667,-295880,-44735,-6487,-3468,542,49746,6610,-958,-298912,-47083,-8305,2208,-2727,9581,622,248,easy
1527728,448358,85073,42547,16955,51253,9435,11605,338184,46305,6980,37877,9924,11706,5969,5760,2152170,-2008,5155,18744,-4666,8104,2551,-2408,226918,806113,151031,-9404,18727,70989,4381,14097,difficult
