delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
438176,24694,16197,19229,11198,10967,550178,119026,21073,22937,15088,23720,-543430,-114700,-12231,-9353,1734,-1585,-482920,-73695,17678,-667,-5459,-19066,897893,-84773,-5703,-5202,468,-13622,-319553,-104160,-19247,388,-12304,-16740,easy
271522,61093,18247,19222,11116,30441,64627,29067,21273,5595,6049,19035,-53597,-9370,-20231,-1038,1541,27916,632823,6665,-910,25631,5257,-13144,290173,148781,23354,26168,11552,29874,-41818,-17971,-14318,3747,1918,977,difficult
566654,188064,36945,13334,20421,17635,54624,19956,12470,6635,7042,13413,210974,-5809,2495,9545,858,-3098,608361,4070,-4328,-2487,183,-2432,789335,320468,53086,4326,21111,13793,439450,353704,46646,15410,31363,8626,easy
84729,11439,8689,21389,11422,15358,38255,38479,9104,6387,6429,18267,123042,-32245,-571,-1563,-3144,-11928,126460,-33552,-7822,-4937,-5150,-16942,-33936,-35501,-7460,569,-1254,-13243,-29669,-6861,14193,65938,29518,30477,difficult
207056,20824,9441,13060,9214,13514,800379,134800,26481,19006,30969,19723,-608882,-127444,-23487,-17667,-29268,-16128,-353250,-101340,-20124,19362,-6816,17845,-738565,-130211,-24328,-16933,-27232,-15517,-672597,-96910,-221,-8545,-23706,-11037,easy
202242,60126,11102,7848,14954,27599,833370,48478,31803,17818,6521,13180,-681049,22911,-18728,-15313,13905,-6728,-201313,104316,-6948,4370,-1164,32183,-824458,-38894,-28972,-15686,11363,5830,-817691,-41741,-28158,-13251,9628,26392,difficult
715348,42639,22493,13204,8280,36146,1075393,48575,6272,23222,9908,22952,1686651,68746,66671,6751,5827,53979,-1072040,-44005,1296,-18645,-6228,17309,-993385,-15357,-884,-9489,2551,-12608,-1061408,-33129,-2201,-18688,-8662,-5906,easy
173864,12509,3944,6675,5610,45561,188829,130573,38984,16445,9926,25256,22876,-115700,-36757,-14183,-8355,-23023,-182328,-125404,-35880,-9132,-6405,86835,-186304,-122972,-36025,-10784,-2820,7503,285897,-108180,-31499,-4981,316,9904,difficult
471380,71571,21002,18539,12497,19457,263304,45371,14468,5378,2494,7796,1515373,100671,4398,5173,5166,4830,-250803,8893,13952,23372,9535,16831,-241091,3853,20267,17806,24812,25683,-191176,-8618,-12482,6294,497,-699,easy
235218,60491,23398,9976,16651,16109,212840,74074,7528,11511,13326,35104,-130258,-50498,-4680,-8774,-11899,-32871,-120646,19178,2603,8309,12320,-20612,-134172,-44337,-2005,-3998,11697,2180,474588,21326,67560,-1679,1181,-24677,difficult
723225,55819,24381,27692,11838,20452,1168005,57312,25077,18823,14561,15741,-638021,10353,-7871,21794,3572,22557,-629619,-17136,-14497,15963,-6688,-4901,-1132452,6951,43065,-4369,-1062,3216,620971,-6140,-23481,2089,-6714,-2027,easy
158416,83231,31880,25308,19978,37493,1308752,78771,20444,16167,10949,21244,-797282,144682,10006,25945,23298,68728,-1307189,-77878,-19645,-15314,-5212,-14962,-1214101,-28004,12620,-11553,-1208,17965,-1282772,-20962,42763,37484,19236,-6734,difficult
971990,88785,22497,25420,22642,35759,834993,146350,25975,19237,11185,29495,995026,20828,26491,31459,-4251,720,-808950,-123101,-22901,-14226,-3233,-20143,-685431,-86159,-18752,-5819,-2513,12345,1047341,-41829,1248,13318,55825,32134,easy
307035,38802,5805,7325,14386,16392,306388,42626,24618,9438,9651,19658,907494,92143,-12672,3650,17644,17251,-302630,-39716,-19996,-4372,-5496,-14229,-301105,-31775,-22576,-4429,296,-10033,-301171,-35949,-20008,-3303,6495,-6054,difficult
409864,78948,15159,19444,12200,23014,727368,58491,12324,21644,9103,30594,785697,177142,2201,30919,20897,32053,-707176,-55923,-4226,-19627,-4209,-19784,-633397,-3209,6098,-17142,-2321,-26115,-715142,-36184,7267,-2952,-1978,-16474,easy
284977,37432,5819,8988,7510,10208,413296,80955,28786,13551,5607,11677,-284459,-64609,-23363,-9872,-4087,-1026,-297656,-38304,-27817,-12323,2227,360,-306590,-62371,-15515,-6857,8447,-6671,375429,-8810,-25172,10800,1025,1459,difficult
182274,41694,21394,13178,15436,50841,219077,15790,8712,10792,15509,20321,-31978,20589,61321,22301,11090,43709,-203639,-5337,-4966,-3610,-146,8457,-203741,-5940,-2404,-6172,-10434,16206,292147,94305,-3224,-2975,-802,53707,easy
48596,21686,7230,11890,10182,23776,847954,92388,11402,21619,3335,25277,-721738,-84774,-10083,-15142,-2287,-21998,-844257,-66551,-7695,-8726,13692,24311,-844317,-73768,-1842,-5053,3603,-3451,-787120,-57716,2930,-9996,12378,-4868,difficult
655752,51992,17077,4372,7989,9468,718792,100426,21852,15324,9092,45313,543407,30153,22695,-13264,9968,-32760,448594,-57285,-3437,-4919,-2905,-31415,-607285,-90902,-20574,-14939,-8194,-41305,-636875,-75702,-17786,-10688,-3281,-37900,easy
313000,80485,23027,12985,12661,15632,231327,32488,6009,6773,3958,6328,484462,225194,74495,37807,39089,29604,28265,-21094,-3361,-5989,-2678,-1154,-156480,4333,-1028,-3920,-1154,2772,-29555,-16445,-2036,-3052,-446,5994,difficult
105801,31145,12751,16568,18257,14219,460382,48958,22749,21060,16536,32005,-402834,-17041,-14643,-19833,-9725,-23671,-443860,-37623,-18750,-3243,9077,-10903,-414488,-26748,-9002,12002,16713,-8963,-157143,10160,2401,-6896,-9181,-27608,easy
272283,68177,16818,19981,19209,18090,780196,76074,20360,17974,7740,31441,-536452,23205,-860,473,4969,-20984,-28452,37301,-3951,4865,20605,9083,-729881,-56973,-2637,-5065,9559,-15184,-736866,-35121,-6719,7754,10744,-26319,difficult
61354,17940,4821,4607,5761,19786,12886,16756,4942,3981,13086,20029,98365,249,-820,809,-10465,-1749,-6065,-1382,-3179,2859,-2023,9421,112138,2504,-2892,-2385,-11823,-9778,-10567,3363,6407,1222,-4990,1135,easy
579661,142981,19609,6671,20665,29338,419995,63023,7981,8943,4414,6168,888937,350929,44351,-4007,45417,27300,-348191,-57969,4773,-994,-3348,2797,-415711,-45869,3744,1303,18680,35929,513627,72741,-6355,-5391,4255,26654,difficult
222583,69615,6653,9847,6163,15983,309590,39481,14379,13419,13049,15801,-43254,9931,-10813,-5978,-11073,-6844,-267931,-13385,248,-10113,-7512,-5298,93817,154452,-7168,13042,2380,12778,-130662,-30462,-13171,-11238,-11338,92,easy
383249,87907,27882,12969,12619,40787,160385,22975,7903,4218,6274,11325,-136613,-18927,-2493,13675,2106,33825,-137198,-21051,-5074,-2876,-2470,1937,1202022,282090,54375,12791,24718,46368,-36756,17617,33106,11414,1026,35716,difficult
378092,49902,14582,10545,17558,16243,169076,29766,7975,8327,12059,16703,-66889,-4616,10664,-16,-7881,-11411,1230712,112927,15112,18207,45273,8957,-161581,-7920,-3420,-5783,-6007,-861,-166177,-19849,4072,-3538,-9389,1474,easy
450104,48700,9138,14912,7687,56519,107630,24202,7227,7504,14448,21984,-100226,-12371,-3064,2305,-6242,46709,-101016,-21900,-1253,7606,-9103,15079,-102541,-15684,171,10754,-5505,17952,1673678,147948,11788,8966,-6193,58399,difficult
774541,146983,29733,17394,12622,46870,879645,34081,7421,18852,8528,13007,-92685,234902,9219,1511,7164,73488,-228984,126085,73228,926,2745,29800,778157,121443,9247,2263,7164,34317,-876905,-30822,-2447,-10532,-699,-2153,easy
1156785,127541,33181,34049,24397,34937,208941,126941,37049,4167,5757,18928,1749984,6451,18698,79193,46014,53136,-163745,-92501,-34023,-3155,-4071,-16158,1608888,-77640,2969,37648,27391,30447,596249,166089,-3115,5841,5227,-3390,difficult
140404,27903,18142,10699,9664,19077,630361,42773,3293,7465,3647,9661,-347604,-3664,36214,-4308,7725,4493,-527027,-28297,1736,3980,-327,616,-613506,-7893,19576,14718,18768,35938,-471690,-19628,1869,-1456,-2097,-3385,easy
56091,32142,9719,7646,7003,52973,718617,34846,23818,20430,12049,14302,-563386,37505,5069,-4578,1954,89508,-673521,714,-22821,-15958,-9959,-711,-710023,-24682,-21657,-19169,-8663,-7242,-703175,-24353,-16989,-11431,-3517,73127,difficult
51789,9688,2295,1519,4830,21034,572125,50220,14848,15090,5926,7397,-558011,-48424,-11890,-13689,-5127,23634,-562622,-38871,-12478,-11590,9261,33457,-470187,-26420,-12541,-14237,-3700,2694,-490523,-48412,-13302,-14768,-4817,-5237,easy
901131,166788,32993,12945,15922,23629,312064,32688,9511,6876,10276,9271,112632,172481,107567,-2276,22815,34444,2854519,407984,-9,18647,8848,5297,-301587,-21839,-5578,-4567,-3837,3053,-309297,-22226,-8054,12471,-5242,14637,difficult
151697,28011,8951,10007,9907,37934,570472,41406,20132,12873,9142,17415,-549589,-3562,-4559,-4918,16813,65810,-478458,-7548,-15275,13298,-2637,31504,-541685,-35537,-18857,-10461,-7952,469,-105370,-6934,-6032,-9382,-3166,-15709,easy
470830,46043,6075,5657,10410,15089,709194,207860,57378,33442,15542,22557,-2033,-96309,-53889,-23767,2693,9614,-619764,-194850,-53456,-29490,-12611,-12800,308346,-168443,-47572,-29752,-574,-7187,-640006,-187668,-50297,-28130,-10035,-19500,difficult
988109,98862,49204,33057,34394,33461,858631,155863,48501,35811,18978,27306,-657387,-49178,-21619,-14724,-1775,15886,906423,-110826,-32099,-23915,-8828,-18001,-658365,-143251,31129,34231,44056,21668,927239,75250,25399,-6610,28212,5067,easy
272338,17220,8838,8265,12984,43523,489975,126011,12314,12615,15361,10270,-285317,-101657,-11939,11678,28523,135617,306326,-105647,15684,-6019,-12487,866,-471528,-109935,-8452,-11705,-11232,4340,-420031,-117926,-9198,-11355,-14311,-7810,difficult
182385,8216,7465,3969,7176,10638,419886,50040,17604,3433,4258,10050,-410332,-45224,-9411,-1467,-1133,-1642,-328749,-39508,-9833,-862,5793,-3075,190655,-36455,-7184,5477,7561,14830,-401580,-46110,-14130,-1006,-550,-7760,easy
1067039,105390,63240,32643,26337,40161,99544,102063,5759,3849,8499,25705,406206,-78730,3418,13931,5397,11238,69571,-3651,51256,8455,-262,7388,-89663,-79985,9348,25133,12004,712,3483864,175674,165900,67655,54213,38485,difficult
453921,156471,11780,18417,20546,37094,1431443,199945,26140,28678,29111,45742,-961456,147666,-4464,1869,7681,29657,-1419035,-196493,-24969,-24002,-20040,-4828,-108009,68660,-7060,8505,5371,-19434,-1421588,-193729,-20948,-27415,-27271,-39988,easy
10644,14769,6021,5744,7325,13959,771995,98973,34910,28035,2912,12111,-769831,-93887,-31625,-23205,10600,22928,-765150,-72952,-21092,-26078,5514,-6095,-742752,-80601,-33446,-16879,2256,-8041,-767671,-89377,-29392,-23003,-717,-1400,difficult
275105,88157,37960,21229,13514,20749,776186,170358,40380,39093,26905,40835,-480835,-92662,-13622,-32975,-22157,-29977,-767812,-155236,-34144,-20519,-18664,-15917,-675215,-158259,-38286,-35010,-21648,-33262,-80463,77352,76370,17049,8906,-1187,easy
690225,123800,14207,28687,15225,20124,143262,141467,20179,17707,20158,21936,178938,75224,8656,11748,-11859,-12311,1912216,85537,-1867,45654,25006,6207,206328,-123810,-18907,-13927,-14641,13520,-109632,-107621,-11769,445,-18239,-14666,difficult
