delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
170799,43733,4207,8773,8686,20537,7000,6042,523502,76000,13569,22350,39956,25067,25117,21221,-166243,27165,-6188,-4021,-35017,-19037,-20707,-20103,-472410,-66894,-9689,-20932,-36199,-17799,-22952,-19787,-419457,-57071,-12209,-15777,-22593,23245,-10692,-5647,easy
58975,19722,9233,5826,5160,7924,4243,4351,128628,18676,13346,32580,2477,4605,2262,2156,-43167,3203,3457,-26308,8031,7452,4797,5778,-108686,14352,-11938,-31499,-448,-1985,-1242,-1198,-57105,-14416,-3858,-22456,465,4490,2389,2004,difficult
117886,26180,4596,4443,1946,2473,2123,1936,475241,92292,10726,8477,11528,21174,9305,6592,-449643,-70986,-4867,-2382,-10280,-18785,-6820,-5692,-238717,-59931,-5068,-4692,-9526,-18271,-7685,-4535,-383704,-67419,-8456,-5029,-8941,-19048,-7040,-3742,easy
28848,13605,6373,13872,10138,16819,6884,4490,30827,13360,5917,6851,4039,6137,4270,2805,34988,1428,-644,-1860,2087,-2515,-3017,-633,-11982,1603,2216,145,9867,14961,6125,2303,-28944,-2295,-203,22778,6343,19599,4734,3384,difficult
578623,47255,10126,16568,10601,12981,7577,5962,663866,106456,41220,29908,16973,22892,18345,8284,-370097,-90587,-30950,-28588,-9611,-15747,-14133,-5299,708478,-32679,-30022,9981,-9687,4022,-4353,5267,-594109,-54336,-32310,-21413,182,-18007,-13818,-6935,easy
21356,16466,5493,4132,7478,11365,20291,5479,153369,85711,26814,21394,25184,20621,9844,6527,-132104,-73033,-21255,-18903,-18768,-1706,34447,588,-140569,-52299,-16602,-14039,-12485,-10355,5644,308,-123365,-82404,-26105,-18843,-21865,-15706,-8749,-4039,difficult
311189,22383,8427,8415,7008,6451,2701,2353,840080,95180,14611,9992,24207,17260,29581,15848,51707,-51962,-776,-4662,-16309,-12535,-27576,-14745,-808267,-75064,-9940,-2099,-18398,-13158,-28527,-14460,-830114,-91366,-7836,2030,-16890,-6735,-24538,-11280,easy
318216,23521,12479,5321,6860,18453,7586,4922,54524,27245,19009,8277,8431,16064,6953,7395,-30369,-18322,-7299,-3110,-2703,2189,2820,-577,861326,15879,1064,320,27,6418,2598,-4040,-39882,-8728,-13355,-6077,-2037,-1440,-3519,-2802,difficult
31988,11086,19878,5622,6157,19893,8578,4612,148984,54340,13841,17982,21089,30601,13909,14062,-143944,-50571,3338,-9531,-15201,-11623,-337,-7306,-142168,-34469,24978,-10392,-9614,5749,-5192,-9361,-64875,-44722,-10206,-17157,-19980,-26251,-10463,-11683,easy
4607,11789,18259,17342,12597,7901,8157,7051,386325,197653,13954,19727,17384,13090,13635,3946,-382785,-176245,6094,5293,-6276,-5809,-7881,-1925,-380379,-191173,4198,-14158,-5464,-1999,-1935,12509,-381989,-190175,2623,1710,-2621,-7760,-6618,-1270,difficult
143642,70739,24619,13797,11027,15967,8142,4057,178043,95504,6758,18414,10658,12049,17089,5600,189535,86619,42835,4792,7492,17962,-7089,-310,-118128,-75736,8254,-9506,-7863,-5139,-14165,-4791,-174611,-85178,2494,-9138,1477,-1070,-5587,472,easy
69870,17678,2546,3570,3669,4309,2322,2241,268899,11091,3542,4311,2161,1714,633,386,-125891,24658,-1040,-591,-261,6129,1904,1301,-220970,-1505,-748,2048,311,1306,706,2526,-250227,-3391,-1199,-3680,4474,350,2457,1737,difficult
103643,17335,10985,18835,16607,18708,10160,4588,114985,22692,5296,6886,6733,8826,3048,1566,-88529,-10056,14363,24192,15279,20836,8982,5640,-46375,-14246,1345,-1015,-3022,2252,337,619,100878,8231,1359,12669,17365,6558,12018,2808,easy
138916,31361,12906,7744,5891,13153,7314,5339,153443,13260,3993,5925,3597,5036,2434,1851,-149117,-575,2779,29,1339,11830,9521,4846,5164,37937,1904,-1009,639,-2020,-210,-666,100372,16940,22057,6438,4904,14540,5330,6284,difficult
1246872,122781,30815,27741,28126,59442,67064,20349,50548,17289,3043,9496,7251,12491,18702,4568,286713,-1108,16334,-6541,1913,-1952,-6611,1387,1224928,79217,66471,22945,18966,42443,96350,42041,2077331,238368,511,38332,41745,100362,55348,3915,easy
64596,11222,7012,31080,5224,10305,6496,4426,429270,48016,16585,9299,7118,16836,12649,9731,-314460,-28898,-5279,60099,3129,3808,3220,699,-410252,-40021,-10392,7904,-4229,-13100,-11400,-8594,-369311,-41464,-13049,-2661,-4582,-10300,-10278,-8020,difficult
38165,9484,3220,5975,5058,9918,10187,4556,99027,25088,19708,16807,24319,22880,12210,5767,-84619,-4565,-18721,-2108,-16576,379,12475,5166,-90120,-21209,-12827,-15795,-20399,-20357,-9726,-4254,-7846,-21039,-17916,-14594,-20808,-18907,-8817,-4545,easy
177399,64133,25983,16737,9132,18468,9732,5490,484944,130304,30280,9258,27478,19984,19246,6974,-377202,-102175,11214,5483,-13321,10681,-3553,-2394,-286242,-18645,-7405,12470,-17495,1684,-7192,4004,-259191,-77693,-16700,4483,-24222,-16912,-17798,-6063,difficult
