delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
77613,44555,14923,9901,10991,7164,3343,3701,358051,38607,13033,3098,1544,2078,983,593,-350742,-32156,-12151,-76,386,2586,2628,2352,-210134,44051,15931,13681,18508,7585,2092,3864,easy
20581,29429,14522,47349,3530,12256,2678,2459,8072,5250,9800,30639,6111,7307,1804,2711,15530,44322,5631,11765,-4471,9530,1349,-1432,9487,4036,3813,21654,-691,368,399,927,difficult
113419,6604,4631,38629,11528,9112,4524,4297,63724,7382,4668,27736,3442,7680,2570,3483,-55823,-1635,-3105,39668,6112,277,1655,1795,155212,79,3031,-17882,10059,2587,2253,-168,easy
17819,17390,7111,51321,5807,9751,2581,2665,98602,50076,46058,17225,5451,8299,3018,2571,-89506,-29139,-42866,42964,1733,2178,-619,545,-72060,-36234,-35028,25227,-1022,725,-256,-357,difficult
22542,12264,1173,766,918,855,226,218,130962,57309,2758,3026,2662,1135,662,344,-95349,-36798,-1465,-1782,-1874,-449,-501,-185,-121492,-53293,-1706,-2738,-1615,-111,-372,-68,easy
9642,14684,10033,41227,5075,7177,3090,2268,365665,53753,10004,7869,4769,5608,3213,1221,-362913,-43272,1791,36531,-133,2704,634,657,-349134,-34867,-1734,30185,745,433,-880,1436,difficult
113231,97327,20469,5887,6737,6299,1817,1722,145706,10668,1956,2166,1591,940,512,907,-6886,8817,-138,-466,421,809,-14,-417,-58064,164500,37163,7907,9871,9908,2623,2046,easy
35224,22492,5300,2870,604,1915,635,435,737163,123390,39773,16928,4653,15046,4136,9124,-722289,-109229,-36689,-14116,-4171,-13284,-3646,-8623,-681589,-92568,-32257,-14001,-3928,-12978,-3357,-8755,difficult
51935,38292,1636,4047,2499,3115,625,505,180784,56769,5869,3581,2132,954,847,397,-113686,10640,-4493,1437,2488,4643,168,543,-144013,-47594,-3973,-505,-1755,-321,-613,-327,easy
45614,9323,5173,35643,5773,6659,6100,4632,283665,52356,16046,34177,14254,14217,4273,4605,-261096,-46485,-15038,4534,-8295,-9241,2855,325,-215006,-39582,-6709,-1602,-8667,-5876,799,-271,difficult
28924,16545,13125,24716,14376,11827,3249,2828,80616,17798,7469,30427,3360,3214,1834,1413,-67306,2481,10092,5651,18822,12233,1061,1991,-36078,-4987,1220,-17074,3209,4993,1768,839,easy
17542,15533,5577,58837,7773,6843,4264,1907,114096,21209,7010,40176,6259,10186,3057,6570,-110556,-9286,-560,3853,4159,-2578,1600,-4330,-82552,-2066,-2307,33469,-1131,-4108,813,-4997,difficult
12676,6996,2498,24577,9351,10534,4960,1194,11851,10205,14017,46068,4889,8342,2753,2622,-8488,-5980,-11103,-27970,8860,441,3959,-833,10138,-438,-11936,-15012,64,3942,455,-2024,easy
