delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
184997,54879,4762,12021,10027,14351,11779,3321,523502,76000,13569,22350,39956,25067,25117,21221,-510767,-69408,-11427,-16638,-24841,-2396,-5969,-15697,-166243,27165,-6188,-4021,-35017,-19037,-20707,-20103,easy
1079021,167529,18785,26174,21013,14593,21446,10777,128628,18676,13346,32580,2477,4605,2262,2156,1943952,294502,7420,13496,29040,12523,33570,11464,-43167,3203,3457,-26308,8031,7452,4797,5778,difficult
1006904,80901,29612,17361,17235,5638,5126,3126,475241,92292,10726,8477,11528,21174,9305,6592,1512968,48204,42638,20150,21693,-12287,-1539,-1240,-449643,-70986,-4867,-2382,-10280,-18785,-6820,-5692,easy
82691,63534,4464,5190,6677,3138,3145,2151,30827,13360,5917,6851,4039,6137,4270,2805,68739,98920,-2262,-1463,3189,-3484,766,-676,34988,1428,-644,-1860,2087,-2515,-3017,-633,difficult
378771,42528,7410,3224,10252,7701,5088,2404,663866,106456,41220,29908,16973,22892,18345,8284,-200093,-37270,-36670,-24781,-3831,-14635,-12382,-6461,-370097,-90587,-30950,-28588,-9611,-15747,-14133,-5299,easy
24129,14921,4412,2766,22187,25304,26218,9510,153369,85711,26814,21394,25184,20621,9844,6527,-126377,-68548,-23549,-18353,12773,11072,-1700,5378,-132104,-73033,-21255,-18903,-18768,-1706,34447,588,difficult
552100,85071,10907,18638,13808,16098,13074,5595,840080,95180,14611,9992,24207,17260,29581,15848,-627668,31743,-6633,21953,-4489,10211,-5438,-5761,51707,-51962,-776,-4662,-16309,-12535,-27576,-14745,easy
27253,7808,9133,4968,5775,10991,6144,5333,54524,27245,19009,8277,8431,16064,6953,7395,-24173,-20552,-12454,-3509,-2609,-12335,-4438,-3547,-30369,-18322,-7299,-3110,-2703,2189,2820,-577,difficult
6489,5739,9989,10265,13971,49038,11014,9740,148984,54340,13841,17982,21089,30601,13909,14062,-141046,-46631,-11043,-5904,965,48496,-5454,-1338,-143944,-50571,3338,-9531,-15201,-11623,-337,-7306,easy
22737,17667,11860,15393,9474,4715,3641,1511,386325,197653,13954,19727,17384,13090,13635,3946,-344391,-183727,-10283,-13962,-9545,-10941,-12107,-2945,-382785,-176245,6094,5293,-6276,-5809,-7881,-1925,difficult
246786,98476,27579,14315,10337,17367,6076,5229,178043,95504,6758,18414,10658,12049,17089,5600,-52050,-80675,-1194,-12990,-8135,-7327,-14938,-432,189535,86619,42835,4792,7492,17962,-7089,-310,easy
805493,107770,18924,17674,8298,9494,4231,2861,268899,11091,3542,4311,2161,1714,633,386,1199079,168700,31804,27316,12534,9430,5292,3648,-125891,24658,-1040,-591,-261,6129,1904,1301,difficult
36444,15628,12036,21838,14728,42584,15776,7276,114985,22692,5296,6886,6733,8826,3048,1566,-68553,-4073,-883,5712,710,46679,16474,5779,-88529,-10056,14363,24192,15279,20836,8982,5640,easy
15971,9912,5810,4640,11998,31991,10935,5911,153443,13260,3993,5925,3597,5036,2434,1851,-125827,-6121,855,-2599,15462,42079,7481,3273,-149117,-575,2779,29,1339,11830,9521,4846,difficult
184332,25614,20313,9720,15811,21627,20562,12742,50548,17289,3043,9496,7251,12491,18702,4568,-19145,17758,18205,6989,15206,20224,10331,14960,286713,-1108,16334,-6541,1913,-1952,-6611,1387,easy
630659,19250,10111,37895,6764,16328,9275,8060,429270,48016,16585,9299,7118,16836,12649,9731,717237,-28634,-7670,-2908,-3838,-4825,-9969,-4041,-314460,-28898,-5279,60099,3129,3808,3220,699,difficult
9283,21224,10729,15490,9856,22117,15398,6925,99027,25088,19708,16807,24319,22880,12210,5767,-94870,-3163,763,-527,-12351,-1905,-6100,-2850,-84619,-4565,-18721,-2108,-16576,379,12475,5166,easy
150616,24431,23591,9058,10142,17719,9259,3191,484944,130304,30280,9258,27478,19984,19246,6974,-291454,-109571,-24592,-5883,-21352,-15211,-16421,-5172,-377202,-102175,11214,5483,-13321,10681,-3553,-2394,difficult
194321,56019,79204,77715,24018,15875,13311,10166,64257,59022,8042,11031,7991,13810,8317,5483,293577,47947,34722,90312,24282,7241,7403,1444,-33449,-53953,107601,43055,7772,-3111,2584,7922,easy
746606,16038,6780,33858,14365,15378,5164,5789,44491,51157,11274,5580,4398,12857,6505,2360,1444560,-34202,-5970,58147,14121,1612,-210,3692,-40331,-36037,-3019,-1592,5812,3430,-2472,3165,difficult
99389,58567,15045,10360,14142,14078,9113,12623,114227,103906,8259,10729,9671,16637,6991,9429,34172,-32722,1929,4699,-5542,-10030,121,-3211,-63848,-57957,11643,-5438,14484,4912,4122,9599,easy
175271,35217,18778,14966,7909,19036,6073,2433,444114,49836,16508,14781,11675,21914,11046,6187,-207818,-38349,-6194,-12052,-9572,-18067,-8222,-5033,-329868,9111,10733,12421,2040,12311,-1724,-2476,difficult
963647,84984,13032,11140,27022,24502,22151,17997,807233,169249,33225,27029,27984,30248,16499,16224,1040742,-10120,-21952,-10252,-7245,-2886,15311,-2364,-727914,-158411,-18434,-21527,5320,-8607,-4008,5910,easy
427800,68856,37907,23651,22614,20692,16666,18481,758544,272866,33718,33448,29924,32183,29377,9357,-44591,-193795,29036,9054,2073,-11832,-6726,21566,-616897,-214226,-20659,-28649,-16693,-11151,-18697,-3319,difficult
10361,8966,2986,7980,6053,24094,7172,6105,279278,72636,10885,13154,19585,13789,20297,8137,-264911,-67412,-8994,-1675,-12718,-10386,-17011,-4924,-272924,-59929,-6804,-8674,-14346,30995,-9239,859,easy
83815,20688,10474,6597,4045,7305,4420,2047,142684,179292,16725,30291,14026,25373,11022,7876,-109682,-166546,-14765,-27555,-11473,-20151,-4130,-5741,-8056,-150663,2263,-19833,-8489,-15985,-9074,-5918,difficult
19482,14445,13424,11955,6210,14719,8006,8414,143526,54696,13692,5699,8764,6507,6226,5627,-105576,-30765,7555,7045,-2405,9462,3012,5949,-142512,-49738,-8092,5466,-2704,6962,547,-375,easy
158470,32530,10902,2649,3168,9274,5054,4926,260427,41090,17561,15327,6961,10761,11377,5255,-94636,-21604,-14261,-12979,-3426,1460,-4152,1287,-109279,4483,943,-12378,-4161,-4435,-8494,-1946,difficult
864458,179907,25413,54777,24994,64301,24659,8889,936837,249007,60391,45562,47259,32112,19152,16320,-176235,1243,-25341,-33301,-20691,14898,-5069,-9504,31476,-139444,-44616,51730,-23839,49480,16082,-5359,easy
1015006,81651,34254,23191,35982,25539,14205,7218,762992,58739,33102,25329,7406,18498,12242,8828,1146136,95193,34311,19435,61640,28017,15341,5128,-642108,-49370,-32008,-23711,-4489,-13936,-11415,-8349,difficult
20778,18556,8505,18361,17264,35162,19527,17279,52325,35911,13560,21277,32640,33598,28512,18268,-49385,-9564,502,7701,-22929,215,-10642,221,-13709,-25146,-10613,-13533,-7824,2913,-7328,-2200,easy
380886,195896,41308,10232,24938,18434,14693,6839,285322,194646,20541,13694,25983,21472,30854,9226,345251,169103,53270,5096,18234,9986,-7558,1263,-154124,-166603,-11736,-12020,-20324,-16063,-24765,-6037,difficult
704680,673858,42008,12935,33444,20817,15298,7646,519744,67144,20266,19546,10847,17175,7142,4933,856552,1248611,60444,5147,53150,21106,18865,9373,-486680,-35183,-16960,-18369,-7957,-13823,-2553,-3948,easy
334253,23956,13566,11146,9039,30557,29815,8593,632243,45948,26065,20672,12786,22866,25261,5603,-21904,-13416,-3324,105,2412,29501,29865,9050,-574077,-30568,-21674,-19158,-9907,-14120,-20758,-3070,difficult
5653,6033,4048,10273,8512,31468,14562,9004,47497,63880,12389,20504,19940,36898,18885,11827,-40491,-54371,-9648,-13511,-10809,6323,-5142,-3858,-43198,-61324,-7035,-6952,-12047,-17183,-3505,-1788,easy
1250243,65477,18253,10622,26659,39715,32979,12750,387283,183311,18553,7730,14530,16620,11184,7366,938870,-120737,-2372,3232,32503,51906,37005,9547,787050,-114931,1771,2552,-8246,-5717,6584,1220,difficult
519766,52626,6757,13412,18430,26057,9526,9056,593690,211674,35045,11047,16462,32110,16144,10953,393566,-114964,-32216,14351,13005,10877,-1695,4575,-541415,-203133,-24360,-9621,-9069,-22984,-11542,-8369,easy
1941214,134916,101807,44213,75223,43611,42644,7783,197930,92412,20606,7772,23267,20093,6487,4232,372620,60577,-10501,16947,-241,-11483,3411,-1662,3113948,24430,172903,55935,104152,58519,68903,8763,difficult
276951,30108,5790,4786,9999,12214,6822,1564,569605,176548,36511,47561,30971,37758,21824,20252,-514609,-155407,-33851,-44277,-30023,-34410,-18545,-19324,-70700,-137473,-27591,-41274,-11922,-16679,-11460,-18052,easy
31097,21549,5432,5374,5215,9928,8011,3388,64079,24838,13496,11083,16433,17237,7076,7709,-46474,-9550,-4930,-3001,-9801,-6649,5774,-3519,-19490,2971,-11198,-8418,-12636,-7969,-3904,-5123,difficult
412798,64148,4625,20277,3351,14916,11189,6191,34873,30137,7635,9836,12704,13121,7942,3989,780598,81472,-4740,18784,-9079,3655,3713,6385,-24749,-13451,-1280,2097,-9628,-65,2780,-1981,easy
19373,36242,20536,14652,21547,12936,11930,8042,32811,27418,15128,4855,9776,27349,7308,15407,-18111,20791,16502,17139,17792,-12038,3173,-3220,-8765,-3143,-5687,2454,5749,-16789,6071,-11511,difficult
817026,299136,29068,91379,43508,44414,23374,17441,415227,93471,36361,19580,18704,13738,22796,15132,1051824,452405,3399,157660,51870,57881,11286,15864,-248227,-41076,-17986,-14062,-2263,3471,-10130,-11247,easy
49435,17269,2846,9733,6134,19798,15633,8323,140529,69514,29569,36141,23815,27601,21918,11272,-42705,-37721,-26080,-17865,-16219,4872,5434,1014,-139484,-66769,-27366,-34951,-19144,-20478,-18005,-6912,difficult
762414,87291,15319,18066,24436,19791,14905,5780,778686,105321,31135,15793,19431,40199,35579,18839,619727,51526,-4905,17493,26502,-4651,-7560,-8590,-652271,-87587,-26728,-12947,-16492,-36166,-33789,-17529,easy
44450,11826,12057,13275,32636,35295,26321,6012,14027,24056,6261,14769,17755,30440,16451,11355,66127,-1301,15316,7698,44585,28294,32379,-2012,-5281,-23159,-3724,-10687,-14824,-18584,-12640,-8674,difficult
608144,80461,19547,9547,12082,7748,4439,2679,1385318,100205,36497,17721,12823,19472,16472,8532,-1007323,-74092,-24521,-11064,-3753,-12209,-11074,-6462,-547026,34604,-9380,-5284,2270,-11239,-12993,-5245,easy
6526,6335,9151,5091,8468,14281,10286,10076,186766,16944,11621,13276,31399,42759,14732,12091,-181305,-11377,-5551,-11168,-25361,-29982,-5213,-7162,-179176,-9841,611,-5202,-20502,-26974,-3679,3132,difficult
107899,65000,5117,17298,7230,13019,5584,4238,188055,132033,8556,7247,5219,11544,17970,3427,-72403,-125339,-4990,-3135,-3923,-4022,-10633,-254,-87910,-8728,-1888,23236,7944,6971,-14139,1875,easy
71854,21788,21248,10058,17800,10179,12198,9172,41055,64816,20378,19452,15241,20587,15283,6196,8419,-26870,-819,-12458,-10352,-14108,-10163,-817,53178,-59187,2558,-6330,15469,-6708,3992,6769,difficult
38663,35032,10993,2663,3580,4500,3583,2775,28980,8457,7052,19582,12125,41473,13714,11989,5999,34678,7334,-14829,-10003,-38027,-10766,-9245,13366,18472,548,-19010,-7087,-35920,-9496,-9183,easy
593874,234210,25455,13303,57589,20617,17593,5551,122527,117603,8733,20272,15746,18621,20864,4603,223341,114035,35654,-12015,3220,-2810,-9212,-1374,719352,119178,-2211,-1924,80466,6802,2669,3269,difficult
367326,27825,20531,5626,6371,13075,5725,5855,94178,11061,5236,7042,7017,8949,5432,3215,635222,14199,1367,-4672,-4446,-3731,-592,-1029,-88927,19328,29222,1839,3154,11983,1178,6309,easy
213451,16761,6430,7537,20642,14359,16551,3859,153412,31458,10201,10948,18955,14678,10568,6954,255817,-16680,997,-7183,-8411,-8725,-8408,-5827,-135739,-12715,-8540,360,11785,8086,20373,-363,difficult
67788,12065,1845,2038,1770,1572,805,967,79196,29025,9421,12500,10750,27055,7698,9482,20164,-10753,-6801,-10396,-9120,-26151,-6712,-8757,-42980,-23168,-8351,-10529,-8841,-24816,-7074,-8274,easy
9940,9245,8906,7749,7662,20163,13911,4736,530780,46920,18097,7289,19479,42570,22855,7257,-525137,-36966,-5136,1513,-11984,-26309,-12435,-3219,-516543,-38384,-13247,-593,-11650,-18506,-5453,-1824,difficult
893921,172925,38037,18728,14769,17122,13613,13762,587350,21963,10754,5383,4271,4324,2448,1070,-381909,933,13250,-2788,1052,-588,-191,4178,995050,300991,41316,29477,19943,26184,22520,21205,easy
31575,24196,22080,6027,34437,22786,15334,12370,19733,19835,15998,8687,15122,32036,10899,8191,-13868,-9936,-3553,-1904,28336,-11300,2587,2394,37552,18658,15716,-3416,10294,-7201,6283,5963,difficult
260807,52788,5835,17651,4183,7848,8224,2829,501693,107359,9252,16677,17041,24930,21114,9544,-443841,-73559,-7282,-1342,-11197,-15443,-15746,-7421,-37932,-35583,448,3289,-14520,-18722,-10035,-6010,easy
72791,27265,3802,2744,3808,6879,8746,3349,110308,29084,4013,9551,10422,15753,6817,3015,-10671,-16191,-2344,-6076,-9146,-9200,-2025,114,-64364,12553,1922,-7539,-4082,-8548,5882,553,difficult
117449,11007,1188,1670,1087,1363,670,326,320309,28069,10469,9977,13365,27276,11134,3163,-153056,-23117,-8315,-8775,-11965,-25360,-9938,-2752,-252664,-11008,-10248,-7840,-12591,-26466,-10990,-2923,easy
3128,6625,6954,7097,13091,15939,10714,5167,290747,69778,10971,12315,16352,32024,13779,9723,-289795,-66828,-9144,-1324,-11997,-25788,-10232,-7796,-285443,-59478,1110,-9113,5475,-6382,4102,-1317,difficult
19396,19922,4000,6795,18369,14364,23411,9178,7845,9251,20651,8672,17042,20361,12173,5831,26772,13107,-18686,-5828,7009,-3180,10300,4937,-3671,8235,-14616,2073,-4356,-8815,12176,1757,easy
176772,47631,4832,3842,5830,6139,7714,7695,576735,311160,88851,30107,37037,16152,29774,30267,-234833,-221576,-79408,-25255,-30354,-8326,-18894,-17907,-565093,-305483,-88630,-27276,-32060,-11701,-25226,-27238,difficult
357619,21142,16139,13038,28990,32976,10497,14847,235322,56861,43111,16065,21022,27906,9609,11557,442480,-32825,-20759,-1158,6509,10262,3757,8177,-197886,-38614,-33185,-4896,9426,-122,-1982,-1598,easy
83452,33042,9393,7632,34428,34581,17081,3929,224668,20835,4296,4685,2454,5996,4502,3446,-151917,-10826,27,-1378,2084,-1300,-2161,-1950,-130516,35240,10167,7271,61863,58469,27319,2916,difficult
447268,170627,12657,11007,14198,6624,8778,4234,37710,28425,15950,10693,8349,12181,8594,5771,3542,-7743,-11866,-3445,-1563,-9456,-4909,-4591,815573,292146,5279,4073,13261,-1658,5276,1516,easy
8570,8044,4014,6505,12288,29133,12506,12650,621568,40610,8168,9101,20538,24394,15428,9724,-612949,-35207,-7209,1393,-10882,-2108,-5097,5215,-613048,-29925,-1100,-6585,-5619,11585,-747,636,difficult
1295289,50722,14857,11312,16181,23219,14999,16662,604202,84604,115713,119790,38512,62603,42938,16516,1964154,1637,-96734,-100174,-18579,-36987,-29173,-5241,-581981,-69402,-104979,-116783,-26084,-41781,-26706,5533,easy
7127,7710,11532,15281,16004,25679,14922,8414,294686,53506,9922,5563,7439,15649,10239,8049,-289152,-45343,5399,10377,10206,4405,11011,-563,-285967,-46250,-2180,9059,6923,15654,-1646,1292,difficult
128626,71543,15707,7301,5191,8957,12207,5327,529291,22208,5630,13178,7580,11267,6224,6693,-519083,-9431,-2643,-10276,-9,2078,16856,2383,-282248,108101,22796,-1478,-4769,-6699,-4891,-5116,easy
38177,15078,24778,11059,7424,17197,6574,3305,72853,17865,15173,19471,19127,15216,7941,5919,-13006,-3400,-5158,-14867,-16142,-9031,-4259,-3458,-56347,-2175,24367,-1958,-7265,12992,1525,-1771,difficult
378654,55084,2761,3409,5455,13201,4236,4020,80665,55048,8376,10534,11922,14430,7637,6259,651599,47770,-4487,-5893,-2673,6103,-1067,-1061,-55621,-47699,-6743,-8358,-10261,-8561,-5736,-3418,easy
72055,16731,12153,10421,7628,15341,12218,10281,173001,28216,9821,11942,8682,16241,20961,9819,-133663,-761,-1581,-7551,-1866,-10667,-13920,-5875,-68230,-22210,6244,4508,-242,8867,-3567,6798,difficult
425751,12256,3571,4156,17546,21784,8249,7633,81727,44051,18010,5996,13017,14860,13331,10079,716821,-27084,-12863,-790,-8439,-5849,-7871,-7721,-28774,-36507,-16015,-2890,17496,19696,-2294,2828,easy
1060324,76611,6284,15521,22400,36986,14290,9526,104040,11626,4200,5946,3813,3987,1973,2129,-54282,-3321,-316,796,3518,116,146,1692,1966849,133291,4484,18354,33655,65882,24487,13101,difficult
85990,43179,11242,4147,4935,6483,4717,2618,53933,20006,8545,7943,9412,14056,12091,9039,-11450,1500,4255,-3931,-4956,-9753,-7458,-6155,75564,44845,1139,-3662,-3998,-5393,-7290,-6688,easy
