delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
941587,343503,87461,45922,18369,19849,560712,52866,13100,6547,8386,5171,-393540,39067,-3736,1475,-4630,-3059,840642,74055,79821,8079,8227,6751,1275696,140878,-7157,10709,1002,7961,212284,1205204,304286,165590,44571,60456,-30706,-6020,-1409,11020,747,1280,easy
648191,141258,58460,29876,31579,13288,1623093,177975,116818,117332,40421,33869,-1012740,-43874,-26943,-65627,-16688,-21146,-942312,-172030,-98848,-93575,-35392,-28150,-370345,119540,-236,-83036,24912,-13281,-1378051,-120152,-78917,-107481,-31347,-28590,-1171061,32930,-86847,-87559,14303,-11737,difficult
172332,107069,11135,10886,8596,9858,993335,165530,12396,16725,9828,11452,-851649,-153710,-11484,-15451,-8976,-10436,-973446,-120014,721,-6253,-5952,-5581,-810665,-93266,-3961,-10816,-1358,-8634,-961368,-145623,-10576,-15655,-9111,-7965,-507885,220310,18996,18982,19236,24648,easy
650939,157561,107770,47928,32450,15887,609803,670696,266992,89791,43613,44990,517249,-625524,-253854,-69604,-18870,-36461,229363,-573237,-253357,-82062,-33091,-39015,-185013,-248980,-5021,-23592,44790,-29866,-462830,-617889,-235244,-73546,-33897,-36428,106912,-500045,-48634,39490,-14746,-3743,difficult
661150,246446,76986,28324,44317,22773,1549416,187833,38892,42903,32432,21282,-985897,-92686,-11136,-34750,1096,-14860,-394077,347383,69490,24680,21873,-3087,-427328,94783,13767,-12885,43600,-355,-1274146,31180,144486,-28915,19556,38681,-1359883,-87595,-26138,-21024,-26700,-12922,easy
623037,257011,32216,43806,11230,16228,827270,68813,9216,15168,11437,5895,-714273,-52059,-6078,-13635,-8978,-4519,-666589,5488,13197,64787,6123,675,-818729,-60908,4642,-5707,2054,5798,-819712,-63328,1578,-9510,-7497,5349,1998138,1111799,101663,107256,7264,44362,difficult
368715,73626,37685,14280,16009,29413,675870,560376,87117,77832,35848,22859,228966,-491974,-68755,-42976,-21849,-16180,242959,-293561,60670,-51582,8983,74057,-666980,-553390,-83228,-75527,-25265,-14247,-669851,-544260,-77202,-73023,-29052,-6943,-670870,-550563,-78645,-74654,-32011,-3918,easy
395920,53721,9814,8719,8099,8980,472905,121678,16575,10847,14735,5878,-411490,-114812,-11420,-4128,-13384,-3671,814746,-2592,-12760,8941,9839,9438,-469077,-117665,-7899,-5213,-8498,2517,-467685,-114064,-2623,-7370,-8647,6006,148581,9350,899,-2872,-12489,1218,difficult
1039296,129269,43889,29818,6596,5498,903131,61718,15301,11359,6841,3795,-798878,28151,-2927,2522,-2113,-2835,1345170,365507,130190,82069,10864,13732,-876435,-51350,-14367,-10855,-5736,-3361,345703,8184,16122,18840,-283,618,665265,-12736,13924,-281,-3958,361,easy
588818,156618,31691,23564,11547,16544,784715,71600,18162,38255,22845,20596,-676183,-60954,-14290,-34079,-19718,-18796,397601,211931,7836,14055,-10368,-520,-573505,-24531,-8082,-26879,-16958,-17892,250947,220911,67153,-7629,-4279,2285,-378343,77732,15030,-18924,-5166,14661,difficult
1108298,76610,29266,22310,12673,7162,789373,129874,13365,18413,8251,18568,1049282,-79576,-6174,2615,-5418,-6807,-180628,-115901,-6499,-13545,-4865,-14889,505795,39100,79088,36697,36418,-8492,534334,-75245,8459,-12458,-5106,-14031,-314156,-34700,4633,6175,1083,-12812,easy
663977,153700,47446,25166,19227,13270,439116,65584,60731,65380,21517,16248,1711722,169073,78105,-10635,23076,17919,-324872,-23843,-46461,-61555,-15252,-13622,-409331,254657,-7698,-38910,8216,740,-420141,-47774,-57892,-58171,-20931,-15423,566929,88469,-32480,-31797,-6558,-4505,difficult
698629,169118,27946,44077,17074,13280,1751478,124138,78870,33733,16820,24162,-982450,186762,-56068,8352,6413,-2629,-1532435,-81366,-56066,-29897,-14192,-20839,-904379,13878,-50322,-12883,8676,-3357,-1176707,43256,-50638,9634,-3317,-11998,-668276,62371,-41524,76512,3692,-15586,easy
672037,71811,31656,60523,8712,9869,1050374,218156,44171,25235,23018,14646,-850253,-190016,-32549,-15372,-20281,-10342,-775320,-197929,-12633,-20484,-17884,-11981,-491145,-137698,-22523,17182,-7339,-6287,-208787,-147644,-27018,127343,-17644,977,433819,-58440,32150,67770,-8380,3747,difficult
987792,185960,97431,74480,53066,23910,1313458,128005,84918,60610,14294,16810,-667128,-104848,-77406,-32413,-7895,-12782,-245536,46561,-21520,-44688,29506,-6820,365862,418002,98294,165941,158242,49309,-445016,-25543,46493,-21393,6233,1964,-636511,-44397,16703,1901,7776,3830,easy
435994,84352,19648,9793,11600,6441,557328,269660,24352,30423,17633,34839,541055,22923,35463,-11963,18084,-25570,-452197,-265940,-23670,-28278,-16330,-29838,-548323,-261053,-21433,-26293,-10785,-28131,-132043,-225615,-1400,-13974,-7265,-28456,-15164,-196857,-12482,-22640,-13867,-29997,difficult
399099,114919,10561,18342,12712,13172,671271,137521,13419,11523,11196,7983,-601971,-118224,2815,-8171,-6981,-5883,-659647,-135174,-8549,-11322,-10617,-4846,-655076,-131479,-9945,-3428,-3393,4068,336126,289141,2532,62918,31402,17314,219706,-17274,-1145,-5902,-2832,15290,easy
852766,339485,74744,110220,57383,41751,933659,132386,84733,47751,23545,15388,-186106,71134,-26470,17502,15900,8604,-697563,-52976,-66953,-21799,-7378,-6779,-55315,96517,-47200,34575,28456,21263,-776705,-26799,-74516,-29421,-2521,-13142,1311226,947618,165195,311486,134733,121869,difficult
479095,55037,18994,35806,14348,31376,737959,100401,27903,31022,14445,10947,656360,-12254,33440,11702,18717,17213,-384441,32437,-12548,46624,-7656,71651,-572554,-86806,-23100,-26514,-8853,-4287,-371709,-74585,-19579,11716,8101,2167,-621974,-85613,-22759,-19609,-10795,15402,easy
1043312,368080,107957,25221,30552,19689,615667,226477,57726,54031,17917,32017,947028,132287,88145,-15178,22605,-2307,1232545,88690,41803,-37682,15287,-2191,-332915,-43058,152458,-12383,9328,-17746,656265,682946,18252,-32707,15834,-12584,-364696,-152851,-49502,-46100,120,-26814,difficult
107522,26242,11321,7726,6913,7804,355941,215839,13647,13534,9742,10128,-129847,-169658,10007,6170,-4876,-7254,-342888,-213433,-12792,-13096,-9170,-7557,-354328,-205396,-10339,-6797,-5015,4730,-304308,-194972,-2289,-8977,5941,-3850,-110724,-164526,3785,-6341,-1023,2309,easy
171990,35388,10655,9043,12796,9321,209223,30179,16645,11782,23693,7809,-108558,20373,-15133,-7397,-13397,-610,-194434,-9032,-10102,-1241,-15577,-1421,-206052,-26778,5236,-8767,-17971,956,-161474,23145,-4715,4743,10232,6477,484351,18335,-5235,-1035,-17773,2160,difficult
917975,159507,98738,25963,42293,17636,1046464,359224,36949,36798,24548,36125,999740,-55445,356269,17469,119324,12573,-821452,-334270,-33080,-25485,-19876,-30248,-129139,-92626,-11112,-2594,-4458,-21041,-163197,-216156,27889,-14272,10271,-25626,-528398,-300089,-31021,-29292,-16538,-28105,easy
6623,13093,7810,5273,4257,4062,292915,53081,3765,9991,2919,3460,-281235,-43577,551,-4814,-9,1655,-288519,-35489,-1637,-6017,2032,-87,-285867,-44758,2856,-1150,5164,-222,-290183,-48378,-1139,-8695,-1151,-1121,-285655,-27738,19596,-2912,654,2786,difficult
1304521,541520,224956,115747,98683,77248,947869,165032,81303,85952,32523,14104,-294118,-85977,-73120,-59694,-28876,-1111,1634988,1079949,853848,381526,400141,281616,377785,1002068,59179,-25661,-10864,35565,-796634,-158607,-76814,-80366,-31878,-12752,861241,45008,-44826,-66829,2279,12404,easy
843404,256819,29355,42855,23073,17402,1540560,545372,125311,60948,52670,35942,-915944,-511564,-111466,-52737,-47493,-31982,-1292421,42603,-84398,-9601,-19246,-24353,-649958,-413437,-106133,-4907,-21969,-19955,25220,-204776,-102957,-31429,-25706,-8845,-652675,-355589,-74825,8211,-33573,-7565,difficult
815484,317017,30473,16681,17040,9172,1315583,441537,82842,37105,29896,18460,-1084549,-419736,-68454,-32600,-25074,-16437,-518111,-331746,-48200,-19184,-25091,-14792,-585861,360941,-61921,-6215,-3931,5524,-619897,-323695,-59324,-26875,-10130,-10861,307925,91636,-23946,-17246,-53,-9874,easy
100299,39548,8400,3002,4006,5379,593874,136182,6277,20031,7684,5097,-397826,-95452,2610,-17789,-6598,-3888,-483545,-123829,-4556,-19138,-3860,-3210,-581751,-107201,7708,-12875,-3866,4107,-576926,-114194,-3493,-18619,-411,6332,-427828,-42496,8347,-16726,-3656,-1930,difficult
732753,81583,17834,20945,11311,11579,287364,53904,10071,4163,4085,5322,1181153,66858,3498,3958,3973,1896,-270559,-33354,-3696,2147,-1673,1536,-285039,-40346,-7741,15403,1567,295,1392570,75441,38381,62099,24084,18253,208821,69794,8375,303,8180,9307,easy
1127295,154656,35951,24558,7740,22546,768501,114928,21711,14527,15214,19774,157127,50015,15308,16233,-6234,-1799,927795,76981,-17267,15393,-3362,6289,382509,-58769,63232,1195,-6047,-8395,-660867,-79195,-7117,-9575,-13003,-15540,987406,209606,17045,26907,-8723,33307,difficult
1017565,132072,51683,23039,33107,17088,505452,80553,24144,12583,6608,6370,456694,-36535,3133,-7136,11370,903,1152027,77261,34750,24041,29776,21830,353784,200680,75988,21201,52712,21067,564735,34433,25206,14012,34912,9710,33324,-18244,-1383,162,3724,78,easy
1125681,86268,36696,14251,14506,10221,896451,477084,46679,55870,22755,33893,817230,-344920,-26526,-42958,-11935,-25801,341379,-419727,-34209,-48514,-16139,-27483,-748575,-462961,-42827,-51806,-21126,-31054,414954,-394004,23511,-51053,-14966,-24468,321164,-332470,30138,-13766,22922,-9556,difficult
966275,170438,68520,44475,50636,26910,512876,178398,107119,17145,23667,18108,1708651,107650,-77639,71641,30898,26343,961922,-74207,-35191,47642,112243,13146,182480,55138,15012,-10274,-111,10416,-142678,-35983,-18659,32413,9364,4506,-443381,-92399,-76518,-4772,-17549,-10401,easy
14768,16195,8853,7009,7763,16379,1056747,168006,118967,78192,48728,46052,-1044733,-164211,-115661,-70735,-45021,-43191,-1025421,-148871,-116181,-72877,-38169,-28138,-1051251,-143202,-115911,-66770,-44869,-28498,-1039807,-162290,-98786,-73403,-38747,-20522,-1048682,-140482,-104029,-72131,-38018,-28017,difficult
1478745,491367,45688,100963,73659,32919,355780,378219,95669,64619,36009,17207,375961,-341233,-90572,-41003,-25575,-7703,820321,-184011,-77443,-1249,9790,-2418,1137260,-179032,14421,7669,21786,-4231,260918,-326191,-80208,-57183,-30238,-6413,3020364,1596207,-16105,273488,212488,99326,easy
1029047,361491,66348,63145,47974,30317,954782,144962,75758,89092,30961,35697,894613,64210,-14931,20407,-1689,-18023,-367997,-24052,82944,21182,-7883,7564,756947,932436,-38915,-55663,31780,28489,-149016,125399,-40178,-41206,78748,-19971,-763224,-15350,-35972,-74456,-15891,-24958,difficult
