delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
61864,31244,14806,9120,9647,9042,264560,80759,16676,20736,12225,15412,-212274,-61109,-7012,-18477,-7760,-13056,-249116,-52878,845,-18987,-5773,-11300,-146697,-34558,558,2615,5798,5246,easy
98595,21697,4385,5700,6826,6661,173116,25309,15568,8100,7020,3315,-172858,1466,-12322,-3085,-2965,1278,68736,-12947,-9174,-2919,-3715,-1339,-119442,644,-12053,-1196,6097,10099,difficult
111508,52834,24334,5114,5576,6572,92877,66270,13279,8361,6267,4566,-55671,-54545,-4946,-7574,-2976,-321,-89239,-55446,-3470,-5797,-4548,-1678,200804,69682,41581,3630,5452,8018,easy
123179,13420,1818,2223,1341,2058,101312,48698,6197,23224,9133,19005,-61124,-30978,-5385,-21485,-7197,-16515,175382,-36901,-4607,-20140,-8157,-15850,-48657,-37955,-3146,-21378,-8022,-18476,difficult
61021,30865,6207,3017,3887,3264,94526,38219,10313,12899,6782,4649,-74705,5547,3556,-7883,-2260,554,-74763,-23744,-8813,-10830,-5056,-1912,48953,-3864,-7060,-10933,-1368,-2798,easy
762361,104259,34634,21584,10348,5840,48104,18195,4658,5443,14810,4499,472353,130294,20144,3616,-10085,-2262,356270,38780,25851,11330,-3311,-1444,1314149,89119,43933,33477,11,7730,difficult
133590,27506,34684,12048,11501,18945,64685,54716,14869,5606,3523,4019,3736,-22068,-2333,-3493,2237,-738,-19536,-47542,7496,5968,8336,12914,222514,-12020,54283,16850,13362,32601,easy
161434,87134,6828,9416,7763,5376,64845,22249,3370,6797,4288,7143,106152,154345,4635,6124,7087,927,111673,18775,2967,155,5700,-2632,71941,21536,2773,1579,-2363,-3596,difficult
557757,220764,44885,27777,15160,7864,299053,31016,18583,6559,5550,3773,301184,432396,43461,46027,17058,5984,-65746,1374,-12890,-4071,2746,-1080,540675,135475,48336,21697,9027,7368,easy
80486,13293,6688,1556,2131,1533,94256,14253,3578,7158,5056,5875,-42263,9734,11005,-5485,-4145,-3605,32518,-6368,-436,-5150,-497,-4120,-31564,-6245,-1239,-6170,-4133,-5301,difficult
50543,28961,8371,3090,3550,3206,224378,37705,14734,8135,9927,9903,-166375,-6189,-12081,-6785,-6948,-6836,-193402,7853,-1222,-4080,-5564,-6660,-161729,-27897,-5787,-4270,-6619,-6595,easy
627779,129117,65323,45189,38235,20069,533321,189599,33371,32230,23201,19633,1174051,115552,55352,80094,40067,22873,-506806,-123297,64742,-11256,26128,-3584,-383872,-173700,-24237,-29962,-21093,-17982,difficult
53862,14178,4142,3108,4319,4320,175623,46469,6853,4333,3928,3493,-92171,-22720,382,2620,5181,6256,-105526,-37455,-5050,-3632,-2664,-3082,-167587,-36699,-3464,-2663,-1344,-693,easy
604009,76242,14595,9045,16242,6541,84573,28210,13588,20070,6008,9092,691060,94916,-8948,-13690,15215,951,782872,43596,5776,-12714,12004,-5535,84376,5584,6193,-6670,3483,-3069,difficult
26182,13897,4550,3539,3678,3522,599878,86709,13436,8435,9379,6766,-544949,-73130,-10390,-6688,-7513,-3701,-597344,-84364,-12050,-3545,-2184,-3296,-578795,-60941,-4219,-4454,-7407,-2734,easy
241396,89857,6947,9032,7157,8826,101022,23535,5409,9121,6170,11877,123412,120322,2873,377,3062,-5516,-94440,-14594,-2358,-4155,-3469,1348,392149,93238,4099,3510,3369,-4985,difficult
139687,62462,6700,8859,9583,9828,50530,23635,4674,1954,1809,3415,55216,102039,2137,19028,18070,10825,209900,15695,-990,-7,-516,-242,2356,-1252,4932,1695,5769,8657,easy
101993,28568,4827,4119,4796,2707,67262,55511,6007,5980,3657,4797,23691,-32759,-3765,-2898,-2750,-2729,51500,-8630,-3517,-1083,-1737,-1922,29003,-39439,3742,-1601,7904,-1618,difficult
83347,12041,1990,3055,2550,3861,177330,22708,1215,4441,5431,6639,-6949,2655,576,-2119,-2113,-4972,-151399,-15145,1478,-39,-2349,3052,-123601,-19511,270,-1999,-4182,-6413,easy
147323,42333,9293,3594,6017,6419,65932,11712,5597,3315,10909,5453,72892,58454,6210,3211,5107,6760,191188,14920,-2068,-287,-9224,-3700,-19907,18490,6947,-2088,-10558,-162,difficult
60405,17760,4250,1518,1441,1282,536406,75373,11437,5672,7919,4887,-506969,-58200,-9325,-4833,-6792,-3904,-422116,-71120,-11374,-5302,-7461,-4119,-498917,-43519,-863,-2327,-5181,-2793,easy
111439,60633,38096,9069,11482,9921,109895,47168,13319,3124,4610,2645,12011,15919,-2971,-288,-542,532,-85855,-43349,-12423,-2767,-3929,-2030,78475,67825,89726,20890,25087,23325,difficult
