delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
145089,99962,13882,8362,9434,10509,114222,28248,3734,11967,4326,8901,-43167,-13551,-3282,-6245,-3148,-6851,-111218,-16678,7753,-6556,20419,6014,189584,382875,9238,-4260,4605,4819,227516,32364,32281,6380,-418,-1799,-108378,-26441,4751,-7343,4084,5855,easy
267869,104229,13626,8620,5331,2570,457815,134582,41193,10336,5638,3098,-431470,-128915,-38071,-6650,-4634,-2410,148212,163451,-1324,-3699,7128,2836,-133340,-87758,-28960,-6372,-1948,-1353,-338507,-110132,-34455,10747,-903,102,-194623,11590,-35024,-2604,-1176,-1816,difficult
361232,10800,8940,6210,4669,6939,175743,37366,1069,9369,15239,12344,-164802,-31875,2735,5569,-8194,-2109,-74325,-21391,9180,-6344,-12124,-9770,1511156,-20114,19847,-6166,-5984,-634,-174955,-33810,-500,-6163,-14425,-10644,-169629,-25638,8092,-2693,-12124,-3868,easy
695230,91488,21690,7842,7320,3201,190116,156221,15040,19964,4076,7362,1172469,-3285,16365,-3118,6538,-3633,-152550,-110549,-4533,-13632,1838,-5127,190528,-134358,17623,-17104,606,-4752,1386005,42995,8995,-11323,8245,-1305,-70880,-118467,-5199,-15432,-1006,-5987,difficult
781703,129895,29212,6674,4987,6080,1029774,358094,108196,71225,58816,23135,-78052,-206287,-39654,-66061,-54011,-19176,-681759,-346153,-103794,-70534,-57714,-22541,506108,-259406,-101232,-56268,-57272,-19462,-85533,-156657,-89089,-66112,-46255,-7033,-901117,-172491,-61151,-63778,-53893,-17063,easy
752652,185697,13173,32569,10261,9552,1193469,457881,95164,31014,16786,19201,-435481,-418574,-88159,-18675,-9602,-16654,-473517,-342686,-88606,-7644,-11288,-9585,-1024136,-432712,-90850,-29448,-13111,-18185,-573569,86600,-65402,59100,6064,4426,302616,-253550,-76940,4441,-4688,-8248,difficult
104572,24587,12292,10569,8452,5160,22614,20682,12492,21624,12264,7159,315377,53734,8933,-1360,-8353,-4575,-13139,-5511,-2245,-5361,-1905,-2275,48410,-12863,-10948,-20009,-10453,-4786,52044,-4590,3353,-19740,9246,983,7096,-11246,-92,-8803,-7594,658,easy
623225,54399,28241,11456,9435,8055,975102,308082,71235,51117,41298,28501,-821109,-300055,-67153,-48334,-37675,-24079,-314512,-224709,-54570,-29915,-37368,-23278,-837671,-285011,-35630,-43957,-35385,-21451,754791,-192881,5418,-26241,-15692,-8618,-540884,-265761,-63035,-49860,-33197,-24802,difficult
984188,332363,38295,19071,12623,9543,836707,569144,54672,38532,23856,11159,1391677,385530,23901,4779,4383,17383,330518,-495633,-17684,-26016,-18578,-4673,-208201,-532538,-40160,-18452,-12366,-8374,-190836,-354716,-23658,-24381,-13824,-6779,-585752,-186548,-24286,-33235,-15781,-5635,easy
201106,45219,7373,8862,8762,9558,56375,25439,9825,6170,6302,4171,822226,35470,10101,7115,16358,11631,13382,-7430,-6765,-4804,-4437,-333,-53010,17301,-8027,6618,-1699,3427,-47509,28177,-2603,3265,-18,6564,-11433,25382,-4965,1264,2097,5648,difficult
