delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
30619,42988,9784,4943,2410,2007,612610,60014,24983,13166,13456,4530,-576059,-23736,-4368,-1543,-11161,-1769,-586764,-43082,-24745,-12736,-10589,-4075,-583149,15739,-16484,-10389,-11388,-1726,difficult
551381,36722,19062,11584,11778,26987,183026,25250,5317,2629,4941,21079,527503,50651,20612,15585,24137,47647,688781,-7520,5074,9717,-420,-10760,-111219,-8716,15549,1562,-3207,-19164,easy
461775,106245,8162,5321,12238,6762,204133,38566,16527,6562,8631,4823,-172637,-23385,-14831,-4806,-7506,-3914,800225,194578,242,2644,17409,8218,145339,31844,-10505,-1562,917,1513,difficult
799304,328916,25488,8559,12239,9168,88382,20424,5836,8102,6528,7526,31822,33507,1310,-2579,-975,663,-52599,-13641,-5157,-6375,-4261,-5046,2153543,905609,62804,10326,22368,9309,easy
92795,30399,11234,7801,6607,7951,438031,67407,14535,10236,14708,14676,-326106,-15969,10578,5419,-105,-808,-358993,-61858,-12145,-8951,-14095,-12887,-350610,-33197,-8335,-3773,-10103,-6481,difficult
14929,7030,6468,7915,9626,32610,29800,6584,4921,4495,5272,5119,-27425,1269,-2891,5591,4529,25502,-17988,-480,9984,-1207,3775,22688,800,550,-2451,5875,4759,34282,easy
29372,14666,4201,3984,1940,8695,426385,74077,45018,9474,5774,21894,-421829,-71506,-44543,-8913,-5365,-19314,-379150,-71684,-44462,-1726,-2257,-4491,-390060,-35043,-33447,-5831,-3881,-15791,difficult
525027,121032,13894,27800,12649,26122,641118,92820,28776,11578,14804,13078,-489222,-42527,-23667,187,-8241,3300,-364757,-40578,-23555,9674,-1605,-1162,505705,167740,2575,38804,3381,36994,easy
982626,205990,57860,22458,14078,20608,817685,67227,74764,35786,11627,12622,-73132,230703,53479,-23125,6864,10753,-49150,67019,-45355,5703,-3903,14596,617104,118567,-58835,-22562,4393,-1391,difficult
88009,11244,5621,5589,3094,3299,353683,121779,8941,5195,11642,4002,-301148,-115145,-8715,-3412,-10630,-3365,-324745,-116232,-166,8390,-8689,395,-171130,-100228,-1080,-3796,-6325,861,easy
213875,30165,2978,9061,3248,4935,594415,81480,12040,17235,12478,16000,-427162,-57817,-8972,-13924,-7947,-10191,-360889,-33698,-8936,1857,-10401,-11082,-353569,-62430,-9277,-12456,-9342,-11923,difficult
