delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
267790,95163,28243,31068,21587,4634,2019,1347,245245,94364,9703,9758,6814,6885,4590,2764,-160181,-47937,14358,9576,3639,-1452,-3409,-1710,338178,133364,50219,62316,46881,868,140,124,-110361,-83029,-8957,-7961,-6202,-6170,-4445,-2664,easy
1233960,99344,91559,29921,33047,10364,6959,3287,684177,384648,137270,90875,61468,69878,78280,18541,1600312,-210837,34717,-30341,-29524,-55307,-62285,-14114,701401,-323462,-39932,-73436,-1651,-56082,-75445,-13834,-652365,-321612,-131917,-79085,-54087,-67154,-76234,-17813,difficult
486839,134320,27196,6103,6206,5450,5260,3395,646165,105602,73378,52989,62081,13679,18683,9750,-578846,-73470,-65024,-48751,-60822,-11277,-18033,-9281,698959,237275,-8811,-45664,-46110,-4029,-5784,-1092,-598091,-77651,-64711,-46243,-60694,-9380,-16453,-8693,easy
708754,41782,8525,9788,8146,5782,2282,756,643848,61573,18251,27302,10636,13173,12288,4164,108864,-17171,-15078,-11215,-1675,-9647,-11100,-3393,-457120,-45943,-14091,-24461,-9354,-11899,-11742,-4000,542975,3741,-8,-16867,3558,-628,-7177,-2831,difficult
789725,341613,64811,156050,60735,13652,36590,31323,1359152,265216,24833,47066,20887,14538,19054,13063,-1337260,-256532,-19082,-44231,-18163,-12540,-18480,-12886,-185510,242861,69508,185591,68853,4941,35544,33833,-185510,242861,69508,185591,68853,4941,35544,33833,easy
1494153,251431,75715,63295,25299,30738,7566,8904,1056578,189440,61434,37870,25721,19498,18783,18726,-377604,-92052,1531,-29216,-16796,-9101,-16858,-12508,-149828,-113823,-47784,-13669,-17861,-8762,-12737,-17962,1840157,391848,89095,119160,33390,51583,-4055,1003,difficult
529079,224515,34963,22920,12910,20260,18643,7197,1123926,190294,38397,37639,30535,24174,29649,14014,-372310,253305,32804,-23252,-11635,-5597,-15952,-1498,-830279,-100964,-36473,-28174,-25426,-20391,-26314,-9696,-581953,-49678,-6634,7270,-15813,14245,9247,-9257,easy
596072,318633,17169,14715,34561,10746,4345,1898,921349,274865,77655,29896,32669,17341,15089,14437,-232417,607614,-42412,-495,65765,10368,-3314,-10158,-59176,-228733,-68386,-16699,-29753,-14795,-14527,-13946,-684237,-247576,-70660,-28349,-30335,-15358,-14391,-13513,difficult
447972,94222,21177,21082,8909,6875,10537,4662,120396,47825,11737,9101,3893,2236,1325,606,-97975,-11519,1305,2624,-709,1150,117,325,830414,1262,33582,27030,4697,8601,7695,1822,250289,149447,-6567,6288,11059,4166,19825,10022,easy
696287,293218,24797,14999,11203,7837,7919,5190,792590,494021,151211,45373,44596,32243,13693,11946,1200101,310559,-86208,-7007,-15829,-12215,6077,1392,-730058,-474586,-146322,-43788,-42430,-31511,-12757,-11674,-758953,-438382,-146712,-40326,-41921,-29491,-10642,-9987,difficult
852262,87773,23174,5602,10485,12629,6308,2550,776579,169747,88646,51991,29504,15524,8151,5051,-613676,-153692,-80891,-49303,-25420,-14120,-7117,-4879,-634817,-128574,-79695,-42005,-27166,-12058,-7398,-4477,1475541,36343,-35829,-47859,-4471,17494,8986,1853,easy
606595,148732,40653,33210,12221,9306,5700,2092,891013,50459,16226,7993,6339,5705,3191,1455,-602120,3549,-7872,-4013,7648,-2204,-851,11,332468,310622,77337,83943,12961,14962,9238,2848,-583601,-19352,3816,-4279,-2963,-1954,-860,-949,difficult
364386,72739,18528,40511,9685,23598,14005,5704,968942,101041,21205,21306,20918,11972,8491,5100,-957749,-82819,-4364,-11756,-16466,-556,-4637,-2765,-839524,-62570,-13732,-7034,-13188,-7073,-127,-1307,-16394,60484,10066,76404,-4045,42507,21307,5885,easy
304015,89429,22671,9010,6874,5540,3723,2976,150367,342866,16385,11109,18976,8526,3905,2002,357733,-210392,32334,9968,-5251,-2114,2609,4787,-120561,-289053,-9551,-6662,-15807,-2747,-1103,-288,223772,-260867,-3924,-9603,-15248,-4098,-2052,-1576,difficult
986835,249626,54049,27397,36707,20668,16766,3482,893694,91152,57197,25073,18626,4231,4715,4072,-730544,-59094,-52269,-19520,-17832,-2296,-3992,-3476,-699905,-43564,-47875,-17651,-15396,339,-454,-2520,1709872,578079,90701,44143,87471,51267,40599,4227,easy
342812,54719,10392,5380,6643,4575,2596,1358,1812683,151710,47176,39192,22369,16573,19992,10777,-1609864,-79673,-43222,-28539,-19920,-12777,-18714,-9462,-1620470,-78091,-27582,-37595,-9494,-12714,-17049,-9380,-1179280,-133208,-39547,-35302,-17765,-10503,-16424,-9415,difficult
