delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,state
-9,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,easy
3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-1,-1,-1,0,0,0,0,0,-10,-1,-1,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
4,3,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,easy
3,1,1,0,0,0,0,0,-5,0,0,0,0,0,0,0,easy
5,1,0,0,0,0,0,0,8,3,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-1,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,difficult
0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,difficult
4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,easy
0,-1,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,easy
3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,difficult
-6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,easy
10,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,difficult
-8,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
0,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,difficult
10,1,1,2,0,0,1,0,-7,0,0,0,0,0,0,0,difficult
-2,-3,0,0,0,0,0,0,-4,-3,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,easy
11,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
10,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-11,-3,0,-1,0,0,0,0,-2,-4,0,-1,0,0,0,0,easy
-2,-1,0,0,0,0,0,0,8,2,1,0,0,0,0,0,difficult
9,0,2,0,0,0,0,0,-1,1,0,0,0,0,0,0,difficult
-6,3,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
-6,-1,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,easy
6,2,0,0,0,0,0,0,11,4,0,0,0,0,0,0,difficult
-2,-2,-1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,difficult
7,-2,0,0,0,0,0,0,-5,-2,0,0,0,0,0,0,difficult
-2,-1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,difficult
10,-1,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,difficult
-6,-1,0,0,0,0,0,0,-10,-1,0,0,0,0,0,0,difficult
-6,-1,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,difficult
3,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,difficult
-7,-2,0,0,0,0,0,0,-5,-2,0,0,0,0,0,0,difficult
