delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
753908,102896,39466,25392,18374,27982,11105,9291,-672240,-82772,-654,5778,-2538,16107,10954,61,-751449,-99440,-31468,-19493,-7314,14660,17613,1314,-708002,-42961,-7233,6639,-10262,7614,18675,25551,-79209,43447,-16668,56479,-30814,24235,-25271,26132,-4776,-2948,-1447,-7046,6659,1062,1253,24237,easy
250083,87512,25881,44519,13705,47155,19945,31178,-130805,-78420,-23043,-39182,-4793,-37686,-12645,-25195,-169687,-42632,-4784,-21928,37851,-8704,24076,-7728,252245,12247,-14918,-24957,-4506,-35812,-10214,-20832,-38882,421932,35788,54879,18259,-10134,17254,-3029,42644,-42357,28982,-27108,36721,-34290,17467,-13104,difficult
23711,28676,13077,5993,5791,19462,17859,5426,-20519,-17504,-5288,1838,-1818,-1814,-10884,15664,460815,201132,40925,124242,17277,14275,36612,83056,54587,8268,-8828,3311,12823,26443,-3754,13398,481334,-406228,218636,-192864,46213,-49753,122404,-120931,19095,-4454,16089,12168,47496,-40366,67392,-69658,easy
1213497,104339,23329,35689,34816,34002,16717,8101,-1164010,-55066,-14828,-31927,-30633,-15285,-3116,-3822,-843761,13628,1646,-20222,-30312,-11952,-10982,441,-1072687,-39838,-11243,-19060,-1172,42300,-6581,15009,320249,-228926,68694,-53466,16474,-12889,11705,1162,321,29140,3333,54252,-7866,4401,4263,14568,difficult
481894,92578,14971,27931,20698,22584,18209,9973,89695,-42154,-6586,-16275,296,17670,1598,24623,-162890,76744,-7865,-14608,1465,47304,1762,14083,-387102,37498,-11376,5898,9926,-8300,9655,1780,-252585,-224212,118898,-39246,-1279,-3511,1667,20506,1169,8461,29634,-55604,164,7893,-10540,-12303,easy
403684,295708,65556,27953,40067,47246,19837,24750,379113,-130403,134442,65580,23377,-11809,41713,23684,326070,-242749,-58627,-23274,-31102,-44306,-15715,-19708,161953,-242853,-21060,-18566,-30678,-27875,3599,-11674,-53043,-164117,-112346,-104,-193069,37567,-88854,4708,-54479,424,-32497,16431,-57428,19314,-43392,8034,difficult
908858,86229,31659,25099,17649,17850,7134,13542,99297,-69996,-27727,-23528,-7327,-11144,-3702,-10672,-819414,-36416,-26258,-19141,-12268,-11949,-1920,-8533,-775241,-70475,-30280,-22662,-10515,-12849,-1908,-8796,-918711,44173,33580,-34059,1469,-4022,4387,-3521,-4941,1753,-805,-900,1782,12,2139,-263,easy
65239,23467,5305,2858,9640,8969,5734,4646,-42947,9874,1685,14934,8905,7605,13230,21844,-22671,-17060,-355,3466,-501,22058,32390,1196,-49034,-11220,10297,22302,-2495,23468,10874,7958,20276,-26363,-26934,5840,-2040,10652,-11468,18836,-9406,-1994,14453,1410,19160,-21516,-20648,6762,difficult
398931,175928,15591,24473,22962,21361,9176,8438,-371079,-150407,-12954,-21969,-11292,16050,-1841,3631,-99606,-156433,-10301,-23090,-19976,-13811,-5278,-5021,-373028,-161896,8152,-17109,-5007,14284,15448,3156,271473,-273422,-6026,-5463,2653,18453,-1121,5981,-8684,14969,-29861,28095,-3437,20726,-8652,8177,easy
91103,30893,6240,3693,6742,12879,10506,6056,-52769,-16950,2230,-2825,-386,-4306,-2446,-2681,394984,285358,117855,117436,23668,63651,43684,20529,780847,59690,-4377,-2217,-2044,-978,-5900,-3022,447753,385863,302308,-225668,115625,-122232,120261,-119653,24054,-25712,67957,-64629,46130,-49584,23210,-23551,difficult
236699,118494,16819,13601,8627,29375,38514,9208,360936,72739,24229,-1229,28953,18980,25000,5524,1012487,-71631,-2708,-12369,-5464,-20007,-33743,-3424,401298,-89263,-1439,106,4873,-9364,-28190,-1809,651551,-611189,-144370,-17632,-26937,1269,-11140,12475,-34417,10337,-38987,10643,-58743,5553,-8948,1615,easy
370207,157101,9986,18065,9461,16883,14254,10282,-351377,-150622,4250,-7591,-371,12823,44637,1099,-74947,237591,-8179,3320,16774,59870,4082,1305,-297240,-141766,-6916,-12889,-6376,2734,-9799,-8074,276430,-222293,388213,-379357,-12429,1263,10911,-16209,17145,-23150,47047,-57136,-40555,-13881,206,-9379,difficult
103079,22931,4557,7511,8710,4902,11840,3786,259790,18499,8034,-560,731,568,-7829,-1401,1450844,169097,31362,51211,31504,40029,3057,7459,443823,22330,9223,3095,1828,15884,5427,528,1191054,-1007021,150598,-146767,23328,-22139,51771,-48116,30773,-29676,39461,-24145,10886,2370,8860,-6931,easy
674247,38864,2644,9574,7869,29419,8646,9475,-478032,88357,42975,3203,8797,8784,26492,25750,1977134,18788,72658,10597,14424,30031,7946,12498,-655882,-20396,7366,1723,2136,13631,35761,14463,2455166,-2633016,-69569,-39184,29683,-65292,7394,-8874,5627,-12288,21247,-16400,-18546,27815,-13252,1965,difficult
43430,32623,3164,7262,9359,19008,7674,10080,213334,33504,6196,26565,21973,3024,571,5472,965478,-8245,12463,-6225,836,-14674,-4595,-6792,1439587,109502,114682,23844,18337,15126,12217,16,752144,474109,-41749,117747,6267,102219,-32790,30069,-21137,17501,-17698,29800,-5166,16812,-12264,6808,easy
318629,72377,6353,8011,6799,36714,20576,17670,598506,315270,50795,17109,16000,-13721,7990,-1247,12082,98381,21485,16683,16308,17326,-5091,16285,233037,-446,13432,37866,35106,15005,3167,-66,-586424,220955,-216889,-98827,-29310,-8053,-426,21183,308,18798,31047,-2321,-13081,8258,17532,-16351,difficult
1357272,192118,23346,53416,20045,28715,30633,13660,-933720,-100114,-6806,-25954,6336,14001,-2617,-6261,-1116228,48247,-7519,-21421,-8186,37356,-12515,5711,-1299337,-170591,-18723,-49480,-14745,-19255,-28682,-9615,-182508,-183109,148361,-218838,-713,-11204,4533,-28059,-14522,-6559,23355,-56611,-9898,-16167,11972,-15326,easy
99529,78012,9056,17463,13434,32727,14781,11657,580659,-20402,545,-5150,-2057,-17566,-4090,-5739,68256,-64980,1797,-10910,-8040,-20999,-3854,-8276,193972,29711,-2295,24964,32796,5445,7270,34250,-512403,125716,-44578,94691,1252,-4092,-5760,35874,-5983,40836,-3433,26444,236,11124,-2537,42526,difficult
1273353,238528,128617,28763,22845,41820,24465,19033,-973803,-153022,-100423,34986,-3227,-18131,-5843,-8996,-1088693,-131522,-96976,-691,-7064,-31188,-20538,-13509,-1263505,-223863,-127726,-24879,-16822,-36240,-21565,-15812,-114890,-174812,21500,-92341,3447,-30750,-35677,-24188,-3837,-9758,-13057,-5052,-14695,-1027,-4513,-2303,easy
689266,168524,43399,62016,35942,55175,42619,18666,-674358,-154849,-31248,-44094,-22145,67697,-21066,-132,-594924,-151097,-39248,-59316,-35146,-50397,-40913,-17814,-651897,-155200,-37631,-44033,-19122,-5941,-29365,7810,79434,-56973,3752,-4103,-8000,1617,-15222,15283,-13001,16024,-118094,44456,-19847,11548,-17682,25624,difficult
215459,45901,14989,7461,9729,19991,16959,9888,-139567,65206,-734,23181,-3344,-7051,-14809,-2670,-133797,-41358,-11733,-6354,-7906,-16851,-15620,-9041,-88163,46425,-5663,6890,6526,14519,9364,6032,5770,45634,-106564,87783,-10999,6070,-29535,13244,-4562,14432,-9800,31370,-811,24984,-6371,15073,easy
1218886,213363,43202,21296,16787,31368,29621,8793,-1140354,-160524,-18616,-1790,-6518,113322,-16900,-95,-848610,-132777,-39786,29663,11927,21049,-18252,-618,-1127318,-167723,-37483,-15951,-8619,-14838,-26589,-2526,291744,-278708,27747,-34946,-21170,2303,31453,-45614,18445,-20546,-92273,-35887,-1352,-8337,-523,-1908,difficult
1015213,88345,50349,25310,25579,36355,51153,17670,-458692,269587,-6027,15053,14091,-13182,37821,10157,-1011476,-80960,-48840,-15188,-22459,46660,11373,-7869,-717076,-46415,-27169,-13419,-14434,73459,-30861,-9090,-552784,294400,-350547,34545,-42813,21671,-30241,1769,-36550,8025,59842,26799,-26448,-42234,-18026,-1221,easy
1151511,184633,14989,16700,20995,30359,32227,14124,-920802,-86095,-9024,-9885,-12360,-5323,-4058,-762,-992975,-112094,-6424,3478,-3829,-4765,-17322,27488,-1145644,-175235,-9576,-3078,-9175,12524,-22158,-1417,-72173,-152669,-25999,-63141,2600,-3152,13363,-6556,8531,-5346,558,17289,-13264,-4836,28250,-28905,difficult
801077,66024,15735,10883,22211,28948,27561,15657,-220853,-25557,-843,-8295,522,-11935,301,6673,-406321,-27454,-13778,9696,-14007,20073,-11208,17110,-522588,-37358,705,2558,-10658,-20321,-16131,-13166,-185468,-116267,-1897,-9904,-12935,14483,17991,-7138,-14529,3349,32008,-40394,-11509,-4923,10437,-30276,easy
383693,98520,21148,25707,16493,51321,16653,15544,-236171,-57996,-8333,-9297,17073,-2532,-1738,4945,2169187,68264,1086,-16066,9164,2891,30151,8130,-225537,-76417,-12583,-16235,-11550,-36700,-7028,-10408,2405358,-2394724,126260,-144681,9419,-13669,-6769,-169,-7909,-20714,5423,-39591,31889,-37179,3185,-18538,difficult
631136,104782,54362,17681,37234,27825,24009,21470,-518231,-36208,-51328,-13087,-32480,-8616,-20208,-12687,162606,-64531,-39950,795,-27356,52523,1542,512,-514815,-11089,-44717,21542,40089,4105,-12516,7225,680837,-677421,-28323,53442,11378,-4767,13882,20747,5124,67445,61139,-48418,21750,-14058,13199,6713,easy
403504,113329,20594,27758,20636,41209,16405,34183,-61459,-76770,-13223,-21102,-13807,-34097,-9343,-31606,309890,-72258,-15663,-22941,-13494,-26036,-7434,-22404,259424,-55959,-1917,-12872,-14135,-30406,-10660,-28193,371349,-50466,4512,16299,-2440,13746,-1839,10069,313,-641,8061,-4370,1909,-3226,9202,-5789,difficult
611468,158209,14044,53485,30887,28965,28424,21071,-318666,304874,46070,-35629,-1370,-11197,13220,-9433,1198800,-77044,2228,-41723,-22843,-20321,-23846,-18211,292306,-126040,12767,-21425,-8046,-16993,-22290,-14864,1517466,-906494,-381918,-48996,-43842,10539,-6094,20298,-21473,14797,-9124,3328,-37066,1556,-8778,3347,easy
938633,205117,13317,28823,16933,30345,28592,24856,-855250,-190469,-2906,-26317,-5905,-8171,-22191,-21524,-822481,-81877,-6530,-11782,18981,32161,51503,-15914,-163549,-111743,658,8820,9739,13848,32665,4390,32769,658932,108592,-29866,-3624,7188,14535,20602,24886,-9242,40332,-18313,73694,-18838,5610,20304,difficult
363637,71536,9003,9334,13966,14072,22752,7986,1957610,-17744,13138,7962,-7409,558,-13850,-1771,2158238,68497,39946,112109,36740,116157,15198,16866,422043,61277,-794,18449,4123,-2025,-13218,-4820,200628,-1736195,86241,-7220,26808,-40740,104147,-93660,44149,-32617,115599,-118182,29048,-28416,18637,-21686,easy
984710,166554,67998,22724,50668,56172,56027,17556,-833624,-136725,-9867,-9199,-37675,-7417,-35815,-4863,330713,-63016,-32897,13520,-4400,-35191,-32648,-2499,-979661,-142284,-58559,-19248,-33976,-17408,-39925,-6665,1164337,-1310374,73709,-79268,-23030,-25662,22719,-32768,33275,-29576,-27774,17783,3167,-7277,2364,-4166,difficult
280522,187590,15252,16585,16528,45540,12805,10297,-157403,-181128,-13825,-7623,-12079,-29685,-8453,-7877,-203859,-162262,-13560,-15759,-13971,-16359,-6842,-6347,395045,-16393,-7718,12567,-5554,30321,32639,25727,-46456,598904,18866,145869,265,5842,-8136,28326,-1892,8417,13326,46680,1611,39481,1530,32074,easy
554056,180472,42463,37685,31500,57004,30947,8111,-502573,-146591,-36268,-21406,-11336,35348,2397,5620,-436158,-155707,-36045,-36588,-27765,-44046,-17747,-3614,-271395,-118100,-19879,-12048,-17647,-2791,-11553,625,66415,164763,-9116,37607,223,16166,-15182,24540,-16429,10118,-79394,41255,-20144,6194,-9234,4239,difficult
569709,304551,36002,31087,23301,47522,21013,13715,-500814,-282935,-31912,-28864,-22303,-45733,-19545,-11726,-424417,-288390,-34362,-29185,-21774,-37012,-15123,-10106,-532368,-278757,-29034,-23080,-14769,-13594,-10199,22389,76397,-107951,-5455,9633,-2450,5328,-321,6105,529,7005,8721,23418,4422,4924,1620,32495,easy
493053,84683,12641,16497,12706,47234,12090,17425,-412531,36536,-10739,34217,5451,-14147,649,-3932,-390785,-42904,19425,1109,37573,-13906,-4434,-2396,-461331,-75355,-2986,-12570,-9516,-25885,-6260,-4770,21746,-70546,-79440,-32451,30164,-22411,-33108,-13679,32122,-47089,241,-11979,-5083,-1826,1536,-2374,difficult
248061,47923,12550,19422,13550,45860,11675,14882,-159602,1126,-9310,-15708,-8603,-30344,-9264,-13277,-139636,-10104,-3855,-13692,-11068,-19555,-3348,-11874,-242325,-32137,2539,-9993,-10109,-4117,-2244,11852,19966,-102689,-11230,-22033,5455,6394,2016,3699,-2465,959,10789,15438,5916,1104,1403,23726,easy
192765,28031,9027,12145,20678,14485,9168,6364,258543,40256,-2515,14749,1608,5383,8150,7850,-187251,-14461,11370,-3904,8292,5420,6952,15549,1468527,49211,6034,6503,1443,6017,19758,22842,-445794,1655778,-54717,63672,13885,-5336,-18653,10407,6684,-6849,37,597,-1198,12806,7699,7293,difficult
596882,61824,16673,17749,14866,23181,16827,13577,1499702,515247,71778,3288,30838,22385,-3815,-3414,-528443,13352,-5629,-7200,28998,8,24547,8837,-541195,-26354,-10992,8775,22783,28048,2246,-6555,-2028145,-12752,-501895,-39706,-77407,-5363,-10488,15975,-1840,-6215,-22377,28040,28362,-22301,12251,-15392,easy
388816,50851,23953,15850,11843,15011,13016,13073,120313,-36382,-21179,-13530,-10524,-11633,-9451,-11619,-125287,-32651,-18920,-10433,-10833,-11508,-11563,-10946,-292458,45578,-5729,-5393,19185,24953,489,-1474,-245600,-167171,3731,78229,2259,13191,3097,5040,-309,30018,125,36461,-2112,12052,673,9472,difficult
282866,86024,18068,9114,6233,19534,16093,9190,-155987,-61299,-15903,-8108,-4985,-16864,-15303,-8776,-181328,-69350,-8854,-7768,-3326,-9149,-6386,-7790,-280039,-77757,-6613,-1589,802,16809,-7410,1321,-25341,-98711,-8051,-8407,7049,2241,340,6179,1659,4128,7715,25958,8917,-1024,986,9111,easy
513663,89783,14304,7872,10651,19264,19871,10148,-481817,-70142,-2396,11988,-3135,24925,-10736,8537,-463556,-64970,-9574,6192,-809,31994,-3447,13437,-426336,-2969,3776,11580,-2515,25151,-2373,8273,18261,37220,5172,62001,-7178,13350,-5796,5388,2326,-1706,7069,-6843,7289,1074,4900,-5164,difficult
307671,43924,5987,3536,7964,36488,12326,6946,-84929,-35853,-3028,1675,271,-26352,-856,-147,-269113,-37840,239,-1109,-3577,17065,3768,2557,-236345,-26489,-4397,-2751,-6160,-31929,-9881,-6118,-184184,32768,-1987,11351,3267,-4636,-2784,-1642,-3848,-2583,43417,-48994,4624,-13649,2704,-8675,easy
168437,49472,7254,11828,11150,30104,9924,12256,477754,180561,29700,19608,50198,10459,30465,7331,152788,75031,-887,-1444,-2941,-24262,-3115,-6560,324451,189572,74895,28369,6687,-1154,8110,1390,-324966,171663,-105530,114541,-30587,75782,-21052,29813,-53139,9628,-34721,23108,-33580,11225,-13891,7950,difficult
1237384,191474,30035,19699,17493,34307,11172,11358,350510,10684,359215,76650,42007,58353,49172,20422,-489845,-93251,6812,22031,71269,3201,15576,1161,-692746,-132585,-11983,-16235,-5473,-3712,2163,-8403,-840355,-202901,-103935,-39334,-352403,-18795,-54619,-38266,29262,-76742,-55152,-6913,-33596,-13413,-19261,-9564,easy
200491,57709,13574,7603,6877,28616,10993,7780,762757,41,52676,-998,9871,-6299,9169,2995,-163781,1295,305,8600,4101,-13314,1889,3910,-184365,-37047,1315,6567,-2907,-3668,-6780,-1679,-926538,-20584,1254,-38342,-52371,1010,9598,-2033,-5770,-7008,-7015,9646,-7280,-8669,915,-5589,difficult
822106,32193,8694,5644,7279,4798,7714,2783,-767420,-22732,-6753,-3505,-5930,14808,-5809,1810,-741979,-17853,-6087,-3687,-2038,11361,-4316,3957,-663698,16107,-6045,3678,-3754,8549,-5743,5782,25441,78281,4879,33960,666,42,-182,7365,3892,-1716,-3447,-2812,1493,-1427,2147,1825,easy
157863,21277,4882,6752,7053,23850,10832,7364,-129522,-7879,-4159,-3723,-1846,28508,5971,-2160,248976,259732,57940,47667,4870,21687,23104,11469,-127332,-10108,-1952,3706,1947,767,5230,7300,378498,-376308,267611,-269840,62099,-59892,51390,-43961,6716,-2923,-6821,-20920,17133,-17874,13629,-4169,difficult
