delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
97931,29107,9585,7209,5893,4307,1953,2078,358051,38607,13033,3098,1544,2078,983,593,-169097,-15062,-5328,4753,-270,511,-171,126,-350742,-32156,-12151,-76,386,2586,2628,2352,-210134,44051,15931,13681,18508,7585,2092,3864,-310506,-34834,-12244,-1913,-1228,-1765,-670,-404,easy
130668,48184,16218,37646,8026,16632,2770,2979,8072,5250,9800,30639,6111,7307,1804,2711,1723,5682,2123,19069,-1598,5158,918,-1469,15530,44322,5631,11765,-4471,9530,1349,-1432,9487,4036,3813,21654,-691,368,399,927,463644,117694,14105,-24459,14421,22244,1196,3046,difficult
131217,62998,10968,33522,11129,12025,4706,4028,63724,7382,4668,27736,3442,7680,2570,3483,-53359,6701,-1178,-4804,6678,742,1888,-941,-55823,-1635,-3105,39668,6112,277,1655,1795,155212,79,3031,-17882,10059,2587,2253,-168,223943,217317,26453,6160,7899,13774,2746,1495,easy
20029,14719,15177,48317,4929,9098,2840,2495,98602,50076,46058,17225,5451,8299,3018,2571,-95859,-37676,-29345,7342,-927,3830,-974,682,-89506,-29139,-42866,42964,1733,2178,-619,545,-72060,-36234,-35028,25227,-1022,725,-256,-357,-56868,-38378,-16285,48836,-1873,-3539,1138,-1175,difficult
43010,28656,1258,1278,1498,877,421,395,130962,57309,2758,3026,2662,1135,662,344,-124725,-48359,-1971,-1755,-189,-33,-17,283,-95349,-36798,-1465,-1782,-1874,-449,-501,-185,-121492,-53293,-1706,-2738,-1615,-111,-372,-68,-10243,23837,-860,-718,-980,-440,-76,174,easy
74381,52172,15650,41813,5447,7036,2832,2257,365665,53753,10004,7869,4769,5608,3213,1221,-363181,-43688,20538,71034,-2296,674,-592,1125,-362913,-43272,1791,36531,-133,2704,634,657,-349134,-34867,-1734,30185,745,433,-880,1436,-89909,115502,1987,-1973,4394,1902,-685,925,difficult
67397,61933,15861,7997,5670,4256,1672,1641,145706,10668,1956,2166,1591,940,512,907,-128954,6811,8749,6270,921,1755,1361,1613,-6886,8817,-138,-466,421,809,-14,-417,-58064,164500,37163,7907,9871,9908,2623,2046,-119332,24932,9844,9613,5103,793,670,-306,easy
91062,27315,4554,3282,3183,3334,1261,854,737163,123390,39773,16928,4653,15046,4136,9124,-481463,-109245,-34663,-14753,-1366,-12924,-3510,-8738,-722289,-109229,-36689,-14116,-4171,-13284,-3646,-8623,-681589,-92568,-32257,-14001,-3928,-12978,-3357,-8755,-699063,-73259,-37268,-11713,3584,-7662,-986,-6964,difficult
125797,43989,4298,4413,3009,2784,2029,813,180784,56769,5869,3581,2132,954,847,397,90909,-42911,1298,-52,-410,352,-560,-67,-113686,10640,-4493,1437,2488,4643,168,543,-144013,-47594,-3973,-505,-1755,-321,-613,-327,-53160,28743,885,2446,3184,2645,5734,1513,easy
69260,47771,7820,24296,6704,5215,4339,3465,283665,52356,16046,34177,14254,14217,4273,4605,-281786,-48564,-1855,-12208,-473,-8126,-444,-229,-261096,-46485,-15038,4534,-8295,-9241,2855,325,-215006,-39582,-6709,-1602,-8667,-5876,799,-271,-99731,116292,-9301,-30250,-12764,-12766,-2946,-4385,difficult
81473,30365,9833,29213,9681,9355,2855,2052,80616,17798,7469,30427,3360,3214,1834,1413,-75193,-6814,263,29810,5159,8950,1861,448,-67306,2481,10092,5651,18822,12233,1061,1991,-36078,-4987,1220,-17074,3209,4993,1768,839,182004,59588,-2120,-23245,-1906,-1613,-608,-723,easy
17358,13324,3375,47196,8077,7899,6144,2624,114096,21209,7010,40176,6259,10186,3057,6570,-105570,-15387,-5482,-1545,3306,-4044,3563,-3416,-110556,-9286,-560,3853,4159,-2578,1600,-4330,-82552,-2066,-2307,33469,-1131,-4108,813,-4997,-88276,-4801,-6190,-7698,937,1582,6372,-3043,difficult
52205,8118,15205,52033,6296,11550,3753,2050,11851,10205,14017,46068,4889,8342,2753,2622,-5173,3941,35144,72880,-1175,4656,-348,-726,-8488,-5980,-11103,-27970,8860,441,3959,-833,10138,-438,-11936,-15012,64,3942,455,-2024,164939,-5870,-7353,-6039,-2121,3794,-66,1296,easy
89787,10999,6190,38788,6359,8948,3094,2186,50659,20278,7253,19820,11245,7115,2254,3147,-44543,-8368,4767,60099,-8384,2453,1748,-619,-44769,-8549,-3989,6154,-2508,9105,1866,-981,-46267,-14356,-2257,21590,-6262,-552,-378,-1082,292091,-5843,-2772,-11970,-2392,-3676,122,-1164,difficult
91960,13990,2795,2775,1326,3048,1485,1274,335576,51530,8003,9483,4430,6618,6253,2181,-328884,-45977,-4669,-6672,-2623,3488,-4232,1768,-220112,-34269,-6112,-7358,-3886,-6088,-5934,-1910,-215977,-20905,-2461,-4558,-1924,-5355,-3408,-1651,-209493,-49008,-7590,-8245,-3983,-6327,-5500,-1837,easy
42989,14190,7861,10083,5227,4444,2022,3041,266908,54014,9839,7352,6155,6438,2862,2693,-262282,-51586,12455,9153,4602,-526,-596,4602,-176871,-38250,-9099,7054,-3899,-4440,-1622,-1514,-248360,-40502,-3630,-4512,-1959,-1141,934,373,-208162,-28958,-7638,-771,-2457,-1868,-2077,-2068,difficult
432086,71586,15173,9046,8050,7183,2250,2223,540517,69867,16505,8063,12526,9973,4055,2154,341813,-16061,5333,5517,3573,-4476,-1568,-99,-521559,-26716,-10080,-6262,-7784,5551,-2175,1685,-212730,73744,7983,7022,-4106,-4372,-1292,417,-41247,-24090,-8563,-2346,-9586,-7863,-2187,-1727,easy
22124,20293,2369,3243,4518,4821,2499,2330,627855,78586,8949,4408,2914,4289,2319,2233,-624336,-77952,-8845,-3382,-2165,-1279,-1347,-865,-626014,-70126,-6804,-3067,1737,4498,408,-348,-557865,-39375,-7775,-2869,2266,-2385,-703,-1478,-614708,-45719,-2896,4659,4579,1292,2360,3080,difficult
76194,38931,14381,6618,3670,4813,3832,1835,539680,39243,3808,13035,9362,7418,4667,2028,-357673,14684,9099,-10685,-7948,-5037,-4128,-1295,-476332,34542,32444,-3539,-3121,3602,6193,1798,-514923,-20591,-1400,-1882,-7938,-3839,-1972,-1030,-505018,-29882,2149,-9561,-3763,-5147,-3432,-246,easy
169779,53261,5283,23197,3783,8496,3713,2688,946397,52636,9435,43714,17543,14338,6573,6649,-940283,-43405,-6039,-25736,-14170,-151,-4537,-3547,-945156,-46962,-3524,17722,-12971,-3876,-3993,-3834,-372390,102422,-3391,-34238,-13538,-6874,2879,-2517,-848644,-9556,-3654,-39815,-14363,-12466,-5788,-5948,difficult
220660,60176,6142,4989,3959,5244,2414,1261,223515,60998,7691,10789,10721,5080,2948,3540,-208966,-50184,-5906,-9824,-10058,-3454,-2621,-2989,-214058,-56251,-6523,-9697,-8179,532,-1423,-2156,-126893,-25330,-4676,-7015,-7196,-1756,-1627,-2544,538495,128477,10907,3335,-1614,5334,3535,-1428,easy
156209,96989,9110,37228,11793,15068,9248,3579,101603,15459,9158,15299,8379,5360,4203,1600,-95767,-7811,-7243,12622,-687,1995,-1996,2851,-92559,-9913,9655,31160,2270,3730,-395,53,-87316,-6637,1923,37650,1610,9350,404,570,494067,350479,-4529,6284,10462,23755,22166,4443,difficult
45748,23936,12317,25720,5162,7131,4435,2089,36629,8925,4375,26931,1771,4995,3131,1535,-30955,5843,8073,-877,7189,6485,2511,301,-32017,10472,11911,15161,3698,4620,2239,1144,75203,17270,11922,5667,3354,1006,2744,1595,24245,26459,-138,-24796,-678,-3569,-2280,-823,easy
84904,31947,8727,21661,3391,5270,3012,2782,570627,40464,27850,12945,8686,9389,5458,6292,-454317,38469,-784,59362,-5363,-5710,1261,346,-544446,-18692,-27637,-10065,-6957,-7398,-4411,-5501,-558410,-23336,-22115,-3937,-5250,3334,-2640,-3412,-385720,-30511,-25956,-10495,-3612,-6701,-3996,-5474,difficult
200233,142962,9330,5442,3027,4739,1693,1652,209287,82167,1127,2768,1063,2585,1180,768,-120971,-54324,2735,1261,4062,-1049,-393,-172,-197976,-63438,881,519,1703,1072,1713,1187,333760,363974,15125,4613,1123,3856,1264,2544,-51028,-3034,14069,4304,967,4735,-533,-24,easy
81011,21573,7297,44336,10641,10231,3886,2717,104524,34459,14284,17755,9901,9428,5002,6849,-79799,-24111,-2913,99587,14066,8558,4247,-4612,-55784,-17958,-5392,37371,-4141,8350,-2945,-1578,-6007,-500,-6387,-16623,-4169,-7388,-3513,-5677,47537,-8977,-13255,-14010,-2797,-6308,-2253,-4662,difficult
50997,34953,11450,22976,9965,6226,5484,2281,329402,21470,13083,27758,6282,14229,5071,1452,-322241,-9296,-5368,12172,5489,-94,5689,2663,-276990,28565,12870,5159,6401,-7528,2580,1932,-265029,38116,-2072,-10178,8477,-11694,-1940,-299,-249359,-3454,-11963,-26282,-5637,-12697,-4677,-982,easy
55285,30259,8774,17506,5576,4152,1768,1216,54916,20822,5629,24332,5701,4083,3109,1492,-49099,-10812,6732,9819,7738,1359,-990,-140,665,14814,7917,4527,1073,3028,485,550,17023,33125,-5026,-23322,-4588,-2385,-2489,-446,32885,621,2957,-18329,-4722,-1727,-2371,-1068,difficult
40825,15848,17499,43900,7332,8629,5623,4658,65631,8001,4564,8208,2196,1895,899,1398,-54822,-1160,2234,36136,1125,2680,1996,678,-61975,2625,-3589,-6349,6806,8103,3023,5351,46312,14879,15217,18618,4129,8516,6603,3008,-28741,15045,37876,94362,8482,7638,7274,4004,easy
18968,13671,8867,56003,6275,6205,3133,3837,63782,18607,7592,15219,5182,4133,2927,2228,-54621,-13604,11711,62159,3052,4568,-268,2365,-62621,-14625,-6786,1536,-1480,2597,359,-309,-43955,8560,1038,7284,4482,-1141,1200,2012,-18060,-77,-862,92158,-1682,2265,-468,2367,difficult
142620,15671,3539,9420,2715,2901,1835,1363,262543,18996,9344,21606,3989,4350,4208,2493,-253246,-11571,-6603,3405,-318,-650,483,400,34092,6715,-7675,-11607,-1418,1195,-2663,-1141,-39182,-3327,-5817,-20282,64,-2384,-3269,-1566,-221356,-5119,-3125,-20261,-3424,-3956,-4044,-2215,easy
539840,122954,20656,36343,6930,9453,6202,2740,239344,34680,20040,37486,24014,27824,19374,6782,-235425,-26444,-5075,36597,-20524,-17296,-14944,-4483,-233307,-27270,-5680,13495,-19436,-16865,-17389,-2213,548909,144845,-15537,-29023,-17747,-23801,-17451,-4598,1121805,261966,28757,-25642,-10631,-15521,-2906,-4876,difficult
126114,37404,5982,15283,8289,7107,1950,2601,14760,6960,12484,30377,7378,9537,3365,2026,-7903,-1955,-2893,6004,-4646,-1469,-1923,-588,100479,19763,-11660,-15142,15067,-2264,-1950,2336,93719,50679,-9807,-29478,-6101,-6989,-2891,-988,259121,53287,-1648,-21761,-677,1000,1104,1541,easy
25780,17594,6239,23234,8351,4395,2782,1335,803198,47815,25554,13545,9098,12225,5044,4592,-790520,-24400,-20590,66173,7567,-3503,796,-2245,-744472,-25020,-18531,-7451,-806,-8771,-3098,-3428,-794437,-39203,-21480,-9214,-4120,-9440,-2703,-3934,-780244,-32260,-16661,-10751,-5629,-9606,-4042,-3421,difficult
89046,22997,11025,33616,10056,9203,4415,2508,105169,20324,6254,15495,7801,5904,2983,2207,-100828,-15297,11828,35811,841,-878,-921,400,-86513,-9362,3993,9821,-5282,2737,2256,89,148376,46186,7338,20741,17229,14463,5660,1171,-25529,-10835,-4074,6109,-3767,-3127,-1268,-457,easy
44712,36272,4162,18155,2800,8255,2022,2361,35124,25238,6523,17402,8354,10289,3354,6091,-30015,-14750,-3909,-456,-4823,-804,-1127,-1338,-27514,-15588,-192,33618,-5088,9886,647,-2532,58533,58692,-5179,-14030,-4368,-8193,-2574,-5660,37346,15781,-166,-16122,-7937,-9027,-2276,-5390,difficult
49646,7559,4505,31871,4793,6650,8420,2947,71819,38409,6384,20719,3289,7399,3161,4589,-53203,-31062,-2544,8517,2759,-3659,11,-719,-53076,-34557,3068,25155,1378,2534,18015,-907,17947,-27438,-3797,31119,4624,5141,5328,-712,-361,-30343,-4242,-20185,-2744,-7014,-2320,-4229,easy
84962,13219,4400,16958,12588,8529,4375,2892,52849,21720,23782,28937,6169,5350,4343,2192,-33305,-17590,-20903,4799,-950,4186,3662,2721,-49455,-8948,-17500,-7616,23622,3596,79,1565,-6045,-607,-22179,-21610,7703,8260,-295,-338,217257,-6860,-16948,-23491,-4700,-3328,-3319,-1148,difficult
854037,85169,30364,28000,13366,8426,5627,4033,50803,14963,16576,44811,21111,14360,7886,7533,-48329,-6660,-13061,22197,-14303,-8293,-4309,-5967,14224,17862,-4768,-37246,-15252,-11041,-5348,-6505,2325535,247083,79277,-21667,13599,4534,3116,4872,921506,22540,-6297,-30528,-15023,-8937,-2496,-6400,easy
89254,58064,14011,30182,5579,10687,3209,3907,228746,37210,5142,11918,3849,3653,2907,1598,-215919,-31209,3895,16293,727,5084,1873,2189,-221315,-24145,1829,41133,2493,4274,96,4979,-224349,-30901,4364,8757,4149,10118,-91,1101,103614,169669,25386,6873,-448,8659,-671,967,difficult
40886,18951,13345,19051,6278,10298,3816,4184,51282,13786,7350,29721,5168,5505,4081,2942,-46941,-6176,929,-6561,3253,3981,-440,1260,-45674,-7497,3129,-16445,-3224,7891,288,2456,-33641,-1915,1958,-23319,1946,2817,-662,1082,84673,36248,17964,3644,2465,4484,-247,168,easy
16336,8705,3305,52390,4467,10416,4250,2958,154079,27474,9922,17998,7122,3653,2528,1515,-144169,-17558,-5622,102386,876,7460,-186,839,-140615,-20816,-7008,9111,-3996,1244,881,2510,-149476,-23206,-8435,7110,-3750,12023,4370,940,-116713,-13498,-5404,18962,-3752,6324,1822,1484,difficult
121052,15602,5806,5269,4769,3423,2383,1946,480688,40234,11601,6588,7015,6326,2856,3537,-465742,-33282,-948,-3820,-2521,-1961,1486,-1507,-463984,-16318,-9288,2783,-255,-1110,-177,959,-292810,-27296,-7804,300,-1056,-3975,-1350,-2512,-216009,-21631,-5141,-4540,-5151,-4568,-1852,-3303,easy
7607,12945,8272,43205,7761,11481,5317,3428,56404,7181,1499,2137,1359,3082,2743,1036,-49199,-1961,12172,51292,6552,7965,589,2014,-42564,13507,2354,68700,12536,9094,7639,1901,-54273,5704,6991,34163,4451,5920,1862,3247,-49154,5805,5573,10117,2070,10617,207,2405,difficult
64790,30229,4871,3926,3052,5148,2046,1578,265897,19614,7636,6444,2815,2406,2400,848,-251212,-13333,-5206,-5747,-274,-754,-1621,-119,-264198,-9980,-4612,-3085,189,9621,2865,3361,-168532,41774,2366,-2666,230,684,-1116,-132,-120486,24000,-3609,1427,803,1418,-1545,-192,easy
256679,177118,25086,16751,6462,11644,5519,2768,299195,65971,8156,3576,1975,7295,2443,999,-293879,-58512,-4284,-1807,421,7828,280,3396,-199374,-34168,21221,974,1689,7224,5272,1929,-255601,-60551,-3225,-2344,-1491,-3768,-1259,-662,578788,597819,54008,55876,17327,6111,8012,2413,difficult
165812,22244,8429,2408,2286,2661,1041,827,1144668,220206,17580,19428,15891,7887,3094,3201,-1136801,-216454,-10939,-18038,-13151,-2288,-1485,-800,-657749,-163214,6336,-14036,-12470,-4079,-1710,-2681,-1017389,-212928,-17062,-19183,-15727,-7565,-2993,-3082,-1103486,-199254,-14938,-16822,-13074,-6974,-2025,-2932,easy
192136,21767,7901,2963,2007,3585,1857,1734,279842,90250,27946,6181,9489,10104,5135,3780,203092,-28954,-6224,899,-6816,-3226,-1123,-336,-262146,-84505,-27140,-4176,-8218,-6649,-4513,-2705,-38823,-83933,-25381,-5014,-7521,-8646,-4099,-2953,-252946,-76540,-21437,-4580,-7374,-7557,-3376,-2191,difficult
36968,20461,17024,29895,5861,5924,2368,1944,45482,24987,4748,3580,3607,4896,4200,837,-37427,-17708,16713,43138,3416,3839,-1082,1289,-41746,-11933,16959,57457,3620,1386,-1340,1807,-35614,-19157,2764,6985,1182,2102,-1542,1320,80729,30695,12667,-2322,798,-3214,-3366,12,easy
76585,12140,9742,40910,4926,8389,4084,2922,32850,23489,6558,22949,5843,5094,4882,2272,-29929,-18258,6631,57119,-302,3560,-379,464,-24306,-16963,-3728,45813,2125,4434,-1598,927,18779,-8676,7099,-10345,-1362,6597,1519,1764,210397,-1499,2734,-20743,-4130,-1413,-2734,-557,difficult
55633,45955,12360,17992,6443,3969,2745,1418,1151516,78098,17196,22051,26386,15199,8453,9550,-1146977,-70430,-13457,-4721,-16978,-8426,-4619,-8264,-1113711,46855,17056,27411,-16770,-12288,-5140,-6999,-1130742,-71571,-15542,-21625,-24161,-12162,-7570,-9219,-992102,-33427,-7400,-17302,-21863,-12043,-5504,-8045,easy
41794,7708,4095,48952,3297,9663,5036,1727,43192,16967,11623,21243,6808,4043,2435,2904,-31220,-15009,-6764,70959,-2121,8193,6954,-157,-25871,-5962,-8886,28521,-2766,16962,2562,-1143,42304,-2616,-4252,32141,-3085,512,2802,-685,9196,-13450,-10209,-20785,-6074,-3188,-1914,-2722,difficult
72976,11044,6634,42534,9780,9423,3722,2525,42336,49515,7078,3242,1294,1647,589,555,-38943,-45615,11129,48915,10622,8314,4033,2372,-32900,-41230,-6301,67607,17008,9933,2998,3884,2814,-32334,-3922,40722,4359,12872,4464,1474,191589,-34706,-2682,-75,1954,-16,1037,150,easy
76581,45137,8884,14920,5081,8658,6324,3257,259025,30617,4298,11733,2969,5725,3199,4091,-251802,-18448,-2434,1609,1303,12350,1828,-896,-234564,30969,-3481,23506,-1112,826,5854,690,-96519,23398,26815,-2763,10133,1604,5608,159,-146891,22160,-2555,-9605,-1877,-3048,-789,-3290,difficult
88374,22151,6505,45101,3973,7758,1971,2116,430795,56127,8223,8883,3891,6017,2557,1379,-421752,-50815,2902,50646,497,-122,-1206,35,-426692,-39343,-4395,13789,-875,-1772,-461,866,-378721,-45030,-5701,39474,302,3332,-94,1356,-142521,-718,320,40963,404,5527,-583,689,easy
89473,9739,2103,13278,8107,4872,3857,1784,580843,14392,14134,16298,13885,5968,5271,2406,-560183,-10983,-12839,27937,10830,8556,7611,2593,-394774,10370,-9895,-11986,-12179,-2999,-3992,-1393,-572431,-8294,-11901,-12743,-10417,-4390,-4261,-1585,-438094,-9706,-13489,-15289,-11346,-5551,-5013,-2104,difficult
108395,61458,8512,7942,11147,4808,2220,1234,115758,65909,8552,9170,6990,4380,3156,1726,72165,-18546,-7853,-6179,-5957,-3049,-2307,-958,-88711,-40281,3946,5917,23849,4699,1394,1153,-62132,37767,7544,26,744,-411,-507,-954,49224,3255,-3797,-4678,-2008,473,-2326,-1210,easy
374867,85135,13420,17913,3256,5261,2272,1605,55114,43971,11552,44201,4948,5071,4311,2981,-39130,-37987,-8060,-7434,-1308,6833,-3197,-1278,94728,-3738,-3018,-34105,-3291,-2166,-3825,-2630,1052308,199805,28406,-20761,1812,88,2072,1033,171105,6575,-9855,-42852,-3981,-3997,-3206,-2630,difficult
39923,8939,7272,24159,4686,6912,5211,2207,48827,44044,12958,15323,8419,8358,6755,2676,-33608,-36061,163,36434,-1870,-3178,-4121,-1157,-39030,-42039,-12188,12581,-3552,-1921,-3984,686,11638,-26725,-4825,-1353,-2987,4917,7424,82,25384,-35597,-5893,-12317,-6524,-5602,-5495,-1487,easy
93632,26672,5745,15412,4704,4454,1519,1453,37155,7724,4215,26620,10532,4902,2851,3351,-24768,7259,-163,-3246,-5082,-1117,-840,-1543,-30686,2148,54,-2637,-2962,4123,-414,-1254,138652,24082,4985,-17897,-7831,-2683,-1974,-2779,142710,42304,1242,-21051,-7436,-2117,-2101,-2017,difficult
179180,17642,6820,3284,1250,1822,849,698,222685,48404,27511,6494,4224,5344,1032,1467,-167332,-27534,-20685,-4302,-3507,-4076,-501,-1058,-216020,-46563,-25814,-5496,-3342,-4191,-170,-1107,-180228,-24559,-21418,-3113,-2587,-4112,-383,-748,389559,-24391,-14849,69,-2461,-1709,320,-165,easy
