delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
11719,7700,11927,41037,7057,12470,5569,2774,11480,4087,30873,50019,5551,11123,6424,2287,-6984,7229,-20777,-12860,5918,-4683,-3443,-454,-7180,473,-27798,-33220,5563,3220,2459,1980,-1581,7075,-29257,2996,-2556,-1945,-2046,-1041,16701,-326,2048,7155,-2901,8795,-390,1461,difficult
135497,27086,10940,39460,3929,7160,3558,2545,153508,24383,6317,20672,3789,4668,1846,3055,-146426,-5569,345,39301,972,5416,1888,2012,-146452,-17361,4867,67433,1178,8023,5237,-180,188694,11346,4548,-14640,375,-1613,-579,-2302,32141,22397,8731,-16944,-1964,-1859,301,-1570,easy
306435,52514,5309,2886,5842,3942,3535,1812,846539,301242,28442,7918,13287,7416,5069,2426,-837335,-286816,-24440,-5653,-11172,-2048,-4438,-1609,-289911,-215428,-20930,-3510,-3180,-3136,946,538,-289911,-215428,-20930,-3510,-3180,-3136,946,538,-743261,-277239,-26234,-7456,-12248,-5578,-3589,-1922,difficult
93341,24129,5820,5178,4809,3184,1298,806,797283,104861,18891,10834,11792,3233,2842,2157,-730229,-99277,-18471,-8084,-10691,-1652,-2224,-1380,-734311,-99155,-16557,-7166,-5601,2920,-10,-812,-666752,-68140,-10647,-663,-1295,-738,-1780,-1388,-684476,-56358,-6608,-6711,-10347,-726,-2163,-1825,easy
59922,43484,12620,7757,6381,7300,6844,5525,494483,71304,10028,9155,7908,4688,2975,1387,-478374,-66527,-7767,-2866,-3783,3710,11416,2639,-465029,-15602,-6938,-5207,-5955,-3045,-1502,-397,-306695,37038,28869,6537,9031,5161,4963,9944,-488147,-66188,-3797,-4057,-5403,4623,600,4366,difficult
23940,33709,12545,31553,4381,9939,3722,2553,428354,38243,12572,18300,3804,7940,5292,4515,-426823,-32546,8510,26878,212,-927,2188,-1520,-423460,-30836,5949,19407,-2514,-822,-2288,-46,-422037,-30887,-6372,18758,4486,16690,-2216,-2415,-345335,76131,-8195,-12032,124,-6946,-3964,-3869,easy
72285,19859,19265,21472,4690,9535,4943,4440,626484,51611,15497,22078,7748,9419,6736,9418,-618232,-33501,17938,7985,-3631,4924,-1660,744,-616055,-25429,594,14823,3707,4168,790,-7518,-417020,-24271,10273,-3978,-4952,523,93,-3883,-565491,-43807,-13734,-21255,-7357,-9150,-6397,-9256,difficult
180005,28628,3471,12159,2546,3334,1494,622,874916,323980,104084,153835,15932,28817,65387,50444,-834936,-308815,-101334,-114517,-13771,-23170,-62574,-49818,-333279,-278198,-100483,-150532,-14786,-26742,-64260,-49742,-824293,-304072,-98935,-153579,-12790,-28216,-64998,-50254,-787138,-290322,-101700,-148075,-12199,-23804,-63741,-49474,easy
131179,32130,2321,2923,1555,1442,999,612,785494,72892,8795,24141,21084,12717,4908,3906,-748903,-70595,-5591,-21818,-19185,-10187,-4110,-2869,-777057,-66390,-8086,-23017,-19248,-11328,-3485,-3414,-525191,-30951,-5289,-16502,-18982,-11295,-3471,-3177,-566110,4888,-6929,-23536,-20700,-12292,-4570,-3715,difficult
164834,74510,13625,11678,4429,8583,2323,2302,206299,23672,2763,2231,2534,2365,2031,1202,-198466,-19541,-740,1954,682,4819,348,1287,192292,209046,44742,32865,8463,17939,3801,3567,-60774,-20241,-1977,-1513,-1773,-1530,-1813,-902,-98914,34088,1422,4480,208,3642,-1169,446,easy
143431,27937,12772,34435,5683,6952,3643,2352,93952,46252,12096,13282,5963,10688,4954,5528,-90068,-41821,341,16908,1501,-5778,-376,-1501,-91734,-27379,9791,58750,553,2402,-1780,-3297,-80467,-41981,578,17712,-721,-3088,1016,-3211,460183,37921,-8005,-8757,-2453,-8481,-4104,-4695,difficult
357619,42623,14228,34257,5291,9329,3195,2745,7103,10181,7852,33109,9315,11138,2426,2560,10208,234,4547,14305,-5987,-5105,262,-316,3427,-3337,7455,-6943,-4984,-675,723,-490,5703,-4917,-4444,-8031,-3524,-2617,2285,92,1382726,137789,17945,5261,-1601,1161,-196,1453,easy
32388,20084,3450,3684,2047,4821,2691,2344,485392,46520,9638,25101,11035,10988,8754,7297,-481984,-43732,-7594,-20806,-9769,-8472,-7546,-5794,-483987,-31844,-7885,-19924,-5638,-597,-3434,-1919,-417817,-3002,-5232,-23939,-9760,-9082,-7624,-6079,-428229,-27165,-4043,-21001,-10784,-6516,-5650,-6019,difficult
222180,14354,3568,3390,2710,2425,1130,988,1159080,75092,25386,17012,18338,7649,3115,3395,-1066228,-59173,-21101,-11746,-16090,-4724,-1959,-2589,-1086510,-63200,-23136,-15527,-16128,-7039,-2798,-2907,-440544,-48148,-19372,-11842,-13104,-3722,-1645,-2408,-1154319,-72431,-23664,-15373,-17192,-5413,-1538,-1723,easy
570420,47819,16544,7015,5076,5509,2602,1769,336478,56535,6296,5305,4673,1935,1007,830,1447380,46779,26112,2477,6136,3549,3657,2981,-271341,-35145,10990,338,-1903,57,76,-99,-331250,-48289,-3963,-4273,-4071,-863,-180,-430,90978,1789,7852,8298,1449,11552,2825,1303,difficult
81815,14598,4945,9252,4175,5228,3268,1684,31540,9900,5495,16277,13067,7813,2954,3121,-27535,10839,-1321,1002,-4576,4097,1585,378,-17307,-3243,160,-5098,-9501,-2825,3769,-1122,99146,9020,631,-13404,-9847,-5787,-1986,-2485,146797,2176,-1669,-10600,-11643,-5826,-2114,-2520,easy
274011,77186,3904,8219,9748,6339,2529,2001,109944,17523,7947,10124,2268,1781,729,764,-91011,1851,-6374,-7175,929,4477,1921,1139,-105805,-7422,-5271,-2982,2149,2745,396,823,674150,232860,-896,11218,27634,11818,5269,3455,178933,11364,-3632,-8683,-793,-809,-386,-471,difficult
95751,18518,2462,16526,2146,2952,1334,1474,7442,15411,7991,54168,5883,6735,3262,3102,-3417,-1762,-4490,-5340,117,1008,-1997,76,314365,-6451,-5954,-45982,-5009,-5638,-2791,-2209,35432,32792,-4340,-45955,-4879,-4620,-2026,-1847,6855,-12153,-7333,-53292,-5177,-5882,-897,-2533,easy
204138,81320,9656,9867,2887,3919,1381,1265,243419,22982,8078,3170,3766,3374,1415,2004,493200,225842,2307,16918,-207,4855,937,551,-232426,-17967,-4133,-857,-3469,-2816,-792,-1345,-225613,7272,4088,12313,1429,2092,730,-368,-192284,18205,4051,-1587,-1271,-1951,-1010,-1795,difficult
204074,67023,13009,18920,1955,6096,1471,1436,98992,29434,2860,18472,3600,4434,2215,1157,-14149,31430,9641,48653,-2388,7598,766,2187,-55245,-17447,54,-17081,-3349,-3967,-2037,-1080,-79184,-13961,4450,-16270,-1003,-2291,-1344,-346,568906,150334,26451,-13511,158,5307,-361,356,easy
