delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
97260,26295,9241,2813,3641,10610,14895,4160,253533,118313,-3737,9031,17129,5746,9883,2226,253533,118313,-3737,9031,17129,5746,9883,2226,-95203,-21760,-7556,6983,6981,-2273,-9753,5834,easy
431634,375739,33800,54925,9049,16220,13452,5121,382831,-348825,-7030,-43641,-2083,-12144,-4587,-2396,-224840,-318840,3776,-1018,60093,11323,4398,13960,848737,-41894,38757,-12282,1182,-162,40995,15025,difficult
137238,31609,11106,6208,6213,14004,10574,4575,-66789,-25086,-8264,-2669,4270,-11651,-2157,-3032,2430912,71349,17811,67129,23026,24786,35100,5784,2430912,71349,17811,67129,23026,24786,35100,5784,easy
172744,44565,11546,3503,3491,9970,13103,3452,-31621,27253,14556,3856,12964,1754,34820,23003,230917,114288,-7750,8274,3705,28249,-1027,21486,687579,13814,-9719,3545,25227,15011,42848,17458,difficult
125761,21264,6749,9858,8354,9977,9885,7682,-16865,16465,10737,-7025,-4160,-1029,-3734,-6515,28422,37984,1785,-3828,-1553,28334,9942,3421,208514,77660,-404,792,-997,-5026,-5610,-6634,easy
186152,57614,18845,15198,10539,15861,9053,10263,-140519,-52250,-8767,-178,-833,-5506,8966,-3921,-116596,-48238,-15663,-13900,-7745,-11794,-4218,-8741,-34960,8748,23572,26732,63,-4657,73,-5253,difficult
20173,37271,11971,9046,12035,27704,24762,9445,143213,-12575,-11404,-8213,-10716,-25771,-23699,-8802,35335,-6008,2375,-2627,-3630,-19105,-22418,-7742,35335,-6008,2375,-2627,-3630,-19105,-22418,-7742,easy
1237023,513444,181416,47421,25270,36565,38099,29341,-797816,-459452,-171681,-37328,-20486,-33887,-36388,-27273,259902,406310,66719,108380,27577,40835,46287,1727,1084843,-309986,-117090,-3942,-10547,7170,-7029,-14840,difficult
573785,62279,7267,5012,10503,15998,22172,15801,-384549,31613,16772,5478,14312,3564,9731,-8076,-280601,113590,17511,27729,-3625,2953,-13008,-7444,-280601,113590,17511,27729,-3625,2953,-13008,-7444,easy
57226,25612,8085,6317,10886,19705,9246,9658,88440,48616,-5234,-1692,1069,-15089,-1907,-6191,1061315,106590,28306,11224,4076,13246,7654,2819,-30638,-20255,-5584,4519,3350,13291,-1856,1936,difficult
