delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
268270,55608,18594,11938,3586,4280,726843,65446,5453,15353,11072,6862,-388057,25694,13327,-7746,-9112,-4772,-433652,-33279,23335,9890,-6628,-2340,-294763,31024,16741,-5067,-4226,-1642,-717821,-62790,-839,-10736,-9979,-1575,easy
453943,139042,37871,9547,17376,8023,1053756,137609,193493,72428,64750,39281,-947936,-88545,-132445,-63834,-58406,-33570,96231,-116836,-181114,-67921,-57356,-37017,-526082,298953,-136240,-51090,-12296,-19659,-1021467,-87842,-172688,-68680,-61438,-34786,difficult
222926,120454,30112,12880,7295,11623,569862,145379,25990,19672,15963,12632,-494460,-119778,-25256,-16209,-12387,-8977,-508996,-121638,-22406,-10884,-12315,-6746,127313,259088,89068,10170,406,17446,-511602,-117372,-24918,-10246,-10375,-5759,easy
785626,108574,32657,17580,10866,6455,1050996,223135,117977,130581,45403,21364,311869,-1500,-86742,-108920,-34302,-13778,-829054,-142473,-102782,-113713,-42130,-16172,230877,-144592,-34929,-104655,-19842,-14969,-775174,-169679,-116826,-124718,-41874,-14719,difficult
550593,67674,13240,6549,6851,6955,694714,167714,7335,24494,13199,18519,-491533,-38469,11565,-9834,3394,-15339,-541904,-146195,-2932,-22623,-10737,-10765,482713,-78153,11880,-21834,-7890,-4115,-25759,-137345,3106,-17488,-10160,-16037,easy
1083953,69709,11086,9609,4470,5700,596897,43626,17490,14664,9333,13875,884233,53465,-4802,-4524,-4336,-7766,-407376,-16045,-14967,-11416,-8157,-12897,300289,18424,-15592,-4970,-3384,-9160,1171076,48486,9744,691,-3574,-2879,difficult
408009,112544,14113,13792,7817,21297,840679,58200,48484,10577,4113,4364,-700807,70293,-41423,47,1311,13484,-206610,11578,-47036,-4556,-903,4616,-718975,41016,-36558,3410,6226,37558,-104290,94488,-12469,13959,8181,12074,easy
926785,120365,25243,12339,11317,10783,796919,166793,37670,9747,7602,9302,2267660,721,21093,10730,13180,3345,-774455,-105924,-32076,-1725,-2191,-3570,-209010,71953,-3085,7188,9114,13951,-764731,-152461,-35640,-5825,-5244,-7803,difficult
48064,9924,1428,3185,5802,7173,294770,151461,38772,21464,10247,15902,-211433,-148752,-38649,-21228,-9279,-13199,-280770,-135141,-36922,-13529,1776,-7244,-206083,-135743,-38135,-20780,-7080,-11408,-288537,-146511,-35671,-17580,-3196,-3066,easy
481057,85088,13031,8941,4125,5565,569293,267849,30774,28516,17548,14677,879495,-54901,-11972,-9988,-10830,-6033,-273218,-209066,-18867,-21563,-13779,-9565,-478968,-207374,-14924,-21544,-13295,-7896,-480252,-259705,-25209,-25206,-15790,-12953,difficult
686193,183109,60929,21310,31778,16482,743188,242577,123113,48240,19556,23496,29012,-34974,-103401,-39107,-7531,-18213,308577,58517,-50368,-28702,11475,510,-719653,-216202,-105650,-32332,3712,-9586,154082,-45212,10682,-7579,41230,-768,easy
1345695,183953,62239,15322,20683,19144,1006823,155642,17698,21127,17978,19320,-295180,-37906,22464,-3821,-3109,-4275,83465,64409,-7253,-5057,-8810,-10354,-1488,160735,20636,-12764,-829,-6673,1568692,-73996,142318,-1580,23568,20598,difficult
711213,41618,12463,17037,5451,13378,851104,40627,10026,7453,13861,11021,-798171,-370,-5076,-5762,-13306,-9968,779615,8952,21029,53195,-1448,36314,-724209,-16833,-2182,-4644,-9512,-8705,183200,12214,-4023,-4452,-9375,-8212,easy
235083,122108,24689,5741,10709,6428,549511,124551,34428,40636,17034,19179,-358049,-86181,-24028,-39847,-13140,-17707,-454164,-105434,-32204,-38839,-13980,-15071,-449035,-115960,-34161,-39705,-15817,-16954,3534,297801,51438,-21191,17637,-1271,difficult
125418,36500,7267,4150,2087,2366,611580,121925,11674,20165,9760,4378,-419189,-32565,-4541,-14584,-6212,-760,-600493,-114174,-7583,-17510,-9103,-3806,-402630,-81608,3604,-13893,-7152,-37,-522336,-113355,-9107,-18072,-8226,-3444,easy
203243,37682,18553,7156,4838,7956,859480,50328,18084,18964,16156,20695,-538867,-6476,-6236,-14962,-11762,-16478,-850917,-41582,-13111,-11673,-8925,-3906,-395930,36287,35564,-6293,-9887,-13718,-839236,-38814,-14341,-14306,-14697,-16856,difficult
