delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
964681,94660,11769,17004,6666,8011,828106,54153,56123,52174,11354,20347,1901250,97046,-43397,-9861,915,-5196,-804480,25346,-42803,-49884,-7748,-14788,-687046,-872,-46861,-45766,-7231,-17023,easy
406193,89549,21552,11140,14874,12703,1128974,242873,50331,45091,32084,32088,-527392,-156175,-42947,-34040,-13281,-12663,-876698,-158997,-12605,-40403,-16960,-23876,-764254,-144799,-30784,-27411,-21390,-21617,difficult
173140,46833,17285,21411,4090,7527,526449,92660,17713,12591,8616,7865,-334252,-9048,-12694,9535,-3917,5417,-339023,-41445,21865,26425,-5522,-190,-386653,-86988,-10455,-9501,-4139,-6242,easy
317104,103363,13161,33828,5401,3361,1253461,175604,22905,35122,19008,10567,-803797,-123954,-13958,-17183,-14588,-6888,-1057360,-135951,-11153,-33313,-17520,-8761,-947914,43181,-4121,46613,-8713,-5969,difficult
928397,170934,44706,32406,33265,17681,1333844,98407,56969,22225,22617,19719,547548,273695,-36082,49253,-1780,3673,-797598,-8468,44202,-3836,51095,188,-966292,-47647,-44908,-14874,-17370,-9975,easy
1043456,220764,50335,137425,126606,100832,734617,373117,113975,34810,23133,15313,2348253,254255,32362,367676,309522,215549,-698272,-355639,-113091,-26420,13651,43573,-723464,-355674,-110191,-33411,-12754,-2565,difficult
1027352,97875,21950,65542,15726,50621,1274456,301585,88890,62846,48434,21213,-201573,-228478,-86002,19250,-45272,6843,-870596,-246281,-82532,-30346,-38174,27401,330856,-136370,-32287,19183,-14679,53979,easy
469599,22223,8729,7493,2497,13938,663644,72055,18599,10407,13864,10733,-340553,-55355,-6135,-8858,-11408,-7208,-341762,-46038,-14337,-2892,-11235,23578,100181,-48102,-9138,3008,-11458,-6756,difficult
99323,32079,2605,5421,4603,5788,390717,102005,21947,10513,8173,13770,-189186,-93656,-20568,-9280,-5523,-10368,-388630,-98720,-18458,-1664,277,-4481,-296366,-17403,-19001,-4332,-5463,-9096,easy
374625,60041,33078,12097,10008,11326,471704,56683,19855,11363,5608,5527,578835,99572,71677,13875,16089,17542,-437470,-46252,-17294,-7003,-4797,-810,-432601,-43247,-14714,-4669,1907,664,difficult
375315,50298,9780,4209,5341,9900,1179014,62223,14897,8585,11423,13726,-513198,35180,-6301,-4939,-767,-5609,-1043735,-49614,-10450,-6515,-10862,-4372,-854163,-21341,1400,-1673,-6618,-1496,easy
8001,13277,8440,16811,4688,8227,655792,106942,17417,23296,13827,11630,-650172,-88023,-10144,-16305,-8028,-1313,-651257,-98749,-14076,-11223,-10069,-5637,-641943,-94224,-2710,8073,-9320,-3258,difficult
912605,202075,125831,17711,22333,13380,1224866,173694,68255,89099,37362,23722,229490,7563,-40926,-80972,-7877,-14666,-597200,-130784,-46762,-70942,-28472,-13324,-569073,208364,260417,-62249,-8739,-3037,easy
1087554,218165,94029,96429,54459,32039,523046,94602,36876,16162,17236,13968,1075325,167830,130244,79982,60269,22178,345314,-44522,7592,13195,-5993,-1876,272886,247380,33623,147625,57392,33911,difficult
66187,10658,3879,4594,4903,8255,897268,167418,26146,58891,24901,61043,-743292,-162829,-24435,-56476,-23304,-59736,-867119,-166328,-24243,-57791,-20163,-53024,-882831,-141124,-18124,-48624,-16527,-45604,easy
649238,404229,17664,31714,32226,14516,561727,80868,13492,14526,8839,5527,171870,939664,9257,66161,42851,16562,7082,-25327,397,-6655,19273,8631,83581,55747,2862,-7941,8038,1774,difficult
172938,35919,7385,10907,6706,3431,783054,57505,34968,19849,7299,6423,-398226,25569,-27124,-1700,-1933,-1690,-677296,-54363,-32884,-18202,-4577,-4258,-754827,-35963,-22742,-6925,4731,-3027,easy
2638649,159093,35539,43530,19975,17985,1599038,178671,72264,47491,34530,20921,1043041,-103742,-62129,-25033,-21957,-14925,1043041,-103742,-62129,-25033,-21957,-14925,1032751,148750,14083,38184,249,21041,difficult
536303,126544,42484,14133,11892,10323,424930,521512,58910,32498,24527,18062,348446,-411900,-47268,-22265,-6481,-4235,278454,-498863,-38674,-14585,-21628,-14470,-292780,-274142,36664,-18245,-9797,-4511,easy
410034,10767,7399,6026,8340,15938,305400,80683,1643,8007,5288,9081,837095,-60265,922,4917,9640,17800,-224904,-75364,115,-7075,-3031,-5967,-298289,-74118,16231,-3784,2547,8738,difficult
1268909,171916,15792,27663,21831,10349,425664,67943,18316,15641,9673,7147,1779581,209061,14993,14259,10085,8050,783440,120989,-6335,31808,19285,4271,-33287,-18130,-16229,-10002,7103,-2716,easy
152205,17621,4688,4714,4489,6709,564903,102561,47473,46808,12642,37661,-210832,-59667,-44594,-45567,-10169,-35642,-466542,-96842,-38363,-42683,-11118,-34550,-560721,-98311,-45397,-38031,-3172,-22665,difficult
816785,113006,27610,41828,41795,15613,1181418,166602,87755,32512,24161,18062,494598,86113,-24220,48995,76561,14098,-1082851,-141721,-77566,-10019,-11529,-10184,-505647,-105179,-78649,-11027,-12131,-11261,easy
624799,101808,26255,12668,6289,12134,369785,24788,10873,9244,6944,13286,1411413,260973,57526,22655,3318,597,-337277,-16232,-1587,-5262,907,2859,-309095,-13680,-9792,-7122,-6191,-6913,difficult
1565094,87548,31381,52846,29709,20528,1330922,356997,213707,272250,100861,57541,-253510,-309369,-206530,-242664,-78034,-45634,860983,-271641,-182629,-246575,-93453,-45573,95043,-227338,-157820,-168974,-41969,-19833,easy
7767,12577,11479,5148,7273,7309,751096,59327,17992,21639,8801,24292,-745381,-35872,-4150,-19917,-3555,-17648,-739903,-51387,-13980,-12959,-1284,-17876,-744702,-52990,-1408,-16596,254,-15425,difficult
1346218,208651,72110,230226,16522,305553,753796,102813,116588,29889,14239,14265,-315537,87760,-93591,-10039,4637,32677,1171942,73982,48064,277217,13124,447438,920860,155771,-87907,333832,-10912,393748,easy
233874,37666,19203,7963,5888,3267,834387,63847,29288,32225,11068,11145,-612382,-40348,858,-16438,-6408,-7216,-609573,-8064,-5608,-27796,-1025,-8159,-579583,-30131,-25504,-28552,-8106,-8258,difficult
200366,40648,5884,8751,6064,4500,615076,219237,28786,39307,8876,14725,-263608,-196714,-28020,-30827,-3977,-12753,-370894,-134766,-24076,-29331,-2103,-8203,-609627,-204286,-16610,-31511,-2357,-9719,easy
524945,142825,40382,69993,33545,10444,341516,87824,22544,12320,5375,6627,565116,-69557,-3173,10951,5837,-4076,-72281,170659,37812,42686,35140,6604,57453,63901,18874,119382,43534,8924,difficult
1134978,137533,36076,13301,9919,9055,560712,52866,13100,6547,8386,5171,-393540,39067,-3736,1475,-4630,-3059,840642,74055,79821,8079,8227,6751,1275696,140878,-7157,10709,1002,7961,easy
847961,145854,74809,36586,31365,13010,1623093,177975,116818,117332,40421,33869,-1012740,-43874,-26943,-65627,-16688,-21146,-942312,-172030,-98848,-93575,-35392,-28150,-370345,119540,-236,-83036,24912,-13281,difficult
114748,43200,7488,5885,4399,3235,993335,165530,12396,16725,9828,11452,-851649,-153710,-11484,-15451,-8976,-10436,-973446,-120014,721,-6253,-5952,-5581,-810665,-93266,-3961,-10816,-1358,-8634,easy
797003,188116,96248,31372,41223,9876,609803,670696,266992,89791,43613,44990,517249,-625524,-253854,-69604,-18870,-36461,229363,-573237,-253357,-82062,-33091,-39015,-185013,-248980,-5021,-23592,44790,-29866,difficult
946982,304326,62932,35251,54622,15181,1549416,187833,38892,42903,32432,21282,-985897,-92686,-11136,-34750,1096,-14860,-394077,347383,69490,24680,21873,-3087,-427328,94783,13767,-12885,43600,-355,easy
94073,32987,13136,30316,11170,6546,827270,68813,9216,15168,11437,5895,-714273,-52059,-6078,-13635,-8978,-4519,-666589,5488,13197,64787,6123,675,-818729,-60908,4642,-5707,2054,5798,difficult
610852,114068,56679,21137,23138,37402,675870,560376,87117,77832,35848,22859,228966,-491974,-68755,-42976,-21849,-16180,242959,-293561,60670,-51582,8983,74057,-666980,-553390,-83228,-75527,-25265,-14247,easy
450965,43322,5882,10714,10721,8639,472905,121678,16575,10847,14735,5878,-411490,-114812,-11420,-4128,-13384,-3671,814746,-2592,-12760,8941,9839,9438,-469077,-117665,-7899,-5213,-8498,2517,difficult
793083,175821,52933,35938,7846,6307,903131,61718,15301,11359,6841,3795,-798878,28151,-2927,2522,-2113,-2835,1345170,365507,130190,82069,10864,13732,-876435,-51350,-14367,-10855,-5736,-3361,easy
500686,113749,13317,22621,7164,8193,784715,71600,18162,38255,22845,20596,-676183,-60954,-14290,-34079,-19718,-18796,397601,211931,7836,14055,-10368,-520,-573505,-24531,-8082,-26879,-16958,-17892,difficult
1247523,77748,35503,27002,16963,8505,789373,129874,13365,18413,8251,18568,1049282,-79576,-6174,2615,-5418,-6807,-180628,-115901,-6499,-13545,-4865,-14889,505795,39100,79088,36697,36418,-8492,easy
764956,198880,68713,28347,26864,17927,439116,65584,60731,65380,21517,16248,1711722,169073,78105,-10635,23076,17919,-324872,-23843,-46461,-61555,-15252,-13622,-409331,254657,-7698,-38910,8216,740,difficult
611723,163896,24718,22257,17119,15220,1751478,124138,78870,33733,16820,24162,-982450,186762,-56068,8352,6413,-2629,-1532435,-81366,-56066,-29897,-14192,-20839,-904379,13878,-50322,-12883,8676,-3357,easy
344801,42942,21603,19010,7850,5109,1050374,218156,44171,25235,23018,14646,-850253,-190016,-32549,-15372,-20281,-10342,-775320,-197929,-12633,-20484,-17884,-11981,-491145,-137698,-22523,17182,-7339,-6287,difficult
1131191,247910,84707,90223,74245,26712,1313458,128005,84918,60610,14294,16810,-667128,-104848,-77406,-32413,-7895,-12782,-245536,46561,-21520,-44688,29506,-6820,365862,418002,98294,165941,158242,49309,easy
404173,101637,21139,8245,14623,6993,557328,269660,24352,30423,17633,34839,541055,22923,35463,-11963,18084,-25570,-452197,-265940,-23670,-28278,-16330,-29838,-548323,-261053,-21433,-26293,-10785,-28131,difficult
32373,9229,8193,3883,4199,5763,671271,137521,13419,11523,11196,7983,-601971,-118224,2815,-8171,-6981,-5883,-659647,-135174,-8549,-11322,-10617,-4846,-655076,-131479,-9945,-3428,-3393,4068,easy
620664,170611,37859,57844,35871,23084,933659,132386,84733,47751,23545,15388,-186106,71134,-26470,17502,15900,8604,-697563,-52976,-66953,-21799,-7378,-6779,-55315,96517,-47200,34575,28456,21263,difficult
637747,78193,27167,41626,15181,39139,737959,100401,27903,31022,14445,10947,656360,-12254,33440,11702,18717,17213,-384441,32437,-12548,46624,-7656,71651,-572554,-86806,-23100,-26514,-8853,-4287,easy
1231220,285783,151861,32283,33657,24602,615667,226477,57726,54031,17917,32017,947028,132287,88145,-15178,22605,-2307,1232545,88690,41803,-37682,15287,-2191,-332915,-43058,152458,-12383,9328,-17746,difficult
80253,19677,9272,8960,3388,6768,355941,215839,13647,13534,9742,10128,-129847,-169658,10007,6170,-4876,-7254,-342888,-213433,-12792,-13096,-9170,-7557,-354328,-205396,-10339,-6797,-5015,4730,easy
39542,25033,9979,5980,8045,7451,209223,30179,16645,11782,23693,7809,-108558,20373,-15133,-7397,-13397,-610,-194434,-9032,-10102,-1241,-15577,-1421,-206052,-26778,5236,-8767,-17971,956,difficult
1062847,198444,140975,33261,56211,23220,1046464,359224,36949,36798,24548,36125,999740,-55445,356269,17469,119324,12573,-821452,-334270,-33080,-25485,-19876,-30248,-129139,-92626,-11112,-2594,-4458,-21041,easy
7708,11806,4355,5997,5315,3909,292915,53081,3765,9991,2919,3460,-281235,-43577,551,-4814,-9,1655,-288519,-35489,-1637,-6017,2032,-87,-285867,-44758,2856,-1150,5164,-222,difficult
1520754,830379,361272,184676,152657,119461,947869,165032,81303,85952,32523,14104,-294118,-85977,-73120,-59694,-28876,-1111,1634988,1079949,853848,381526,400141,281616,377785,1002068,59179,-25661,-10864,35565,easy
587786,251239,24645,38533,23101,10512,1540560,545372,125311,60948,52670,35942,-915944,-511564,-111466,-52737,-47493,-31982,-1292421,42603,-84398,-9601,-19246,-24353,-649958,-413437,-106133,-4907,-21969,-19955,difficult
586076,311357,23317,17772,11864,9892,1315583,441537,82842,37105,29896,18460,-1084549,-419736,-68454,-32600,-25074,-16437,-518111,-331746,-48200,-19184,-25091,-14792,-585861,360941,-61921,-6215,-3931,5524,easy
106167,27355,8198,3430,2909,4100,593874,136182,6277,20031,7684,5097,-397826,-95452,2610,-17789,-6598,-3888,-483545,-123829,-4556,-19138,-3860,-3210,-581751,-107201,7708,-12875,-3866,4107,difficult
495882,51623,7425,11332,5374,6564,287364,53904,10071,4163,4085,5322,1181153,66858,3498,3958,3973,1896,-270559,-33354,-3696,2147,-1673,1536,-285039,-40346,-7741,15403,1567,295,easy
1257645,137670,42135,25467,10000,18472,768501,114928,21711,14527,15214,19774,157127,50015,15308,16233,-6234,-1799,927795,76981,-17267,15393,-3362,6289,382509,-58769,63232,1195,-6047,-8395,difficult
1159620,161022,62101,25285,37894,20970,505452,80553,24144,12583,6608,6370,456694,-36535,3133,-7136,11370,903,1152027,77261,34750,24041,29776,21830,353784,200680,75988,21201,52712,21067,easy
1033129,67881,12158,8111,6355,5780,896451,477084,46679,55870,22755,33893,817230,-344920,-26526,-42958,-11935,-25801,341379,-419727,-34209,-48514,-16139,-27483,-748575,-462961,-42827,-51806,-21126,-31054,difficult
1463894,207925,74513,53481,71344,34743,512876,178398,107119,17145,23667,18108,1708651,107650,-77639,71641,30898,26343,961922,-74207,-35191,47642,112243,13146,182480,55138,15012,-10274,-111,10416,easy
16279,15911,3049,8065,6042,12776,1056747,168006,118967,78192,48728,46052,-1044733,-164211,-115661,-70735,-45021,-43191,-1025421,-148871,-116181,-72877,-38169,-28138,-1051251,-143202,-115911,-66770,-44869,-28498,difficult
1133627,143460,44471,53091,38009,12423,355780,378219,95669,64619,36009,17207,375961,-341233,-90572,-41003,-25575,-7703,820321,-184011,-77443,-1249,9790,-2418,1137260,-179032,14421,7669,21786,-4231,easy
1382636,469160,85457,84401,38364,41707,954782,144962,75758,89092,30961,35697,894613,64210,-14931,20407,-1689,-18023,-367997,-24052,82944,21182,-7883,7564,756947,932436,-38915,-55663,31780,28489,difficult
