delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
208791,33862,13149,8359,5453,8814,88590,18799,5420,2807,4840,4244,189564,16706,13833,156,-3608,-2802,259124,39234,7378,15605,309,15581,-88086,-10752,1977,895,5137,932,easy
49780,24112,1209,5082,4162,5948,113496,48849,12546,6795,10495,14973,-45161,1062,-11916,1005,-8570,-12516,-82022,-36761,-11553,-2228,-3778,-3129,-63964,-38512,-10542,-3916,-6650,-11430,difficult
95724,22323,6345,3874,4139,4303,144867,41773,11493,10179,4499,3287,-120953,-31959,-7233,-5570,3000,6962,-16219,5651,1549,-4058,-17,-1392,-10258,-32041,-9761,-9287,-4064,-2521,easy
462958,266262,117278,15962,18090,22197,114914,24976,8848,7061,8856,11606,-103345,-21480,-8523,1019,4149,2421,718988,54385,1458,-5192,-5973,-8611,428490,690954,332354,30875,29527,37964,difficult
13770,7946,4563,3485,2093,2482,270762,54909,5624,7019,4351,3886,-244543,-50374,-2459,-5202,-3362,-3058,-262947,-46882,1351,-2572,-1030,-288,-263487,-43634,-2074,-2828,-2382,-865,easy
1108567,94772,21387,35783,19575,24829,184713,57199,10962,8680,8585,10209,863595,-18161,34841,46450,19124,6466,2085866,165791,7105,37951,10211,30307,-177898,-34911,-10670,-3093,3635,7087,difficult
730497,56154,13016,12383,10637,19907,255310,60871,14602,8893,18843,11557,-188027,-7451,1530,366,-15267,-6495,1860400,51307,-1127,8923,-8924,13945,-246812,-58007,-5162,1180,-428,17601,easy
118084,13130,9843,3799,3051,11270,260087,106526,10921,9943,9690,7599,-62123,-95480,12559,-3621,-7793,-1203,-121067,-99459,-7070,-9304,-6846,8267,-242818,-85248,-8723,-5506,-5279,3949,difficult
723716,119742,31067,23075,23807,19186,595713,42138,11775,12407,7098,11186,-91168,105820,20384,41943,38557,28153,1064886,157646,46347,-33,10489,1380,-589710,-30654,-8855,-9906,1081,-5533,easy
68455,15389,8020,4078,5002,4496,1022756,130825,35480,9602,12288,24918,-944284,-107473,-28614,-5381,-8424,-23383,-906473,-114049,-22824,-6031,-4847,-19502,-1012145,-124785,-30943,-5161,-8587,-18382,difficult
