delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
828106,54153,56123,52174,11354,20347,8562,8978,1901250,97046,-43397,-9861,915,-5196,-605,-5130,-804480,25346,-42803,-49884,-7748,-14788,-6575,-8423,-687046,-872,-46861,-45766,-7231,-17023,-7045,-8567,661973,110300,2323,-40817,3077,-10205,315,-5635,412223,185654,218969,-21203,-2982,-8367,-486,-3937,-2705730,117434,1349019,-249750,-71700,-26218,111172,75354,594,-4058,49184,216646,-40023,4118,4949,19614,-8663,517,10308,-6059,-9592,-2235,6818,1838,-5970,-470,7360,-801,-3293,-144,2932,1698,easy
1128974,242873,50331,45091,32084,32088,17908,3603,-527392,-156175,-42947,-34040,-13281,-12663,-15776,-2912,-876698,-158997,-12605,-40403,-16960,-23876,-12462,-2459,-764254,-144799,-30784,-27411,-21390,-21617,-15222,-1966,-633150,-79920,21374,61020,73799,-17588,-8301,2519,-40410,-16531,103509,28062,50245,-2168,-7473,989,-349306,112444,131104,592740,-2822,14198,64879,63389,30342,-18179,52158,82135,-6363,12992,88431,-32958,-3679,-4430,95189,-23554,-11213,2259,4029,15420,3314,-2760,6921,828,453,493,4485,-1530,difficult
526449,92660,17713,12591,8616,7865,3132,1619,-334252,-9048,-12694,9535,-3917,5417,6333,-129,-339023,-41445,21865,26425,-5522,-190,3131,383,-386653,-86988,-10455,-9501,-4139,-6242,-952,-1179,-69228,-35694,19574,14430,5691,733,-135,107,-237378,37590,-9023,10725,6942,5717,522,1101,-4771,-47630,317425,-168150,-32397,-45543,51294,73284,34559,-32320,30029,-28597,16890,-35926,23931,-3705,-1605,1383,9830,1251,-5607,-6052,6975,4984,-3202,-4083,817,657,512,-1562,1286,994,easy
1253461,175604,22905,35122,19008,10567,6904,5680,-803797,-123954,-13958,-17183,-14588,-6888,-4853,-4252,-1057360,-135951,-11153,-33313,-17520,-8761,-6161,-4383,-947914,43181,-4121,46613,-8713,-5969,1689,-4437,554613,436539,66000,15815,12395,7943,4771,1176,-1183510,-111189,-12463,-31832,-15680,-9609,-6385,-4680,-253563,109446,1502527,-1738123,-11997,179132,393358,-547728,2805,7032,70121,-78463,-16130,79926,-30798,-47647,-2932,8807,21108,-28075,-1873,2792,13912,-17552,-1308,7850,3082,-11156,-131,-54,5613,-5856,difficult
1333844,98407,56969,22225,22617,19719,12990,7913,547548,273695,-36082,49253,-1780,3673,-5038,622,-797598,-8468,44202,-3836,51095,188,-5829,-3209,-966292,-47647,-44908,-14874,-17370,-9975,-7246,-4797,-634246,36831,-24658,-16527,-9214,-8775,-11590,-6303,-1301198,39845,-32380,15806,2204,-14099,-4931,-2941,-1345146,-168694,332046,-666952,-282163,-39179,84478,3014,80284,-89110,20250,-7722,-53089,-11038,-1653,32333,52875,-68465,8156,11418,-3485,-10163,1200,-5324,-791,-1417,-4344,6659,-3831,-1588,-1506,3362,easy
734617,373117,113975,34810,23133,15313,13463,8734,2348253,254255,32362,367676,309522,215549,144777,32234,-698272,-355639,-113091,-26420,13651,43573,-9974,-6171,-723464,-355674,-110191,-33411,-12754,-2565,-13098,-8135,860228,-154621,-92006,125539,5084,294364,-1509,3829,-710512,-345101,-106537,-24151,-20386,8690,-12409,-8256,-3046525,-25192,1583692,-1570740,-609894,-35,201053,-190480,-145453,2900,18185,-14531,-394096,-6991,158950,-149690,-295871,-26405,17838,-25470,-171976,-46138,296929,-285674,-154751,-3124,11589,-10900,-38405,-1964,11964,-12085,difficult
1274456,301585,88890,62846,48434,21213,24781,11383,-201573,-228478,-86002,19250,-45272,6843,-21957,-6135,-870596,-246281,-82532,-30346,-38174,27401,-22790,-7984,330856,-136370,-32287,19183,-14679,53979,15221,-6486,-986413,-252495,-72311,-23725,-31746,4603,-7335,-9738,-677929,-213545,-76401,-36296,-34683,47608,-21293,-8803,-669023,1201452,-1317269,308484,-17803,109911,-116125,38950,3470,50245,-40024,-4090,-49596,49529,-42908,-12571,7098,23495,-17067,-2937,20558,26578,-49376,43005,-833,38011,-22556,-13958,-1849,1498,-3252,935,easy
663644,72055,18599,10407,13864,10733,2676,4984,-340553,-55355,-6135,-8858,-11408,-7208,1052,-3524,-341762,-46038,-14337,-2892,-11235,23578,4221,1340,100181,-48102,-9138,3008,-11458,-6756,3558,-3852,-657553,-66854,-12283,-6890,-9441,5935,6188,3766,-650634,-65379,-11526,-7281,-950,-652,3475,3756,-1209,441943,-757734,6919,9317,-2064,-18752,1475,-8202,5199,-3145,757,5966,5900,-9898,-391,173,-223,2017,8491,30786,-30334,12691,-6587,3169,-663,2630,-2713,4864,-5192,7618,-10,difficult
390717,102005,21947,10513,8173,13770,6501,3151,-189186,-93656,-20568,-9280,-5523,-10368,-5800,-2264,-388630,-98720,-18458,-1664,277,-4481,700,-72,-296366,-17403,-19001,-4332,-5463,-9096,-3467,-1626,-234167,13202,-10106,-7523,-2805,-11839,-4399,-1308,-332626,-89222,-19502,-6038,-2018,-8856,-4395,-2604,-199444,92264,62199,-98459,-5064,81317,30605,-102424,2110,-543,8895,-9396,7616,-2668,-3191,1485,5800,-5740,2658,787,5887,-4615,-2743,2983,6500,-4167,-932,4,2192,-1554,318,-1296,easy
471704,56683,19855,11363,5608,5527,1351,2134,578835,99572,71677,13875,16089,17542,12345,19400,-437470,-46252,-17294,-7003,-4797,-810,162,-228,-432601,-43247,-14714,-4669,1907,664,3673,-206,-463774,-53592,-15571,-1741,2026,2195,2871,-153,-145123,100759,6934,-7860,-3901,2458,1312,472,-1016305,4869,-31173,318651,-145824,3005,-10345,154351,-88971,2580,-857,22505,-20878,2334,2928,-6119,-20886,6704,119,-5927,-18352,1474,1531,263,-12183,3511,-802,-1559,-19628,22,53,625,difficult
1179014,62223,14897,8585,11423,13726,7773,6255,-513198,35180,-6301,-4939,-767,-5609,-3921,2730,-1043735,-49614,-10450,-6515,-10862,-4372,-5812,-4803,-854163,-21341,1400,-1673,-6618,-1496,-2579,1651,-1072802,-46091,-11792,-6904,-10392,-10069,-6734,-3490,355726,103863,29799,3235,-7415,993,-482,3967,-530537,189572,-218639,1428528,-84794,28273,-24750,149954,-4149,11850,-13192,41591,-1576,4842,-5231,10139,-10095,4244,-3774,2977,1237,2876,-8573,11062,-1891,3233,-4155,6252,-7533,6454,-5141,7457,easy
