delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
82211,18633,8904,3202,3468,4352,5270,3048,1032709,109639,14103,26462,30818,32029,26734,12041,-1022040,-101803,-10001,-24986,-29417,-31150,-25345,-10743,-878957,-80209,-397,-21535,-25284,-24205,-17584,-7244,easy
877473,85744,10376,38421,12573,11597,30830,14310,335886,210349,17986,19614,27683,21184,20750,7503,1278955,-78067,-1163,53065,-3458,-4303,39423,17720,-195782,-171144,-14058,-15451,-26763,-14871,-19263,-4107,difficult
888963,125089,7051,21531,8879,16483,15878,10473,471101,89524,36473,11040,17280,18621,12370,20859,-177106,79059,-32627,17368,-13149,-10151,-7273,-17119,1012830,-7930,-26217,3614,-3654,5875,14289,-3653,easy
364859,32809,5810,5216,5465,5376,3254,3580,529579,91751,39978,32048,21156,22997,9993,8428,-435166,-54379,-30435,-28057,-17711,-20315,-5891,-5479,105725,-63506,-37901,-25608,-13671,-14928,-7588,-4218,difficult
1347975,349062,20043,7954,18567,14175,23718,10169,1643497,220671,202467,74042,35987,47497,41358,27830,-1606792,-215612,-200210,-72832,-34912,-45743,-38385,-26315,1015747,472393,-164638,-59344,72,-20901,3104,-9007,easy
805350,321965,17377,15208,18058,38429,36848,18553,1105091,145224,18272,22977,11287,22808,28285,13431,87252,392240,-5294,3519,19278,34060,19820,19716,-686735,-38759,3503,-19058,-5737,-2818,-2695,-9473,difficult
82362,36819,4111,1774,1267,8624,3927,4331,530386,22811,3493,11461,2120,9854,7241,3327,-493017,34083,2710,-9948,-830,5859,-468,4175,-403031,-6068,-1474,-9427,-877,-8320,-6161,-2168,easy
318791,33104,5640,4482,2800,5384,3111,2883,781839,56236,24263,9809,14618,12597,13101,6723,-684858,-8803,-15015,-4521,-10799,-4243,-9366,-3805,-241238,-37462,-22232,-6134,-12838,-10184,-10614,-3876,difficult
952182,84550,11599,15335,11070,20447,15458,7077,148447,45372,20228,4975,5943,6178,5338,3133,-124977,-106,-15568,-2684,-2258,26225,13140,4172,1732447,78461,-1690,23403,12511,2312,7099,3715,easy
1345712,188901,39036,30104,10545,11979,29388,6753,1715396,148472,91825,141148,16412,68724,97221,30380,-352035,-21997,-57396,-101503,-6281,-59689,-64527,-22957,-387333,102855,-48183,-120585,-5454,-53801,-71140,-24297,difficult
