delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
231294,60796,13096,10322,17791,9798,3161,4419,-91427,-46181,-8536,-6714,-12364,-8165,-1520,-3885,-32059,100208,-800,-8863,-7887,-5885,3448,-1416,difficult
492672,98103,25630,19279,15955,13105,7711,4801,-332252,-80975,-24695,-17605,-14746,-12335,-7114,-4282,-363031,-79548,-18810,-15252,-11685,-10826,-4152,-2236,easy
171937,24097,6421,7341,4432,4097,15577,3339,-84827,18250,-4687,-5322,-1698,-2583,-15304,-2842,67431,58447,21356,22049,21284,7352,-10406,402,difficult
100046,38567,5244,6748,3725,3552,2395,1802,-48097,-28467,-2106,-5117,-1935,-1057,508,-829,-75714,4379,-2864,5261,4671,6416,12467,4992,easy
295074,52475,10400,8808,10341,6893,6329,2242,486464,-21102,1750,-5922,-7020,-4224,-4464,-1317,-224615,36291,11378,9982,4082,1009,633,5329,difficult
180140,65910,23995,17014,11162,8622,5478,3968,93234,-10559,-9908,-13835,-6267,-5714,-4321,-2758,-163951,-50151,-23497,11303,391,-1746,1211,-2634,easy
93960,31843,8323,6333,2077,2264,1073,851,535557,72838,17565,13754,18667,3850,7906,2795,66350,37504,7882,8997,5216,3677,3204,9,difficult
38483,14985,5723,7111,3060,6944,6929,1486,222733,31116,-3482,-1653,-606,-4833,-3743,2974,153831,67803,2207,4481,11550,-3042,-4349,-791,easy
34630,29344,7631,13334,6444,8672,5783,5489,641840,57209,25212,12900,9981,12155,1584,1423,193768,1693,1152,3310,4905,-5681,645,-2319,difficult
288068,91099,17017,46278,13118,13880,14126,6342,397133,-47919,155,-40838,-4384,-7043,-6683,-1367,1476784,-6787,-10479,-35430,69070,32329,-1095,6644,easy
766097,83240,50553,12258,12546,12559,10949,8292,-425087,-74856,-38997,-5976,-12132,-11488,-9213,-7127,-723684,-66301,-46946,9454,-11948,-9493,-9883,-7863,difficult
445345,108545,36632,22285,23012,10848,14798,11490,1334409,-44454,-36317,874,58678,44093,7136,-4762,476884,610751,100610,65937,89339,77407,10888,-5313,easy
75531,18471,16416,3720,2950,3327,3150,3495,475474,64113,935,6516,22974,7567,8899,7582,34921,899,-12945,-1943,-145,-2544,433,-2528,difficult
267125,53607,13121,11907,24161,9658,4448,1471,-91323,-31539,-6032,-2783,-17678,-7582,-2776,-416,64589,82732,13359,9446,1862,-3111,-1209,1335,easy
1213135,141815,20861,8761,15760,14269,7731,5660,281211,-129808,-5232,-7429,-10939,-11255,-5058,-4393,318178,-75703,-16879,7515,-7719,5232,15240,395,difficult
648314,82367,16562,18904,17874,14014,12407,7780,-610286,-57453,5266,-16771,-12887,-11289,-7221,3121,-518308,-13264,4356,-10222,-9833,-9633,-6807,-2831,easy
151530,90285,4734,9777,29554,9086,9113,5561,355671,147735,21198,27340,-10787,4794,6887,11190,64135,22264,26913,-3064,-27885,-1317,5720,6594,difficult
750411,246148,34274,36939,7334,9098,8331,5180,475363,-178614,-24112,-29867,8694,-4979,3149,-1307,-275155,-91698,-15081,-25781,-873,4535,-1975,-917,easy
638853,105548,41863,5206,14117,10304,7641,3257,79583,-41565,-29673,2442,-8456,10104,13603,7337,-190135,48084,-19903,4646,3722,-2144,-63,7175,difficult
165161,49553,10127,10594,11547,3480,2301,1470,639860,185682,14169,11854,8314,14835,13157,8675,2513621,-2594,25815,1654,-3657,22293,24366,7894,easy
181974,52435,7582,7060,6342,8716,6148,2073,1354274,-1230,32385,91943,11315,5749,5836,4433,47251,394011,7790,2579,25363,4687,-2314,2950,difficult
50767,19991,4945,10704,4609,8063,4038,2790,384227,199647,910,116,-149,-3685,-468,848,245219,41547,-2147,-7025,2156,-2574,-2728,-460,easy
1426420,121573,26355,33910,32169,19551,9017,9134,-1352517,-83521,-17947,-14579,-26936,-8924,-2761,-4359,-673983,-63885,-23858,-31370,-30176,-17253,-5516,-7390,difficult
773032,84077,12553,31198,23082,21026,14937,9554,1595965,129145,-11149,-22367,-2954,-8122,-3390,2931,-370509,47675,29580,-6222,1634,-13934,-10995,-4170,easy
268422,64827,11367,8968,4981,2552,2705,1808,-218589,-57337,-7963,-5854,-780,726,80,828,709165,30907,948,8688,19396,2927,7980,4451,difficult
64859,26007,4229,3495,3176,4079,1932,846,94464,-17455,-1099,1458,949,-1524,-557,246,64818,-11802,-2180,-1633,-266,-2525,-1532,-667,easy
639989,88010,10765,17499,20915,11647,20905,7321,1065771,-749,6853,40423,27126,14055,8753,2876,792575,-3870,88520,-4237,6805,872,-4225,-2249,difficult
833546,388894,47484,36500,12513,35582,47345,16404,-63976,-269743,-36560,-25125,4590,-12836,-36252,-5791,-614654,-221945,-43610,-29772,-3766,-28941,-41507,-13416,easy
516615,109116,3084,10841,15784,13011,13745,11093,166808,-16058,55365,10612,-1655,4845,-1274,-6331,515441,7226,71432,47176,13212,127393,4176,17509,difficult
227873,30600,6170,5994,4468,4211,5980,5355,-97725,-5656,-4933,-3949,-2543,-2526,-2308,-4679,-102658,22111,2127,17337,18703,7227,3440,-1929,easy
1174262,124914,32716,46155,13165,35550,17513,8327,-649613,-42619,-23232,-40282,-3207,-24155,3024,-4875,-99510,1260104,52264,-27635,153147,92024,9182,4139,difficult
327586,32790,59095,20386,8502,18068,6175,1815,1328733,230753,-26369,1233,8550,-7512,4907,4284,-236612,-8250,-49631,-15080,-7014,-13662,-3324,-374,easy
678308,169988,34971,15226,10632,9549,4922,4284,-563858,-151753,-26489,-8683,-2552,-6658,-3913,-3766,-655377,-166497,-32784,-13563,-9374,-9102,-4362,-3973,difficult
528995,128886,11849,11338,12467,5148,5561,3125,-121568,41616,121552,43260,3211,1794,-2816,1875,9330,-84860,-11266,-10225,-8918,-2245,-4138,-2411,easy
214747,29537,14142,12079,7948,6070,6279,1516,113003,57891,-6779,-6161,-6409,-4812,-4738,-941,-63492,1646,-8573,-9450,-4168,-3752,-5025,-403,difficult
434235,143508,18196,19078,17055,7769,6964,5880,-347632,-97198,21801,-13963,-7148,10108,-1191,-2081,-258649,46739,12019,20985,3524,149,-427,-1213,easy
320161,25348,6748,8973,9242,6754,4100,4824,-271149,2720,-5856,-7123,-8478,-6054,-3571,-4389,-246645,-7678,-5998,-6744,-7853,-5585,-3200,-3772,difficult
116261,118975,33918,13943,14163,9555,9463,4823,3255827,44620,-9853,-3937,-64,-1236,636,3777,4250,-104602,-27308,-11386,-12916,-7086,-8248,-4265,easy
503877,143997,28144,40866,19627,28119,7768,4435,-614,23488,13689,-2436,17588,-16559,11206,780,-389670,-49294,-18055,9306,4828,-17537,632,6151,difficult
60951,42496,5027,5434,4326,2599,1776,1166,-52064,-28579,-2097,-2344,674,-571,1545,1986,144395,-28784,-3757,-4281,-2843,-300,320,-171,easy
49225,37004,10568,11884,18171,12765,12366,7149,65508,-33673,-9269,-9103,-16473,-12181,-11749,-6831,105626,74252,-6587,-1181,-3989,-5284,-6300,-3716,difficult
76261,14274,2404,3908,2933,7745,5269,1165,94219,72,-1591,-2828,-2251,-7079,-4505,-790,142542,27035,36803,5291,5825,1208,8012,4035,easy
229433,32361,8027,10954,14317,8870,12792,5790,101255,1477,7111,-5821,-4011,-4099,-5312,-3475,309582,54283,290,-1449,2002,-1769,17110,10257,difficult
435526,109810,14485,17907,20149,14035,8945,11439,151067,107001,37243,-11059,-17825,-2156,1764,-8723,-416187,-72483,-1140,-16033,-17107,-11312,-6093,-10304,easy
59022,36961,9040,5634,9924,7084,5745,4833,22186,128526,38493,11422,-6424,7164,12925,4700,1098467,38286,-6250,915,-8411,-4465,-1950,-2043,difficult
121474,17701,6679,6031,7335,7002,5817,3338,348047,134321,38570,35031,24293,12755,6062,9102,261073,45374,-5149,-3587,-3132,-322,6249,-649,easy
71661,41449,8412,5249,4782,11677,13580,6417,183935,116284,-3875,7877,4653,-1174,-4677,1385,396145,-12128,-764,5061,632,-9221,-10846,-5365,difficult
822663,73160,7321,7864,20773,9486,6536,4899,-584782,-18415,-3148,-6059,-18644,-7678,-1832,-2405,-308447,-30990,-5799,2149,-9361,19076,2211,4341,easy
67044,48544,34018,10018,3017,12988,13704,10584,1299544,11510,-23116,795,5664,953,-79,-6293,631908,3256,-30700,9469,1926,5255,-6442,-4210,difficult
581748,52592,17573,12885,6978,6825,5271,4136,-373926,32789,-11058,-11715,-5971,-4539,-934,-3559,-391529,-32304,-15162,-10478,-3971,-5005,-3264,-2525,easy
74060,12678,5404,4710,3755,7538,12180,4356,998184,247847,10894,6748,483,4431,-2400,4622,1173975,40752,14526,16501,17831,9205,4511,8770,difficult
