delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
1096030,112108,23439,15592,8607,8544,828106,54153,56123,52174,11354,20347,1901250,97046,-43397,-9861,915,-5196,-804480,25346,-42803,-49884,-7748,-14788,-687046,-872,-46861,-45766,-7231,-17023,661973,110300,2323,-40817,3077,-10205,easy
428601,107900,34091,34883,37626,13152,1128974,242873,50331,45091,32084,32088,-527392,-156175,-42947,-34040,-13281,-12663,-876698,-158997,-12605,-40403,-16960,-23876,-764254,-144799,-30784,-27411,-21390,-21617,-633150,-79920,21374,61020,73799,-17588,difficult
244160,49366,22286,22813,6644,7795,526449,92660,17713,12591,8616,7865,-334252,-9048,-12694,9535,-3917,5417,-339023,-41445,21865,26425,-5522,-190,-386653,-86988,-10455,-9501,-4139,-6242,-69228,-35694,19574,14430,5691,733,easy
689847,230558,32097,38105,11902,7148,1253461,175604,22905,35122,19008,10567,-803797,-123954,-13958,-17183,-14588,-6888,-1057360,-135951,-11153,-33313,-17520,-8761,-947914,43181,-4121,46613,-8713,-5969,554613,436539,66000,15815,12395,7943,difficult
871197,162010,41608,25729,28300,15997,1333844,98407,56969,22225,22617,19719,547548,273695,-36082,49253,-1780,3673,-797598,-8468,44202,-3836,51095,188,-966292,-47647,-44908,-14874,-17370,-9975,-634246,36831,-24658,-16527,-9214,-8775,easy
1181303,220197,43244,143156,102009,153043,734617,373117,113975,34810,23133,15313,2348253,254255,32362,367676,309522,215549,-698272,-355639,-113091,-26420,13651,43573,-723464,-355674,-110191,-33411,-12754,-2565,860228,-154621,-92006,125539,5084,294364,difficult
842525,85679,20607,58937,15966,44420,1274456,301585,88890,62846,48434,21213,-201573,-228478,-86002,19250,-45272,6843,-870596,-246281,-82532,-30346,-38174,27401,330856,-136370,-32287,19183,-14679,53979,-986413,-252495,-72311,-23725,-31746,4603,easy
353722,17968,8126,6499,2979,14620,663644,72055,18599,10407,13864,10733,-340553,-55355,-6135,-8858,-11408,-7208,-341762,-46038,-14337,-2892,-11235,23578,100181,-48102,-9138,3008,-11458,-6756,-657553,-66854,-12283,-6890,-9441,5935,difficult
113630,52861,4914,4813,4795,4824,390717,102005,21947,10513,8173,13770,-189186,-93656,-20568,-9280,-5523,-10368,-388630,-98720,-18458,-1664,277,-4481,-296366,-17403,-19001,-4332,-5463,-9096,-234167,13202,-10106,-7523,-2805,-11839,easy
282952,45803,25880,11479,9414,10425,471704,56683,19855,11363,5608,5527,578835,99572,71677,13875,16089,17542,-437470,-46252,-17294,-7003,-4797,-810,-432601,-43247,-14714,-4669,1907,664,-463774,-53592,-15571,-1741,2026,2195,difficult
308040,41757,8111,3577,4263,8340,1179014,62223,14897,8585,11423,13726,-513198,35180,-6301,-4939,-767,-5609,-1043735,-49614,-10450,-6515,-10862,-4372,-854163,-21341,1400,-1673,-6618,-1496,-1072802,-46091,-11792,-6904,-10392,-10069,easy
8906,12034,6750,13453,4858,9425,655792,106942,17417,23296,13827,11630,-650172,-88023,-10144,-16305,-8028,-1313,-651257,-98749,-14076,-11223,-10069,-5637,-641943,-94224,-2710,8073,-9320,-3258,-644172,-98636,-15737,-19917,-8461,1389,difficult
1209135,193396,114961,16946,38868,24640,1224866,173694,68255,89099,37362,23722,229490,7563,-40926,-80972,-7877,-14666,-597200,-130784,-46762,-70942,-28472,-13324,-569073,208364,260417,-62249,-8739,-3037,873859,-6334,14093,-74451,51113,34698,easy
1141880,176651,72507,77023,46150,27099,523046,94602,36876,16162,17236,13968,1075325,167830,130244,79982,60269,22178,345314,-44522,7592,13195,-5993,-1876,272886,247380,33623,147625,57392,33911,781812,-42492,-28935,2643,3987,-1691,difficult
64419,22540,4616,6255,6416,12470,897268,167418,26146,58891,24901,61043,-743292,-162829,-24435,-56476,-23304,-59736,-867119,-166328,-24243,-57791,-20163,-53024,-882831,-141124,-18124,-48624,-16527,-45604,-838156,-109232,-19319,-47652,-13945,-35930,easy
597540,461070,28669,29858,41444,18318,561727,80868,13492,14526,8839,5527,171870,939664,9257,66161,42851,16562,7082,-25327,397,-6655,19273,8631,83581,55747,2862,-7941,8038,1774,-119283,550724,48191,9762,60256,24198,difficult
179758,41421,23234,26086,8551,6102,783054,57505,34968,19849,7299,6423,-398226,25569,-27124,-1700,-1933,-1690,-677296,-54363,-32884,-18202,-4577,-4258,-754827,-35963,-22742,-6925,4731,-3027,-582835,419,35812,51773,6788,7691,easy
2014897,131147,28838,34722,16634,15030,1599038,178671,72264,47491,34530,20921,1043041,-103742,-62129,-25033,-21957,-14925,1043041,-103742,-62129,-25033,-21957,-14925,1032751,148750,14083,38184,249,21041,-1455396,-131364,-63530,-39195,-27919,-14755,difficult
537785,174629,55009,12079,11041,11049,424930,521512,58910,32498,24527,18062,348446,-411900,-47268,-22265,-6481,-4235,278454,-498863,-38674,-14585,-21628,-14470,-292780,-274142,36664,-18245,-9797,-4511,117300,-202629,33674,-26582,-16040,-4835,easy
336484,11607,7968,6703,6658,13128,305400,80683,1643,8007,5288,9081,837095,-60265,922,4917,9640,17800,-224904,-75364,115,-7075,-3031,-5967,-298289,-74118,16231,-3784,2547,8738,-189567,-66556,8030,725,-3677,-4383,difficult
1033609,133795,13184,21785,17181,8584,425664,67943,18316,15641,9673,7147,1779581,209061,14993,14259,10085,8050,783440,120989,-6335,31808,19285,4271,-33287,-18130,-16229,-10002,7103,-2716,-97953,-48511,-12956,-11488,-6441,-3859,easy
116410,17498,3658,4018,4184,7758,564903,102561,47473,46808,12642,37661,-210832,-59667,-44594,-45567,-10169,-35642,-466542,-96842,-38363,-42683,-11118,-34550,-560721,-98311,-45397,-38031,-3172,-22665,-555878,-85432,-46906,-44878,-9372,-26755,difficult
836548,153720,29387,36642,54843,17448,1181418,166602,87755,32512,24161,18062,494598,86113,-24220,48995,76561,14098,-1082851,-141721,-77566,-10019,-11529,-10184,-505647,-105179,-78649,-11027,-12131,-11261,-285579,109259,-53036,-11431,69828,4892,easy
537017,80915,33620,12636,6263,12191,369785,24788,10873,9244,6944,13286,1411413,260973,57526,22655,3318,597,-337277,-16232,-1587,-5262,907,2859,-309095,-13680,-9792,-7122,-6191,-6913,-96112,-6554,44840,3298,-759,-922,difficult
1251979,88670,37317,44277,23878,17358,1330922,356997,213707,272250,100861,57541,-253510,-309369,-206530,-242664,-78034,-45634,860983,-271641,-182629,-246575,-93453,-45573,95043,-227338,-157820,-168974,-41969,-19833,-1018288,-264960,-158581,-253678,-94478,-49693,easy
6788,10775,8862,5312,7366,7186,751096,59327,17992,21639,8801,24292,-745381,-35872,-4150,-19917,-3555,-17648,-739903,-51387,-13980,-12959,-1284,-17876,-744702,-52990,-1408,-16596,254,-15425,-747245,-53961,-16984,-15838,-1156,-17477,difficult
1302766,165268,55534,182661,30942,236727,753796,102813,116588,29889,14239,14265,-315537,87760,-93591,-10039,4637,32677,1171942,73982,48064,277217,13124,447438,920860,155771,-87907,333832,-10912,393748,418616,-67695,-110782,10076,59962,15983,easy
547046,64642,49767,15519,11916,9939,834387,63847,29288,32225,11068,11145,-612382,-40348,858,-16438,-6408,-7216,-609573,-8064,-5608,-27796,-1025,-8159,-579583,-30131,-25504,-28552,-8106,-8258,652173,81723,112171,5961,18931,18808,difficult
151315,32964,4615,7286,5523,5213,615076,219237,28786,39307,8876,14725,-263608,-196714,-28020,-30827,-3977,-12753,-370894,-134766,-24076,-29331,-2103,-8203,-609627,-204286,-16610,-31511,-2357,-9719,-610917,-209327,-27980,-36414,-4976,-7375,easy
550217,122358,32505,58392,26331,9223,341516,87824,22544,12320,5375,6627,565116,-69557,-3173,10951,5837,-4076,-72281,170659,37812,42686,35140,6604,57453,63901,18874,119382,43534,8924,284516,-26867,-13670,11270,-687,-1070,difficult
1044483,417667,106404,53010,20679,23198,560712,52866,13100,6547,8386,5171,-393540,39067,-3736,1475,-4630,-3059,840642,74055,79821,8079,8227,6751,1275696,140878,-7157,10709,1002,7961,212284,1205204,304286,165590,44571,60456,easy
697231,123846,65582,29902,25792,11077,1623093,177975,116818,117332,40421,33869,-1012740,-43874,-26943,-65627,-16688,-21146,-942312,-172030,-98848,-93575,-35392,-28150,-370345,119540,-236,-83036,24912,-13281,-1378051,-120152,-78917,-107481,-31347,-28590,difficult
94053,37377,6071,4681,3479,3298,993335,165530,12396,16725,9828,11452,-851649,-153710,-11484,-15451,-8976,-10436,-973446,-120014,721,-6253,-5952,-5581,-810665,-93266,-3961,-10816,-1358,-8634,-961368,-145623,-10576,-15655,-9111,-7965,easy
634495,154289,80123,27590,33346,9548,609803,670696,266992,89791,43613,44990,517249,-625524,-253854,-69604,-18870,-36461,229363,-573237,-253357,-82062,-33091,-39015,-185013,-248980,-5021,-23592,44790,-29866,-462830,-617889,-235244,-73546,-33897,-36428,difficult
779054,282998,93044,29936,53963,26377,1549416,187833,38892,42903,32432,21282,-985897,-92686,-11136,-34750,1096,-14860,-394077,347383,69490,24680,21873,-3087,-427328,94783,13767,-12885,43600,-355,-1274146,31180,144486,-28915,19556,38681,easy
72444,26111,12551,24152,9363,7721,827270,68813,9216,15168,11437,5895,-714273,-52059,-6078,-13635,-8978,-4519,-666589,5488,13197,64787,6123,675,-818729,-60908,4642,-5707,2054,5798,-819712,-63328,1578,-9510,-7497,5349,difficult
459644,89580,44988,17055,19052,32031,675870,560376,87117,77832,35848,22859,228966,-491974,-68755,-42976,-21849,-16180,242959,-293561,60670,-51582,8983,74057,-666980,-553390,-83228,-75527,-25265,-14247,-669851,-544260,-77202,-73023,-29052,-6943,easy
339529,34395,7900,8905,9563,9451,472905,121678,16575,10847,14735,5878,-411490,-114812,-11420,-4128,-13384,-3671,814746,-2592,-12760,8941,9839,9438,-469077,-117665,-7899,-5213,-8498,2517,-467685,-114064,-2623,-7370,-8647,6006,difficult
907021,149341,47556,34503,7524,5834,903131,61718,15301,11359,6841,3795,-798878,28151,-2927,2522,-2113,-2835,1345170,365507,130190,82069,10864,13732,-876435,-51350,-14367,-10855,-5736,-3361,345703,8184,16122,18840,-283,618,easy
634430,158439,31316,24622,10014,11865,784715,71600,18162,38255,22845,20596,-676183,-60954,-14290,-34079,-19718,-18796,397601,211931,7836,14055,-10368,-520,-573505,-24531,-8082,-26879,-16958,-17892,250947,220911,67153,-7629,-4279,2285,difficult
1266569,71969,32084,21740,13508,7513,789373,129874,13365,18413,8251,18568,1049282,-79576,-6174,2615,-5418,-6807,-180628,-115901,-6499,-13545,-4865,-14889,505795,39100,79088,36697,36418,-8492,534334,-75245,8459,-12458,-5106,-14031,easy
578461,153612,52245,23062,20294,13652,439116,65584,60731,65380,21517,16248,1711722,169073,78105,-10635,23076,17919,-324872,-23843,-46461,-61555,-15252,-13622,-409331,254657,-7698,-38910,8216,740,-420141,-47774,-57892,-58171,-20931,-15423,difficult
602485,164771,25597,27535,16215,14456,1751478,124138,78870,33733,16820,24162,-982450,186762,-56068,8352,6413,-2629,-1532435,-81366,-56066,-29897,-14192,-20839,-904379,13878,-50322,-12883,8676,-3357,-1176707,43256,-50638,9634,-3317,-11998,easy
468998,49834,20490,52402,7231,7738,1050374,218156,44171,25235,23018,14646,-850253,-190016,-32549,-15372,-20281,-10342,-775320,-197929,-12633,-20484,-17884,-11981,-491145,-137698,-22523,17182,-7339,-6287,-208787,-147644,-27018,127343,-17644,977,difficult
1065504,211548,96383,77472,60816,24728,1313458,128005,84918,60610,14294,16810,-667128,-104848,-77406,-32413,-7895,-12782,-245536,46561,-21520,-44688,29506,-6820,365862,418002,98294,165941,158242,49309,-445016,-25543,46493,-21393,6233,1964,easy
409451,87239,21592,10296,13559,6840,557328,269660,24352,30423,17633,34839,541055,22923,35463,-11963,18084,-25570,-452197,-265940,-23670,-28278,-16330,-29838,-548323,-261053,-21433,-26293,-10785,-28131,-132043,-225615,-1400,-13974,-7265,-28456,difficult
276129,113587,10132,21522,13799,10646,671271,137521,13419,11523,11196,7983,-601971,-118224,2815,-8171,-6981,-5883,-659647,-135174,-8549,-11322,-10617,-4846,-655076,-131479,-9945,-3428,-3393,4068,336126,289141,2532,62918,31402,17314,easy
504737,154355,30948,47965,32159,17875,933659,132386,84733,47751,23545,15388,-186106,71134,-26470,17502,15900,8604,-697563,-52976,-66953,-21799,-7378,-6779,-55315,96517,-47200,34575,28456,21263,-776705,-26799,-74516,-29421,-2521,-13142,difficult
569873,65099,22456,41904,17022,32633,737959,100401,27903,31022,14445,10947,656360,-12254,33440,11702,18717,17213,-384441,32437,-12548,46624,-7656,71651,-572554,-86806,-23100,-26514,-8853,-4287,-371709,-74585,-19579,11716,8101,2167,easy
1241398,441693,132891,29544,33681,23310,615667,226477,57726,54031,17917,32017,947028,132287,88145,-15178,22605,-2307,1232545,88690,41803,-37682,15287,-2191,-332915,-43058,152458,-12383,9328,-17746,656265,682946,18252,-32707,15834,-12584,difficult
73098,19974,9794,7859,6462,6645,355941,215839,13647,13534,9742,10128,-129847,-169658,10007,6170,-4876,-7254,-342888,-213433,-12792,-13096,-9170,-7557,-354328,-205396,-10339,-6797,-5015,4730,-304308,-194972,-2289,-8977,5941,-3850,easy
41594,32106,10467,8617,14515,9160,209223,30179,16645,11782,23693,7809,-108558,20373,-15133,-7397,-13397,-610,-194434,-9032,-10102,-1241,-15577,-1421,-206052,-26778,5236,-8767,-17971,956,-161474,23145,-4715,4743,10232,6477,difficult
1017952,184600,121941,30578,50863,20040,1046464,359224,36949,36798,24548,36125,999740,-55445,356269,17469,119324,12573,-821452,-334270,-33080,-25485,-19876,-30248,-129139,-92626,-11112,-2594,-4458,-21041,-163197,-216156,27889,-14272,10271,-25626,easy
6464,10031,3923,4822,4428,3516,292915,53081,3765,9991,2919,3460,-281235,-43577,551,-4814,-9,1655,-288519,-35489,-1637,-6017,2032,-87,-285867,-44758,2856,-1150,5164,-222,-290183,-48378,-1139,-8695,-1151,-1121,difficult
1178374,624390,272076,139903,114654,89934,947869,165032,81303,85952,32523,14104,-294118,-85977,-73120,-59694,-28876,-1111,1634988,1079949,853848,381526,400141,281616,377785,1002068,59179,-25661,-10864,35565,-796634,-158607,-76814,-80366,-31878,-12752,easy
832284,273579,24073,36280,24067,14658,1540560,545372,125311,60948,52670,35942,-915944,-511564,-111466,-52737,-47493,-31982,-1292421,42603,-84398,-9601,-19246,-24353,-649958,-413437,-106133,-4907,-21969,-19955,25220,-204776,-102957,-31429,-25706,-8845,difficult
613479,262978,23367,15887,13840,9319,1315583,441537,82842,37105,29896,18460,-1084549,-419736,-68454,-32600,-25074,-16437,-518111,-331746,-48200,-19184,-25091,-14792,-585861,360941,-61921,-6215,-3931,5524,-619897,-323695,-59324,-26875,-10130,-10861,easy
