delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
204176,56136,5631,9874,4348,6649,3288,1276,523502,76000,13569,22350,39956,25067,25117,21221,-166243,27165,-6188,-4021,-35017,-19037,-20707,-20103,-472410,-66894,-9689,-20932,-36199,-17799,-22952,-19787,easy
52702,27454,9106,3677,6269,7339,4040,4446,128628,18676,13346,32580,2477,4605,2262,2156,-43167,3203,3457,-26308,8031,7452,4797,5778,-108686,14352,-11938,-31499,-448,-1985,-1242,-1198,difficult
131061,26834,5759,4940,1625,2646,2053,1479,475241,92292,10726,8477,11528,21174,9305,6592,-449643,-70986,-4867,-2382,-10280,-18785,-6820,-5692,-238717,-59931,-5068,-4692,-9526,-18271,-7685,-4535,easy
42330,14876,6703,5994,10016,12360,5824,3640,30827,13360,5917,6851,4039,6137,4270,2805,34988,1428,-644,-1860,2087,-2515,-3017,-633,-11982,1603,2216,145,9867,14961,6125,2303,difficult
833057,44823,10734,20605,7324,17030,9102,8268,663866,106456,41220,29908,16973,22892,18345,8284,-370097,-90587,-30950,-28588,-9611,-15747,-14133,-5299,708478,-32679,-30022,9981,-9687,4022,-4353,5267,easy
17033,23045,7886,4923,9558,14591,29890,6975,153369,85711,26814,21394,25184,20621,9844,6527,-132104,-73033,-21255,-18903,-18768,-1706,34447,588,-140569,-52299,-16602,-14039,-12485,-10355,5644,308,difficult
461800,31667,9253,6612,6854,4414,1530,1246,840080,95180,14611,9992,24207,17260,29581,15848,51707,-51962,-776,-4662,-16309,-12535,-27576,-14745,-808267,-75064,-9940,-2099,-18398,-13158,-28527,-14460,easy
470003,26024,15892,6882,7093,20368,9662,5087,54524,27245,19009,8277,8431,16064,6953,7395,-30369,-18322,-7299,-3110,-2703,2189,2820,-577,861326,15879,1064,320,27,6418,2598,-4040,difficult
5928,11820,27999,8021,8682,27664,11145,5729,148984,54340,13841,17982,21089,30601,13909,14062,-143944,-50571,3338,-9531,-15201,-11623,-337,-7306,-142168,-34469,24978,-10392,-9614,5749,-5192,-9361,easy
4743,13944,19100,15295,11514,9186,8727,9238,386325,197653,13954,19727,17384,13090,13635,3946,-382785,-176245,6094,5293,-6276,-5809,-7881,-1925,-380379,-191173,4198,-14158,-5464,-1999,-1935,12509,difficult
213747,100946,32303,16057,10473,18461,6462,3050,178043,95504,6758,18414,10658,12049,17089,5600,189535,86619,42835,4792,7492,17962,-7089,-310,-118128,-75736,8254,-9506,-7863,-5139,-14165,-4791,easy
95469,22668,2648,5040,2186,5432,1938,2300,268899,11091,3542,4311,2161,1714,633,386,-125891,24658,-1040,-591,-261,6129,1904,1301,-220970,-1505,-748,2048,311,1306,706,2526,difficult
47533,10541,13150,18475,12862,20370,7708,4696,114985,22692,5296,6886,6733,8826,3048,1566,-88529,-10056,14363,24192,15279,20836,8982,5640,-46375,-14246,1345,-1015,-3022,2252,337,619,easy
81467,31941,6335,5435,4586,9941,7090,3941,153443,13260,3993,5925,3597,5036,2434,1851,-149117,-575,2779,29,1339,11830,9521,4846,5164,37937,1904,-1009,639,-2020,-210,-666,difficult
806369,56344,44446,17698,17691,32737,63572,26282,50548,17289,3043,9496,7251,12491,18702,4568,286713,-1108,16334,-6541,1913,-1952,-6611,1387,1224928,79217,66471,22945,18966,42443,96350,42041,easy
66914,13557,8750,43301,6568,12190,8559,5784,429270,48016,16585,9299,7118,16836,12649,9731,-314460,-28898,-5279,60099,3129,3808,3220,699,-410252,-40021,-10392,7904,-4229,-13100,-11400,-8594,difficult
11658,12201,3934,7856,5832,12891,13585,6223,99027,25088,19708,16807,24319,22880,12210,5767,-84619,-4565,-18721,-2108,-16576,379,12475,5166,-90120,-21209,-12827,-15795,-20399,-20357,-9726,-4254,easy
153222,69894,32185,18235,12070,26167,13874,7779,484944,130304,30280,9258,27478,19984,19246,6974,-377202,-102175,11214,5483,-13321,10681,-3553,-2394,-286242,-18645,-7405,12470,-17495,1684,-7192,4004,difficult
25908,5142,62890,50932,12354,9791,10037,9981,64257,59022,8042,11031,7991,13810,8317,5483,-33449,-53953,107601,43055,7772,-3111,2584,7922,-43250,-53808,2094,36747,953,-4928,856,1074,easy
7913,11183,9395,9250,10756,17101,4861,6611,44491,51157,11274,5580,4398,12857,6505,2360,-40331,-36037,-3019,-1592,5812,3430,-2472,3165,-32825,-43912,-740,8932,6903,5057,-817,5336,difficult
50379,45949,19902,5291,24155,21549,11113,19028,114227,103906,8259,10729,9671,16637,6991,9429,-63848,-57957,11643,-5438,14484,4912,4122,9599,-63848,-57957,11643,-5438,14484,4912,4122,9599,easy
62023,49834,20126,34101,11558,24399,18212,3826,444114,49836,16508,14781,11675,21914,11046,6187,-329868,9111,10733,12421,2040,12311,-1724,-2476,-434315,-9116,-3498,26219,-2275,-7342,16056,-2246,difficult
94288,13093,10922,22205,22814,21382,11640,13758,807233,169249,33225,27029,27984,30248,16499,16224,-727914,-158411,-18434,-21527,5320,-8607,-4008,5910,-697976,-153902,-26172,11878,-15660,-9126,-5710,-10842,easy
112753,30071,7699,3624,8921,12516,7043,4935,758544,272866,33718,33448,29924,32183,29377,9357,-616897,-214226,-20659,-28649,-16693,-11151,-18697,-3319,-674686,-271364,-31380,-31000,-25313,-28183,-25972,-5525,difficult
321414,23612,6171,10331,5922,32284,10857,7107,279278,72636,10885,13154,19585,13789,20297,8137,-272924,-59929,-6804,-8674,-14346,30995,-9239,859,357196,-38119,-2624,3028,-12981,5994,-9641,-2920,easy
263559,59308,17510,15407,14034,43533,4944,5656,142684,179292,16725,30291,14026,25373,11022,7876,-8056,-150663,2263,-19833,-8489,-15985,-9074,-5918,249805,-89306,-693,-9935,8505,52304,-3083,1478,difficult
12444,12067,8365,16476,6408,13486,9035,4867,143526,54696,13692,5699,8764,6507,6226,5627,-142512,-49738,-8092,5466,-2704,6962,547,-375,-119652,-35521,-2562,16087,-2008,6996,5070,-1145,easy
110220,27203,11797,2248,3157,6029,3416,3999,260427,41090,17561,15327,6961,10761,11377,5255,-109279,4483,943,-12378,-4161,-4435,-8494,-1946,-191136,-32257,-12471,-13781,-3448,-5030,-7428,-567,difficult
581650,61467,16560,52286,23873,46335,24277,8146,936837,249007,60391,45562,47259,32112,19152,16320,31476,-139444,-44616,51730,-23839,49480,16082,-5359,-741850,-235636,-43047,-38282,-22933,-21034,-5833,-10989,easy
137018,27596,10833,4125,3425,11279,2813,2056,762992,58739,33102,25329,7406,18498,12242,8828,-642108,-49370,-32008,-23711,-4489,-13936,-11415,-8349,-609840,-12917,-12531,-18698,-3474,-503,-7443,-5196,difficult
21634,8841,2237,5895,18037,41429,17971,14677,52325,35911,13560,21277,32640,33598,28512,18268,-13709,-25146,-10613,-13533,-7824,2913,-7328,-2200,-47673,-28995,-12034,-17232,-21382,12749,-13755,-4982,easy
242843,27687,6685,2368,4978,4898,5135,3215,285322,194646,20541,13694,25983,21472,30854,9226,-154124,-166603,-11736,-12020,-20324,-16063,-24765,-6037,69166,-167315,-15977,-10632,-21687,-17085,-26673,-5986,difficult
186622,52872,9989,17371,12679,9846,8111,3416,519744,67144,20266,19546,10847,17175,7142,4933,-486680,-35183,-16960,-18369,-7957,-13823,-2553,-3948,-179564,6639,-3594,14018,11620,-835,4491,914,easy
1170617,30791,14568,3176,7990,22136,7127,11608,632243,45948,26065,20672,12786,22866,25261,5603,-574077,-30568,-21674,-19158,-9907,-14120,-20758,-3070,1650824,254,-1320,-15834,314,12660,-15511,15079,difficult
12716,7557,4594,8264,7228,12612,8987,5864,47497,63880,12389,20504,19940,36898,18885,11827,-43198,-61324,-7035,-6952,-12047,-17183,-3505,-1788,-26364,-51322,-8556,-17529,-13378,-31389,-16292,-10138,easy
1319367,316684,57304,25220,19060,37882,14575,10403,387283,183311,18553,7730,14530,16620,11184,7366,787050,-114931,1771,2552,-8246,-5717,6584,1220,1077118,381676,75730,32427,17306,48240,198,4853,difficult
52772,12026,6306,1329,5481,6662,2988,1872,593690,211674,35045,11047,16462,32110,16144,10953,-541415,-203133,-24360,-9621,-9069,-22984,-11542,-8369,-540422,-196164,-33119,-9815,-12893,-27913,-14770,-9794,easy
2156739,197504,128743,63695,135271,79101,53146,12577,197930,92412,20606,7772,23267,20093,6487,4232,3113948,24430,172903,55935,104152,58519,68903,8763,803669,185754,43371,55911,119856,59496,24415,7926,difficult
481917,74309,15294,10391,20740,15665,26035,4302,569605,176548,36511,47561,30971,37758,21824,20252,-70700,-137473,-27591,-41274,-11922,-16679,-11460,-18052,-104677,-67005,-14843,-33067,-8540,-27508,19882,-13848,easy
77383,23163,2182,3240,2799,6511,2480,1757,64079,24838,13496,11083,16433,17237,7076,7709,-19490,2971,-11198,-8418,-12636,-7969,-3904,-5123,46098,-6322,-11431,-7269,-14633,-13484,-5288,-6781,difficult
33805,18393,10405,8559,7181,11437,8993,3766,34873,30137,7635,9836,12704,13121,7942,3989,-24749,-13451,-1280,2097,-9628,-65,2780,-1981,22612,-10038,6820,-4652,-1419,-3304,-678,1535,easy
402839,48733,16221,12199,18402,37564,21343,12383,32811,27418,15128,4855,9776,27349,7308,15407,-8765,-3143,-5687,2454,5749,-16789,6071,-11511,748821,45772,7873,12233,11503,37219,21999,5463,difficult
87442,30251,16703,28924,24587,39801,21296,9094,415227,93471,36361,19580,18704,13738,22796,15132,-248227,-41076,-17986,-14062,-2263,3471,-10130,-11247,-407344,-85364,-21331,32750,14028,48655,7129,-829,easy
10919,25999,5084,3181,11862,19432,7504,11312,140529,69514,29569,36141,23815,27601,21918,11272,-139484,-66769,-27366,-34951,-19144,-20478,-18005,-6912,-119736,-20261,-21605,-30969,-4763,4139,-10823,6991,difficult
246756,25585,6883,5018,15108,54728,16362,13536,778686,105321,31135,15793,19431,40199,35579,18839,-652271,-87587,-26728,-12947,-16492,-36166,-33789,-17529,-411589,-71885,-21776,-8604,7846,65224,-4646,6922,easy
5972,2584,7217,3655,14254,21220,7029,3751,14027,24056,6261,14769,17755,30440,16451,11355,-5281,-23159,-3724,-10687,-14824,-18584,-12640,-8674,-10830,-19785,5636,-11542,7822,143,-6204,-6534,difficult
508104,75147,14891,7616,11783,6374,6908,2660,1385318,100205,36497,17721,12823,19472,16472,8532,-547026,34604,-9380,-5284,2270,-11239,-12993,-5245,-1207402,-84721,-33832,-14926,-4350,-14958,-6135,-6500,easy
7746,5412,8697,8992,16025,40479,10732,15254,186766,16944,11621,13276,31399,42759,14732,12091,-179176,-9841,611,-5202,-20502,-26974,-3679,3132,-178864,-13223,-6459,-3366,-10247,22414,-4321,3194,difficult
138003,71261,5477,15871,7382,10127,2317,2854,188055,132033,8556,7247,5219,11544,17970,3427,-87910,-8728,-1888,23236,7944,6971,-14139,1875,-12194,-112816,-4271,-5988,-3618,-9806,-17167,-3021,easy
159485,16552,19279,18320,16560,10138,12772,10976,41055,64816,20378,19452,15241,20587,15283,6196,53178,-59187,2558,-6330,15469,-6708,3992,6769,183681,-37341,-4757,4066,-12831,-14191,-9014,2791,difficult
885346,19465,21286,13151,13917,16381,10867,8814,28980,8457,7052,19582,12125,41473,13714,11989,13366,18472,548,-19010,-7087,-35920,-9496,-9183,1699366,3544,27920,6148,10671,-14264,3801,2832,easy
424273,124447,4650,25420,62594,27702,17402,9284,122527,117603,8733,20272,15746,18621,20864,4603,719352,119178,-2211,-1924,80466,6802,2669,3269,-115861,-105490,-5956,12219,13230,11360,-9593,6092,difficult
3534,20513,21470,9408,8645,19459,8928,9607,94178,11061,5236,7042,7017,8949,5432,3215,-88927,19328,29222,1839,3154,11983,1178,6309,-92362,-425,3246,2892,102,9037,5813,6474,easy
19748,12477,1790,7458,28129,26507,20167,10613,153412,31458,10201,10948,18955,14678,10568,6954,-135739,-12715,-8540,360,11785,8086,20373,-363,-131589,-25248,-8282,-7340,6562,15572,-1175,7680,difficult
52701,12245,10901,10463,15039,13300,4056,2396,79196,29025,9421,12500,10750,27055,7698,9482,-42980,-23168,-8351,-10529,-8841,-24816,-7074,-8274,-10011,-10393,11311,6454,17418,-2695,-211,-5898,easy
10952,7004,6805,6207,14133,32394,21967,6399,530780,46920,18097,7289,19479,42570,22855,7257,-516543,-38384,-13247,-593,-11650,-18506,-5453,-1824,-523114,-41449,-9338,-1572,957,-1846,3677,108,difficult
1009858,231978,31223,22837,15085,19611,15665,12425,587350,21963,10754,5383,4271,4324,2448,1070,995050,300991,41316,29477,19943,26184,22520,21205,-150035,119039,-379,5431,1685,4390,3913,1504,easy
33248,36740,20189,6958,28808,33447,31863,20685,19733,19835,15998,8687,15122,32036,10899,8191,37552,18658,15716,-3416,10294,-7201,6283,5963,-10523,15151,-7334,-42,17077,10022,35644,19024,difficult
245404,45740,6129,19190,4703,6977,8224,2943,501693,107359,9252,16677,17041,24930,21114,9544,-37932,-35583,448,3289,-14520,-18722,-10035,-6010,-474646,-87655,-6695,1736,-10157,-17185,-15745,-7192,easy
45944,41637,5935,2012,6340,7205,12699,3568,110308,29084,4013,9551,10422,15753,6817,3015,-64364,12553,1922,-7539,-4082,-8548,5882,553,-64364,12553,1922,-7539,-4082,-8548,5882,553,difficult
39914,11293,4013,4037,2589,6237,4326,2377,320309,28069,10469,9977,13365,27276,11134,3163,-252664,-11008,-10248,-7840,-12591,-26466,-10990,-2923,-308127,-22545,-2664,-4040,-8962,-15613,-2626,1350,easy
