delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,midgamma_cc0,midgamma_cc1,midgamma_cc2,state
1179014,62223,14897,8585,11423,13726,7773,6255,-513198,35180,-6301,-4939,-767,-5609,-3921,2730,-1043735,-49614,-10450,-6515,-10862,-4372,-5812,-4803,-854163,-21341,1400,-1673,-6618,-1496,-2579,1651,-1072802,-46091,-11792,-6904,-10392,-10069,-6734,-3490,-530537,189572,-218639,-84794,28273,-24750,-4149,11850,-13192,-1576,4842,-5231,-10095,4244,-3774,1237,2876,-8573,-1891,3233,-4155,-7533,6454,-5141,easy
655792,106942,17417,23296,13827,11630,5214,4564,-650172,-88023,-10144,-16305,-8028,-1313,-1247,-1380,-651257,-98749,-14076,-11223,-10069,-5637,-2945,-2947,-641943,-94224,-2710,8073,-9320,-3258,2169,-1336,-644172,-98636,-15737,-19917,-8461,1389,-2664,679,-1085,9314,-2229,-10726,4525,-4412,-3932,11366,-13027,5082,19296,-27990,-2041,749,859,-4324,2379,4647,-1698,5114,-4833,-1567,1611,2015,difficult
1224866,173694,68255,89099,37362,23722,10056,6422,229490,7563,-40926,-80972,-7877,-14666,-5371,-4546,-597200,-130784,-46762,-70942,-28472,-13324,-4997,-4966,-569073,208364,260417,-62249,-8739,-3037,23924,-819,873859,-6334,14093,-74451,51113,34698,11349,1155,-826690,28127,1442932,-138347,339148,-214698,-5836,307179,-246324,10030,8693,-12202,-20595,19733,59852,1342,10287,37735,374,28921,-12575,-420,4147,1974,easy
523046,94602,36876,16162,17236,13968,8050,4553,1075325,167830,130244,79982,60269,22178,5480,-347,345314,-44522,7592,13195,-5993,-1876,-1665,-2950,272886,247380,33623,147625,57392,33911,13162,-2151,781812,-42492,-28935,2643,3987,-1691,-3684,-2534,-730011,-72428,508926,-212352,291902,-289872,-122652,26031,-62558,-66787,134430,-144982,-66262,63385,-53405,-24054,35787,-35602,-7145,14827,-16846,-2603,799,-383,difficult
897268,167418,26146,58891,24901,61043,23604,29864,-743292,-162829,-24435,-56476,-23304,-59736,-22875,-29268,-867119,-166328,-24243,-57791,-20163,-53024,-20187,-27368,-882831,-141124,-18124,-48624,-16527,-45604,-10910,-22585,-838156,-109232,-19319,-47652,-13945,-35930,-18324,-13238,-123827,-15712,44675,-3499,25204,31892,192,6119,-1195,-1315,9167,972,3141,3636,2582,6712,7420,9674,2688,9277,-7414,1900,4783,9347,easy
561727,80868,13492,14526,8839,5527,2568,2013,171870,939664,9257,66161,42851,16562,9761,1548,7082,-25327,397,-6655,19273,8631,2898,-844,83581,55747,2862,-7941,8038,1774,730,-524,-119283,550724,48191,9762,60256,24198,12727,404,-164788,76499,-202864,-964991,81074,494977,-8860,2465,45329,-72816,-1286,17703,-23578,-11235,52218,-7931,-6857,22424,-6863,-2168,11997,-2392,320,928,difficult
783054,57505,34968,19849,7299,6423,5175,3206,-398226,25569,-27124,-1700,-1933,-1690,-836,2952,-677296,-54363,-32884,-18202,-4577,-4258,-2240,-965,-754827,-35963,-22742,-6925,4731,-3027,3178,3110,-582835,419,35812,51773,6788,7691,8807,8300,-279070,-77531,171992,-79932,18400,36382,-5760,10142,58554,-16502,11277,58698,-2644,9308,2057,-2568,1231,10718,-1404,5418,5629,-3917,4075,5190,easy
1599038,178671,72264,47491,34530,20921,18518,38070,1043041,-103742,-62129,-25033,-21957,-14925,-15943,-34076,1043041,-103742,-62129,-25033,-21957,-14925,-15943,-34076,1032751,148750,14083,38184,249,21041,-6921,-22696,-1455396,-131364,-63530,-39195,-27919,-14755,-16763,-36073,0,-10290,-2488147,0,252492,-280114,0,76212,-77613,0,63217,-77379,0,22206,-28168,0,35966,-35796,0,9022,-9842,0,11380,-13377,difficult
424930,521512,58910,32498,24527,18062,15944,6560,348446,-411900,-47268,-22265,-6481,-4235,-9231,-4399,278454,-498863,-38674,-14585,-21628,-14470,-14316,-5318,-292780,-274142,36664,-18245,-9797,-4511,-12808,-4619,117300,-202629,33674,-26582,-16040,-4835,-12743,-4040,-69992,-571234,410080,-86963,224721,71513,8594,75338,-2990,7680,-3660,-8337,-15147,11831,-6243,-10235,9959,-324,-5085,1508,65,-919,699,579,easy
305400,80683,1643,8007,5288,9081,6419,4350,837095,-60265,922,4917,9640,17800,14718,5772,-224904,-75364,115,-7075,-3031,-5967,-3273,-2504,-298289,-74118,16231,-3784,2547,8738,1171,1436,-189567,-66556,8030,725,-3677,-4383,-3736,-1722,-1061999,-73385,108722,-15099,1246,7562,-807,16116,-8201,-11992,3291,4509,-12671,5578,-6224,-23767,14705,-13121,-17991,4444,-4907,-8276,3940,-3158,difficult
425664,67943,18316,15641,9673,7147,1449,1630,1779581,209061,14993,14259,10085,8050,4622,1125,783440,120989,-6335,31808,19285,4271,2510,-18,-33287,-18130,-16229,-10002,7103,-2716,-708,-1044,-97953,-48511,-12956,-11488,-6441,-3859,3130,875,-996141,-816727,-64666,-88072,-139119,-30381,-21328,-9894,3273,17549,-41810,-1486,9200,-12182,-13544,-3779,-6987,-1143,-2112,-3218,3838,-1143,-1026,1919,easy
564903,102561,47473,46808,12642,37661,6134,6410,-210832,-59667,-44594,-45567,-10169,-35642,-5714,-5688,-466542,-96842,-38363,-42683,-11118,-34550,-3703,-4884,-560721,-98311,-45397,-38031,-3172,-22665,-1559,-489,-555878,-85432,-46906,-44878,-9372,-26755,252,-538,-255710,-94179,4843,-37175,-1469,12879,6231,-7034,-1509,2884,4652,-6847,-949,7946,-6200,1092,11885,-4090,2011,2144,1811,804,4395,-49,difficult
1181418,166602,87755,32512,24161,18062,19774,5765,494598,86113,-24220,48995,76561,14098,-972,5520,-1082851,-141721,-77566,-10019,-11529,-10184,-17166,-4232,-505647,-105179,-78649,-11027,-12131,-11261,-16228,-2998,-285579,109259,-53036,-11431,69828,4892,13797,-16,-1577449,577204,220068,-227834,36542,214438,-53346,-1083,25613,-59014,-1008,-404,-88090,-602,81959,-24282,-1077,16153,-16194,938,30025,-9752,1234,2982,easy
369785,24788,10873,9244,6944,13286,8442,8527,1411413,260973,57526,22655,3318,597,7600,-4181,-337277,-16232,-1587,-5262,907,2859,2086,865,-309095,-13680,-9792,-7122,-6191,-6913,-6031,-6377,-96112,-6554,44840,3298,-759,-922,-2205,6732,-1748690,28182,212983,-277205,2552,7126,-59113,-8205,54632,-27917,-1860,10420,-2411,-7098,5432,2262,-9772,5991,-5514,-8117,3826,5046,-7242,13109,difficult
1330922,356997,213707,272250,100861,57541,32854,19940,-253510,-309369,-206530,-242664,-78034,-45634,-30778,-18074,860983,-271641,-182629,-246575,-93453,-45573,-26459,-19080,95043,-227338,-157820,-168974,-41969,-19833,-25850,-16196,-1018288,-264960,-158581,-253678,-94478,-49693,-21706,-17582,1114493,-765940,-1113331,37728,44303,-37622,23901,24809,-761,-3911,77601,-84704,-15419,51484,-52509,61,25740,-29860,4319,609,4144,-1006,2884,-1386,easy
751096,59327,17992,21639,8801,24292,8574,10055,-745381,-35872,-4150,-19917,-3555,-17648,-3714,-7253,-739903,-51387,-13980,-12959,-1284,-17876,-6534,-6506,-744702,-52990,-1408,-16596,254,-15425,-1289,-5422,-747245,-53961,-16984,-15838,-1156,-17477,-3774,-6395,5478,-4799,-2543,-15515,-1603,-971,-9830,12572,-15576,6958,-3637,758,2271,1538,-1410,-228,2451,-2052,-2820,5245,-2485,747,1084,-973,difficult
753796,102813,116588,29889,14239,14265,8951,8850,-315537,87760,-93591,-10039,4637,32677,3196,-4505,1171942,73982,48064,277217,13124,447438,-2795,4128,920860,155771,-87907,333832,-10912,393748,9734,8407,418616,-67695,-110782,10076,59962,15983,3571,-3427,1487479,-251082,-502244,-13778,81789,-223466,141655,-135971,-22875,287256,56615,-323756,8487,-24036,70874,414761,-53690,-377765,-5991,12529,-6163,8633,4279,-11834,easy
834387,63847,29288,32225,11068,11145,4235,2776,-612382,-40348,858,-16438,-6408,-7216,-1416,-2398,-609573,-8064,-5608,-27796,-1025,-8159,-2199,-2374,-579583,-30131,-25504,-28552,-8106,-8258,-3717,-2125,652173,81723,112171,5961,18931,18808,1590,-172,2809,29990,1231756,32284,-22067,111854,-6466,-19896,137675,-11358,-756,34513,5383,-7081,27037,-943,-99,27066,-783,-1518,5307,24,249,1953,difficult
615076,219237,28786,39307,8876,14725,6481,10682,-263608,-196714,-28020,-30827,-3977,-12753,-3876,-9948,-370894,-134766,-24076,-29331,-2103,-8203,-701,1133,-609627,-204286,-16610,-31511,-2357,-9719,3897,-5740,-610917,-209327,-27980,-36414,-4976,-7375,-565,-8172,-107286,-238733,-1290,61948,-69520,-5041,3944,7466,-11370,1496,-2180,-4903,1874,-254,-2619,4550,-1516,2344,3175,4598,-4462,11081,-6873,-2432,easy
341516,87824,22544,12320,5375,6627,6992,2335,565116,-69557,-3173,10951,5837,-4076,-4622,-1604,-72281,170659,37812,42686,35140,6604,372,207,57453,63901,18874,119382,43534,8924,-1227,104,284516,-26867,-13670,11270,-687,-1070,-5414,-631,-637397,129734,227063,240216,-106758,-90768,40985,-18938,-32544,31735,76696,-108112,29303,8394,-44221,10680,2320,-9994,4994,-1599,-4187,1811,-103,-735,difficult
560712,52866,13100,6547,8386,5171,3423,4463,-393540,39067,-3736,1475,-4630,-3059,-2096,-4194,840642,74055,79821,8079,8227,6751,5,-2443,1275696,140878,-7157,10709,1002,7961,4687,3159,212284,1205204,304286,165590,44571,60456,22807,44903,1234182,435054,-1063412,34988,66823,1064326,83557,-86978,311443,6604,2630,154881,12857,-7225,43569,9810,1210,52495,2101,4682,18120,1751,5602,41744,easy
1623093,177975,116818,117332,40421,33869,30426,15265,-1012740,-43874,-26943,-65627,-16688,-21146,-14252,-11117,-942312,-172030,-98848,-93575,-35392,-28150,-27942,-13660,-370345,119540,-236,-83036,24912,-13281,-11008,-12952,-1378051,-120152,-78917,-107481,-31347,-28590,-26516,-13028,70428,571967,-1007706,-128156,291570,-239692,-71905,98612,-78681,-27948,10539,-24445,-18704,60304,-56259,-7004,14869,-15309,-13690,16934,-15508,-2543,708,-76,difficult
993335,165530,12396,16725,9828,11452,7178,5260,-851649,-153710,-11484,-15451,-8976,-10436,-6723,-4935,-973446,-120014,721,-6253,-5952,-5581,-4565,-2936,-810665,-93266,-3961,-10816,-1358,-8634,-5893,-3391,-961368,-145623,-10576,-15655,-9111,-7965,-5691,-3195,-121797,162781,-150703,33696,26748,-52357,12205,-4682,-6615,9198,-4563,-4839,3024,4594,-7753,4855,-3053,669,2158,-1328,202,1999,-455,196,easy
609803,670696,266992,89791,43613,44990,18707,11068,517249,-625524,-253854,-69604,-18870,-36461,-13989,-9168,229363,-573237,-253357,-82062,-33091,-39015,-15130,-9068,-185013,-248980,-5021,-23592,44790,-29866,-7976,-7837,-462830,-617889,-235244,-73546,-33897,-36428,-16334,-9674,-287886,-414376,-277817,52287,324257,-368909,497,248336,-230223,-12458,58470,-49954,-14221,77881,-78687,-2554,9149,-6562,-1141,7154,-8358,100,1231,-1837,difficult
1549416,187833,38892,42903,32432,21282,17930,7910,-985897,-92686,-11136,-34750,1096,-14860,-14529,-6709,-394077,347383,69490,24680,21873,-3087,-11615,-782,-427328,94783,13767,-12885,43600,-355,-4477,-2543,-1274146,31180,144486,-28915,19556,38681,-3420,-3126,591820,-33251,-846818,440069,-252600,-63603,80626,-55723,130719,59430,-37565,-16030,20777,21727,-24044,11773,2732,39036,2914,7138,1057,5927,-1761,-583,easy
827270,68813,9216,15168,11437,5895,6832,4354,-714273,-52059,-6078,-13635,-8978,-4519,-6096,-3841,-666589,5488,13197,64787,6123,675,744,1663,-818729,-60908,4642,-5707,2054,5798,-40,1538,-819712,-63328,1578,-9510,-7497,5349,1270,7085,47684,-152140,-983,57547,-66396,-2420,19275,-8555,-3064,78422,-70494,-3803,15101,-4069,-9551,5194,5123,-449,6840,-784,1310,5504,-125,5547,difficult
675870,560376,87117,77832,35848,22859,22613,12644,228966,-491974,-68755,-42976,-21849,-16180,-20820,-10408,242959,-293561,60670,-51582,8983,74057,-5256,-2778,-666980,-553390,-83228,-75527,-25265,-14247,-276,-5277,-669851,-544260,-77202,-73023,-29052,-6943,-16356,-3009,13993,-909939,-2871,198413,-259829,9130,129425,-143898,6026,-8606,-23945,2504,30832,-34248,-3787,90237,-88304,7304,15564,4980,-16080,7630,-2499,2268,easy
472905,121678,16575,10847,14735,5878,5315,2580,-411490,-114812,-11420,-4128,-13384,-3671,-5101,-2059,814746,-2592,-12760,8941,9839,9438,17592,12064,-469077,-117665,-7899,-5213,-8498,2517,26099,7879,-467685,-114064,-2623,-7370,-8647,6006,4628,2554,1226236,-1283823,1392,112220,-115073,3601,-1340,4861,5276,13069,-14154,-2157,23223,-18337,-149,13109,-6921,3489,22693,8507,-21471,14123,-4185,-5325,difficult
903131,61718,15301,11359,6841,3795,1840,1021,-798878,28151,-2927,2522,-2113,-2835,-1083,-522,1345170,365507,130190,82069,10864,13732,10053,5240,-876435,-51350,-14367,-10855,-5736,-3361,-1356,-797,345703,8184,16122,18840,-283,618,538,1336,2144048,-2221605,1222138,337356,-416857,59534,133117,-144557,30489,79547,-92924,29695,12977,-16600,5453,16567,-17093,3979,11136,-11409,1894,5762,-6037,2133,easy
784715,71600,18162,38255,22845,20596,5632,3790,-676183,-60954,-14290,-34079,-19718,-18796,-5290,-3148,397601,211931,7836,14055,-10368,-520,1418,985,-573505,-24531,-8082,-26879,-16958,-17892,-3268,-3275,250947,220911,67153,-7629,-4279,2285,6384,4939,1073784,-971106,824452,272885,-236462,245442,22126,-15918,75235,48134,-40934,19250,9350,-6590,12679,18276,-17372,20177,6708,-4686,9652,4133,-4260,8214,difficult
789373,129874,13365,18413,8251,18568,5243,2128,1049282,-79576,-6174,2615,-5418,-6807,-2065,-1456,-180628,-115901,-6499,-13545,-4865,-14889,-4406,-897,505795,39100,79088,36697,36418,-8492,-967,5384,534334,-75245,8459,-12458,-5106,-14031,-2705,-702,-1229910,686423,28539,-36325,155001,-114345,-325,85587,-70629,-16160,50242,-49155,553,41283,-41524,-8082,6397,-5539,-2341,3439,-1738,559,6281,-6086,easy
439116,65584,60731,65380,21517,16248,4679,5597,1711722,169073,78105,-10635,23076,17919,18562,-49,-324872,-23843,-46461,-61555,-15252,-13622,-3442,-3722,-409331,254657,-7698,-38910,8216,740,6659,4024,-420141,-47774,-57892,-58171,-20931,-15423,-4329,-5122,-2036594,-84459,-10810,-192916,278500,-302431,-124566,38763,-50194,-50920,22645,-19261,-38328,23468,-29147,-31541,14362,-16163,-22004,10101,-10988,-3673,7746,-9146,difficult
1751478,124138,78870,33733,16820,24162,7709,5435,-982450,186762,-56068,8352,6413,-2629,-2048,25,-1532435,-81366,-56066,-29897,-14192,-20839,-6443,-4941,-904379,13878,-50322,-12883,8676,-3357,391,-3259,-1176707,43256,-50638,9634,-3317,-11998,-74,-783,-549985,628056,-272328,-268128,95244,29378,2,5744,-316,-38249,17014,22517,-20605,22868,-11993,-18210,17482,-8641,-4395,6834,-465,-4966,1682,2476,easy
1050374,218156,44171,25235,23018,14646,14043,8587,-850253,-190016,-32549,-15372,-20281,-10342,-12543,-7341,-775320,-197929,-12633,-20484,-17884,-11981,-12964,-8030,-491145,-137698,-22523,17182,-7339,-6287,-9621,-5499,-208787,-147644,-27018,127343,-17644,977,-11559,-6911,74933,284175,282358,-7913,60231,-9946,19916,-9890,-4495,-5112,37666,110161,2397,10545,-10305,-1639,5694,7264,-421,3343,-1938,-689,2531,-1412,difficult
1313458,128005,84918,60610,14294,16810,9248,5770,-667128,-104848,-77406,-32413,-7895,-12782,-5846,-3980,-245536,46561,-21520,-44688,29506,-6820,-6383,-143,365862,418002,98294,165941,158242,49309,3633,15830,-445016,-25543,46493,-21393,6233,1964,-2014,5056,421592,611398,-810878,151409,371441,-443545,55886,119814,-51801,-12275,210629,-187334,37401,128736,-152009,5962,56129,-47345,-537,10016,-5647,3837,15973,-10774,easy
557328,269660,24352,30423,17633,34839,17714,11332,541055,22923,35463,-11963,18084,-25570,-14289,-8515,-452197,-265940,-23670,-28278,-16330,-29838,-16711,-10499,-548323,-261053,-21433,-26293,-10785,-28131,-16132,-7577,-132043,-225615,-1400,-13974,-7265,-28456,-16072,-9769,-993252,-96126,416280,-288863,4887,35438,-59133,2237,20033,-16315,1985,12319,-34414,5545,3520,-4268,1707,-325,-2422,579,60,-1984,2922,-2192,difficult
671271,137521,13419,11523,11196,7983,5102,4513,-601971,-118224,2815,-8171,-6981,-5883,-2504,-2168,-659647,-135174,-8549,-11322,-10617,-4846,-1063,-2920,-655076,-131479,-9945,-3428,-3393,4068,10871,1389,336126,289141,2532,62918,31402,17314,7778,6905,-57676,4571,991202,-16950,3695,420620,-11364,-1396,12477,-3151,7894,66346,-3636,7224,34795,1037,8914,13246,1441,11934,-3093,-752,4309,5516,easy
933659,132386,84733,47751,23545,15388,10070,5459,-186106,71134,-26470,17502,15900,8604,5102,-2929,-697563,-52976,-66953,-21799,-7378,-6779,-7271,-4657,-55315,96517,-47200,34575,28456,21263,6606,-888,-776705,-26799,-74516,-29421,-2521,-13142,-3226,-4552,-511457,642248,-721390,-124110,149493,-123316,-40483,19753,-27316,-39301,56374,-63996,-23278,35834,-30977,-15383,28042,-34405,-12373,13877,-9832,-1728,3769,-3664,difficult
737959,100401,27903,31022,14445,10947,11371,6680,656360,-12254,33440,11702,18717,17213,22674,-2345,-384441,32437,-12548,46624,-7656,71651,-4561,-4601,-572554,-86806,-23100,-26514,-8853,-4287,-7142,-5907,-371709,-74585,-19579,11716,8101,2167,30875,-4948,-1040801,-188113,200845,44691,-119243,12221,-45988,-10552,3521,34922,-73138,38230,-26373,-1197,16954,54438,-75938,6454,-27235,-2581,38017,-2256,-1306,959,easy
615667,226477,57726,54031,17917,32017,9260,8019,947028,132287,88145,-15178,22605,-2307,7784,-944,1232545,88690,41803,-37682,15287,-2191,-3401,-3590,-332915,-43058,152458,-12383,9328,-17746,4356,-4132,656265,682946,18252,-32707,15834,-12584,8173,-5420,285517,-1565460,989180,-43597,-131748,726004,-46342,110655,-134206,-22504,25299,-20324,-7318,-5959,6506,116,-15555,5162,-11185,7757,3817,-2646,-542,-1288,difficult
355941,215839,13647,13534,9742,10128,4800,2631,-129847,-169658,10007,6170,-4876,-7254,-3529,-1868,-342888,-213433,-12792,-13096,-9170,-7557,-4110,-2131,-354328,-205396,-10339,-6797,-5015,4730,3758,-138,-304308,-194972,-2289,-8977,5941,-3850,1381,1057,-213041,-11440,50020,-43775,8037,10424,-22799,2453,8050,-19266,6299,-2180,-4294,4155,10956,-303,12287,-8580,-581,7868,-2377,-263,1993,1195,easy
209223,30179,16645,11782,23693,7809,3305,7346,-108558,20373,-15133,-7397,-13397,-610,4611,-5120,-194434,-9032,-10102,-1241,-15577,-1421,-1384,-3270,-206052,-26778,5236,-8767,-17971,956,1504,-3446,-161474,23145,-4715,4743,10232,6477,3983,-3995,-85876,-11618,44578,-29405,-17746,49923,5031,15338,-9951,6156,-7526,13510,-2180,-2394,28203,-811,2377,5521,-5995,2888,2479,1850,-176,-549,difficult
1046464,359224,36949,36798,24548,36125,22596,18213,999740,-55445,356269,17469,119324,12573,483,-4688,-821452,-334270,-33080,-25485,-19876,-30248,-21363,-16081,-129139,-92626,-11112,-2594,-4458,-21041,-11687,-12084,-163197,-216156,27889,-14272,10271,-25626,-13928,-10593,-1821192,692313,-34058,-278825,241644,-123530,-389349,21968,39001,-42954,22891,-11678,-139200,15418,14729,-42821,9207,-4585,-21846,9676,-2241,-11393,3997,1491,easy
292915,53081,3765,9991,2919,3460,2965,905,-281235,-43577,551,-4814,-9,1655,1565,691,-288519,-35489,-1637,-6017,2032,-87,591,1652,-285867,-44758,2856,-1150,5164,-222,-147,1335,-290183,-48378,-1139,-8695,-1151,-1121,-2006,-430,-7284,2652,-4316,8088,-9269,-3620,-2188,4493,-3995,-1203,4867,-7545,2041,3132,-6315,-1742,-135,-899,-974,-738,-1859,961,-317,-1765,difficult
947869,165032,81303,85952,32523,14104,8057,5150,-294118,-85977,-73120,-59694,-28876,-1111,-1430,-2067,1634988,1079949,853848,381526,400141,281616,211961,71025,377785,1002068,59179,-25661,-10864,35565,20536,30021,-796634,-158607,-76814,-80366,-31878,-12752,-7141,-4810,1929106,-1257203,-1174419,1165926,-77881,-1160675,926968,-794669,-135993,441220,-407187,-54705,429017,-411005,-21014,282727,-246051,-48317,213391,-191425,-27677,73092,-41004,-34831,easy
1540560,545372,125311,60948,52670,35942,9571,13769,-915944,-511564,-111466,-52737,-47493,-31982,-8118,-12909,-1292421,42603,-84398,-9601,-19246,-24353,-481,-6014,-649958,-413437,-106133,-4907,-21969,-19955,2530,-11414,25220,-204776,-102957,-31429,-25706,-8845,-5942,-10250,-376477,642463,675178,554167,-456040,208661,27068,-21735,3176,43136,4694,-26522,28247,-2723,-3737,7629,4398,11110,7637,3011,-8472,6895,-5400,1164,difficult
