delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
990410,306306,133120,125245,25603,45570,990702,112660,46773,56846,15780,14544,-359550,123285,58478,15124,13889,6839,314863,742763,344674,392993,55520,155502,220482,34088,5824,24449,-5731,-4341,683998,119636,56661,-47514,-6032,6093,-861254,-51541,-33903,-43058,-8530,-8964,difficult
1238612,262831,76031,40926,21541,12417,816223,166627,36335,16873,9548,8020,701679,-119621,-33153,-14334,-7405,-5656,1152798,499532,291717,111057,42499,15253,-359764,56499,-24200,5963,-809,8480,-130796,-100473,-8354,1920,24143,3179,748029,145082,-27529,15659,1537,731,easy
858633,720828,131235,49338,66613,44855,1083433,146777,53969,54101,47779,33143,432489,2052081,459465,29441,159510,65909,-806153,-61363,-45668,-34930,-13917,-23647,218747,865848,5425,-34908,6000,15256,-265683,-24529,6409,28903,-28275,3998,-703401,38218,-39301,-12319,-29146,-2955,difficult
466870,107593,23343,14502,6892,6347,1117763,156973,30783,10026,28650,16565,-1054863,-126834,-20423,1256,-24383,-15004,-132297,131050,-7060,35030,-16922,3850,-106557,-77178,10135,1748,-22601,-11891,-932113,-137169,-26687,-6687,-24274,-14062,-1028637,-36769,6835,-8969,-20610,-13983,easy
590364,306783,141911,66645,80086,57212,916252,238018,38246,49154,26009,61942,538099,307684,535959,153200,263691,133928,-655420,164142,38038,38615,20836,-21578,15324,-1153,-6969,-27496,16865,-36698,-838219,-127353,-35858,-44979,-19438,-56592,-689226,505,-12846,-31885,-11569,-42708,difficult
940240,153432,38278,20040,11252,15216,1426716,159421,127976,23782,15405,21343,-361832,-15144,-96390,-14020,-4941,-1166,-1143495,-56026,-6833,1485,7247,4103,144245,-78610,-115569,-15962,-10941,-13269,-950974,-137972,-124428,-20875,-14035,-20289,-120322,257805,-105269,30662,1905,-14,easy
1241019,473174,53594,52012,27758,27685,679246,119766,25568,19435,17793,9420,1197450,116431,21589,-1255,371,3948,333017,258018,37478,20642,10992,12347,19805,53041,4972,4792,26,-4587,1104680,1280006,66509,105857,40582,73233,153915,59546,9584,32847,-2147,6382,difficult
1159196,313476,44424,23477,27501,29755,899072,325884,30830,22985,10463,19619,669520,-39464,58286,14094,14111,26695,1506120,172560,36745,-831,50773,52173,-172424,-128868,3567,-2342,15374,-7813,-631609,223576,-3811,3623,13011,-4504,-70989,-289845,-26817,-12082,-8080,-15870,easy
712771,89939,53978,15061,11443,13194,590528,74283,13497,4962,7671,5726,1007041,-40235,29987,-419,-1492,4813,-512825,106680,-96,-748,-709,-781,-241808,50804,23267,5467,-883,11092,-281190,-58267,10693,6140,-4487,-1763,639996,19299,138556,40056,26432,23979,difficult
1348437,233645,75247,46795,31984,18794,1270477,218519,26368,35938,14806,22407,-498316,-2740,6643,-24912,-8995,-6110,768670,-95413,44209,-13703,11326,-11951,-468597,-56680,-14204,-15747,-3625,-2118,1581743,376980,225107,135872,98947,19608,-993700,-146517,-17362,-27225,-11765,-17492,easy
1573216,412470,239278,67553,58283,15758,1478983,382270,74357,135184,76375,25046,1067176,189316,591399,-12304,40064,-3450,-729299,-139319,85145,-116163,-46799,-14727,133379,223436,182643,-22348,22455,-4572,379384,-28329,17790,-71472,-67656,-4858,-379473,-94102,-52373,-115866,-38524,-18835,difficult
1101660,201898,28187,21825,17445,19797,769162,279436,32607,45607,22558,10298,-523881,-200110,-22119,-42824,-18545,-2824,-728944,-243860,-29986,-43878,-21360,-8337,-607438,-212874,-4688,-41652,-13113,2129,2011006,432566,51210,38543,39903,58956,1511748,-163410,-16517,-29101,-12452,-2427,easy
1358052,134578,24436,21283,12874,9552,517294,190054,13702,22310,9555,5717,1758087,259898,70318,14199,37561,18497,165161,-154610,-9318,-15547,-7324,-4079,641939,-97842,11832,898,-4291,4580,1427278,-131368,-10767,6051,-6418,3529,211326,-153458,-8393,-10737,-2931,-3353,difficult
609621,153475,13050,22382,19398,12470,656236,431385,25187,30126,15072,12913,-539065,-403901,-19026,-28651,-8831,-8319,49812,-361722,-10790,-11770,22867,-45,980204,172729,-7934,54792,17817,21411,-297398,-409638,-11938,-29302,-8398,-7719,-426629,-387016,-10999,-23787,-1827,-7542,easy
1206074,147304,65893,24182,16961,23155,1401346,391286,139047,74232,36819,53793,448353,-289167,-123695,-49961,-8037,-29278,-617104,-292288,-106490,-39583,-27150,-47682,240665,-208311,41796,-59540,-20655,7244,-745348,-349705,-45697,-64862,-26656,-47790,-302924,-80441,-131684,-36306,-16792,-35685,difficult
730652,139822,39802,38979,28766,26332,585815,119939,33888,19917,25081,16002,541330,-64418,-17899,-12991,-13606,11743,296026,-29696,8700,-10364,-9436,313,-288566,-50377,-23412,-14774,-21648,-13366,-291500,-66783,-24105,-12035,-16668,-7106,466896,310687,86284,145473,79784,60066,easy
1237021,583327,102173,17913,75093,32646,788874,472899,182676,94387,58744,33351,202787,134215,-99061,-87169,52757,133,617729,542974,-89839,-71654,39991,27377,-211497,-268544,-141392,-84844,-46085,-24293,1189336,324500,23860,-68845,51254,-1399,442381,-181003,-96081,-69857,-16174,-5341,difficult
1233766,399069,68334,48682,37877,41860,1183119,472244,80152,73765,75411,39186,-279862,-432505,46945,-64331,-40183,14592,-132332,-351511,-66136,-48582,-69939,-28687,787091,-318453,-66862,-20243,-52946,-4450,825428,1145067,78737,74490,45664,57512,-947092,-408473,-51773,-66750,-70267,-25595,easy
515491,69061,17302,14048,8495,8577,1269963,262135,26784,22531,15554,7564,-146116,-191425,5835,13578,-2484,13996,-480460,-199218,6189,-8898,-9459,-1947,-1045241,-140185,-15002,-6600,2340,3063,-1044060,-208791,-19497,-20334,-13083,-4628,-1056485,-225752,-24933,-20161,-12611,-5421,difficult
700288,375331,92105,52379,43853,37888,889964,272426,217244,54932,53633,64737,-270957,-76957,-113676,-6838,13982,1335,254449,955095,38041,59066,336,4503,-141404,-199286,-211726,-37416,-19284,-40523,-855293,-264995,-210816,-52238,-52582,-62030,64827,100668,-127518,24661,8650,-37531,easy
996958,227782,48985,30075,23253,13176,1493006,130464,18898,20207,14204,15714,605529,-27970,-4952,6029,-8088,-8462,-1360278,-85369,-11484,-14738,-10998,-7606,-583225,154505,24077,-12542,-2468,-4555,-246247,350832,142892,35664,63433,10101,-896021,94591,-98,34929,3368,-2166,difficult
619512,162639,24632,23884,22301,16453,848300,194480,25665,51459,29863,19842,246151,118384,14838,-38977,-5793,3529,-164984,-7542,6679,-45790,-21442,-9341,-787777,-133605,-19804,-48983,-25241,-11882,311258,35739,16917,42364,42687,19718,-748587,-172180,-23795,-46490,-28019,-18967,easy
595316,114479,44784,23468,16671,30245,521423,142177,16122,9377,13546,6706,1130,-30420,97967,20853,20048,106592,483031,-63653,-10553,5051,-11570,-3441,167329,88452,-11831,43157,6124,10211,212009,-10932,77451,6135,10673,8617,-494032,-121935,-9722,-4742,-9649,-4284,difficult
687406,485437,43311,21219,47744,38275,347474,147938,16668,14298,22321,23064,8710,-53065,-15582,-10640,-13257,-15468,-238423,-91679,-7321,-3509,-16281,-11088,74987,262334,71893,-5580,14929,9466,1931516,1661499,93731,64081,152998,109608,-77130,-91594,-9507,-9745,-11272,-16461,easy
1237379,395152,140610,77249,31097,19524,1867119,216416,72744,52680,42981,15064,-247234,-120829,9576,-28192,-12909,-1199,-680403,-27673,6347,-6434,-17659,5755,-1707111,-168403,-53049,-46397,-33376,-11824,-276182,-164373,-56236,-12617,-30954,-3995,-237769,1374957,432693,216487,35476,33562,difficult
981344,113422,29608,18384,9971,8401,615460,594666,117706,127041,85680,105431,380695,-391446,-96366,-83912,-72404,-93549,1488707,-512133,-112214,-115582,-75810,-102174,10553,-541515,-55076,-107223,-68771,-95460,462740,-413421,-60617,-111503,-76672,-90521,-513277,-547704,-116216,-125064,-84890,-103447,easy
1372664,100537,32797,34985,8059,7995,1641625,84066,26652,35071,16847,8068,-462675,38398,52542,-4372,-3481,-2195,-152693,33836,13233,-13878,-8482,2117,-1541046,-33849,-16497,-30839,-14297,-5862,-94372,43784,-3669,51271,-9115,1648,905981,186,-14882,-2613,-8565,3925,difficult
572853,84659,31590,23079,10529,11072,1175079,253454,55978,31217,39918,18332,-302890,-44199,-16201,-12783,-33872,-1794,-972747,-192524,-46656,-29119,-36383,-16081,-389223,-200170,-43536,-25649,-32655,-6991,-211307,-164323,32457,55656,-9196,4829,-1134964,-242760,-48006,-28795,-34838,-16263,easy
1239134,230683,57171,45568,18378,11833,744281,69930,9211,1776,5928,6704,-147717,766016,73740,63085,44420,21591,2884515,136918,120282,135616,20746,11403,244593,-9817,41852,5017,2911,-3471,-221494,-54707,2165,9147,-4681,-4564,-285634,-34643,1759,6093,-1148,688,difficult
577441,225282,56014,22072,12364,9880,495639,59867,26006,23594,9312,10380,24109,10273,17087,7271,-4818,-3422,247509,378131,155994,11801,6103,11806,77832,-48061,-18436,-20283,-4436,-7389,309150,1083,-9103,-20941,-4403,-7918,-249588,485649,4499,14543,22814,4422,easy
1181154,128476,67946,24717,10969,13339,930520,77428,37088,26198,8091,15310,399936,107448,3754,18927,5796,5166,185049,84324,88885,-15459,1487,-7378,-3777,62373,74941,7795,5626,4043,552424,42381,15637,3432,7052,-2869,119540,-41288,-28927,-22102,-5573,-8818,difficult
1241907,458959,63775,23072,21664,27652,534481,260037,55759,29467,60768,18632,1607905,905295,83971,4138,-37524,62234,869724,-110142,27031,-9591,-39326,9325,-205820,-148462,-50133,-26527,-59654,-15697,1702615,587487,32660,28535,-4586,6198,-437294,-239567,-53448,-28530,-54428,-16960,easy
1650277,372695,63185,116191,51386,33219,501932,51672,22532,27810,4717,4536,44528,35004,-104,-17229,-2367,158,1203310,1381376,76748,394832,168405,91136,641575,87194,56012,833,13745,7732,2428276,36135,70116,2366,43820,10541,1424038,65406,491,61101,9743,33850,difficult
870284,326211,36130,46833,28777,13547,1063406,329849,82505,31823,23059,15115,-506886,-269903,-10257,-4590,-16178,327,-985950,-306483,-77858,-29753,-17779,-14104,778481,-165047,-46790,11412,-15192,-4348,547427,929330,-58933,120791,93354,19134,-798684,-206087,-38036,-22810,-15614,-8848,easy
1183596,73889,17932,27608,14923,12051,1255044,555865,70959,30046,45624,37122,-405656,-480595,-30987,12247,-34178,-17167,-1000923,-513424,-58179,-27668,-41055,-33644,1114235,-481820,-51138,8955,-11773,-22427,512816,-427847,-55240,9419,-28340,-21262,-577711,-506196,-69591,-15144,-38160,-30853,difficult
645333,101779,23594,78887,13258,19312,1197025,329884,68705,82240,29000,12687,560968,17770,9298,285406,17326,59129,-1017977,-306172,-59374,-79757,-25086,-10318,-1083502,-299075,-63220,-75654,-22923,-2666,-369986,-308406,-55041,-69950,-24679,-7288,-847962,-244640,-57216,-76812,-23347,-5733,easy
620339,109175,29916,11811,12396,5762,528092,107661,12439,53361,17674,18349,566297,-47674,4009,-48909,-13962,-15789,-389155,-97923,-11219,-52283,-16767,-17700,431768,92868,9689,-21141,4660,-9925,123811,146339,95093,-35237,11902,-2932,-271486,-86042,-10187,-50181,-12222,-16588,difficult
98050,25562,5443,18408,6764,5747,923470,164881,59486,34922,23781,14930,-736718,-142908,-58760,-24417,-18087,-5058,-746669,-106469,-50280,-15771,-13392,-7420,-881805,-143577,-44630,14643,-9216,-5683,-917275,-157061,-57820,-23149,-21274,-13537,-844634,-146580,-58724,-33877,-23115,-14216,easy
859856,442032,166301,65630,142692,61295,812687,235347,102745,28527,26457,19016,-590602,-109001,-79699,-4376,-9380,-4135,-65259,-78403,-95748,-18369,-14507,-6350,-469800,59166,28275,-19192,44640,9440,897625,743412,447653,181530,484843,118414,463879,418250,17298,45921,75579,94024,difficult
616150,116350,11919,16932,14822,9101,586210,70995,14369,5339,7195,5742,89760,52479,7539,13297,17279,-1142,62861,193473,2437,34198,25503,12233,381235,35599,-551,13282,7434,10219,-485863,-63779,-13886,-4849,-6548,-5067,101706,9001,-7787,2035,-5532,554,easy
1071199,168972,78116,38739,20378,18506,1401521,382265,15815,37716,17060,20405,-1276206,-379895,-15443,-35817,-15207,-19194,-892807,-277203,60096,-22400,-2627,-4363,127299,-245717,43038,29751,9997,-5282,758468,35225,188481,37468,33781,31489,-368365,-198877,35333,-3887,-9354,-12146,difficult
910463,110179,10803,12986,9844,8840,190164,75104,12198,8841,4970,3882,884178,-40804,1250,3842,6271,11023,-76833,-8937,-7293,-4775,2180,-1556,1827721,3165,-3180,31029,12934,3376,1077221,274070,9655,-3066,5275,14671,-110792,-52121,-7409,-6304,-2292,-2723,easy
400511,75862,18837,10668,5837,4883,1883983,211050,46952,35181,17309,9173,-685051,-98388,-21488,-23067,-12667,-1902,-1722806,-201404,-43190,-16185,-15785,-6774,-1414447,-76478,-5069,-22605,-2284,-2525,-1772133,-103006,-33587,-28891,-13918,-3207,-1822925,-196664,-37243,-31818,-12706,-7041,difficult
650051,55499,13825,11646,9999,5140,816200,88583,14817,19161,8768,11920,-623081,-74471,-8517,-17568,-6309,-9048,116364,-9210,-12430,-4954,13123,-5316,-252912,-16092,35742,-6902,4795,-3525,677015,20825,-6907,6372,1745,-5811,-748132,-86470,-12847,-14523,-7197,-10198,easy
337674,53551,19844,11407,4358,5265,1253818,257520,72196,19189,20573,23600,-789199,-194580,-53557,-9365,-18577,-17662,-873156,-196655,-65235,12096,-17648,-19778,-1113817,-225055,-55717,-16590,-12441,-21275,-663205,-154435,-20744,-10903,-13282,-10585,-1141343,-249120,-66507,-14147,-19129,-22377,difficult
621265,202702,35851,26349,19450,17685,1793612,178080,71209,21237,26353,23562,-1042460,-73306,4852,-3655,-17754,-19829,-831756,305235,-11278,74889,34426,32200,-918425,2890,-46801,-15123,-7055,-6655,-1716778,-127738,-63643,-20078,-24152,-22054,-1352318,16031,-59919,-10474,-19978,-13045,easy
1357534,118343,38764,69271,14704,10011,1127750,122443,22956,33249,14043,15056,2505545,126216,29298,102542,19287,3027,208454,-15222,2140,6934,-7186,-6642,-726350,-103359,-14763,-29973,-10881,-12826,-294649,35855,61059,127205,3124,-481,-544078,-63990,1305,-26598,-1038,-8304,difficult
624571,159687,51634,39299,15491,16997,330736,118065,9062,13305,7343,4765,99030,203760,69464,80422,18019,37059,24760,-1666,740,2581,625,255,887463,129788,138971,51846,18117,18751,-197337,-89396,-1760,-12203,-5920,-3470,655259,-34378,5445,7324,9900,8565,easy
583921,261534,28293,25918,13583,7764,916040,208535,19880,12244,19852,10176,-797137,-30347,1578,-3297,-12411,8594,-804374,-182245,-11427,-7145,-18561,-6549,68890,508989,48916,53949,23197,-2396,55028,-63951,12679,5303,-12200,-5561,-183004,32550,-9683,19558,-11370,-6147,difficult
740458,93695,38654,33639,24618,7507,775254,131785,26659,10170,8608,4782,1090935,35210,28981,73145,54982,4145,-613828,-77819,51863,57982,33643,13704,-733221,19587,-16847,-2481,-5684,-1264,-568590,-77510,-2087,-4759,-2758,-1794,650725,-89916,-1934,-6540,-133,-1164,easy
602232,103781,17131,24793,9358,4777,1627121,253598,67031,26177,21476,30091,-516678,-18654,-56574,64264,4498,-21091,-135650,-166016,-54443,-20017,-15903,-24923,-1602957,-219469,-62662,-22645,-19593,-28380,-1308940,-172325,-22752,-4212,-9926,-23527,-1560221,-172619,-53069,-24308,-19664,-28651,difficult
243848,30116,4512,3574,2900,2293,1438109,620153,36382,28721,24698,14812,-1393093,-599735,-31449,-22264,-22208,-12575,-1268005,-553654,-32051,-25273,-23815,-10519,-743324,-598484,-33274,-25456,-17578,-12435,-1330366,-603317,-34574,-26292,-21704,-13141,-1236519,-594996,-28000,-26452,-23684,-13927,easy
1050177,327584,43623,45428,9604,19587,931373,420744,59893,45655,10264,6590,-572516,-312579,-37898,40679,-5127,3871,572895,-199887,-50876,-12609,1345,9683,67819,-340215,-34423,-40015,-4884,3720,843689,488214,55677,37039,6749,32566,-317867,-101333,-13830,-26229,-1382,15145,difficult
844467,146423,25870,5794,10105,5918,1185933,602546,183784,106114,26037,30026,-1144179,-581882,-180885,-103715,-24220,-28725,-1094760,-587304,-181446,-102451,-25502,-28891,2199895,-21133,-93286,-92482,11638,-12756,-690557,-533080,-156268,-101310,-18372,-25150,-977731,-557215,-177684,-101641,-23206,-25018,easy
464952,42504,35659,16353,3772,7617,873494,35742,14318,5786,3689,11259,491969,9020,-8461,16880,-682,-5078,-750434,-25071,-13867,-3347,-3056,-9581,-189955,-26780,7609,4737,-1181,-7886,-831163,-30688,-8446,-4967,-3342,-10945,-763127,107331,129871,39534,8675,15278,difficult
807351,98224,26375,11564,7668,5816,942851,173889,33017,29514,6974,17311,-59822,-84471,-23346,-20589,1302,-12383,-759935,-105857,268,-17827,-2208,-8090,43542,83617,44449,-21251,7010,-8082,911414,-143022,-27409,-5635,2969,-13653,-812700,-128593,-27172,-24450,-5603,-15268,easy
1088408,167485,52227,30260,23803,16054,1270294,138759,39335,25234,5516,5705,-421995,-29695,42784,11964,17739,10584,187695,1534,-9553,1737,19866,17449,442491,-67429,14602,15858,23017,486,-514114,130231,33533,-1020,17109,19592,-603508,108991,-16908,-3411,13705,3632,difficult
679882,267129,30425,37605,19001,13556,830151,66343,23061,28775,12393,8915,-517678,436716,31096,75508,42885,16088,713139,430047,13550,691,3011,9958,-801966,-63399,-22004,-28368,-12008,-8594,573322,20328,1757,-13706,-4538,-4619,-718161,180238,12423,10025,3691,10372,easy
543372,132669,11868,15883,9632,10693,823795,53796,17231,7551,8566,5484,-117936,223896,-11901,36664,1082,3429,-152198,9679,-7806,6819,4268,2411,-706705,-32633,-12325,-5186,-6681,-2837,-444450,6492,-1014,45,-1806,4893,19176,186931,6229,3316,8467,18147,difficult
782377,343861,76702,32116,34461,18793,616424,64987,43098,24856,14516,12502,983781,80530,41,-10680,-9816,490,-422428,733108,134931,97834,61383,28953,-457884,-50807,-35046,-23047,-10449,-8720,720607,532420,98452,-11492,58212,15974,5691,99121,-30357,-16313,397,-5241,easy
532314,323987,37809,16125,12184,13018,708502,179997,24873,15860,11593,10783,545156,169556,10821,21158,25681,14134,-653798,203881,30847,-1545,-5546,2740,140736,581267,47449,-6289,142,3603,-375141,-103851,-11203,-8143,-7513,-2273,-537892,-130904,-13236,-3855,-9809,-7027,difficult
947135,107493,67585,43459,21246,21255,1025227,108631,52274,53384,19440,24410,1214302,-52829,-25992,-3405,-12428,-15703,-386272,-47216,-34434,-44546,-15270,-15687,-941441,-96960,-36613,-50272,-15872,-23161,-261798,289548,210161,96099,67739,56932,-15251,-98234,-36568,-47500,-15140,-18156,easy
662845,113542,23041,10344,5085,12786,360940,245529,28631,16978,10940,9038,1949341,61696,12418,8687,-2353,911,-19471,-199974,29083,-11490,-1549,-1185,88170,-218076,-22396,-12870,-8444,-2292,-233596,-169363,-23460,-12032,-9131,-3907,-274919,-134218,-23597,-5463,-7797,25213,difficult
554217,108792,21097,17978,11104,7844,600646,182513,111606,73669,18135,25268,-366101,-117637,-91583,-67544,-9663,-21485,164199,-86927,-95045,-62081,-13680,-22330,194777,-208,-88061,-52940,1543,-4686,17970,-154933,-81066,-64191,-10447,-20840,-242989,-8902,-96792,-31701,-2908,-17778,easy
1197351,99203,44434,17186,18800,14152,319308,146287,18611,5840,6483,4627,1758189,-55156,113430,44881,30729,19805,251517,-113611,-16854,-3309,8498,12205,329853,-85802,14593,5142,6058,2652,682826,-125133,-13496,-2056,-575,4466,1367829,144283,31440,12074,16874,8497,difficult
616548,236915,15820,22163,5637,7722,552569,56173,31514,8693,6063,3949,1326782,923158,3269,52999,7390,24178,-382905,7578,-18087,-2040,-3549,-2717,-502819,-21932,-28141,-2432,-3803,-31,93258,-45020,-21342,-4268,-3940,-2662,-214423,39927,-14167,23093,1771,98,easy
801977,184755,48369,17122,11214,12794,755017,270020,9522,11787,24615,7739,894204,-153628,100051,1889,-5395,6609,-287887,-240983,-3512,-6864,-19839,-3661,309018,-215338,-916,-6356,-7549,5962,-526781,-210469,2271,606,-19819,-2419,-153755,394094,96340,37401,-14403,18786,difficult
639393,102629,32345,14540,7191,8780,400423,68036,8707,13777,6011,7290,1474778,270712,79353,16129,3498,9624,-385135,-62699,-7899,-11260,-2271,-4037,515646,14171,31716,13162,5,-3083,-144692,-41785,821,-7620,3427,3149,-265746,-7434,14198,-6597,1243,1797,easy
306995,78127,16971,10781,15962,8382,1013304,157030,17464,31812,11905,18990,-681938,68282,41732,-12209,25392,5345,-970429,-151273,-16493,-30828,-10610,-18553,-970429,-151273,-16493,-30828,-10610,-18553,-676109,-111659,786,-26799,-1763,-12218,-232639,-48593,-11997,-4493,17877,-9059,difficult
495719,49442,5534,4543,3933,2533,996618,297299,124186,42796,33719,23731,-874080,-268966,-121267,-39776,-32997,-21148,-345553,-271592,-117891,-41112,-29999,-21653,-869674,-279081,-120876,-39735,-32639,-21020,350676,-220728,-114917,-31073,-23132,-20072,-765863,-198918,-118307,-39570,-30165,-22098,easy
664814,97225,10836,16596,7424,6087,1092151,350685,75741,103328,30383,25671,409311,-340778,-74533,-99375,-27119,-23100,-1054732,-332516,-71979,-101641,-29762,-24628,-968159,-239019,-64873,-100012,-27532,-23408,-583536,-73932,-42330,-84730,-7770,-7397,60432,-281055,-70809,-47904,-22611,-19385,difficult
1527642,214407,43795,49831,18611,19992,360465,296268,7985,8856,22541,9156,1553500,45089,81138,60394,-10129,21181,-97130,-202420,3507,-3713,-20219,-5020,1098550,-13036,63611,100653,-9255,23274,360695,-240142,18399,-2067,-18770,-1817,2920268,1206,12396,49607,38724,16561,easy
784616,92466,49465,15740,5784,8940,558079,71655,13131,10297,2280,3495,1430700,28110,61257,22024,4238,7850,189577,170829,36982,6531,8791,10010,-227271,-4657,-4821,-6794,1927,1033,-12621,-40330,81871,6175,2460,8864,-247699,-49899,6379,-720,106,-530,difficult
1021695,292046,94019,29587,22373,23401,965265,163341,69462,16966,14392,23089,-593515,-103919,-52499,-14473,-8106,-16913,-346564,-100788,-48312,-3039,-4520,-18732,210215,129524,-33680,33859,-955,-10718,1081880,870893,298777,47185,60663,65287,-69864,-152183,-41502,-428,-7176,-17364,easy
