delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
62008,10880,18562,16971,4098,7789,6341,4266,218581,189830,29588,31897,12782,36886,36672,7915,-215085,-188454,-27927,-28982,-11243,-32668,-35195,-4972,-98062,-169447,5874,-871,-6126,-25527,-25468,-2326,easy
381664,90378,7074,13589,12526,11563,8367,6290,443319,53498,15431,9486,9241,16912,9241,7733,-168164,3444,-8533,889,5978,-2090,1576,-765,44854,70315,-8182,7316,592,-8608,-3325,-2122,difficult
1217567,230096,15364,14337,12849,6182,9123,3541,174206,76255,3257,11416,18149,11591,15600,9744,2000048,371572,26182,5659,2814,-1483,-979,-3983,86673,-63890,-1969,182,-13415,-9335,-11976,-8423,easy
16438,25618,10949,5442,2283,1871,1217,756,288903,134740,12633,12553,18116,13202,7777,9965,-257256,-88694,7832,-2999,-14873,-11286,-6295,-9070,-287675,-129550,-11200,-11223,-16794,-11377,-6826,-9349,difficult
49044,18842,7769,4380,2755,2273,2216,1704,113373,30414,7243,5241,2425,2792,1985,1486,-67625,-11282,3896,114,-294,-1307,348,153,-61033,-11862,-2844,-1837,954,268,113,283,easy
180314,99992,25635,15381,12188,9961,8263,7227,331463,28161,11812,8410,4593,4191,1093,1094,-211005,60974,11566,9097,15166,10406,12361,10838,-91294,82687,16079,4845,23,1133,1978,1427,difficult
33090,22557,5241,4699,3875,4903,4557,2152,27699,25064,9285,5049,6934,7739,4044,5053,-14473,-8766,-5942,-1181,-2761,-423,4147,-1756,25254,3751,-2147,481,-3358,-5250,-3122,-4046,easy
358140,24464,13011,4433,3189,6941,4492,6453,576456,95797,31271,8293,7649,12428,7730,4291,131664,-80726,-11920,-4285,-2870,-2971,-2562,7408,-568296,-61941,-24600,-3435,-6050,-8003,-3914,-3085,difficult
1307765,295529,128089,165752,55843,55459,19620,34677,354644,44968,17083,16743,16568,13469,7211,5812,1997563,370712,212096,216969,67594,69939,13840,51178,-91321,130409,9916,81049,10955,14040,10977,6551,easy
384323,100893,7683,13162,7950,6325,3693,1785,436042,54044,11560,9511,7062,6489,5134,2930,322535,135606,-2804,3439,3452,2413,-794,-1256,-425973,-41909,-4950,3862,-1677,-2742,-2088,-1035,difficult
70674,18600,5839,8628,17951,11246,6701,2059,184811,10538,8855,4132,8639,4203,4141,3255,-56834,14799,967,7104,25097,15398,7378,255,-171440,1325,-6999,1888,-6474,-1312,-2259,-2647,easy
