delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
374716,39188,2986,9805,21426,39170,11125,9756,523502,76000,13569,22350,39956,25067,25117,21221,-419457,-57071,-12209,-15777,-22593,23245,-10692,-5647,121885,-16553,-8957,-9314,-14467,4961,-17292,-17284,easy
45556,3797,5235,5751,2009,5214,2955,2938,128628,18676,13346,32580,2477,4605,2262,2156,-57105,-14416,-3858,-22456,465,4490,2389,2004,-109040,-15342,-12364,-31202,-1401,-3272,-1003,-441,difficult
92760,25429,6457,6620,2968,2503,2373,2490,475241,92292,10726,8477,11528,21174,9305,6592,-383704,-67419,-8456,-5029,-8941,-19048,-7040,-3742,-381259,-66308,-82,1315,-8180,-18295,-6824,-4462,easy
7761,11251,7951,16853,15068,30369,10078,9862,30827,13360,5917,6851,4039,6137,4270,2805,-28944,-2295,-203,22778,6343,19599,4734,3384,-17188,-1923,4271,-2775,15715,28864,6882,10729,difficult
293462,57116,5070,16471,19859,15571,8739,5950,663866,106456,41220,29908,16973,22892,18345,8284,-594109,-54336,-32310,-21413,182,-18007,-13818,-6935,-146700,-44344,-39990,-5461,5590,3365,-5394,2267,easy
34042,9713,7660,6844,6557,7024,10599,3714,153369,85711,26814,21394,25184,20621,9844,6527,-123365,-82404,-26105,-18843,-21865,-15706,-8749,-4039,-115289,-69592,-12204,-10257,-15390,-11489,10259,-1588,difficult
87216,11238,4657,7804,10629,12903,5287,5066,840080,95180,14611,9992,24207,17260,29581,15848,-830114,-91366,-7836,2030,-16890,-6735,-24538,-11280,-675615,-76518,-12072,-6406,-10267,-1979,-24050,-10285,easy
11354,13567,13938,6953,6112,16894,8944,7024,54524,27245,19009,8277,8431,16064,6953,7395,-39882,-8728,-13355,-6077,-2037,-1440,-3519,-2802,-46459,-18629,3213,3429,-2601,3099,7500,2059,difficult
50047,6478,8350,4559,4221,11368,13476,4574,148984,54340,13841,17982,21089,30601,13909,14062,-64875,-44722,-10206,-17157,-19980,-26251,-10463,-11683,-133000,-51003,-776,-9689,-13757,-12216,9596,-7294,easy
497465,56627,14187,29830,19976,22673,8690,3755,386325,197653,13954,19727,17384,13090,13635,3946,-381989,-190175,2623,1710,-2621,-7760,-6618,-1270,604268,-91878,-2157,18495,7804,26926,-3273,888,difficult
