delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
69276,7748,5165,12118,1751,8562,2914,2015,62987,12164,4075,11205,5088,5372,2543,4896,5260,252,-850,-4279,-3791,-1225,-1129,-4314,7318,-9084,3030,6105,-2884,7604,1870,-1449,easy
10712,20754,9064,17086,22041,17227,6042,12876,165923,42645,14137,7351,12689,19804,5272,4757,-146703,-18304,621,19813,2136,-1177,3773,10416,-163720,-25479,-10768,-344,16567,-3978,-2233,5822,difficult
8552,13993,3223,2227,4182,2631,722,1468,58405,31529,6160,21493,8619,7954,3663,3007,-46489,-6049,-675,-20198,-1185,-4601,-2829,-2177,-53218,-29024,-5199,-18334,-7689,-6045,-3054,-901,easy
31856,23170,10232,14625,5827,13297,7440,8010,68918,12803,3857,5590,6104,8469,5198,2756,-44224,-2169,569,4485,298,2620,-2377,8916,-29901,22902,12181,13585,-853,7035,6861,1591,difficult
27345,29399,7525,6787,11181,9644,5403,2672,37710,28219,6216,2294,10633,5082,2077,1772,-17579,-19569,-1588,7864,4670,4938,5844,565,-3152,21928,4206,1122,-3574,4186,808,1234,easy
7189,7156,5626,7960,8934,11219,5953,5279,360268,44134,7590,11348,5641,9231,3904,3123,-353178,-40618,-652,-2533,1418,4832,4135,869,-352980,-33339,-3277,-4243,5167,-857,-37,3443,difficult
101906,16126,3871,3922,3106,3942,1010,1794,28612,12211,5608,4334,4635,18260,4583,2180,-20358,-9459,-4503,-2945,-1326,-16375,-3448,63,166945,17289,1029,2121,-1733,-12261,-3699,-835,easy
35672,24560,11009,6877,2900,4046,1848,3164,204143,37416,9249,4658,10344,9556,2636,1269,-143196,993,7837,4927,-6126,-2827,-210,3241,-193747,-26705,-4317,-489,-8763,-8194,-1366,549,difficult
24632,12372,3066,3682,5206,9089,5213,2892,15180,19174,10174,5964,3126,4012,3230,2541,30463,-7765,-7893,-3098,858,-917,-2640,-1764,-11559,-5839,-6324,-1466,3301,11070,6606,2465,easy
12853,20113,6445,11904,34956,6358,2765,3585,251516,31232,7565,12828,23100,11879,5833,2510,-239495,-14920,-3002,-10221,28022,-3412,-3315,442,-237832,-7319,761,8372,-4310,-7630,-2822,1708,difficult
21546,13277,4687,7228,3547,3976,2478,1070,43846,25201,3500,2108,2670,1482,1138,516,-32959,-9419,-2710,4995,2712,5253,3216,989,-11642,-14429,5084,5245,-959,-266,-536,119,easy
27405,6938,1205,2961,2560,3564,1361,2421,112790,14504,8353,12751,8429,11707,2770,3320,-111391,-9843,-7088,-11361,-7689,-10714,-1389,-443,-59380,-5289,-7208,-8220,-4049,-5573,-1429,-1355,difficult
5610,6817,5907,2023,6664,4566,1596,1424,193122,45269,17232,6595,4263,3919,1217,1032,-186202,-40133,-6266,-3956,4659,781,275,917,-188823,-36772,-16384,-5188,142,512,482,-134,easy
91997,8043,3067,3828,2619,3128,1307,1803,91408,44179,2815,3055,5538,3745,1666,1301,89385,-30763,2343,1493,-2956,-1122,-616,1611,-88208,-41510,-1839,53,-2883,-113,-103,-608,difficult
4286,6035,2751,10565,4909,5447,953,1772,12872,15145,7498,2478,7205,6687,1522,1768,-11089,-9511,-6760,2355,-4174,-4077,-787,-897,-6084,-8710,-2734,13819,-418,1596,-352,904,easy
51193,5612,1904,1678,1209,6263,3586,2130,11212,16011,9363,35711,9847,11292,6137,5182,1122,-14809,-8763,-35539,-9237,-9438,-4997,-4656,78839,-5990,-6156,-32527,-8040,-621,-106,-1449,difficult
11974,4738,12385,8036,3665,4391,2699,3006,54818,16440,5038,4522,2611,1973,1085,748,-44568,-12261,11664,-2095,2012,3177,206,1073,-41120,-11143,3030,9123,96,1659,3021,3443,easy
28328,9224,6200,15152,15282,16235,3877,2118,334536,148621,24207,31785,15724,9499,5820,3918,-320722,-141208,-22727,-22751,9086,14605,-2951,-1223,-291695,-137586,-13287,-10515,-9970,-1134,-936,-2377,difficult
21172,2360,2908,10144,4187,9960,6450,2563,46227,18221,6946,19463,13727,9459,6095,5412,-7457,-16020,-2943,-3615,-8949,9189,5173,-942,-42653,-15702,-5133,-15024,-10131,-8187,-4464,-4757,easy
170757,36851,9123,5037,3692,5283,3707,2429,50271,11983,7622,12535,6359,5258,3215,2846,173692,13910,-3582,-10276,-2532,-3203,-1283,-1934,67280,35826,6584,-4721,-2803,3253,2267,1099,difficult
12065,6191,6137,24393,14432,4297,2306,1500,92503,44884,5646,6858,2413,7908,2012,1194,-87011,-41973,-989,302,-1168,-6313,-1295,-494,-73865,-35413,1971,34768,25206,-909,1883,1106,easy
9277,7355,14406,70666,5675,6430,12184,5584,17715,8664,6082,15229,7108,13391,16772,4758,-485,4836,17981,122539,2767,-2190,5173,5022,-16391,-7454,-1333,-11666,-5633,-11733,-14350,-3371,difficult
142467,81408,6286,23063,7379,2756,2055,1657,13466,10404,13381,5717,8638,9659,3908,3012,199392,58813,-6368,38232,-4799,-5642,-653,-88,58610,83194,-7822,-3540,2280,-8164,-3053,-2623,easy
6864,5288,1545,3082,3993,5808,3414,2380,85442,123497,14869,10181,9435,8776,2697,2158,-75356,-116962,-12140,-6153,-4251,876,3197,1588,-81801,-119457,-14509,-8046,-6634,-6812,-1763,-1145,difficult
13879,7370,1203,1532,6679,3175,1498,1485,52781,29704,4958,8925,5120,4274,1146,935,-46522,-22405,-3639,-8066,-3076,-2428,-345,39,-31282,-22263,-3872,-6721,6194,230,1049,1060,easy
65487,40736,25233,6081,18308,5761,4145,2042,80292,6150,1238,5489,5302,5670,2254,1354,-49691,16398,5021,-3631,-3886,-3636,-1422,-616,20080,52773,42969,4815,29898,3817,5203,1992,difficult
24334,9483,4818,8766,12331,12125,4001,5770,41245,9993,1863,2669,3552,7108,5446,2317,-38278,-2264,5000,13891,15165,10493,1406,7063,4456,1243,910,-1697,2393,-460,-4297,-158,easy
100646,23593,3710,5559,6822,4610,2824,2202,299336,119766,15848,8197,5820,7882,2420,3594,-272081,-99108,-9229,1371,5839,409,2804,559,-125300,-93239,-15047,-6647,-3836,-6954,-1996,-3344,difficult
25970,25604,10567,19784,11603,11926,4125,3242,340220,30447,9108,16287,11445,13669,4695,4422,-326259,-14068,-2230,16908,-2094,-3679,-843,-1588,-302241,4381,5148,-9915,2409,192,-298,-773,easy
128166,53966,8189,6739,7199,17648,3149,5666,57971,22905,7024,29031,20389,13598,4124,2551,174538,55095,176,-25586,-9946,4115,-675,2234,-34149,7027,2153,-18999,-16434,3985,-1276,3996,difficult
76043,56387,7586,2281,4123,11390,3987,3005,30052,29734,14288,11557,6811,10924,5713,4738,118898,62135,-3242,-10079,-4784,-8191,-3330,-3646,-26916,-8830,-10163,-8474,-593,9122,-122,179,easy
25691,14190,1427,6408,9924,5475,4919,1737,59912,21760,10318,6116,9465,6701,2519,2568,-55106,-6756,-7840,4206,8726,1359,6120,-277,-13336,-8385,-9942,-3622,-7808,-3811,-1321,-1385,difficult
60616,21998,4300,4923,6527,7311,4323,2884,852450,167909,68281,20447,15328,8755,5317,3854,-838513,-156572,-65199,-11687,-12844,-313,869,-505,-745155,-135250,-62763,-19362,-4758,-2576,-2857,-1435,easy
69434,42557,5522,5552,19266,5632,2078,4280,156019,44017,9981,4887,7277,7267,1525,2302,-48746,33319,-4395,-522,29163,1626,1739,5552,-124424,-36239,-4524,1851,-5185,-4896,-633,-1597,difficult
218835,80006,19134,12657,8957,13161,5182,5400,65050,74782,14369,8083,6263,3128,2068,1727,305655,30358,13134,10326,3499,9686,5330,5985,1914,-19911,-3605,-1178,1889,10380,897,1361,easy
142549,84242,18773,17297,5194,4420,4607,3609,82305,19466,5350,9771,8587,4422,3689,3517,76448,-13548,-2551,-8991,-6620,-2049,-2859,-2341,44039,143100,29396,24042,-166,2044,4694,2525,difficult
22862,16043,6930,2039,4016,5458,2478,2301,117926,36933,12470,9299,9400,7889,1495,2137,-75452,-17044,-5902,-7019,-8194,-5287,-811,-1146,-114676,-24737,-5178,-7502,-2574,424,2777,1473,easy
22422,19393,15783,2474,2458,10611,4759,2102,81059,12511,15638,4035,7273,2912,2071,1664,-71793,-4081,4424,-518,-3219,15111,6081,1810,-45481,17845,-4134,-2605,-6411,287,-705,-934,difficult
