delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
214593,36097,7978,5028,3602,2360,120861,103397,26823,23569,16103,8657,-31426,-60819,-20900,-21553,-14237,-6200,-39249,-58123,-22063,-20779,-12825,-5542,634936,-85919,-16977,-20589,-13892,-7173,-15574,-48176,-12550,-9479,-8317,-4760,-80027,-83465,-21735,-20307,-13236,-7810,easy
77022,38732,5502,2540,10005,28547,984256,37976,11871,19864,6741,24000,-908612,70093,-4888,-16877,-4241,-10524,-823452,-27523,-11439,-18497,-4348,-13084,-970833,-23355,1000,-17347,16929,37892,-902368,4003,-10663,-19386,-5108,-16383,-930903,-19436,-5856,-14515,13088,24835,difficult
515140,104898,11760,6612,6811,5416,650534,232711,29137,16790,18942,20443,-267089,-152020,-17633,-7841,-13576,-17907,214960,-158479,-25539,-13769,-6280,-10620,-376981,-169519,-16749,-4384,-13231,-16945,357198,7883,-4194,-9917,-10946,-12057,-605059,-166930,-22768,-14977,-16621,-17608,easy
244535,46995,10535,8505,5540,11850,681295,178435,32177,8141,10205,12312,-621221,-168077,-29381,-5038,-7670,-9484,-608868,-165711,-22005,-6384,-6802,-9331,273981,-12245,-1911,15255,3604,25356,-653211,-143407,-24650,3619,-4722,-1618,-574481,-167762,-30261,-5633,-7736,-7232,difficult
958019,228173,15948,19263,12775,16861,717820,249934,69336,15656,10502,11978,1230787,331467,-38917,3627,-4267,20801,-232706,-2415,-52198,27982,31863,6161,-231569,-221007,-62277,-13033,-8021,-7193,748883,-89,-48809,7501,-5143,4147,-314398,-216762,-64738,-8042,-3069,498,easy
461884,81501,6944,36537,17797,15671,395566,30128,42014,14015,3946,8120,-319814,10593,-38531,-3758,-3114,-6515,581945,208776,-18768,115192,49837,50568,-308072,58440,-41626,12129,12984,-1180,-316120,-4313,-38372,-6994,9901,1564,693653,-16632,-38051,-3960,-355,-6680,difficult
681392,243890,31642,23842,13114,7495,512395,207911,50680,32808,11034,15703,231783,-184242,-42697,-13658,-7576,-13741,-324342,-103686,-28738,-27596,-7390,-13001,-51833,402040,204,24615,6648,-1603,-456382,10874,12891,-23391,-8571,-10917,1445758,54911,-36851,-4800,27287,-1780,easy
235603,38027,9725,11806,10542,28284,184340,54983,7711,23031,7080,17756,-53245,-29514,11853,-19355,1494,-6356,289832,-25218,1280,-6331,14080,11876,281316,52616,2071,2261,9781,59508,-121913,-49847,-4982,-10277,-3640,-4865,-139677,-32817,-154,-22423,-4406,-7522,difficult
775010,209612,31959,22418,24028,13401,599755,172670,48858,45544,20311,15372,-551694,-61640,-32495,-21938,-8978,-10074,-565133,-104126,-8178,-9954,2344,-4840,-542336,-142991,-44655,-42546,-19500,-14409,1219227,360048,13486,-8864,38250,7015,1316210,133421,-12653,-32328,6468,12454,easy
790174,147225,12012,10449,6067,4831,383908,134602,22840,12778,6165,5300,877692,52809,-14317,8650,5796,-705,1119048,-37784,-10181,-5102,2149,392,119631,39532,-3041,-4397,-1567,1438,155401,129817,-14330,-912,-1599,942,-240442,-121260,-12273,-9886,-5271,-4412,difficult
540964,80165,16087,12703,5589,7072,788604,168655,15461,9987,13356,16553,370020,20603,21681,37433,-10249,-10054,-241044,-153530,-13824,-7863,-12384,-11492,-732779,-149748,-8560,-9473,-11148,-15116,50804,-10283,14955,630,6487,2230,-685202,-149491,-11120,-7148,-11540,-12972,easy
235821,41935,9127,2979,3008,4628,340438,33074,7908,7251,5294,9290,-239905,10324,-1139,-5284,-3562,-4624,-30611,-1907,5389,-4709,9,-6228,-57504,22016,9207,-2972,-2286,-4843,-81591,14263,-3645,-3126,-2927,-1311,-113472,-390,-3716,-5268,-2662,-6304,difficult
869024,290852,19368,27333,17884,19339,1176776,247224,25982,29558,15268,12115,510610,766200,-4542,29262,22760,42638,178443,-171169,-4544,-18850,1109,-7426,-652602,2307,-6581,14516,11014,13455,-804815,-228178,4683,-18257,-10353,-4723,-770395,-151021,-22085,-17798,-11451,-7823,easy
42356,15340,11502,9191,5109,8893,61914,19435,4889,6372,2147,3443,45465,10879,27569,12704,5058,8603,21922,-9642,-1427,-3175,-732,311,-56099,1702,8074,-67,1397,9226,-56964,-14403,2022,1759,6863,4447,-52114,-9009,-3175,2876,2225,4662,difficult
712141,176051,35208,39096,17742,14612,306509,48967,11960,8550,12294,4295,590867,108420,-5672,48323,3893,16736,143125,20742,-4832,8268,-4113,2535,-37074,9250,2171,5138,-2109,-2095,-270342,-35363,-7475,-6693,-10747,-3533,1601582,532372,132047,97694,40318,37943,easy
1031669,223655,75551,60303,62612,41806,979616,125388,46680,35955,83908,42203,301758,420179,104690,-11843,-60198,-27555,-314304,486,-42700,12135,-51719,-14502,443564,208794,165029,77847,79782,85286,-483552,-57726,-40813,7412,-30034,-29920,312801,-80399,-41850,36191,-44310,-15294,difficult
943047,243730,83009,19620,11719,5719,457517,167815,17308,8366,12165,12167,-373080,-103350,-12514,-5064,-9427,-10912,185673,-87000,1474,-3718,-7600,-8861,1843484,607055,310317,28281,15717,2252,378185,-5493,33629,6842,-6205,-6577,393387,-31635,-4403,29931,5284,-8143,easy
397151,195551,35042,33864,14111,10698,231968,39245,2131,9216,5172,2149,48411,97873,33144,10046,3363,8109,561843,629678,127968,122634,43692,33833,-158946,15364,905,-618,-3108,-483,94052,-23813,544,-3204,587,-827,280556,62426,1995,-5617,163,2115,difficult
272316,51030,12414,11626,9437,8436,113741,55539,9652,4593,3180,3669,-14741,-35592,-4252,-4053,-1988,-2460,93342,-25319,-7079,2879,2967,856,-54860,-47437,-7582,-1855,-1845,-1466,574600,124034,35886,36764,29656,10096,194536,-38229,-3162,1430,2494,16809,easy
546342,113248,34471,22910,14929,17715,642526,69286,35625,22089,10808,25029,-332403,147788,23204,15554,9178,-3022,-260062,88641,28700,13863,-784,-11095,1342572,-2788,-5184,-3345,-4766,-8556,-620307,27459,-19899,-5448,-6607,-10622,-610722,-41288,-32592,-16521,23583,-3275,difficult
179458,32790,10451,11107,14099,17756,37388,20846,11418,7448,9117,15375,-33246,-14431,-9668,-3615,-7736,-9209,235141,-7206,-11087,-1175,-2331,-12260,444261,61956,21199,26330,43655,8161,83545,-5462,-10274,-1810,-8275,-4623,-19353,24861,4997,-1436,-403,29834,easy
120880,24902,4161,4194,3347,9025,332769,101712,33116,15616,12976,15401,-202732,-38522,-20397,-8238,-11130,-6156,-300579,-96962,-31641,-15406,-11975,-13998,-275813,-96700,-32394,-10941,-10392,-6439,-255658,-86713,-28106,-12077,-11204,-9657,-24662,-65155,-32238,-10447,-3445,4368,difficult
796980,69309,21411,22008,10714,15495,155724,27312,6091,8494,7978,12709,-81351,24990,8238,6728,5407,-9679,1973865,61174,13206,37969,8883,7388,1426872,68546,-4260,16366,3355,6390,-93591,40237,60479,12082,31,15898,-19516,15036,-1065,-5575,-3995,-6069,easy
115974,60491,4871,8904,7970,8282,365913,51775,19394,8740,6131,8937,-281956,-12035,-6847,-6237,-4271,-6761,-53887,171759,-16866,24378,23196,23642,-323964,-32493,-18186,-4931,-4984,-7850,-360951,-46359,-17376,-4584,-639,-5983,-228935,-37293,-13341,-7805,-4105,-6324,difficult
73326,16495,3033,4085,2225,7944,401964,39223,6570,10225,4845,15236,-301628,-27803,-1515,-3580,-3669,-7883,-363948,-23031,-3828,-6451,-3377,-9527,-350335,-30395,-3562,-4778,-1749,-7562,-385871,-32273,-5695,-8201,-1809,-3484,-241410,-139,-3084,-7688,-2494,-8005,easy
405940,144886,29534,9997,6778,6323,566543,70652,9531,16856,7068,4946,91705,88819,54051,-3322,5118,4585,95435,87893,23797,-13774,-1021,-1300,-458998,-47329,-1769,-13140,-4454,-3435,-551518,-24313,-4174,-14201,-6336,-3558,20361,266102,28108,10142,5242,10595,difficult
348691,26640,10030,10903,7770,21057,352561,159406,20453,12011,10053,27216,-243148,-141332,-3379,-2674,-2575,-19578,-215458,-139829,-18702,-4024,-7736,-20393,-317240,-135205,219,10061,6838,-3839,1102996,-93870,-13927,-2863,-2653,14604,-346500,-153595,-16324,-6038,-5289,-1588,easy
571939,111223,26904,24804,16835,20352,357327,134321,23989,31477,9514,24933,338815,-66271,-20053,-11369,-5765,-20184,43770,82196,31619,-22888,19811,-1683,216012,-71359,21011,34543,3769,5684,606728,59422,5551,-5328,22768,15311,-132267,-119479,-23555,-28321,-3980,-22034,difficult
991279,213775,43333,15799,9076,17005,145497,72664,12901,9181,6597,15723,528260,71712,96169,39309,11224,22073,1098408,174219,30153,-1842,166,-2773,252793,179614,-420,3554,-2292,-3902,2108765,253545,32025,-5653,4158,-3144,240682,26466,-5765,-2279,-861,-5845,easy
511799,74349,26669,3927,8568,7682,169883,47335,8819,9080,3069,2626,1507046,130874,67604,-6217,14764,14345,-97498,-5836,-4847,-4129,-1340,-1838,-115091,-18545,8478,-4885,8289,9066,516237,50955,20688,-4507,7852,5157,-101114,-22376,-2672,-6026,-2070,-1451,difficult
424022,44095,16762,11105,5401,6713,183072,57774,20126,3777,2802,6674,-42925,-26048,-16159,-2984,-1000,-5134,475807,14507,-17584,5673,3489,-2858,66811,-35013,26932,1018,4738,595,-94237,-9347,-4427,24231,2972,1279,799293,-12493,-5580,8701,2796,6313,easy
322402,62346,26427,9608,11539,15434,59558,36981,1401,5302,2841,9717,-23434,-22530,-3,-3511,289,-634,591041,180882,82501,27989,33502,8647,106540,-17618,4490,-4083,285,-2970,-46092,-20851,1178,-2213,1631,9340,686166,6942,36962,3349,7784,14202,difficult
251572,30842,7390,7193,5519,13288,211959,50731,8336,3696,7366,6794,-201877,-37109,-6256,-1072,1387,20768,365185,-32176,187,6011,-3626,2447,387316,24266,13382,13243,4003,12637,-175011,-10757,-6529,-45,-5210,-2546,-177548,-43667,-5512,-652,-5789,-834,easy
345437,80295,14947,13514,7029,12872,401609,95754,23943,10043,11451,34241,160135,-9450,-18000,-6767,-8607,-31548,48883,112062,19022,17011,-813,-20959,-248703,-16757,-9272,2871,-2406,-15265,136393,-77988,-17925,5141,-5800,-19196,-377570,-85162,-18804,-900,-4483,-19876,difficult
481954,213191,15377,26389,19526,41689,476738,133029,22730,9851,21769,21132,277251,154020,11187,16015,7429,89111,439262,474647,-779,20471,9056,13969,-449728,-116975,-17908,-8463,-19924,-19836,-372829,-99981,-11924,-6222,-16326,-18695,132123,-10899,-17340,60888,8548,38234,easy
442511,103234,23125,23195,21306,8852,428911,153602,40251,29159,14246,6740,-285334,-113914,-37830,-27533,-10612,-5535,1395010,-65824,-5553,28560,16524,13611,-378749,-131866,-36885,-10945,-6410,-1667,-252760,141632,-30975,-13243,40109,1072,-410167,-81869,25612,-6659,-4309,3080,difficult
243209,57007,14951,8511,5565,10856,285906,95535,31317,14007,9835,22104,-137353,-35127,-26519,-6668,847,-17322,410946,-59011,-6339,-10061,-5683,-18386,-279135,-88195,-29193,-6862,-1079,-68,-196708,-63872,-24040,-13007,-7984,-17449,-11235,53567,4261,9116,-7449,-3014,easy
705200,238815,41136,22691,9058,12711,655026,182818,13055,15130,9291,5572,566451,467480,91163,42386,4793,23802,-281238,-103293,29671,-1453,-7974,-1502,41580,-90855,20422,253,-4603,890,-151499,117432,-4398,-7509,-3396,1082,75576,-110780,3547,4126,10014,11425,difficult
674728,228011,26446,9698,9382,16650,1583718,130962,21894,23203,21173,10754,-1341392,-46115,27444,-15065,-12933,-3835,50896,375545,27968,-7468,-10545,15376,-265418,386912,-14966,-2852,-8438,24385,-1562477,-112034,-7561,-19999,-10408,-1160,-1426559,-119063,-10124,-22143,-16631,-5284,easy
83452,13957,4980,6002,6036,9260,568606,35840,11225,13803,6081,7354,-498330,-20154,-2048,-9243,-2498,2977,-524118,-20108,-6914,-10355,-3207,-4070,-393125,-24412,-8824,3430,2232,10523,-482920,-27970,-6284,-11578,2056,-727,-527278,-16771,-7154,-11260,1193,826,difficult
533847,69818,18336,14191,7099,4577,745501,119977,11089,5833,8498,5836,-284635,-86174,-3544,-1499,-3538,-3404,-660763,-95600,855,-3205,-7310,-4686,596183,56817,48356,38801,15961,9906,-709546,-112897,-4304,-708,-7483,-5220,491,-12942,-5126,8402,-4624,-2893,easy
154006,32216,12209,9769,6510,15077,586485,61992,17612,9043,6631,32203,-423221,2098,-3594,-282,-3639,-27225,-91326,15002,22252,15079,6772,-2519,-582943,-57415,-14958,-4417,4892,-2039,-495064,-55223,-16248,-6137,-4782,-27259,-569839,-53341,-14469,-611,-3848,-26590,difficult
279085,204264,50464,15260,4224,3646,791126,86669,25657,5250,5238,4447,-463481,-74286,-21449,-1992,-4457,-3652,-670380,-9316,-949,26332,-627,918,-402084,-48221,-20604,-4368,-3153,-2994,-712316,-64054,-23366,-1995,-4375,-2948,-311945,783853,190402,32073,7542,4669,easy
824650,239966,83788,52744,136910,25509,1654684,360661,140413,138705,65684,66167,-1579628,-355083,-136698,-133313,-58090,-63393,-760888,-303533,-135331,-120980,-29606,-54282,326251,700989,236486,81718,557037,33711,-728057,-325839,-122589,-125372,-50874,-56046,-1407850,-320011,-124991,-131859,-62339,-63281,difficult
569664,253409,60989,29170,9199,14017,1123621,66974,22647,27738,20819,7370,-578849,17192,102460,-1437,-16838,29346,-558562,100808,5625,-5270,-1601,-2878,274792,881010,114532,62458,-1503,16145,-925811,-30506,-15350,-22950,-19161,-6058,-981353,-36327,-15559,-25639,-18997,-3318,easy
68864,27993,15403,8085,6903,16310,135052,28343,1944,5379,3967,6874,-119109,-11382,-693,5392,4994,8055,60106,-23216,94,1133,3113,-4104,-95385,30198,15973,2005,1693,17664,-51222,15558,48072,6136,5984,9397,-125331,-12908,3847,-1136,-1106,16166,difficult
1458756,483475,85265,28132,35934,14317,647284,262744,59247,98371,18234,12844,848967,-89271,44446,-84290,-6871,-6487,1073158,427131,119016,-34162,84658,17018,-303907,-96327,-31616,-84766,-7387,-3597,1396425,-203058,-32700,-79392,-13839,-8986,1042719,1065180,30946,-68585,31938,9417,easy
15730,12795,5843,9569,4348,7989,34103,17302,3944,8973,2407,2133,11006,15900,-375,-6198,-506,-225,-14305,-3503,-2375,-7026,689,18440,-29010,-15071,820,24407,3507,913,-28044,-7504,11756,-3816,4304,8344,-31512,-12359,-330,-4387,1711,1808,difficult
957721,214488,79190,27180,10920,8223,524332,55052,6366,7601,4742,5352,172903,298623,70677,3759,6900,6020,-250619,-30190,-3685,733,-3201,-3348,174554,55191,10260,5997,3981,-305,1401671,462911,262322,73377,22248,9578,668437,10647,24547,14028,963,2412,easy
656926,78500,68789,23323,22878,27923,468426,403029,69104,66386,27813,46755,-309958,-389371,-66107,-66147,-25827,-45540,-359362,-400704,-66118,-63355,-14515,-43700,-220849,-378301,-63987,-55688,-20198,-36076,1439810,-178497,216186,15975,-1105,-1888,392861,-275771,-21548,-46100,36972,33046,difficult
609630,375202,42636,18646,21347,16032,675291,198252,27999,21287,10240,6130,652335,1004925,83735,16011,43960,56698,-525722,-172678,-13202,-14703,-3403,-4797,-503193,276581,-13858,3336,17551,3178,-637468,-150720,-4508,-17274,-6777,-4731,685743,-73358,21020,-573,4205,-839,easy
883623,97743,42875,29947,22897,23637,1016004,41699,13619,5704,3447,3674,-121384,89893,15414,1839,7771,8518,-485956,28664,-5342,1344,7070,2418,512319,99585,94731,19894,22921,20405,-714761,76677,-71,29365,42447,59997,147877,-14600,41546,68774,17039,8478,difficult
178302,43562,12563,6094,7118,10917,157163,28736,3608,3555,2263,1778,-11621,-2232,6575,-1063,1478,2520,256672,76908,27866,6460,12646,21778,-138281,-4167,-711,-2638,869,7510,-149258,9658,6457,11867,9406,12415,148183,-6036,4586,-1930,-126,1473,easy
58454,19098,1396,3399,2440,4938,88352,33473,2895,6075,9650,8968,-49424,-21181,-2072,-5527,-6852,-8298,27307,-16870,-1683,-4607,-6810,-2530,-44247,-21667,-1766,817,-6383,-601,-57257,-13603,-2390,327,-7309,-4512,-25870,1444,418,-4392,-8696,-4209,difficult
196853,10247,5611,5708,2838,5056,275552,45155,7016,3692,3404,11192,-269367,-40957,-4629,-1141,-1316,-6970,-258911,-39898,-2545,3718,2559,-2738,-117272,-24903,-4333,4438,-330,-7474,-165636,-42038,-4449,-2451,-2508,-9303,417689,-26746,8930,5516,-1235,-4196,easy
203437,56758,10087,6423,10534,7320,284201,43153,5211,9590,8503,8260,15450,-24331,-1053,-1202,-6252,-5827,-38875,55227,1245,-4660,8659,-512,-263947,-41600,-2656,-9079,-6802,-4365,-199826,8627,20996,-906,6638,31,83378,70100,5848,14,7914,5971,difficult
84714,41025,7186,11033,6697,13295,504816,87783,13747,12167,3545,22510,-326511,-10885,-1651,10980,3636,14178,-456746,-36974,-10417,-3297,866,-19656,-427724,-69856,-8129,3042,10231,-12313,-422760,-49510,-4147,-10975,-173,-17955,-466770,-66564,-8459,-5419,1201,-10330,easy
939191,112890,30992,23769,10245,9391,426557,183665,56304,13658,9340,11956,1443669,-111864,-8938,-9399,1696,-6438,-284483,15978,25176,44940,5449,13483,1114631,-83651,-45876,-1698,6960,-3981,67634,-36728,-45846,-5352,-5257,-7035,221721,-137608,-51075,22065,-4323,-8852,difficult
58303,34874,4791,4347,5646,5801,407772,220494,15434,18162,16853,16009,-351154,-153863,-11819,-11777,1018,600,-347038,-188731,-11667,-15038,-16281,-14649,-356975,-207116,-14577,-17329,-15955,-13658,-356951,-209298,-6826,-15751,-9953,-11028,-335226,-169091,-8326,-9179,-14865,-12304,easy
940812,132806,21536,14378,5760,8107,1333145,165767,25028,33167,10369,7180,1391544,178186,10718,-15055,-6585,2929,-985999,-36166,-9055,-25320,-5459,-2973,-784862,-102814,-22230,-23149,-7429,-3933,-1027647,-102076,-12854,-5971,4151,11883,-554700,-101935,15962,-24452,-7725,-3269,difficult
264259,97175,11136,19294,24053,17139,188209,25335,6268,8289,7809,14840,-98005,-9230,-3218,16728,40149,479,-105398,-14068,1792,-2733,-6243,-7547,531632,283018,-1572,15063,17005,21987,111141,46012,29824,30685,33600,4490,-59120,53469,-2484,-4720,-3290,-7912,easy
133699,24429,9388,3082,3352,5599,483022,53819,30981,18149,9377,17644,-473435,-37557,-20761,-14371,-5106,-15596,-364420,-15942,-29288,-14473,-8642,-15426,-183329,-37877,-25328,-16189,-6750,-4500,-478436,-45846,-21115,-16984,-3344,-11632,-246995,-9730,-11471,-13317,-6281,-13069,difficult
382341,50505,14404,6036,12172,13553,360568,82305,13847,9374,12931,13857,361376,-62758,3502,-3873,-2960,-10532,-25827,-21608,14987,-3732,3398,12482,-269897,-50742,-7505,-2391,-8587,-9735,-85102,-53593,-10334,-4493,-3748,-3366,128314,29703,2135,-2201,8103,9633,easy
214391,103207,18435,25090,24758,16065,253791,134084,37568,18212,21083,14387,-212177,-132462,-36193,-15298,-20296,-13441,159726,-31833,-26976,-4757,-7153,11422,-195429,120589,-24119,-3153,14106,22421,163367,-70199,27048,66417,32094,-5193,-112486,-40482,-35423,-8819,-378,-6818,difficult
745698,116433,36296,14102,25774,25236,1389877,603794,91345,40307,92181,37468,-1227254,-602105,-90803,-37930,-90980,-36237,-854450,-459904,-69233,-29741,-73931,-18286,1034217,-389473,35069,-12372,-10990,40604,-1185715,-541756,-88444,-34542,-81530,-33382,-987692,-443565,-61835,-16442,-74603,-13861,easy
574727,140287,27685,22718,8218,11007,155984,90942,35172,3255,7912,2940,-104832,-63815,-30983,-829,-6472,-1988,638951,-25529,24830,57773,12357,16530,1052010,403351,25743,29549,3984,18035,621190,9396,-24759,11729,-1573,7434,-113602,-76677,-32265,-909,-6767,322,difficult
618762,424237,33753,75427,36210,65628,1192929,740350,81933,72467,63047,66179,-881371,-715149,-58242,-56405,-56975,-59575,-902659,-561481,-70504,-63001,-57114,-55280,-789827,-571866,-44389,-28888,-47217,-9496,451309,-362012,-55370,-16173,30618,-23752,-748289,629941,-12394,179266,-3496,145348,easy
314642,51715,29382,13821,18084,17520,91880,87700,34298,15198,6700,14850,1130024,58512,45891,374,16199,-14,-86746,-72404,-31475,-13589,-3231,-10242,56884,-66600,-28742,2986,13004,34424,-33517,-67511,14973,17425,33822,-207,47165,-31924,-25229,-14081,-2875,-10609,difficult
1115868,406711,117731,97355,115874,44171,607657,45647,42884,9793,16831,4280,160556,841462,203175,206318,146356,40426,545362,158238,2228,12976,-7401,12620,1654630,497349,80479,125735,326667,78244,358847,161531,70315,51194,-1157,34293,-178342,146742,18038,41585,30752,33871,easy
283399,91236,24406,20768,12135,26634,23948,38232,17876,21601,6367,21194,63227,-35261,-16293,-19908,-789,-18724,583,-23089,1126,22606,1817,47203,580134,149699,4800,-9278,7378,-8742,11620,-8676,-8263,-14997,16403,12171,641691,182345,51280,17413,4032,-4709,difficult
727693,129006,43351,24833,6470,6310,670500,280191,136422,84529,76408,85812,-470932,-78763,-107587,-74171,-67032,-74735,-532297,-127085,-104750,-72842,-74301,-83161,-361501,-225287,-123057,-81867,-71127,-82450,1947197,-77633,-19263,5327,-62948,-75736,-296500,-247159,-110696,-74927,-74284,-81426,easy
671086,110316,14344,8683,18078,12985,470679,115218,37212,21923,12110,14802,326572,64437,-28289,-6082,51167,24258,126628,-51071,-28363,-20036,-6334,-12529,-452594,-112431,-37148,-21736,-11900,-14591,-49163,95535,-13490,-6137,-2672,-472,1050594,-20978,-7048,-12210,-422,-5749,difficult
1138973,145145,31020,36826,53762,30455,1033997,161617,43625,13944,25060,16258,898806,245815,45105,102976,142194,65038,782124,-128642,690,6492,18533,2580,-841742,-126101,-38613,-12116,-23485,-12142,-956536,-135324,-40369,-3032,-19965,-14203,642227,61893,-29840,20088,26233,29714,easy
847687,72311,37528,17831,10130,7551,817316,320055,112649,28918,20592,15229,-799125,-317517,-112143,-27392,-19909,-14756,-103393,-224334,-59656,1879,-14146,-9281,1359410,-175408,-20704,20904,15862,11252,-768782,-286598,-110375,-27056,-19310,-13666,463745,-234865,-72728,-23771,-14807,-11937,difficult
363845,158975,16602,11841,7146,5903,237116,30465,6563,1858,4187,1371,-143359,-6224,-5460,3568,-1504,1368,-150066,63663,12155,12786,138,2163,240357,579969,-3926,14397,15756,14026,-125875,794,-3454,91,-1537,3031,812586,4350,50881,19074,1940,2072,easy
1042188,135689,69808,24589,16498,11789,700433,47391,10641,7407,3057,3468,-96257,29611,27295,10383,2738,-56,2317699,164469,165175,54211,40164,20648,77411,93328,-7310,-4340,1819,-1866,-331045,157691,81037,9068,19955,18518,-259032,-3607,29640,16590,2530,4359,difficult
739877,132057,13189,7303,6098,4978,293210,49221,8804,2278,1952,2472,-100871,114983,8751,7992,1477,3608,634624,265214,7314,13406,4096,7305,1993855,72323,16662,2196,9276,2252,-119908,-3099,-8224,3280,5458,973,-174366,-35242,-2576,-1747,424,-1607,easy
44472,17214,8376,9355,7443,6654,137502,52905,6179,5629,4482,5207,-27393,-25171,-4842,-2502,-3163,-1871,-86182,-34759,-640,1406,5426,-1525,-133059,-41408,-2881,-3187,-247,3229,-121141,-38682,9147,-2003,-698,2858,-97374,-38436,10199,24916,13488,4544,difficult
616516,421126,46632,31565,15868,8000,202775,140515,28247,73733,27326,42411,1496089,1597284,135606,64233,6028,-19376,-92066,-118248,-26296,-70540,-24034,-40121,976331,77663,23221,-65030,1306,-31932,-132456,-61710,-20540,-71517,-18411,-39890,-179195,-91932,-20065,-67984,-22179,-40737,easy
494910,125482,13170,9455,12470,32095,137275,32208,3170,3370,4703,10711,1123004,267209,40769,11910,25815,60844,9056,27474,12108,5031,-3107,-3702,-77573,-794,-641,1633,-1813,-7230,869536,202903,-2850,9258,5030,18461,-135850,-30421,614,2595,12909,38548,difficult
