delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
856839,35426,8776,12185,31269,10575,10756,10547,1301436,38493,34695,39354,12980,5255,3140,2919,398130,-3721,-27597,-25377,34707,8660,10228,10169,-1287324,-2413,-24241,-28962,1870,1979,5004,5087,easy
235618,112765,4115,10264,12549,7745,6766,2425,332684,157723,47219,19667,13569,19918,19080,10217,-48369,35472,-40925,-4557,7937,-11513,-9596,-8086,-145764,-125388,-45283,-14249,-9977,-12834,-15032,-7499,difficult
571901,132893,67345,18107,17435,33494,14288,21528,315358,56924,13983,13095,8412,18891,18289,13129,-170486,-47498,-5723,-11951,-6720,-16765,-15090,-11156,683572,199435,112446,21974,24766,45971,7087,27954,easy
96167,31419,7989,3156,6328,13842,8283,8958,1314787,263330,52454,27072,19902,67472,59115,48056,-1262970,-234175,-46012,-22939,-13250,-59248,-47131,-43238,-1174271,-229647,-42918,-24894,-13898,-48013,-54533,-34959,difficult
142900,16453,12444,8112,6355,4319,5361,5341,435830,198877,17850,7632,8239,10529,8644,4769,-413762,-185379,-2619,-1615,338,-5034,-3957,3442,-172098,-179470,-8194,2574,-4106,-7386,-2610,-2299,easy
78432,9996,2592,3510,4415,12761,8443,2406,1375797,148442,43127,39444,14500,38638,34190,22107,-1234391,-138047,-41677,-33647,-8453,-25702,-24788,-18030,-1360339,-138846,-39394,-38222,-11717,-26053,-26707,-21373,difficult
208881,71542,36381,6290,12060,21355,17434,8653,559925,74972,12195,12331,8662,27934,32777,15916,-266429,53488,-7238,-10739,-3166,-22843,-26928,-11207,-435659,-60349,55610,-1344,9962,9685,-3759,-3319,easy
884705,103456,14709,17049,5710,6860,4870,2090,640518,108136,7842,19143,6115,27622,16702,15632,429475,-12552,5741,-5137,-1801,-22373,-13582,-13911,58898,3191,7992,948,991,-19151,-10083,-13173,difficult
250359,51940,6986,4565,6877,12830,8825,4173,1305460,284684,24238,46822,27334,48005,39410,21815,-1186274,-276363,-21356,-42297,-25101,-36953,-30127,-20200,-923929,-189125,-13148,-42217,-15813,-33397,-31043,-15084,easy
120403,52700,5120,3940,4191,24315,12945,3410,128449,74000,13287,15057,5130,16430,20108,14164,79424,-16785,-9660,-12123,-1908,-1352,-6078,-9817,-95517,-25815,-6674,-10111,30,17121,-8249,-11692,difficult
1136838,257724,94265,66187,15700,30652,57701,21743,68935,32162,8908,9392,9912,17658,12207,13591,2094323,437180,158883,81550,13632,5623,75787,4734,41483,13944,11830,32039,-2056,20365,15201,11569,easy
2406732,123173,58459,21759,23100,47889,45607,9760,1344705,199129,54490,78028,31914,26887,40425,37585,199691,14927,34029,-64987,-5163,-3365,16125,-27156,1924362,-166839,-26092,-47552,-12465,45368,-5762,-28494,difficult
1296044,663748,88465,17715,16856,41484,27091,34961,199041,99471,20795,15623,8349,20299,13338,11992,1508776,1036023,130796,4512,12423,47072,30922,48517,685230,92531,4543,-329,4591,-4702,-3417,-2579,easy
