delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
608175,87550,4842,18959,11333,5562,4555,2670,212900,93387,22795,11691,12609,10659,8698,3114,-97581,-58197,-19835,-10641,-6073,-8434,-7206,-2153,579917,23584,-14924,35482,5648,-2103,655,-278,703490,17102,-19099,-3037,-3402,-4754,-5879,1100,easy
101419,21483,8259,6078,8617,3730,3119,1774,858279,240123,41768,24658,18168,16049,13325,12518,-739096,-223831,-39378,-22735,-16337,-14570,-11723,-11806,-752770,-214979,-28355,-10059,3856,-9561,-7375,-9525,-778715,-217111,-32793,-22945,-16171,-12827,-11521,-10900,difficult
202478,31238,5289,5700,3395,2911,3970,2423,128161,56052,23799,8001,9915,8674,4185,3552,-122289,-27971,-17976,1640,-7480,-6312,2474,-1303,380774,-2549,-15259,-3670,-3700,-2898,324,1054,-35534,-43921,-22295,-4872,-8380,-8079,-3443,-3138,easy
220745,75160,22505,11535,5070,5349,7226,4154,864882,74060,29230,22627,20035,15110,5492,4780,-741166,79984,10608,-161,-14927,-3514,9727,-1439,-775773,-28449,-13113,-13893,-12066,-13559,-2293,-3520,-415471,-48235,-17669,-19223,-17901,-12211,-2231,3081,difficult
644120,53961,12612,4806,5556,5721,5626,5437,800640,177063,73377,13965,26206,12903,10517,6685,-585748,-110730,-55883,-11621,-22666,-11709,-8225,-4914,728254,-138169,-65191,-9508,-20853,-5470,-3072,2112,-612066,-120408,-61222,-6349,-18431,-4367,-3375,-942,easy
1109500,79953,14169,4766,3708,6342,4272,3072,226067,12296,8596,6443,5593,6702,4505,2120,-7772,22555,-5830,-4651,-3881,-3858,-2358,-1350,1162107,66019,7480,1320,870,328,988,2090,1495963,114396,15070,-1701,-2643,2451,671,2116,difficult
558509,88660,14611,8864,5440,3362,3303,1836,156050,18875,22341,9135,5919,4295,4580,1305,145326,66777,4278,6148,1463,-532,1387,2314,552559,70778,-15776,-6071,1044,-78,-2204,-296,509492,71801,-11693,-889,-3945,-2190,-3014,-426,easy
151571,40940,4076,2505,2656,1702,1422,690,252879,36233,18422,6570,8218,4675,5362,1469,-162263,40437,-13361,-5636,-5018,-2855,-4233,-256,75768,5610,-12408,-513,-4405,-2049,-2704,-791,-217428,-31927,-17270,-6045,-7264,-4014,-4884,-1290,difficult
785981,113164,24660,27292,5590,5991,7897,2132,662479,130782,28987,15587,23966,16646,13325,5471,1285972,22514,42443,46605,-17914,-5650,-3446,-2292,-360864,41343,-27769,-4661,-15343,-10901,-226,-2573,-554601,-116711,-27655,-6830,-21872,-15414,-12611,-5152,easy
448647,94494,12413,6182,25359,5448,2552,1858,93853,44962,21330,14417,6918,8094,4001,4054,548446,135065,-3715,-2014,58955,3048,1769,-44,581386,42793,-2664,-9057,2709,-3148,-2549,-2700,-65450,-29262,-20371,-13633,-6341,-7837,-3567,-3843,difficult
748762,141822,31544,60724,12610,18284,12420,7002,335090,81149,15320,17910,16812,28149,14508,16849,628388,226376,-1207,13089,6169,-2146,-2733,-4960,112453,16379,57488,82943,-4543,-1901,5951,-9782,500176,-60736,-7609,32410,-14233,-25548,-9482,-14799,easy
284615,103520,12641,9153,4890,2425,3220,1612,231294,60796,13096,10322,17791,9798,3161,4419,-32059,100208,-800,-8863,-7887,-5885,3448,-1416,361569,81560,12064,13700,-14157,-8721,-2183,-3561,-169547,-53596,-12629,-8343,-16659,-7514,-1088,-3443,difficult
687059,66286,34933,7193,10956,6805,5031,2620,492672,98103,25630,19279,15955,13105,7711,4801,-363031,-79548,-18810,-15252,-11685,-10826,-4152,-2236,842298,8944,58462,-5729,11449,838,2015,-225,103894,-24847,-11742,-15276,-14760,-8912,-5904,-4082,easy
354585,116828,17627,18913,11671,8339,3526,2866,171937,24097,6421,7341,4432,4097,15577,3339,67431,58447,21356,22049,21284,7352,-10406,402,146128,233562,4168,17827,2765,8149,-11645,1081,334386,-13817,8094,-5160,-2333,-2774,-14103,-2903,difficult
184538,169452,16691,9157,7974,5986,8975,5009,100046,38567,5244,6748,3725,3552,2395,1802,-75714,4379,-2864,5261,4671,6416,12467,4992,364915,420041,42118,5090,9209,2860,8778,5902,-35725,-31766,-4914,-3125,-1132,-1974,-1504,-1272,easy
152643,67219,12291,11205,6147,3738,4319,2724,295074,52475,10400,8808,10341,6893,6329,2242,-224615,36291,11378,9982,4082,1009,633,5329,-241434,44411,-3127,4049,-7312,-4487,-878,-1871,38755,-36470,-2578,-6839,-9353,-5986,-5784,-2013,difficult
128890,18783,3816,11923,4949,3631,3307,1491,180140,65910,23995,17014,11162,8622,5478,3968,-163951,-50151,-23497,11303,391,-1746,1211,-2634,-14698,-44646,-20057,-12941,-9592,-6949,-3791,-1563,24898,-46585,-16982,-13636,-9437,-6277,-3934,-3235,easy
280337,109375,15587,13731,15986,7841,3493,1214,93960,31843,8323,6333,2077,2264,1073,851,66350,37504,7882,8997,5216,3677,3204,9,481590,164544,8338,15372,37012,11995,1876,1117,11192,30548,5571,-2176,-501,1058,2180,-36,difficult
117583,35039,5910,6160,6053,3498,2096,1011,38483,14985,5723,7111,3060,6944,6929,1486,153831,67803,2207,4481,11550,-3042,-4349,-791,112755,-8371,-3622,-4176,-1404,-5377,-5848,-871,-29285,729,1976,-3159,-1168,-1920,-4302,236,easy
641550,112749,11145,17338,8360,9075,8289,5936,34630,29344,7631,13334,6444,8672,5783,5489,193768,1693,1152,3310,4905,-5681,645,-2319,214782,173333,5132,-1586,-2906,-99,2860,4194,1412211,75189,4259,10289,3750,6988,4013,-534,difficult
1229967,55962,9195,31204,32588,27423,7799,7436,288068,91099,17017,46278,13118,13880,14126,6342,1476784,-6787,-10479,-35430,69070,32329,-1095,6644,917574,-41407,-4311,28153,-1992,16467,-6463,1151,431339,-57218,-8676,-37946,-8667,-8167,-11424,-4512,easy
98188,42547,7861,12755,2151,2348,1357,568,766097,83240,50553,12258,12546,12559,10949,8292,-723684,-66301,-46946,9454,-11948,-9493,-9883,-7863,-574686,5477,-44990,-6271,-8484,-10426,-9796,-7593,-705356,-61255,-36139,-1693,-10753,-10714,-9096,-7717,difficult
660921,331261,86068,43204,49197,48115,12504,3027,445345,108545,36632,22285,23012,10848,14798,11490,476884,610751,100610,65937,89339,77407,10888,-5313,194260,36562,15045,-6413,-5693,18109,-10799,-9755,-24417,20834,32652,3233,-5091,16286,-6972,-10321,easy
428309,200259,32496,9172,11973,8594,8215,3882,75531,18471,16416,3720,2950,3327,3150,3495,34921,899,-12945,-1943,-145,-2544,433,-2528,591437,347331,71509,16799,28743,7518,8579,3776,431976,197134,-10324,1501,-1529,10827,6183,-88,difficult
452573,120104,20724,22357,13785,8335,4097,2906,267125,53607,13121,11907,24161,9658,4448,1471,64589,82732,13359,9446,1862,-3111,-1209,1335,690114,123129,13567,28362,-12250,1292,2441,1788,-198360,-6369,-4118,-6458,-20741,-2149,-2286,1183,easy
702428,87173,7955,14146,7195,13700,11023,4201,1213135,141815,20861,8761,15760,14269,7731,5660,318178,-75703,-16879,7515,-7719,5232,15240,395,-716972,-2310,-2808,11129,-5955,2504,-102,-771,-1133326,-85914,-19032,-2488,-12022,-9444,-5263,-4001,difficult
690568,166063,47392,36357,22527,8401,7213,4277,648314,82367,16562,18904,17874,14014,12407,7780,-518308,-13264,4356,-10222,-9833,-9633,-6807,-2831,667046,195194,74576,55842,26703,-2964,-2511,-4102,-21977,69159,13559,6740,-2910,-4242,-6263,-3576,easy
617637,80355,18830,7116,2081,8362,8303,6178,151530,90285,4734,9777,29554,9086,9113,5561,64135,22264,26913,-3064,-27885,-1317,5720,6594,173414,-53717,-1589,-1123,-28363,-4637,-3890,-3301,1160773,1663,16964,-3796,-26172,3783,-4260,-1443,difficult
224295,77288,17663,28648,5559,20017,10712,4574,750411,246148,34274,36939,7334,9098,8331,5180,-275155,-91698,-15081,-25781,-873,4535,-1975,-917,-595384,-203285,-21726,-8780,-5210,-6181,-5475,-3133,-707809,-211596,-13027,9689,759,34404,14592,2232,easy
977840,69766,14009,16786,11501,9069,5718,6507,638853,105548,41863,5206,14117,10304,7641,3257,-190135,48084,-19903,4646,3722,-2144,-63,7175,1091378,-68573,-28555,20533,844,4371,-493,3478,115718,-86857,-35103,9560,-12413,-5932,-5214,-903,difficult
1649845,65731,73296,32487,31520,43354,20343,12569,165161,49553,10127,10594,11547,3480,2301,1470,2513621,-2594,25815,1654,-3657,22293,24366,7894,1628477,75157,167514,53740,73633,97526,29651,22891,311955,-24028,-3822,10286,-10056,-197,110,2511,easy
1240447,276420,22556,27869,33663,36809,9461,14487,181974,52435,7582,7060,6342,8716,6148,2073,47251,394011,7790,2579,25363,4687,-2314,2950,1544591,139632,5752,43241,25338,26030,6251,6154,1583578,138313,31380,16607,31261,53561,6003,28137,difficult
406371,101676,5225,17190,12929,9248,4252,2502,50767,19991,4945,10704,4609,8063,4038,2790,245219,41547,-2147,-7025,2156,-2574,-2728,-460,807004,174713,-161,6279,1069,3708,1234,-881,14589,28795,3148,20203,21736,2421,2137,478,easy
1434939,103427,34099,18323,6295,9422,7578,6190,1426420,121573,26355,33910,32169,19551,9017,9134,-673983,-63885,-23858,-31370,-30176,-17253,-5516,-7390,-670538,34708,34268,-526,-24447,-9929,-1225,2909,1370079,-25260,12822,-14865,-22998,-3206,2423,-4351,difficult
581287,81722,23295,13154,12194,6252,2451,3060,773032,84077,12553,31198,23082,21026,14937,9554,-370509,47675,29580,-6222,1634,-13934,-10995,-4170,-277874,-37540,-5300,-19550,-13538,-13101,-12578,-6640,73149,-17201,7946,-28359,-20761,-17287,-13886,-8671,easy
705734,50198,11574,26405,14806,8861,9842,6593,268422,64827,11367,8968,4981,2552,2705,1808,709165,30907,948,8688,19396,2927,7980,4451,518285,-21058,5844,49676,12694,15922,13921,9021,84485,-53737,-6170,-6052,-2616,78,-490,882,difficult
183421,193652,27514,11916,9657,4978,5308,3140,64859,26007,4229,3495,3176,4079,1932,846,64818,-11802,-2180,-1633,-266,-2525,-1532,-667,330073,511192,37238,22878,7351,1671,5492,4246,-39206,3544,34798,4019,12358,3552,6167,3304,easy
607688,35499,40144,7917,18074,6407,7716,4437,639989,88010,10765,17499,20915,11647,20905,7321,792575,-3870,88520,-4237,6805,872,-4225,-2249,-486809,-81124,-7050,-12646,-10963,-8181,-19768,-1620,-402669,-72540,6668,-11862,-4366,-8410,-15575,-4784,difficult
1159944,157189,70510,79988,32395,30835,25328,14266,833546,388894,47484,36500,12513,35582,47345,16404,-614654,-221945,-43610,-29772,-3766,-28941,-41507,-13416,913719,-123331,27514,92539,19113,15137,-16961,1065,680129,-349840,85173,67696,44298,-437,-7582,5937,easy
961334,97129,31739,30892,19017,53300,9183,12883,516615,109116,3084,10841,15784,13011,13745,11093,515441,7226,71432,47176,13212,127393,4176,17509,788808,-75014,9024,10018,-1785,-8835,-7690,-2677,29908,31828,5509,2958,-1729,2310,-10172,-9463,difficult
572076,118108,9317,18275,16012,11756,6741,5814,227873,30600,6170,5994,4468,4211,5980,5355,-102658,22111,2127,17337,18703,7227,3440,-1929,1014043,241191,1746,2139,14796,11983,205,3594,121224,-778,5569,17366,1133,3425,-1361,-289,easy
816073,475874,43039,21185,60058,50820,10809,6260,1174262,124914,32716,46155,13165,35550,17513,8327,-99510,1260104,52264,-27635,153147,92024,9182,4139,-430497,-97385,5836,-28152,-7367,-24720,-14020,-4487,-544560,-109840,-27131,-19124,-5102,-21493,-15274,-5854,difficult
744244,57377,20088,7606,3772,4779,3430,2405,327586,32790,59095,20386,8502,18068,6175,1815,-236612,-8250,-49631,-15080,-7014,-13662,-3324,-374,-187376,-27459,-58271,-19770,-6262,-16957,-5301,-1390,1673961,109471,-9119,-3491,-913,-9247,391,3535,easy
111901,20150,11878,2966,5182,1800,2959,1510,678308,169988,34971,15226,10632,9549,4922,4284,-655377,-166497,-32784,-13563,-9374,-9102,-4362,-3973,-567100,-140032,-33079,-13236,-8196,-8763,-4079,-3844,-476743,-142986,-3416,-9982,1219,-5382,2551,-506,difficult
711138,157873,43165,32265,20005,7027,5639,5227,528995,128886,11849,11338,12467,5148,5561,3125,9330,-84860,-11266,-10225,-8918,-2245,-4138,-2411,-355979,63291,85967,20896,17005,5826,3309,4688,893079,108531,19248,52109,14528,2056,1064,4030,easy
723043,104523,17473,9112,11526,7397,2583,3313,214747,29537,14142,12079,7948,6070,6279,1516,-63492,1646,-8573,-9450,-4168,-3752,-5025,-403,693730,93466,-9828,4628,17319,9979,-2377,5155,894650,129846,28393,-4078,-2418,-2245,-3686,639,difficult
1014522,177496,21180,21418,16617,10931,8969,4044,434235,143508,18196,19078,17055,7769,6964,5880,-258649,46739,12019,20985,3524,149,-427,-1213,2323948,56278,5641,-4971,3773,9462,3953,-1171,-324438,-1052,-8708,-8995,-8612,-125,2490,-3124,easy
637008,50581,15083,7636,5849,6598,3447,3370,320161,25348,6748,8973,9242,6754,4100,4824,-246645,-7678,-5998,-6744,-7853,-5585,-3200,-3772,79899,74156,2490,-6408,941,2482,177,-1587,1117286,9220,28513,9140,-3267,2634,1064,998,difficult
258378,48347,13033,6407,7502,7045,2095,988,116261,118975,33918,13943,14163,9555,9463,4823,4250,-104602,-27308,-11386,-12916,-7086,-8248,-4265,392126,-52021,-3911,-5015,4137,3981,-7034,-3581,29975,-55260,-31436,-6208,-11204,-4425,-6822,-3659,easy
537364,157210,12311,23634,26466,11796,7556,7113,503877,143997,28144,40866,19627,28119,7768,4435,-389670,-49294,-18055,9306,4828,-17537,632,6151,-58383,130345,-7720,-24897,11639,-17960,-3930,3504,548515,-41413,-21724,-36106,4050,-13471,2663,-1622,difficult
113545,25263,3343,6754,2834,3454,5062,1384,60951,42496,5027,5434,4326,2599,1776,1166,144395,-28784,-3757,-4281,-2843,-300,320,-171,-23853,-25624,-3102,8290,850,3134,9943,1561,37240,2710,1807,-49,-2482,-270,-406,-737,easy
1324417,171353,18937,18833,20374,10546,14020,3829,49225,37004,10568,11884,18171,12765,12366,7149,105626,74252,-6587,-1181,-3989,-5284,-6300,-3716,2707651,173525,31309,22850,9251,873,9456,-1973,1012300,155269,384,-822,1347,-2247,1807,-4271,difficult
172697,37911,17146,4493,4447,4009,5417,2299,76261,14274,2404,3908,2933,7745,5269,1165,142542,27035,36803,5291,5825,1208,8012,4035,9369,49878,1854,-3160,-2165,-5398,-3296,-546,137396,-6001,5569,-376,882,-7017,-4272,-86,easy
547978,49225,6457,11316,13395,6939,17346,8888,229433,32361,8027,10954,14317,8870,12792,5790,309582,54283,290,-1449,2002,-1769,17110,10257,160468,7694,520,-6559,-12158,-5709,-3206,-3142,485585,-11386,-5521,9095,7390,1686,-243,2180,difficult
171604,33736,6697,2115,4861,1758,2911,1048,435526,109810,14485,17907,20149,14035,8945,11439,-416187,-72483,-1140,-16033,-17107,-11312,-6093,-10304,28856,-55513,-8589,-14323,-9157,-12256,-3657,-9593,-404434,-100227,-13636,-17021,-19599,-13263,-8351,-11277,easy
873062,118779,5721,7983,8638,7732,3979,3973,59022,36961,9040,5634,9924,7084,5745,4833,1098467,38286,-6250,915,-8411,-4465,-1950,-2043,-32209,-21611,-4769,-2678,-6993,-1197,-1470,-3292,1375862,228778,1061,8811,11547,7605,-1878,2756,difficult
967814,87889,17430,11854,9322,13009,12836,7577,121474,17701,6679,6031,7335,7002,5817,3338,261073,45374,-5149,-3587,-3132,-322,6249,-649,1798653,92614,3884,15672,6166,6815,8309,2724,479294,72576,33517,5383,2927,11528,6499,10642,easy
725956,85495,31603,32409,9595,8996,7317,4657,71661,41449,8412,5249,4782,11677,13580,6417,396145,-12128,-764,5061,632,-9221,-10846,-5365,1106735,35734,15301,46402,9837,4035,-1927,4227,460004,108531,55037,30018,3971,-2858,-6016,-4143,difficult
388382,49286,2709,6656,5148,11434,5168,4364,822663,73160,7321,7864,20773,9486,6536,4899,-308447,-30990,-5799,2149,-9361,19076,2211,4341,-195285,2548,-2285,929,-18536,-4466,-385,-1799,-799112,-43180,-5751,-6703,-18978,-8766,-5931,-4147,easy
871874,92692,7127,13768,4323,12691,6187,7504,67044,48544,34018,10018,3017,12988,13704,10584,631908,3256,-30700,9469,1926,5255,-6442,-4210,1244195,149017,-32444,2938,3383,-5842,-6469,-865,538388,-19828,-17530,-1157,-1390,-305,-9641,-4164,difficult
223578,106310,22766,13120,12367,4163,4713,2925,581748,52592,17573,12885,6978,6825,5271,4136,-391529,-32304,-15162,-10478,-3971,-5005,-3264,-2525,-221270,137790,35924,17496,20320,1485,5133,2340,-461710,55667,-5184,-6314,-181,-4466,-3543,-3449,easy
946314,105615,18977,27428,12023,10784,9840,7019,74060,12678,5404,4710,3755,7538,12180,4356,1173975,40752,14526,16501,17831,9205,4511,8770,70353,-2210,-2367,-1974,-1331,-5774,-10658,-3199,1372435,240269,28559,53627,8304,6307,-872,2417,difficult
