delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
33865,23766,13593,2004,5459,3234,2574,834,264560,80759,16676,20736,12225,15412,5970,3990,-212274,-61109,-7012,-18477,-7760,-13056,-4577,-3369,-249116,-52878,845,-18987,-5773,-11300,-2215,-2944,easy
121055,19569,4820,5098,3680,3285,1233,463,173116,25309,15568,8100,7020,3315,829,819,-172858,1466,-12322,-3085,-2965,1278,603,-224,68736,-12947,-9174,-2919,-3715,-1339,204,-488,difficult
20422,11275,9071,1676,2505,3567,1178,1069,92877,66270,13279,8361,6267,4566,1636,1484,-55671,-54545,-4946,-7574,-2976,-321,-401,-439,-89239,-55446,-3470,-5797,-4548,-1678,-515,-392,easy
158441,14759,1201,2412,1456,2823,698,576,101312,48698,6197,23224,9133,19005,1959,2262,-61124,-30978,-5385,-21485,-7197,-16515,-1168,-1758,175382,-36901,-4607,-20140,-8157,-15850,-1355,-1615,difficult
19792,29121,7685,3543,3124,3970,945,589,94526,38219,10313,12899,6782,4649,1820,438,-74705,5547,3556,-7883,-2260,554,-1050,274,-74763,-23744,-8813,-10830,-5056,-1912,-700,27,easy
462416,102732,27656,12916,8112,2646,1755,905,48104,18195,4658,5443,14810,4499,4265,1845,472353,130294,20144,3616,-10085,-2262,-2282,-853,356270,38780,25851,11330,-3311,-1444,-2739,-1028,difficult
56785,19911,17451,6844,8810,10107,4428,3512,64685,54716,14869,5606,3523,4019,1544,712,3736,-22068,-2333,-3493,2237,-738,589,1558,-19536,-47542,7496,5968,8336,12914,5178,4042,easy
173758,108809,7171,9937,10682,6291,3343,2009,64845,22249,3370,6797,4288,7143,5304,2436,106152,154345,4635,6124,7087,927,-108,-9,111673,18775,2967,155,5700,-2632,-3815,-845,difficult
416772,247901,33869,27537,15452,6225,2932,3492,299053,31016,18583,6559,5550,3773,2125,861,301184,432396,43461,46027,17058,5984,2645,4619,-65746,1374,-12890,-4071,2746,-1080,-1032,642,easy
89384,15936,8863,1841,2735,2013,1276,812,94256,14253,3578,7158,5056,5875,2680,867,-42263,9734,11005,-5485,-4145,-3605,-2119,-106,32518,-6368,-436,-5150,-497,-4120,-690,-4,difficult
44490,38537,8083,2703,3671,3155,1670,588,224378,37705,14734,8135,9927,9903,6013,2575,-166375,-6189,-12081,-6785,-6948,-6836,-4408,-2189,-193402,7853,-1222,-4080,-5564,-6660,-4278,-1785,easy
866944,185727,93418,66649,56299,29278,19139,11563,533321,189599,33371,32230,23201,19633,12042,6717,1174051,115552,55352,80094,40067,22873,4376,10905,-506806,-123297,64742,-11256,26128,-3584,9817,-1213,difficult
76775,16382,4519,3827,5187,5080,2946,1967,175623,46469,6853,4333,3928,3493,2260,626,-92171,-22720,382,2620,5181,6256,3472,2884,-105526,-37455,-5050,-3632,-2664,-3082,-2101,-203,easy
821539,97466,12002,6868,19618,6800,6405,4513,84573,28210,13588,20070,6008,9092,2896,2687,691060,94916,-8948,-13690,15215,951,3612,1323,782872,43596,5776,-12714,12004,-5535,3406,2329,difficult
28732,7962,2216,3319,4531,3268,729,577,599878,86709,13436,8435,9379,6766,2876,2606,-544949,-73130,-10390,-6688,-7513,-3701,-2076,-1849,-597344,-84364,-12050,-3545,-2184,-3296,-2218,-2209,easy
115508,76399,5667,7232,5967,9793,4351,7266,101022,23535,5409,9121,6170,11877,4795,4990,123412,120322,2873,377,3062,-5516,533,6642,-94440,-14594,-2358,-4155,-3469,1348,-1422,-2091,difficult
183088,82502,5248,11465,10586,8707,2047,2128,50530,23635,4674,1954,1809,3415,529,517,55216,102039,2137,19028,18070,10825,2434,3272,209900,15695,-990,-7,-516,-242,602,-51,easy
104858,34817,2366,3990,1414,2472,1508,1155,67262,55511,6007,5980,3657,4797,3491,3448,23691,-32759,-3765,-2898,-2750,-2729,-2450,-1944,51500,-8630,-3517,-1083,-1737,-1922,-1517,-2643,difficult
98156,16463,2242,3362,3200,5679,1271,1064,177330,22708,1215,4441,5431,6639,2335,892,-6949,2655,576,-2119,-2113,-4972,-1751,-191,-151399,-15145,1478,-39,-2349,3052,-378,534,easy
197972,48399,7668,4777,8851,6983,1303,1637,65932,11712,5597,3315,10909,5453,1747,816,72892,58454,6210,3211,5107,6760,296,2139,191188,14920,-2068,-287,-9224,-3700,-1184,-498,difficult
71864,10713,1088,605,793,876,551,244,536406,75373,11437,5672,7919,4887,2151,1453,-506969,-58200,-9325,-4833,-6792,-3904,-1154,-1075,-422116,-71120,-11374,-5302,-7461,-4119,-2047,-1343,easy
72973,33453,5622,1597,2375,1896,916,1033,109895,47168,13319,3124,4610,2645,1349,945,12011,15919,-2971,-288,-542,532,-57,656,-85855,-43349,-12423,-2767,-3929,-2030,-809,-480,difficult
48438,13327,3793,2496,2665,1877,529,352,80373,16559,3250,4128,2427,2100,1008,318,-6353,-14570,-2455,-3710,-1117,-1240,-857,-74,-57517,8106,3541,445,1593,794,-102,142,easy
