delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
37030,13134,5970,5567,12962,8483,4129,2273,114222,28248,3734,11967,4326,8901,3718,1738,-43167,-13551,-3282,-6245,-3148,-6851,-1836,528,-111218,-16678,7753,-6556,20419,6014,2657,542,easy
316186,151850,21496,5162,6885,3311,1816,996,457815,134582,41193,10336,5638,3098,3048,915,-431470,-128915,-38071,-6650,-4634,-2410,-2790,-848,148212,163451,-1324,-3699,7128,2836,326,1010,difficult
56180,10733,7027,8982,5080,6405,2096,5076,175743,37366,1069,9369,15239,12344,6593,10142,-164802,-31875,2735,5569,-8194,-2109,-3516,-1024,-74325,-21391,9180,-6344,-12124,-9770,-5478,-9108,easy
700076,99304,20956,11589,8264,2982,6829,2549,190116,156221,15040,19964,4076,7362,3363,1873,1172469,-3285,16365,-3118,6538,-3633,7725,2039,-152550,-110549,-4533,-13632,1838,-5127,-793,-688,difficult
649869,81874,36472,2928,2954,2277,3437,1367,1029774,358094,108196,71225,58816,23135,31033,13466,-78052,-206287,-39654,-66061,-54011,-19176,-24738,-11016,-681759,-346153,-103794,-70534,-57714,-22541,-30454,-13183,easy
738970,77251,6782,17855,6341,6082,9173,3575,1193469,457881,95164,31014,16786,19201,7872,4245,-435481,-418574,-88159,-18675,-9602,-16654,-4497,-2206,-473517,-342686,-88606,-7644,-11288,-9585,7099,865,difficult
173733,44794,15836,18264,7135,3734,2871,1938,22614,20682,12492,21624,12264,7159,3038,3407,315377,53734,8933,-1360,-8353,-4575,-187,-2110,-13139,-5511,-2245,-5361,-1905,-2275,-148,-828,easy
407292,45700,10374,11993,3777,4823,4652,3401,975102,308082,71235,51117,41298,28501,17824,15036,-821109,-300055,-67153,-48334,-37675,-24079,-16395,-13647,-314512,-224709,-54570,-29915,-37368,-23278,-9950,-9624,difficult
1697805,514093,57781,27914,16759,17514,7322,3969,836707,569144,54672,38532,23856,11159,8778,10862,1391677,385530,23901,4779,4383,17383,-2224,-4959,330518,-495633,-17684,-26016,-18578,-4673,-688,-8827,easy
474179,39459,11493,7326,12263,9820,4258,5398,56375,25439,9825,6170,6302,4171,5073,2211,822226,35470,10101,7115,16358,11631,2440,7570,13382,-7430,-6765,-4804,-4437,-333,-4071,-1197,difficult
154912,28754,2311,14266,4486,6538,1319,1460,302794,9911,9906,5259,6142,4533,1359,1389,-814,33535,-5822,-383,-1786,848,-465,-117,-294950,4150,-9369,18396,-1527,3162,384,259,easy
2971,7180,8022,16625,8076,13291,5543,4777,727194,36662,26261,8219,6201,9849,4736,2514,-724309,-27549,-20392,7810,2166,1723,566,3620,-724138,-31415,-16087,9002,1583,5161,1048,905,difficult
14132,25998,14469,16151,28806,11117,7912,5881,581804,79449,16419,11383,6134,5879,4582,3576,-564837,-43640,1202,3200,28997,1975,2470,1966,-570508,-63263,-5103,6335,16346,8500,4189,2643,easy
391934,59540,11825,2823,11067,8894,6083,9757,297376,50767,12679,3991,5989,3942,4673,2900,212012,39068,-5193,253,9059,2613,1509,4347,-22896,-21522,3484,-2589,1096,7291,1310,9367,difficult
969373,474267,30533,33288,15989,10088,17785,5902,598891,209133,50248,14159,13714,12870,7336,5193,853066,625885,-14228,39966,15666,2927,22814,2793,-112103,-95618,-25203,-1708,-11117,-8491,-1917,-1376,easy
271480,41204,9700,12471,46083,15460,25024,5959,777876,389160,25364,22427,20216,16774,10733,5923,-305257,-355743,-18821,-15510,-15400,-9034,-6769,-4006,-707535,-340169,-12507,-4403,67134,6406,35351,4078,difficult
41739,16770,10958,5974,5533,6620,2369,2737,344724,213520,4604,13087,10084,15323,10074,16785,-273132,-193995,6070,-10516,-7728,-9969,-9003,-15403,-332838,-199505,6637,-3711,-1374,-7437,-6407,-12693,easy
44210,14784,2931,5647,4177,8173,3444,3706,92781,43357,9197,8746,8807,7276,7733,5531,-10319,-26925,-8896,-8373,-8386,-5546,-5275,-4595,-86823,-30221,-3637,2174,-874,7340,-3303,944,difficult
5730,7934,7679,9709,3862,8249,3640,2279,21133,19514,6483,6243,3373,6229,2612,2831,-16467,-16323,6511,8784,1094,5629,1728,-107,-14340,-6838,-4119,-1853,-116,-1590,327,-998,easy
943589,82433,13540,6800,3824,5605,3928,2278,547985,398981,77428,29192,17277,23017,14433,10169,1122375,-241037,-51354,-16601,-11909,-13673,-7731,-6146,-331167,-392060,-76422,-28184,-14997,-21151,-13280,-9637,difficult
6086,13599,3766,14836,8859,12023,10136,6181,104346,22520,5791,14676,6796,3714,1647,2289,-94821,-6950,-2760,12194,-568,5234,4181,1621,-101700,-10893,-1291,-11875,4694,11383,12797,6163,easy
410586,304173,13712,27937,34842,20223,24387,17688,225097,78087,6344,7346,3984,4679,5190,2641,-28788,-72342,-4369,-3462,-284,-1293,-1231,-1483,399766,524514,19105,44644,61999,32381,39625,31577,difficult
784946,107373,100823,21960,43022,35294,10186,4068,446528,78739,11196,10572,16776,9540,8033,5018,873162,81109,124208,11250,58721,41727,683,-1826,-196327,-23841,55045,11525,-6230,9781,3623,-75,easy
186645,35926,14402,22600,9215,12079,6601,4662,449717,82578,27967,24552,15303,15159,6467,4915,-103993,-30969,-7132,5414,-8478,-7638,-448,-2455,-422152,-62336,-19998,-9318,-3699,1478,716,1948,difficult
4287,9115,6259,16967,5478,6916,1539,1909,159406,14232,7885,5113,5713,7109,4777,4659,-156023,-4107,-173,2301,468,-831,-3243,-3352,-154215,-6128,-3079,21407,-939,444,-3234,-2149,easy
5654,11991,3867,7501,3044,5308,1694,2323,161938,76765,39584,7749,26367,13155,7347,2416,-155585,-71386,-35775,-4339,-24157,-7304,-6460,295,-156983,-58163,-35660,3842,-22490,-8391,-4846,-482,difficult
230453,41658,11454,2272,2210,1631,1052,519,901335,123708,20452,28614,26935,12984,7368,6060,-626660,-85875,-4161,-26448,-24765,-11541,-5957,-5321,-715105,-78225,-13835,-26237,-24685,-11165,-6675,-5762,easy
2224,5976,4459,10751,2637,4073,3821,4827,268639,131679,17943,20000,13314,11503,3971,4243,-266648,-128256,-17427,-13535,-12348,-8609,-775,-2979,-266182,-123150,-9542,-4963,-9007,-6252,474,4147,difficult
523782,136992,47635,23279,12924,29108,16189,8235,448610,38692,5010,3445,3620,3442,2189,1378,347596,145745,47689,22832,17143,19888,13820,7018,-197252,50854,37561,16835,1465,31443,14180,6695,easy
164084,29415,5472,2712,8151,7392,5912,4701,253484,79815,14668,21481,16475,21768,8305,6367,26227,-36800,-4958,-17718,-3089,-9739,800,2098,-205028,-64001,-13434,-19821,-13560,-19014,-5586,-5431,difficult
1267,7672,2225,5071,5693,9296,4171,2205,535024,133996,61860,9571,23737,13678,8066,7234,-532973,-132771,-59366,-4276,-20080,-9990,-6255,-6423,-534541,-119877,-59904,-4725,-16008,1225,-1536,-3636,easy
21180,7250,2327,7772,7136,10538,6185,4911,242742,113509,11501,36475,5601,4456,6533,1782,-231372,-107643,-8870,-27466,5267,3828,613,4188,-211752,-104875,-9478,-29940,-2197,8335,-1310,2070,difficult
6489,19639,6770,21235,4240,4827,3684,2939,421134,90973,54656,44417,17212,17867,14062,10617,-411273,-63091,-49032,-13114,-14340,-14475,-10590,-8095,-418018,-79577,-46741,-33251,-11605,-11606,-10166,-7261,easy
8763,10872,9225,9126,6129,11764,4143,6788,56565,12056,5622,7681,5649,4417,1898,2062,-45602,3719,5858,-88,1199,8985,1931,5732,-50002,-6087,1348,2977,-239,5709,2558,3719,difficult
381523,231106,13223,9774,9023,7429,2881,1908,1421178,267046,61440,23631,24860,7134,7710,5893,-800984,174529,-41690,-8965,-9445,4064,-2998,-2895,-1278327,-246409,-54745,-18749,-22230,-3474,-6660,-5075,easy
9334,5046,2543,7040,5563,10337,10368,2495,33606,14111,9617,13855,6399,4683,2551,1574,-27224,-8235,-6240,-3322,-2934,8358,13049,-488,-21320,-9896,-7908,-10309,1261,2949,2584,2330,difficult
236115,47855,58019,11545,8452,5614,3675,1528,87383,79184,36556,25188,11276,8091,3661,3084,-32906,-55592,-34547,-11021,-8121,-3287,388,-1898,330370,-7067,77473,-16265,2473,-1668,-361,-1214,easy
119415,23477,15179,9973,2524,5476,2694,2143,179158,80680,19826,11666,5320,12337,4170,2987,-157531,-73388,-14504,-7277,-3163,-10256,-3475,-1734,38044,-41019,5209,3890,-2429,-3466,523,45,difficult
1112060,72738,19538,25021,6815,7423,4907,4622,1342023,191155,51156,30188,10634,13793,8313,3305,-713433,-106548,-37836,-22366,-6575,-6870,-6554,683,253506,-130286,-25400,12031,-1064,-5871,-258,1950,easy
