delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
1278538,117355,56290,35189,21640,15043,10895,3150,994670,85067,24092,18330,7491,5644,1973,2225,1211086,60344,107907,53128,29657,25053,24555,3393,-622522,-12971,-5829,-5082,2379,-1429,976,352,263040,49490,-5483,2530,10411,4572,1235,-969,easy
594032,82622,16782,34466,15075,9685,3128,2409,1291178,258449,17094,65287,16585,17750,7692,5840,-33933,-140511,12898,15273,20266,-889,-1434,-2652,-1228969,-177228,-13628,-48045,-10669,-11502,-6368,-4040,-828537,-209742,-207,-59692,-14128,-11803,-5890,-3601,difficult
280608,68986,8896,9620,3196,2822,1528,1111,560526,31454,7478,3389,2181,1871,1452,857,-330016,52516,-1620,-1518,-646,-509,-742,-55,-117755,49940,11430,19989,2449,515,1585,750,-391982,10139,-5556,223,1242,2846,-615,67,easy
469354,78534,27526,19711,20281,7607,7749,6772,334453,163832,11661,35768,21500,16900,5709,5998,-172082,-126160,-698,-19667,1625,-12711,1218,-3612,409544,5933,38282,-3661,10702,-4394,8579,8649,167241,-135666,10010,-24844,-15983,-10774,-3678,-2716,difficult
639493,54860,15792,8804,5113,5823,2505,1604,644996,103626,19129,19834,11607,7460,3905,1861,-596621,-92846,-14629,-18749,-10953,-4808,-2380,-700,625612,11680,13540,-4810,-2049,1390,-1484,-131,-45499,-65131,-8923,-9532,-6480,-1493,-335,59,easy
1004391,227355,37759,7633,9992,10052,5283,2689,408646,95848,9136,18480,8169,5607,2657,1834,-378974,-75929,-5867,-16126,-5335,-4694,-2241,-1462,172600,-22046,16457,-13265,-2051,-2183,-931,148,1993610,492495,75278,-3149,12856,20213,11050,3879,difficult
189092,45674,4334,4110,3455,2145,1180,723,987236,252508,34629,21314,9519,10013,10359,3366,-824018,-197396,-29928,-19627,-8586,-7536,-8794,-2646,-743595,-193419,-30454,-17826,-5991,-8351,-9227,-2727,-826819,-229687,-30504,-14158,-3615,-7717,-9517,-2556,easy
191383,63919,12210,5080,10205,3185,3434,2646,917831,105852,110643,79977,41771,24730,22639,8038,-795728,-62316,-105667,-75362,-26156,-22558,-19572,-5167,-756296,-81241,-98965,-74743,-36385,-22078,-16081,-6317,-627321,17758,-90668,-74586,-32157,-19999,-21962,-4692,difficult
1088722,168592,52334,18486,9029,6978,7513,3792,715830,66767,32333,22743,14292,7183,5605,4334,963827,96059,45886,19257,-673,4026,1276,2261,-86182,220041,28470,-18082,-4427,-1540,7765,-1430,241030,-10624,-14353,-13945,-10688,-3100,-3317,-2456,easy
1018025,401740,56280,23391,13777,13831,4549,4001,975498,255312,50279,36179,13937,18045,9532,5874,42991,-45661,40541,-19632,16602,-5080,-1047,-3592,-345180,-217580,-19418,-25836,-12202,-15249,-6909,-3856,429769,702525,-3120,7104,-4881,7688,-6992,1829,difficult
