delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
1206068,256490,47851,40813,43742,47385,929050,325364,142882,55260,30425,51012,131525,-241360,-113084,-47705,-27928,-44205,669917,404501,-72105,55456,117209,89850,-792746,-220046,-134659,-54510,-27377,-40776,1349060,-34742,-98442,-21434,10476,-25076,27335,-252723,-56863,-4043,-5794,2071,easy
697666,97762,30816,29488,8334,31398,657826,52655,21807,9422,6876,9259,-56786,-29230,-16097,275,-1357,-2714,-407011,120885,-12577,28943,-131,1768,-303171,-10949,-19339,-3476,13430,69017,899939,112107,15408,556,-2760,13047,66227,32721,77652,74032,-1893,29579,difficult
774349,208148,106796,50022,64145,115540,684764,91640,54008,26784,13282,30180,418907,631100,254912,121496,271532,273313,-675259,-84973,-50917,-26115,-12403,-28963,653012,69996,44713,37294,9636,176766,-430982,-33492,-53538,-18493,-6228,-19654,482247,-91,68769,2009,-8224,25337,easy
654349,289858,20059,27452,21914,66590,416938,60304,28640,18242,5048,21173,345590,77859,8381,27361,2835,16231,-107511,-11824,-21146,-5096,-3521,-10358,-213605,67050,13658,483,6496,38086,1220864,1020003,-19688,36019,63501,187062,-58283,-5319,-24108,-12715,15020,-3936,difficult
917477,283474,39115,32571,26195,43864,963631,130737,12413,15416,6867,33044,687277,77037,34187,3137,19583,8542,-482228,725094,74676,97094,50303,87129,-865834,-94804,383,-9652,-100,-24740,-295091,-88045,-1529,-5521,-4166,-29606,725107,144401,25794,715,31020,12775,easy
1003555,82672,18243,22479,9048,15634,657955,274213,30932,19452,15182,17247,-454192,-214457,-26799,-4193,-9871,-6270,1522993,-68636,6528,37114,1954,15645,-591366,-258850,-10290,-14898,-12445,-8508,1041549,-218256,-8408,6019,-3561,-4596,209018,-197508,-24474,-8907,-6747,-4338,difficult
1198774,246547,32893,32702,18815,35578,795600,311186,113757,67611,20394,46436,1050904,107490,-61605,-25048,9044,19899,168853,-96171,-98845,-40385,-2736,-12761,-20262,-156965,-22617,-21135,7702,-22645,1061024,121739,-109281,-31041,-10268,-8227,-244648,-299289,-111971,-56935,-11639,-30558,easy
414573,92639,23684,41833,14941,22583,851574,91782,17316,14531,9863,11615,-849783,-80989,-160,31877,3187,-5820,-820483,-76291,-14371,29208,-6812,-277,-807474,-63542,-665,8959,6129,-2666,-624582,-43854,-160,22271,-88,1615,917317,268962,47198,44197,22974,61988,difficult
663970,244926,36983,22752,16012,40822,589575,289444,25149,40143,29207,19198,-303423,-203152,-18080,-26749,-14138,-881,459568,154941,38689,-21559,-23901,8250,-258027,314116,23213,-958,8133,99446,909431,-218246,37637,-2211,-8293,18979,-435575,-270249,-22288,-35477,-27777,-17673,easy
763291,409024,168520,152712,35199,69399,904800,139573,28888,41387,20230,24562,-639466,-128002,-15002,-32326,-17802,-19251,-799034,-121613,-20402,-27098,-15529,-15290,244647,182642,222914,3596,48683,129048,-353308,431607,232803,479091,17723,121200,839618,982621,277845,133361,41768,8476,difficult
1011525,576388,91014,86388,57209,94840,269326,43864,20407,8549,3915,9185,343544,211772,22321,114417,42250,72513,2345978,1317759,240200,210754,130454,101788,524968,15499,17168,21978,21155,8224,330647,-26920,-3333,-6718,1301,-2594,165857,1144508,76681,48765,71311,248343,easy
546384,204337,43598,28944,23244,47843,759806,81638,31900,20175,12008,10711,-492123,462759,53370,26806,8127,26884,-509416,-51849,-6623,-8021,-8550,-5332,-551666,-41231,-16526,-11555,-6754,-3739,606565,182794,27054,47302,61017,138022,-120471,61020,1213,-10686,2342,29825,difficult
888659,355018,39944,54707,29978,48268,1505656,503856,48209,55817,85887,110334,-1169008,-415231,-24544,-47164,-80168,-80080,-845499,-350931,33264,-25045,-64547,-89062,-1426711,-370385,-46317,-40147,-80281,-98866,-27132,179418,-17910,17789,-37296,-32106,383365,212937,14184,89017,-17255,-10214,easy
562045,44626,12106,20370,6380,11470,1014393,550772,102293,85464,149990,116895,-556084,-469955,-84076,-41869,-138671,-100514,-1008934,-535582,-100678,-70446,-143907,-110383,-777469,-544361,-96895,-83747,-147865,-112928,288943,-453935,-88906,-63851,-141416,-91598,-208195,-526898,-80380,-65558,-146192,-111703,difficult
1052391,331466,51377,49322,40473,32210,632743,105353,30704,36355,29391,34649,-464702,-63833,-14165,-23238,-19680,-26890,55537,251231,14487,12087,-22823,-11934,8012,319743,110586,16174,26487,47700,815521,373846,-23586,10557,6456,-22585,1683874,249580,16045,49254,64968,1514,easy
777740,189030,40168,23708,32667,25979,938587,176310,43590,13894,31883,39806,-521815,-144682,-35465,-6378,-25774,-29924,-506434,191719,-40875,17986,15511,-18383,-23947,38026,26832,7265,-7744,-15607,-29879,-16356,22687,24221,13497,-12263,277841,-5107,9713,5976,8429,7043,difficult
1057048,269511,50666,38808,27114,49487,791159,388341,64295,38369,23245,28267,640179,-318150,34762,-5300,-4954,11906,652862,448,-2157,12371,-2854,35230,5467,-295281,-53758,-34172,-16590,-5912,-186725,-36000,-33149,-4028,19073,18973,217664,54832,-13844,33324,24668,45902,easy
646294,176731,80714,30246,19342,19973,869324,428513,58139,142263,59670,51351,171526,43438,239069,-44027,-27772,-16373,418678,-155792,-4672,-111849,-15579,-14611,-568427,-389637,-51163,-129815,-53653,-44555,-583106,-390426,-33393,-138010,-55173,-39661,-553823,-366491,-36967,-136383,-49465,-41690,difficult
282922,164960,22528,21791,9158,23421,1362630,217148,64460,18398,18063,44526,-740360,52117,-28730,37468,-10891,-29456,-1142239,-14846,-39166,1259,-7525,-13047,-1190329,-174628,-57182,-13702,-11494,-26401,-1110925,-68341,-26231,4511,-1707,1286,-1214689,-55242,-58351,-12569,-12910,-37906,easy
990434,299091,80946,70348,69210,85795,1038741,305868,39172,48238,31453,43445,75387,13199,-34337,26572,-2335,11566,258169,232391,10358,77487,129782,112487,-147488,-221736,-35373,-35563,-26963,-20509,15946,-38559,228169,62481,101604,105700,-443551,-19182,40052,-20429,-13302,2505,difficult
538056,176004,28068,35426,9324,29785,1722678,218801,33952,49675,19816,51856,-1642948,-161349,-27718,-41002,-18293,-44091,-333361,356747,6449,103742,16246,26767,-1582188,-193616,-31319,-48392,-18422,-47365,-1230673,-191387,-28918,-40893,-17177,-44437,-1133938,-24380,52087,-44698,-14815,-1228,easy
783891,173271,33925,25669,23131,15858,524691,277274,54771,18499,12480,44561,-152812,-215984,-46295,-14453,-10192,-40988,97334,-241354,-29582,-14238,-10075,-33320,759805,-30037,-37155,24290,10419,-15258,852777,-77067,13716,39812,12951,-22580,-261104,44425,-4914,439,50151,-31370,difficult
820389,140342,22068,11000,13094,12525,621923,120860,43515,46975,27926,72576,44838,-101246,9782,-40678,-21211,-54829,581024,386936,-25060,-20256,13350,-55350,-9119,-66158,-32976,-41717,-27045,-62236,312784,-44989,-30809,-33218,-20815,-66801,62801,-77132,-28170,-44007,-18437,-61038,easy
774169,255200,41600,20940,22110,76860,846429,407411,40154,22561,78925,64109,-60823,-345612,-22867,26820,-52663,-49550,-199110,-362452,-4330,-13940,-75300,-53016,-801686,-360875,-38854,-20048,-74944,-57116,1130704,616267,44280,-9354,-58789,159265,-430383,-308381,29003,8415,-22381,64173,difficult
1175883,241498,92605,60652,26623,30197,1470087,324809,180584,33046,62676,54657,-963346,-242778,-162422,-27605,-57175,-46278,-449894,114127,-122153,82352,-44170,-10610,-1078464,-274529,-163522,-26698,-60332,-47779,691704,-167302,3362,45423,-38532,-19127,328978,153929,4839,64560,19945,1492,easy
759710,69994,23283,17680,15567,31588,1429644,41286,17479,29542,12792,24184,254179,31757,5821,15466,45131,16444,-556392,163977,25482,-10961,157,53052,-1179564,-13949,-8066,-21130,-10104,-9401,-1335932,-29058,-14078,-28092,-12247,-20517,-531959,-9188,19862,-14595,-9061,-2558,difficult
737558,218021,22593,10808,16336,38175,792433,125091,50582,19099,19675,30081,-290928,-42354,-49648,-13672,-10117,-15227,1090217,625856,-13080,-11805,19927,87203,-215635,-3365,-22055,-13330,-10790,-13753,-222351,-25005,-6213,10731,-2164,-456,-635678,-90481,-48949,-13379,-13550,-17296,easy
437715,66022,24110,10490,8973,20989,124329,30419,4338,3535,2804,8729,32882,-21566,-3661,2128,92,-1636,468463,13372,6023,23847,4765,3142,210252,6158,20612,10368,8387,32387,-91239,19419,-2115,-2643,1094,-4078,946570,160632,78001,1073,16509,31484,difficult
1014417,303461,49110,113663,49088,36180,913578,364345,49362,36546,44227,62699,809191,-280827,31287,10422,-25329,-45021,-709712,-211566,-2534,-20872,-30789,-33979,-20042,-119102,-17150,-23116,-29126,-40359,-232747,-179926,-29384,60092,32062,-40465,657504,487003,16519,359057,77485,27227,easy
800167,105639,157637,64705,26617,72921,448366,95318,60561,43916,37984,41997,-317386,2648,-29744,29068,-31743,-17465,-98142,-47497,-53034,-33583,-34883,-35045,779774,54187,-34390,53818,-12762,20079,1678813,120927,659702,91254,55327,224500,-284054,-78661,-57154,-36612,-32774,-37448,difficult
1212560,400631,59178,46577,25520,42899,883495,193829,61925,61973,17688,44697,1505576,-37433,-41961,-3624,-8495,10011,851892,1493547,173954,49738,58950,66821,-14272,-112784,-33620,-26170,14826,-30718,42861,-149599,-59023,-54251,-13985,-18887,-740732,-159723,-53083,-42671,-12135,-36219,easy
516774,78103,19574,20037,8803,13756,1944409,295913,59221,23100,27951,63552,-1812096,-177626,-52397,-19326,-25215,-57759,-1488891,-262781,-29444,-3068,-19903,-37718,-1736503,-267181,-54628,-20995,-24205,-56022,-1627342,-262759,-47645,1326,-16020,-57911,-473344,-118702,-14123,26749,-10395,-39569,difficult
818114,252267,61131,31734,20965,56222,537918,152095,21480,28174,8168,45481,248206,1228,85226,-8260,3813,-1829,-252707,-125233,1631,-19754,-3974,-35485,1877748,578532,97752,79853,35091,156647,-425669,-52837,347,-20433,5943,-36551,-46599,99170,13300,-13605,23111,-29079,easy
537942,211621,63404,28868,28919,34148,1001610,171932,49741,52986,21826,36384,-327107,158735,161273,-35363,43231,17960,-825723,-104912,-40687,-29682,-16200,-22985,-371042,291737,24739,32938,37121,30649,-8433,-95672,-35504,-42175,-17003,-15794,-786033,-51441,-41508,-46306,-11686,-21012,difficult
910502,94836,35311,6548,12789,20008,1476072,254328,23789,45639,25213,41130,-1279551,-209663,-21638,-44715,-15075,-28071,156098,-128039,46670,-40905,-2778,-7827,156098,-128039,46670,-40905,-2778,-7827,-604152,-190954,-4163,-30224,-22195,-32440,-1256341,-140767,-9929,-38705,-19293,-29446,easy
893479,289024,46171,58410,11931,56610,250623,77080,43113,21282,7817,14044,246006,-20765,-11452,20905,8360,40442,985179,37338,-34731,-6783,-1861,-2276,748843,100798,-6743,6082,-52,42034,1397022,955196,106001,185564,18593,137645,-162772,-12845,-37784,-20126,-4469,-5013,difficult
718248,231362,39675,14683,17442,37879,1272004,102907,38305,24550,23865,33871,-584333,-25508,-25156,-18031,-20454,-23039,-605576,-73424,-28759,-10307,-19741,-24380,-534538,15088,-34497,-20292,-7278,-8688,-750394,360082,17624,-4726,32050,42638,-293939,366039,77636,4020,-16690,33510,easy
684483,212466,48055,27927,28304,36852,1130716,341671,196819,78812,137192,71885,-169493,-171555,-34090,-49708,-80976,-34598,-706939,-79562,-161076,-56814,-103075,-16635,-710950,26242,-194628,-27838,-115129,-18051,-178240,-306089,-180995,-73165,-134562,-61568,-465544,-115063,-173031,-46901,-110697,-44311,difficult
1086083,169430,44236,38941,23896,25695,1651944,271716,25614,40745,49370,34842,-1325222,-239852,-6203,-24528,-33982,-26210,-1389464,-33316,24916,-4788,-8644,10765,-890524,-211373,3097,-17916,-36873,-2076,325842,-117976,89907,51725,-11315,-8911,450061,91085,-18605,-13513,-36555,-19301,easy
1527661,777864,191164,162428,52796,109475,1475768,366511,90960,41088,88713,67560,325921,236701,214899,84665,-41101,-26624,-678826,-248368,-50389,7499,-75695,21984,575528,-197208,-15115,-34744,-76038,-39618,528952,2005296,48730,401290,-35364,194847,-492111,260343,302897,147991,48614,58988,difficult
487437,158058,59624,41297,24072,37446,900261,201887,60335,19534,22585,38481,-172006,214499,128999,93814,46396,76995,-254322,-154517,-56577,816,-20464,-35036,-757794,-182072,-12007,10002,-14217,-18828,-617092,59188,-26031,5285,14286,566,-262907,-156241,-37941,-1101,-18568,-28872,easy
569035,52951,12825,7398,4632,16385,999520,507635,168454,39679,36176,76959,63600,-405182,-130693,-29660,-26960,-25781,-810301,-501051,-165605,-30577,-32053,-67765,-949921,-488334,-167355,-38758,-35787,-76003,-753253,-495952,-166080,-36088,-33253,-72773,297450,-382899,-148411,-26323,-29668,-60549,difficult
721794,81753,29361,14383,9660,18413,931703,172277,19425,25672,39502,24674,113793,-14038,57868,-778,-21955,18841,-55295,-31244,-10125,-10719,-30841,-18673,-759893,-149252,-18178,-22659,-37119,-17678,-182427,-118362,-10629,-17892,-28049,-4063,-165725,-139724,30743,-4399,-31244,-9730,easy
941314,121999,18501,32340,22080,29351,612457,162993,19068,21201,8868,10568,1587952,24573,-1278,5722,61844,77699,563438,-138283,-12644,-17670,-3959,-2115,400289,38232,6994,74397,2119,28195,-522057,-45234,-9351,3313,-3558,-5121,-385336,-84259,13445,-10067,9614,-4743,difficult
1653569,174273,126470,57610,38986,49861,828275,120132,48558,20508,10506,13301,2219420,74857,309550,171262,65096,93726,-246002,-70268,-44022,-11908,-8617,-6665,-769138,37202,-39679,-17075,-5910,-2599,1450861,7056,7876,17560,16743,22511,1471330,221859,155837,25672,75088,75825,easy
405032,138043,13688,10037,12105,32054,718067,123620,37933,15361,11471,29689,-331549,-93534,-24508,-8043,-6314,-24948,-635921,-111618,-34191,-11209,-9895,-28253,-93546,258880,-16560,-4384,12967,40778,93059,44594,-19356,9362,16661,49579,-597219,-26209,-26612,-12347,-10249,-25330,difficult
484822,178209,49301,38280,28885,33144,2049528,505345,80454,145610,113867,126115,-1693411,-410544,75871,-52817,-17275,-29653,-836694,-89360,-52865,-115901,-100366,-104827,-1449749,-427849,-68867,-102199,-100633,-97837,-1927577,-261286,-74732,-139112,-102077,-117348,-1916097,-446643,-35170,-126619,-104557,-115190,easy
1163052,139615,114151,78069,24845,74294,1251326,154191,53182,46267,24847,24645,-1146984,-78545,-46434,-33939,-15013,-19065,43535,-117380,-48381,-38265,-23274,-19032,755793,178200,472092,233733,31273,288866,750180,41773,-26944,3695,22855,8365,-843895,-96929,-45490,-6213,-15849,-10891,difficult
537328,177002,32904,39680,24150,29092,1127545,365120,306197,86515,38704,85706,-842843,-193699,-272265,-80846,4892,-50223,-303863,-240963,-281731,-54345,-16327,-65745,-887266,-271250,-221675,-63544,-25755,-55375,-689904,-174888,-291562,-63495,-17953,-62631,-227207,-59790,-299234,28056,-17628,-49097,easy
1024097,148389,52566,30402,24802,32677,237564,243201,12454,58230,16400,30073,1075084,-71220,21155,-7507,17380,28076,1467530,100022,-9346,-42714,-6582,-4928,1571029,-63768,196030,7334,59780,37474,-74641,-217995,-4420,-38985,-13751,-19660,-106339,-221097,-2859,-57267,-14815,-27942,difficult
742910,292796,89047,55970,40068,59357,936595,172965,46367,44952,45071,25514,-906693,-121857,-44349,-36006,-36410,-5990,-348743,-63461,47553,-21042,-18403,13570,469352,-109242,-26703,-19142,-34076,-5679,-405502,137217,30589,48803,6799,25135,223162,756496,206308,82477,57073,142181,easy
803859,69544,14527,15623,15902,19494,467295,81015,29848,19021,8928,30454,238241,88402,749,-5006,7687,942,2048826,7632,-23757,34279,36897,10633,-332763,-66960,-23052,-14695,-5419,-25082,142399,-34729,-11735,-14173,-2111,-15184,-413883,-51701,-18808,-17393,-2184,-26107,difficult
397557,156867,12524,21377,19730,24868,1001287,257986,30139,169605,63333,59548,-890448,-211546,-27228,-165932,-60483,-53259,-439726,84161,-6402,-134168,-9579,-29950,-437493,-122395,-8062,-133286,-26034,-2369,-716889,-179645,-25883,-163447,-61900,-49242,-534096,-76170,-20499,-144307,-60019,-38578,easy
153883,29860,16643,23767,11421,8753,94782,81174,14923,27688,13387,16722,-88764,-45061,-8892,-5683,1371,-7267,86321,-37315,7351,25481,-2764,2077,176111,-62351,-9172,-13807,-8069,-12108,189946,-48289,27775,-7657,6548,-9476,-68109,-63553,-8460,-17938,-6916,-13071,difficult
613869,215505,22294,12066,13187,20996,822852,200054,32518,61179,28978,42435,20778,-136812,-6301,-56491,-18667,-35609,691299,-103280,-15181,-39718,-5797,2386,-384802,573438,-17681,-43997,-15312,-624,-677594,-140884,-31067,-46506,-14309,-34627,-694598,-115209,19110,-58855,-24870,-38722,easy
444703,81741,56660,10947,7602,26177,521988,129701,27301,24250,20701,11711,168598,49492,209573,-6284,-4572,33889,-364895,-87184,-16974,-12996,-14594,-7657,-150488,-79826,-11741,-19851,-13724,1098,-413473,-49498,-11661,-19852,-14916,19123,373834,-72785,-22404,-7531,-17691,25879,difficult
907038,337804,46915,44270,12418,48493,942347,161337,42296,12984,16147,51227,59106,136811,-31932,29708,13964,17254,-826537,-138593,-33402,-4544,-13297,-42579,558712,851112,62038,115050,-4447,60623,169295,85678,52641,27387,-4147,-5804,-137122,-52673,-26248,-11170,-10716,-43163,easy
1293372,188501,97256,30830,42412,33313,682632,439431,53555,36369,34428,45737,105092,-328454,-5093,-19928,-19949,-28098,55302,-240081,-30072,-9571,-28074,-27846,1083108,-176822,236017,28864,116175,18024,1235877,-219244,28356,-13068,-6341,-1241,574320,-290049,-10704,-13994,-21890,-22961,difficult
671975,157513,35949,30736,11143,39798,821129,373415,12150,21926,17976,27053,44966,62680,63504,54362,18443,103572,-698404,-340182,-1941,-17203,-15492,-12564,207513,-326925,41881,-16323,-7826,-4694,-49563,-294735,5055,-11935,-14546,-16570,-250280,-180349,10498,35150,-14746,-6017,easy
471925,90443,11156,10522,14828,9025,1322536,109316,27077,19126,7364,30537,316156,83427,9494,-5493,992,-20086,-1193753,-55449,-24374,-16999,-5335,-26533,-1189188,-94225,-19601,-13931,-1849,-22840,-914216,-7088,-22639,-5130,-3963,-21103,-1272053,-21032,-22483,-1466,47477,-16998,difficult
1044584,333260,124858,53210,28498,69235,1499321,297044,258294,61843,102784,91705,804200,776654,278679,49868,-39023,127763,-545321,-68184,-231224,43662,-58351,-46571,-1290654,-268481,-255377,-55916,-98426,-80894,-971753,-255184,-238886,-48528,-92129,-80315,-270159,-3723,-220372,-32250,-83503,-32333,easy
934177,299434,35123,42863,48854,33976,692565,71300,19760,15360,26593,17361,-633365,-14995,-15886,-3873,-21919,-12310,533029,63936,37234,41499,37386,19049,1655503,437994,38010,14482,88405,69372,220025,236162,-2562,26627,-3026,3193,-567130,417574,20020,58782,10458,3769,difficult
