delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,midgamma_cc0,midgamma_cc1,midgamma_cc2,state
9132,29158,13291,7034,15722,13282,3037,1085,-6968,5492,-7637,209,-7732,-1933,2588,85,2919,10903,-10398,-334,-3560,-5919,-1700,864,757,-10967,-2322,42922,-3587,1371,-747,482,14261,-1973,-2178,19839,-9309,-4874,-1408,678,9887,-2162,13504,5411,-21870,8994,-2761,8076,144,-543,43256,-23083,4172,-27,-5722,-3986,7290,-6245,-4288,953,-661,779,-382,196,easy
35890,14959,6258,15329,8594,43732,5634,6358,-3141,24314,-5148,-9310,-4621,-34516,-3121,-3575,105835,33873,21859,116558,4985,-29144,6332,-773,-27687,-10510,11257,61358,14767,20602,-2410,904,96583,24266,16803,-1172,-2398,-37497,-3700,-3235,108976,-133522,124270,9559,-44383,34776,27007,-10602,5546,125868,-55200,-62530,9606,9782,-17165,5372,49746,-58099,9453,-8742,-1290,2802,1677,-4139,difficult
56179,40980,5352,9877,2982,6361,3338,3162,-42539,-29444,6567,130,4460,-314,-669,3905,-52673,-23181,7735,5873,3807,3072,-1386,1075,-46514,-12054,6701,20126,48599,6784,-1338,-1063,-23897,-18737,13650,16152,20280,1409,3829,330,-10134,6159,22617,6263,11127,-6683,1168,-1034,6949,5743,14253,-3974,-653,44792,-28319,3386,3712,-5375,-717,48,5167,-2830,-2138,1393,easy
410563,150345,26683,40345,18409,49687,18686,13524,-273260,-121571,-18992,-29757,-15150,-42156,-15457,-9904,-362604,-143689,-24809,-36931,-17011,-45079,-17451,-11660,-379724,-142931,-16792,-22914,3290,-8936,-12893,-3959,-408600,-149801,-25349,-39363,-15352,-34645,-16171,-11936,-89344,-17120,-28876,-22118,758,-6870,-5817,8017,-8557,-7174,14017,-16449,-1861,20301,-18642,-2923,36143,-25709,-1994,4558,-3278,-1756,7701,-7977,difficult
51499,20615,6056,5597,5832,7832,2227,1916,-25615,42341,-155,-418,4515,9823,1191,1673,59065,5681,-2730,1370,-1468,-4732,-751,-1490,-25282,-15184,3706,41553,45432,4147,3803,2195,-4283,33304,-4053,-2151,-410,-469,-677,-948,84680,-84347,20999,-36660,-20865,48488,-2575,6436,-7759,1788,40183,-43704,-5983,46900,-45842,-14555,8879,-4616,-1942,4554,-4480,-3163,3685,-3143,easy
19865,24632,13249,4320,5390,12087,3231,6429,9,3810,-2753,25418,-476,21129,34086,9358,-14181,-19280,-787,7341,3250,12136,4273,1980,109172,20854,-8939,-1646,-2924,-6558,1633,-4531,-16534,-9762,-11463,-145,-2975,45543,5523,28,-14190,123353,-125706,-23090,40134,-30616,1966,-8152,-2524,-18077,-8987,1501,3726,-6174,-51,-8993,-18694,52101,-29813,-2640,3890,-7378,-6511,4559,difficult
944691,454784,202624,54457,137779,78956,14521,20690,-766051,-389567,-151060,-50687,-99119,-71505,-10766,-18676,-313216,-130132,-175828,14477,-91837,-52024,13821,-15401,-751199,-309698,-180849,-9944,-132973,-73444,-10622,-17957,100683,-55086,-171585,77492,-110851,-48178,26474,-16015,452835,-437983,851882,259435,-179566,254612,-24768,-5021,9264,65164,-24421,87436,7282,-41136,22122,19481,-21420,25266,24587,-24443,37096,3275,-2556,1942,easy
355376,40346,10863,6356,7713,19596,4132,4064,-349162,-35507,-1255,6707,-5463,-12448,-3287,-2218,-315685,6166,18826,-3043,6880,10061,16348,-393,-348739,-38898,-2506,5414,-1782,17534,3134,3694,-342342,-20510,-1517,6554,11069,-1155,2569,1206,33477,-33054,6397,41673,-45064,18388,20081,-21332,989,-9750,8457,1140,12343,-8662,12851,22509,7473,-18689,19635,-13214,-565,1825,4087,-2488,difficult
12459,15660,11044,7411,4897,11366,2088,1602,-321,8598,-9893,-4002,10488,-7607,2125,-862,35803,71723,-8277,-451,-114,-6399,-669,-320,-286,-2133,10996,15558,7649,-3866,5349,-328,-8509,-1203,4932,12641,8929,4836,1273,-450,36124,-36089,-8223,63125,-73856,930,1616,19273,-6064,3551,16009,-2917,-10602,7763,1280,1208,2533,8702,-2794,6018,-4076,542,-8,-122,easy
17429,11965,5556,4831,3394,12428,4779,2608,-1306,11844,11161,8032,2041,8725,1693,8768,1175778,154179,64895,2614,2544,10244,2089,4430,-6616,8943,-3201,2432,1778,4070,1677,2929,-7863,-1452,-4626,-2407,4400,2519,-1028,5959,1177084,-1182394,-1247,142335,-145236,-10395,53734,-68096,-1425,-5418,-182,-4839,503,-766,2622,1519,-6174,-1551,396,-412,-2705,-4338,-1501,3030,difficult
68283,20745,5875,10181,3848,35109,7429,4479,20480,16434,-1180,-5250,873,-27168,-5366,-3567,-39393,3682,19773,-64,3517,-22677,-1655,1505,205573,-13944,-4036,-9289,-1495,-27802,-5546,-1658,-62710,-16480,-3011,9197,10546,-13441,-2729,10372,-59873,244966,-268283,-12752,-17626,-2536,20953,-23809,1025,5186,-9225,18486,2644,-5012,12041,4491,-5125,14361,3711,-3891,2817,5072,-3163,12030,easy
690745,36744,22871,5423,21706,22865,9209,3539,-461879,75948,-4105,7390,-15214,-3174,491,1767,620850,170715,-19687,3361,-14637,-5187,3424,6674,-676216,-25872,-14913,5694,-13325,2235,-873,6080,-687653,-27077,-19163,-3732,-18952,15245,-6201,4185,1082729,-1297066,-11437,94767,-196587,-1205,-15582,4774,-4250,-4029,2333,-9426,577,1312,-5627,-2013,7422,13010,2933,-4297,-5328,4907,-594,-1895,difficult
27055,13072,9150,32900,11052,22100,6204,6275,217980,54624,15186,61969,-2151,27487,3118,185,-24130,-11140,-3505,-28402,-9948,-16286,-2433,-2956,-15427,2005,6004,-26014,-5488,16717,-1864,-1026,-5534,2173,-7644,-27686,-3676,-6807,4772,1042,-242110,8703,9893,-65764,13145,168,-18691,9509,-13648,-90371,2388,-1672,-7797,4460,1812,-43773,33003,-23524,-5551,569,6636,-3141,1930,2068,easy
960178,315441,78879,29770,10085,25722,24986,19764,-246665,-296279,-72556,-28693,-5850,-23742,-21301,-19156,-220318,-278655,-67112,-23974,-4833,-16140,-21137,-17701,814563,-260258,-68529,-6138,9934,13119,-3871,-9254,-681207,-187560,-66395,-20894,-7726,-9012,-13150,-13863,26347,1034881,-1495770,17624,18397,72698,5444,-1417,2134,4719,17836,-14756,1017,14767,-17660,7602,29259,-22131,164,17266,-9279,1455,8447,-4609,difficult
589257,218508,55028,36829,16193,32552,26438,17793,-513493,-180330,-44820,-31613,-12564,-21940,-22049,-12187,-158511,-183151,-50058,-28623,9889,-3726,-21345,-8652,-452150,-184910,-52016,-35427,-13312,-19541,-22986,-16209,-182220,-121952,-48706,-20581,646,-6823,-6232,-4042,354982,-293639,269930,-2821,-1759,62958,-5238,-1958,3310,2990,-6804,14846,22453,-23201,13958,18214,-15815,12718,704,-1641,16754,3535,-7557,12167,easy
458514,250564,36580,113977,49158,36395,14355,8726,-414025,-244478,-30183,-113530,-47947,-35935,-14122,-8564,-289204,-231350,-32401,-110381,-44760,-34373,-10009,-7103,-312153,-200327,-24649,-106878,-44279,-30931,-11829,-8120,-436392,-238599,-21259,-108061,-45602,-22489,-9533,296,124821,-22949,-124239,13128,31023,-38272,-2218,7752,3390,3149,3503,-1183,3187,481,-1323,1562,3442,8442,4113,-1820,2296,1461,-1017,8416,difficult
35302,13272,4224,2593,6367,12103,2234,2407,-20915,-2449,11664,13978,-1346,17677,4446,9014,14464,36034,5476,9809,19289,10991,2582,2391,-22548,39946,9558,6771,15017,16400,3823,4668,61313,14128,-752,4205,-5512,-7404,-752,-980,35379,-37012,83861,38483,3912,-25818,-6188,4082,-10310,-4169,-3038,-2566,20635,-4272,-20529,-6686,5409,-23804,-1864,1241,-4575,-6623,2277,-5648,easy
31750,12780,8839,5194,5105,12431,2918,3544,-21341,-1513,-4270,30728,5851,-5194,-419,-420,-17054,23393,7314,10702,-144,1142,605,-211,-19887,28773,-581,-32,27587,-1498,3274,-1050,-27643,-7313,-1430,10120,2216,-4979,1932,-1253,4287,-2833,-7756,24906,5380,-36086,11584,-7895,-849,-20026,-10734,10152,-5995,27731,-25371,6336,-2640,-3481,1024,2669,-1342,209,-839,-203,difficult
839298,22509,8432,12144,8176,10357,2414,2011,-836265,15903,-8016,2896,-4161,-6874,-956,-978,-810996,-6260,-6706,-7454,-1322,-7717,-1726,-1730,-837842,-7453,1008,-2919,467,-6310,-1340,-733,-827578,-5648,4414,-4564,-4544,-1859,-958,-788,25269,-26846,10264,-22163,-1193,1805,1310,7714,3406,-10350,4535,-1645,2839,1789,-5011,-843,1407,4451,-770,386,382,-752,997,-55,easy
312029,27065,14688,5297,4006,4567,2552,2504,-294506,13400,-11658,3449,2754,17522,9775,2943,934494,129796,23861,22075,26486,47485,5801,4974,109110,23367,2333,2021,894,3410,1373,2319,2462,22366,-3908,13553,710,22147,8377,18504,1229000,-825384,-106648,116396,-106429,-1001,35519,-21528,-6241,18626,-20054,11532,23732,-25592,-184,29963,-44075,18737,-3974,-4428,7004,2031,-2655,16185,difficult
1884724,225493,63532,46521,31605,44109,31433,29144,-1408885,-138534,11709,-16687,3952,-11315,8217,-9462,-1843174,-217569,-59699,-45320,-30813,-42243,-28812,-26860,-1877446,-198328,-56293,-43462,-9980,-7558,-11636,-12706,-1854554,-215250,-62854,-45714,-29463,-41822,-30180,-27518,-434289,-34272,22892,-79035,19241,-16922,-71408,3406,-6561,-28633,1858,-2252,-34765,20833,-19483,-30928,34685,-34264,-37029,17176,-18544,-17398,14154,-14812,easy
8214,12187,12797,15466,10539,16093,8426,4460,11956,10595,-10859,-2972,5234,25732,-559,14713,1578,3092,-1532,8532,-2502,120,2854,8319,165011,70494,11259,-13846,-10185,-10920,-6858,-1913,316341,13686,-6081,-210,-2475,-1297,-2574,2304,-10378,163433,151330,-7503,67402,-56808,9327,12791,-17340,11504,-22378,13636,-7736,-7683,7710,-25612,-11040,9623,3413,-9712,4284,-6394,-10232,4217,difficult
30996,55327,22215,7774,9762,9674,5458,3152,-22955,-18221,-18957,30794,-3316,-3338,-3986,2199,-26560,-48405,-20864,5661,-5181,-3009,-4567,-1625,-12537,-39854,-20305,21463,-5997,-7011,-3991,-796,-24597,-45507,-21170,29548,-6757,-2146,-4645,-2448,-3605,14023,-12060,-30184,8551,-5653,-1907,559,-865,-25133,15802,8085,-1865,-816,-760,329,-4002,4865,-581,576,-654,-3824,829,-1652,easy
479365,44496,6737,10435,5301,19962,7018,3727,1215114,117123,114023,50396,54894,-656,4516,3587,-86481,-11410,3740,33255,7237,18183,1612,11003,1221949,20226,3563,49784,6070,-745,5392,8910,124452,157356,9359,-7258,8572,7655,11903,8966,-1301595,1308430,-1097497,-128533,31636,137130,-110283,-177,5796,-17141,16529,-57042,-47657,-1167,2502,18839,-18928,8400,-2904,3780,6511,7416,-2093,56,difficult
1205939,204814,13566,19037,10350,15241,18640,11579,-1056181,-193651,-5444,-12750,-4012,-9373,-13242,-6144,-361885,-1123,126880,3356,7741,6403,6585,41292,638342,817078,56491,-6158,19694,24348,24980,32692,-1175881,-189428,7088,-12771,-1875,-3442,-3613,-7492,694296,1000227,-1814223,192528,818201,-1006506,132324,-70389,-49403,16106,-9514,-6613,11753,11953,-21569,15776,17945,-27790,19827,18395,-28593,47436,-8600,-40184,easy
20076,25396,3197,4546,26500,16400,9551,4656,14230,3845,-594,9750,-22431,3415,-3577,662,58378,-17099,-285,2134,-16295,-11230,-8591,-4015,-7098,-9847,693,5899,-20424,-9094,-3497,364,118048,38633,9941,7001,-22342,-6064,-4894,-1378,44148,-65476,125146,-20944,7252,48480,309,978,9248,-7616,3765,1102,6136,-4129,-1918,-14645,2136,3030,-5014,5094,-1397,-4677,4379,-1742,difficult
126893,98415,14306,12019,22306,17382,7530,4739,-65232,-94517,-9092,-5573,-20801,-11944,-5556,-3867,198010,46727,-11848,30731,4407,331,221,-373,-119681,-93206,-13784,-9624,-14615,-13998,-5629,-3735,-124062,-93742,-5558,2711,-13940,12591,10,-432,263242,-317691,-4381,141244,-139933,-536,-2756,-1936,8226,36304,-40355,12335,25208,-19022,675,12275,-14329,26589,5777,-5850,5639,3494,-3362,3303,easy
