delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
849180,116467,41663,38085,23266,6956,2612,1986,245245,94364,9703,9758,6814,6885,4590,2764,1633809,-19118,31303,13090,-1164,798,-2664,-747,-160181,-47937,14358,9576,3639,-1452,-3409,-1710,338178,133364,50219,62316,46881,868,140,124,easy
1572102,224620,98935,40185,46059,14821,12202,7813,684177,384648,137270,90875,61468,69878,78280,18541,362063,54214,-109789,-48293,-15051,-53781,-60504,-4237,1600312,-210837,34717,-30341,-29524,-55307,-62285,-14114,701401,-323462,-39932,-73436,-1651,-56082,-75445,-13834,difficult
652619,132204,37296,19783,10621,6804,6528,5535,646165,105602,73378,52989,62081,13679,18683,9750,-100751,-83998,-34410,-5202,-47447,-5320,-12649,-2271,-578846,-73470,-65024,-48751,-60822,-11277,-18033,-9281,698959,237275,-8811,-45664,-46110,-4029,-5784,-1092,easy
706783,31468,3975,11789,5522,2629,1603,661,643848,61573,18251,27302,10636,13173,12288,4164,537061,-27201,-13658,-10863,-4312,-10087,-9213,-3116,108864,-17171,-15078,-11215,-1675,-9647,-11100,-3393,-457120,-45943,-14091,-24461,-9354,-11899,-11742,-4000,difficult
512782,208438,65952,84236,52706,11702,19771,17348,1359152,265216,24833,47066,20887,14538,19054,13063,-1016341,-156663,72930,-29850,44767,-908,-14912,-8091,-1337260,-256532,-19082,-44231,-18163,-12540,-18480,-12886,-185510,242861,69508,185591,68853,4941,35544,33833,easy
1105143,88325,43559,14833,10898,14854,4361,3064,1056578,189440,61434,37870,25721,19498,18783,18726,673128,-97469,-7371,-26226,-9812,3931,-13671,-16516,-377604,-92052,1531,-29216,-16796,-9101,-16858,-12508,-149828,-113823,-47784,-13669,-17861,-8762,-12737,-17962,difficult
626090,290853,31066,9758,9471,14636,19724,7483,1123926,190294,38397,37639,30535,24174,29649,14014,-290920,149336,-18323,-32216,-26130,-2627,12490,-8399,-372310,253305,32804,-23252,-11635,-5597,-15952,-1498,-830279,-100964,-36473,-28174,-25426,-20391,-26314,-9696,easy
718991,379401,34848,18318,36787,15903,12503,4351,921349,274865,77655,29896,32669,17341,15089,14437,-315480,-65273,-17622,-17539,-23658,112,10082,-6153,-232417,607614,-42412,-495,65765,10368,-3314,-10158,-59176,-228733,-68386,-16699,-29753,-14795,-14527,-13946,difficult
662869,77266,27480,21202,8431,9916,16307,2326,120396,47825,11737,9101,3893,2236,1325,606,894980,98581,12341,6650,9627,13288,37133,3013,-97975,-11519,1305,2624,-709,1150,117,325,830414,1262,33582,27030,4697,8601,7695,1822,easy
731021,285334,31600,15061,13683,7373,7629,5080,792590,494021,151211,45373,44596,32243,13693,11946,-654750,-462035,-126302,-40140,-34480,-30884,-11511,-10316,1200101,310559,-86208,-7007,-15829,-12215,6077,1392,-730058,-474586,-146322,-43788,-42430,-31511,-12757,-11674,difficult
