delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
596638,89949,80582,23642,68729,33614,735894,112616,82174,56084,36793,53783,-560855,-55202,-70483,-39650,-33606,-42446,-10407,-22706,-73295,-39588,-16831,-28179,153494,9907,139003,-18089,146244,10119,easy
927493,248533,79576,25116,21861,59442,632245,31289,7466,9978,3015,8789,812148,241334,11321,13533,29520,49872,-415307,20041,11287,3756,3021,-3070,488904,390356,193723,28125,23997,105158,difficult
790465,868916,209835,93989,41228,48776,1265301,176951,58585,49125,50272,36669,-1065012,377358,332596,-28505,-32749,7400,-322166,258308,27786,-13117,3849,-7316,-37330,1440229,93369,176214,1767,36236,easy
851520,473810,127931,31657,16736,48263,1432371,120739,55121,38631,26176,35478,-1106658,-68037,-48054,-35929,-23188,-27502,-1156528,-35011,7936,-1174,-9959,-7600,520634,1162260,258547,16180,4828,73458,difficult
555521,86012,26936,8206,22926,18013,1759670,198709,65720,100122,25468,60225,-800683,-39096,-22220,-91134,27298,-34884,-1612979,-131284,-44937,-91521,-14477,-38822,-1198786,-167710,-49194,-93092,-20448,-52930,easy
721884,142884,59694,24589,8903,28316,426095,120331,19004,18326,11192,15620,864725,197570,147801,26995,6763,45576,-393538,-93441,-13537,-13893,-8565,-11177,416179,-36470,-12193,5686,-5066,3690,difficult
491968,19280,11852,5591,3727,9347,887939,90109,27686,24945,43849,31783,-303642,-56556,-12381,-15700,-39648,-21688,-809519,-75466,-18796,-22951,-40009,-23547,-74753,-80464,-16326,-19410,-40710,-22073,easy
481266,160778,36029,29119,12826,26956,975393,226704,73525,81760,43360,26266,-307391,-75489,-57662,-75970,-30573,12057,-606979,-123278,-57153,-77703,-39947,-18405,-568010,989,2327,-4249,-21081,8417,difficult
924863,125479,16408,23043,19664,19348,454521,39505,12770,8850,6299,15356,1044218,37097,17076,15636,15990,12205,-341275,71259,-4576,15659,6644,-6935,708083,149566,-1585,11285,17462,6706,easy
595414,195862,76077,37578,30133,34119,742079,737640,151667,75252,79993,178245,-348310,-570984,-73405,-27630,-56312,-128312,-361792,-620825,-80136,-51266,-52262,-154546,270108,-433526,-73230,-34126,-41007,-149519,difficult
547025,171505,22344,25029,20196,24260,626465,264902,9629,30737,30747,32386,-154951,-49767,29744,1335,7504,-15872,519517,31483,16535,10312,-15016,7610,-602885,-261906,-8133,-28772,-24141,-16116,easy
308878,240791,48777,87502,48025,66029,1472866,338520,22206,50235,75977,90293,-1044311,263501,106744,203522,62849,86095,-1328450,-279050,-6894,-46291,-72770,-81528,-1119203,-277637,-20137,-45431,-73935,-77358,difficult
1302910,275032,50486,61756,66576,38551,964408,158962,37987,25690,22909,57111,-697489,-144868,-19499,-17632,-19286,-50804,1071713,548737,84881,140082,164372,24026,641283,-55658,-27884,-14251,-14086,-28903,easy
1062249,244998,52118,20526,11364,32016,1161605,345647,79471,59193,35767,49193,417816,-202512,-66405,-47568,-24434,-35125,133061,25624,29537,-19872,-24954,17256,-848945,-125059,-45192,-48560,-23821,-33663,difficult
868156,51357,32003,10244,19795,13575,1431370,247841,232183,91926,58141,153175,-1133710,-180746,-190311,-84467,-38941,-136866,495274,-178092,-179897,-71392,-20654,-132980,-1051207,-230613,-230332,-89188,-55442,-148954,easy
1158068,197022,57890,58126,18008,16280,331607,105296,7477,23226,44591,21290,207651,-48866,13434,-18383,-29015,-8971,598106,48522,91730,30857,-30683,-5512,1673626,275523,46076,92225,-20051,-548,difficult
