delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
1032709,109639,14103,26462,30818,32029,26734,12041,-1003981,-81185,-732,-22740,-23023,-13974,6116,1121,-521212,-20168,-7501,-12782,-25712,-20500,-18808,-3885,-1025540,-105100,-12003,-26018,-29052,-19097,-23897,-3243,-1022040,-101803,-10001,-24986,-29417,-31150,-25345,-10743,-878957,-80209,-397,-21535,-25284,-24205,-17584,-7244,482769,-504328,3500,143083,61017,-84932,3297,21594,-6769,-4502,2002,9604,9958,-13236,1032,3451,-2689,-3340,-365,4133,-6526,1403,-12053,6945,-24924,-5089,-1448,7761,-5006,642,-7500,3499,easy
335886,210349,17986,19614,27683,21184,20750,7503,1403746,338232,171575,7919,638,25002,38030,35029,706716,-77757,1044,3231,4691,13639,24600,4612,274285,-125952,-7253,18658,-12227,-2112,13029,5669,1278955,-78067,-1163,53065,-3458,-4303,39423,17720,-195782,-171144,-14058,-15451,-26763,-14871,-19263,-4107,-697030,-432431,1004670,-1474737,-415989,-48195,47885,-93077,-170531,-8297,6090,-12895,-4688,15427,34407,-68516,4053,-16918,8769,-23305,-11363,-15751,-2191,-10568,-13430,-11571,26394,-58686,-30417,1057,12051,-21827,difficult
471101,89524,36473,11040,17280,18621,12370,20859,-409185,-68256,-35063,-5219,-13586,-12299,-10670,-18540,1585804,343191,-15677,5788,-10204,4344,-3587,-12725,262878,-35444,-28321,24020,-12721,37733,4885,-4295,-177106,79059,-32627,17368,-13149,-10151,-7273,-17119,1012830,-7930,-26217,3614,-3654,5875,14289,-3653,1994989,-1322926,-439984,1189936,411447,-378635,114503,-86989,19386,-12644,-4306,6410,11007,18232,-6652,-13754,3382,-2517,-428,9495,16643,33389,-47884,16026,7083,8472,-12158,21562,5815,8430,-12824,13466,easy
529579,91751,39978,32048,21156,22997,9993,8428,931806,-41495,82672,-397,171,42953,18535,1223,2430831,1726995,199527,115879,49086,64599,106525,50889,-463230,16004,-24374,-24135,-16621,-13119,-5011,-5513,-435166,-54379,-30435,-28057,-17711,-20315,-5891,-5479,105725,-63506,-37901,-25608,-13671,-14928,-7588,-4218,1499025,-2894061,28064,540891,1768490,-1710991,-70383,-9127,116855,-223901,-6061,-7466,116276,-140014,-3922,2449,48915,-65707,-1090,4040,21646,-77718,-7196,5387,87990,-111536,-880,-1697,49666,-56402,34,1261,difficult
1643497,220671,202467,74042,35987,47497,41358,27830,-1490977,-205384,-190812,-72394,-33375,-45755,-38518,-25602,-1398866,-148258,-171174,-70434,-28572,-36660,-36884,-22715,-810266,-186962,-190051,-67292,-30901,-41780,-34204,-24048,-1606792,-215612,-200210,-72832,-34912,-45743,-38385,-26315,1015747,472393,-164638,-59344,72,-20901,3104,-9007,92111,588600,-796526,2622539,57126,-38704,-28650,688005,19638,-18877,-10159,35572,1960,3142,-5540,13488,4803,-2329,-4011,34984,9095,-5120,-3963,24842,1634,2680,-4181,41489,2887,-1333,-2267,17308,easy
1105091,145224,18272,22977,11287,22808,28285,13431,255976,-42870,-4514,7408,-609,-14132,8616,-10365,-121466,46095,-5552,-17294,-3190,-7491,-8450,-8904,-473940,-112368,-6950,-16004,-10425,-20445,-27032,-11817,87252,392240,-5294,3519,19278,34060,19820,19716,-686735,-38759,3503,-19058,-5737,-2818,-2695,-9473,-377442,-352474,561192,-773987,88965,-158463,504608,-430999,-1038,-1398,1656,8797,-24702,1290,19523,-22577,-2581,-7235,29703,-25015,6641,-12954,54505,-36878,-17066,-18582,46852,-22515,1461,-2913,31533,-29189,difficult
530386,22811,3493,11461,2120,9854,7241,3327,-528132,-19010,1073,-5691,1741,499,-198,2511,-292133,4990,15446,3256,4463,-2114,2277,2654,-434880,20462,2563,-10146,164,5076,8629,-197,-493017,34083,2710,-9948,-830,5859,-468,4175,-403031,-6068,-1474,-9427,-877,-8320,-6161,-2168,235999,-142747,-58137,89986,24000,15472,13621,-40151,14373,-12883,147,-4184,8947,-13402,198,521,2722,-4299,-994,-47,-2613,7190,783,-14179,2475,6352,-9097,-5693,143,-2851,4372,-6343,easy
781839,56236,24263,9809,14618,12597,13101,6723,-582219,153246,-4646,2693,4099,3130,1405,-2385,-661525,90765,-12426,4984,-9787,-3046,-6785,3121,521028,45901,-11180,50245,23763,4783,12276,1190,-684858,-8803,-15015,-4521,-10799,-4243,-9366,-3805,-241238,-37462,-22232,-6134,-12838,-10184,-10614,-3876,-79306,1182553,-1205886,443620,-62481,-44864,-54704,-28659,-7780,1246,-3835,-7217,2291,45261,-54766,-1613,-13886,33550,-34562,-2039,-6176,7829,-9026,-5941,-8190,19061,-21642,-1248,5506,-1931,-4995,-71,difficult
148447,45372,20228,4975,5943,6178,5338,3133,36043,58989,4889,18718,4925,13591,165290,27139,-51403,-24545,-18753,-4018,-4971,-1756,-4133,-1285,-84327,-6779,-12447,-1503,-4337,7372,1753,3444,-124977,-106,-15568,-2684,-2258,26225,13140,4172,1732447,78461,-1690,23403,12511,2312,7099,3715,-87446,-32924,-40650,1857424,-83534,17766,6673,78567,-23642,6306,-3121,13878,-22736,2515,-1181,26087,-9896,634,2079,14769,-15347,9128,18853,-23913,-169423,5886,11387,-6041,-28424,4729,728,-457,easy
1715396,148472,91825,141148,16412,68724,97221,30380,-1595519,-112252,-84711,-134770,-11218,-64569,-93013,-27883,-1300632,-49336,-86824,-137904,-11003,-66194,-94548,-27976,-1629336,131270,-81855,-117160,-5488,-32334,-82266,-21952,-352035,-21997,-57396,-101503,-6281,-59689,-64527,-22957,-387333,102855,-48183,-120585,-5454,-53801,-71140,-24297,294887,-328704,1277301,-35298,62916,180606,-153267,124852,-2113,4969,24459,9213,-3134,20744,15657,-19082,215,5515,-793,827,-1625,33860,-27355,5888,-1535,12282,17739,-6613,-93,6024,-1005,-1340,difficult
