delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
126148,71108,2978,2155,3482,3976,2050,1959,123146,41115,14483,4041,4322,5464,2238,1826,120202,98284,-8902,-388,1618,1458,627,689,-114199,-38298,-14109,-3385,-3298,-4435,-1003,-423,easy
22282,27944,5115,4514,3969,13264,5910,6203,121294,24933,8120,3257,4409,3922,1400,2306,-92660,17371,-6004,466,-1318,-188,1486,-564,-105364,-11350,-6,2047,437,18871,7534,8357,difficult
888215,256571,14274,25266,29271,19581,5776,8223,998741,137464,69907,28980,25127,16025,7975,2693,-26009,201562,-55990,-2912,17736,1880,-4619,4314,-195043,36652,-55276,-4517,-9449,5231,221,6746,easy
348430,24309,15285,2859,3622,4578,1063,1367,91721,38153,15579,1810,3409,4992,1939,942,519769,-18764,954,919,574,-1233,-1015,471,-6352,-8924,-1542,1179,-148,404,-738,378,difficult
77016,28108,11250,5740,15559,12728,9955,10183,540400,120005,47399,16594,11950,10022,3838,2520,-478653,-99171,-41759,-13990,-9174,-5745,-2783,-1522,-448116,-84624,-30539,-7718,16391,11157,15016,16847,easy
77957,31791,15587,5255,5768,2394,2567,1921,55165,45245,6326,4177,2805,3346,2063,2123,35440,3323,15732,3016,4841,-555,-874,391,10143,-30231,2789,-861,1085,-1349,1881,-795,difficult
322245,66170,3997,3462,2199,2116,1887,2692,236546,113318,23415,5203,17820,9030,7461,5078,-194181,-57749,-20582,-1793,-15082,-5745,-4120,-21,365578,-36548,-18254,-1690,-16160,-8084,-7029,-4751,easy
686464,268053,45438,33435,21420,8260,5149,3384,1451178,238101,23556,11890,12795,17339,13426,4964,-331720,279256,62735,49093,28060,-3947,-4958,876,-1197709,-219353,-18971,-6003,-10811,-14212,-11597,-4037,difficult
68687,29535,4556,4628,6560,2953,2288,1515,400083,666875,39151,36382,28184,13646,6196,6924,-278553,-615142,-33559,-28790,-16873,-9804,-2457,-4478,-384239,-659539,-35632,-34718,-26376,-11583,-5360,-6340,easy
417570,229456,38427,69426,52671,43380,34307,22246,98453,36892,11146,3188,4316,3716,1676,2172,125889,191827,62922,131340,52352,60810,25875,25252,512344,193301,-8360,1135,44357,18517,39386,14895,difficult
355210,72754,7863,9084,3111,6068,3358,2733,374519,97945,17876,11173,8338,9478,6447,4310,305005,38904,-3970,6551,-3933,-2150,-2173,-1710,-343623,-89286,-16057,-10729,-6521,-4671,-4006,-1444,easy
1539007,77713,65571,29957,7012,20995,5914,3340,482185,136942,9155,3602,6483,6315,2387,2408,2592903,14562,111163,50821,5251,22680,6783,1734,-479260,-133021,1669,1888,-4194,6680,270,130,difficult
872467,98732,56503,97058,73524,22570,16209,11008,514999,193334,39123,15020,10061,18112,7193,8631,-508101,-173618,55249,43846,98742,-2754,7571,-2060,1223036,-15586,-20489,120230,28184,11670,10460,6814,easy
254263,14843,7997,5224,4944,3569,1782,1969,234944,168059,33504,14432,7833,8705,4355,4835,-157552,-156010,-20580,-13731,-1211,-5553,-3248,-3424,196189,-150423,-30434,-4686,-4568,-4719,-1898,-2309,difficult
154738,39830,3779,14571,9018,10444,4743,6646,145964,71279,27792,7531,7645,11612,6846,5562,-76789,-28935,-24970,-2335,-947,-3144,-4735,-4898,94336,-33963,-23057,16415,3693,808,529,7065,easy
80410,75332,12345,4749,4406,2614,1737,1256,718370,172279,42744,27532,20661,11585,6837,5809,-588588,-43258,-21301,-21356,-14989,-9604,-5030,-4090,-687333,-150637,-39497,-24210,-17522,-8338,-5170,-5017,difficult
971343,314747,77052,57592,23771,13776,9899,4853,438175,222518,40967,31383,25092,12763,9129,5680,725129,-144723,12872,1542,-14514,-4591,-5280,-3703,341207,329180,59298,50875,11871,6616,6819,2049,easy
71898,48913,8140,6598,10101,9552,4839,3461,255343,198359,17838,6122,6657,11546,4240,3496,-225358,-166985,-16203,-4365,-3840,-10663,-3474,-3223,-141533,-131907,-3193,5317,10727,6675,4672,3152,difficult
126035,10742,3157,4242,2160,4069,1786,896,79717,45553,5934,3381,8249,4164,2714,1866,140137,-34123,-3882,-896,-4917,-1386,-1801,-1155,-47501,-35499,-1673,2618,-7261,1195,-55,-786,easy
38369,14064,9280,7025,7979,3943,3171,2001,193547,39628,4471,6939,4218,3756,1518,1036,-133821,-21013,-210,-4394,-2193,-3148,-895,-525,-176536,-30116,9828,4565,9714,3522,4200,2455,difficult
309711,37346,9824,2691,2159,6501,2008,1568,194180,70913,31394,9156,6904,10366,5362,6311,239061,-2788,-15257,-4965,-3436,1261,-3820,-3778,-7999,-64346,-27883,-7966,-6055,-8991,-2888,-5708,easy
769324,74489,29908,25357,30878,6246,6498,10116,119370,56491,15793,11647,4559,5287,5451,1969,909766,84275,35481,36631,54455,6125,4957,17048,390142,-48280,-7252,-9212,-1818,-4207,-2863,-754,difficult
641861,52812,5538,6034,2784,6616,4401,1575,208396,74310,36314,4251,10984,15406,5719,4623,-130955,-61005,-35517,-1963,-9972,-14294,-5332,-4136,997885,18009,-26036,5528,-6429,-3287,2695,-1961,easy
917188,58914,27008,20357,22370,13539,3658,2985,716909,431412,101135,11414,46757,14547,14771,8726,1012444,-366340,-61622,21240,-10108,3472,-9347,-3690,-611886,-378657,-86633,-3354,-38666,-5489,-12879,-7792,difficult
691229,130298,21180,31257,17517,14482,6332,4699,800048,185483,16397,38099,23194,16311,6695,6764,-364713,-41216,18459,-11053,-2738,-8389,-2575,-2302,147075,-69154,-8894,-2631,-8617,4730,1848,-1829,easy
506633,165634,16072,57170,7406,3979,1578,1011,266584,37747,4422,4521,2363,3446,1056,1117,535721,273795,22477,104221,5842,1846,609,149,-55623,-18022,822,1077,4244,-781,435,-361,difficult
997428,58137,16188,3782,4241,6545,1751,2376,808685,88034,17421,11969,15239,4032,3595,6177,-733729,-23217,6426,-6872,-9945,5287,-1554,-3405,1111214,-36578,-8892,-9503,-12051,-262,-2134,-4197,easy
866410,88347,11380,7023,7299,3989,2579,1931,471630,293254,32690,17901,26045,10548,4906,4199,884395,-146977,-17069,-10536,-14815,-4970,-1133,-1917,-94836,-262837,-25552,-11221,-22678,-8148,-3522,-2620,difficult
162561,77574,20901,12292,4433,8159,5558,3424,155298,53553,5930,3217,3100,3181,2006,1420,-54123,-39157,599,793,1056,935,-818,137,68648,87199,29343,17357,1610,9021,7922,3871,easy
79772,156695,15795,3037,6489,7737,11423,4834,217754,98530,16200,28074,9493,7368,5428,6509,-193159,-85177,-11634,-27252,-4710,296,6106,-1806,-82806,201506,10824,-22823,-1299,441,5883,-1544,difficult
517857,178940,12826,6953,8045,23801,9732,10111,336192,296734,65143,14073,21321,19755,8952,9793,338763,-272649,-54124,-3200,-15062,-14755,-5559,-5875,24566,37060,-50510,-11041,-11491,22847,7118,6510,easy
48698,34135,6042,9239,2538,5011,4035,2804,796012,93649,21796,29912,11462,13322,6989,7452,-783853,-86047,-14944,-17485,-8173,-10857,-2174,-2835,-710776,-32981,-16564,-23862,-9676,-5765,-3734,-6462,difficult
1089128,379697,42245,29154,32146,32668,69721,35527,974443,52432,6890,6662,3806,7804,8190,5737,-136740,227475,40743,4836,8980,5370,9878,6561,366110,427054,29966,40148,47699,44358,113183,53018,easy
321376,26397,12855,9369,6428,6853,2700,4949,524765,279885,18872,18351,23915,27203,9177,8640,55789,-244714,2507,-631,-11758,-15032,-4426,352,-462567,-262263,-14541,-17333,-23217,-25668,-8528,-7735,difficult
275767,233649,30042,19833,16285,44694,61097,27264,664430,349976,18849,31350,12836,21342,20890,13580,-194756,93891,23555,-1323,11308,15950,47383,13442,-582571,-326545,-1170,-21712,-4411,30753,33031,13925,easy
71243,14809,7269,3302,1931,2176,1490,1952,978725,260342,59818,29811,90625,18189,5860,3409,-890243,-254038,-50700,-26014,-88503,-14563,-4144,5,-924722,-237029,-54399,-27005,-88885,-17463,-4596,-2919,difficult
2603266,320161,45214,22887,57738,21841,8467,19412,844249,352014,29722,20131,22832,16501,15516,11501,2281096,-138487,9402,12426,59923,137,-9544,2469,1236938,74780,21582,-6914,9888,10543,-4554,13353,easy
113969,46402,5580,4344,8568,3822,14138,4538,166009,67854,14150,11280,4734,3618,1780,2601,-157118,-65290,-12641,-9617,-3716,-739,297,-447,53038,22385,-4500,-4255,11384,1147,24419,4321,difficult
1504121,75194,9806,30947,19512,20502,14074,4147,297395,160071,6194,5324,5809,4027,1989,2053,1704759,-88820,11477,49087,24994,32866,22815,4300,708692,-80935,-4253,2158,2411,84,1355,-112,easy
68124,5668,4206,684,3104,3570,5455,1257,100261,10658,6182,7129,4137,7705,4648,4907,17960,-4468,-399,-5981,-2236,-6457,-3290,-3984,-82235,-5512,-3553,-6909,169,-1813,4903,-3317,difficult
1259290,354093,48498,44241,43317,28131,46570,11359,1137147,537907,65717,29532,35970,13192,17383,15620,401435,-106456,-32633,9731,-14012,-5143,-6367,-9274,-157149,-261173,-1806,19686,28706,35020,64740,752,easy
140399,88701,12534,3535,4191,2216,1370,1636,159061,38743,7990,10624,4821,7124,2659,1926,-98299,80632,-4792,-8277,-2309,-4536,-1221,-423,60974,19283,13880,-5901,1048,-5281,-1358,-158,difficult
555969,80004,6025,11246,5901,11310,2129,5203,276187,64628,6396,11278,13884,15298,6454,3665,-192346,-45132,-3955,-10766,-12612,-14302,-5992,-3509,751909,75884,3212,10701,-3354,6325,-2658,6585,easy
14588,14240,2950,1515,2377,3505,4262,4142,138175,37429,4018,3814,4361,2787,1842,1313,-128538,-28576,-2306,-1972,-3239,370,2119,2457,-118636,-17803,170,-2627,-729,1066,2720,3201,difficult
