delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
258507,55455,12048,13767,16977,6602,9770,11210,448905,60492,9644,16955,15697,7814,5791,3732,-349622,37790,1345,-3359,4233,1420,6082,5199,-31174,-47864,3463,-3018,-1673,-3844,1876,9757,easy
112703,33223,10147,13527,5905,4392,3854,1889,633213,42608,19787,5318,6232,5381,9551,5297,-437224,8093,-2009,15174,-541,843,-3333,-3624,-603796,-26864,-17272,1244,-114,-2822,-8061,-3192,difficult
516321,267697,50140,26510,12939,20630,5366,6460,940611,36566,4071,10839,8781,9912,7860,6522,-156397,423725,52025,34631,8201,28061,827,3262,-692184,38537,40112,-3289,114,-6625,-5815,-3387,easy
165790,166744,23192,12546,6112,5945,3600,2619,343860,49435,20138,12151,8100,12512,8896,4703,-275412,-18261,-15516,-10132,-5575,-10918,-7922,-3973,-80728,252878,21624,10922,1598,-2216,-2671,-195,difficult
372837,44075,4533,3143,3114,2812,1455,1688,645659,75581,16284,9400,22450,14872,13597,11775,-28731,-44966,-10429,-5030,-19144,-12164,-11596,-8873,-516913,-18046,-13074,-7484,-19529,-11957,-12689,-11302,easy
57873,23337,4882,3691,3734,3669,1339,2292,790927,167656,14946,27796,35083,21738,10281,8336,-748090,-125240,-7313,-24528,-31391,-16813,-8681,-7099,-718019,-163398,-12815,-23682,-31307,-19326,-9203,-4990,difficult
30781,36740,15555,4969,14135,4992,4227,1874,694763,180498,47325,20716,15582,17479,10458,6160,-668046,-172919,-45409,-16349,-9060,-15721,-7799,-5109,-659918,-114598,-18132,-15145,6165,-9254,-4664,-3464,easy
68869,69579,23516,12966,14621,11900,7685,6393,76062,42337,2865,2779,4895,3624,2320,1356,47958,25804,23911,4093,4611,2270,91,-553,-62344,28679,17390,16280,14841,14282,10638,10627,difficult
205289,34878,4320,6765,1440,3363,2715,2692,430214,72394,29055,16734,21595,13605,15692,7976,-180920,-29118,-25396,-14995,-19949,-9749,-12161,-5303,-268931,-45915,-24074,-4944,-20362,-10736,-13794,-5265,easy
149868,18528,15546,7178,4549,4082,4003,1526,529886,88419,59816,25291,21770,13010,6560,5084,-274582,-70152,-54584,-25068,-20392,-11503,-4586,-4432,-485455,-69631,-33957,-11158,-14051,-6353,-529,-2684,difficult
953232,27374,2856,13178,12488,7561,5141,1483,601390,176554,73099,42980,19652,10582,10639,6009,1253279,-130311,-68250,-17961,3757,3873,-926,-3464,-549595,-168049,-72237,-41644,-18085,-9915,-10071,-5588,easy
671686,301795,56635,37665,25821,17797,6021,5664,442924,155640,33166,17671,10927,6978,5286,2746,601056,342840,38224,4205,31169,8768,1771,5961,-143533,-50530,8714,35782,-1382,12869,-301,-126,difficult
48984,48625,24585,10715,11124,8871,17533,3509,388030,89739,23068,15305,15976,7800,12690,9013,-299182,-12177,-12391,-2626,-7682,-4224,-9573,-6214,-378911,-70051,15424,-6554,-2022,6365,19258,-4795,easy
604050,107037,17310,9348,10785,15255,17863,14160,242917,87610,10043,9826,12534,7763,5932,4599,-72899,32830,15210,-4866,-9095,1480,3590,1654,795164,6023,-677,3910,5596,13504,20272,17468,difficult
657179,26127,17846,11819,4295,9690,8508,5765,823781,63529,10062,8689,13313,8259,9857,4867,-80745,-53983,15285,1950,-10970,3684,2354,-263,-252459,-20822,283,4309,-7066,-822,-5053,2059,easy
580594,75641,16012,7964,16474,10233,5716,8643,286020,48708,17233,17304,13336,8062,4405,6615,-72448,17644,-14565,-8416,7595,4292,-248,-3368,661596,36221,12122,-10264,-1319,50,2869,7424,difficult
442704,65648,8148,17117,6971,2597,2021,1564,203834,35615,6690,19045,6138,10081,4281,5155,-145974,-21873,1439,-14468,-1930,-7747,-1943,-4317,623713,81938,1477,10611,3595,-7222,-2578,-2865,easy
207650,9377,3983,4438,1983,2554,2076,1585,140355,20385,5410,13287,10694,9694,5954,4069,-134650,-15457,-3442,-7130,-9216,-7860,-3513,-2329,269239,-6560,588,-10569,-8207,-6420,-4244,-2640,difficult
988503,128763,47646,31753,29464,24330,15116,6968,395381,209307,17235,14064,31978,10587,8500,3537,242421,-82479,24199,9162,-13917,20060,4865,2630,943822,-78610,36623,26216,8888,7426,8366,4232,easy
501105,95146,16081,16021,8650,11423,9008,7857,436637,61209,20818,9581,18505,18084,16648,5666,379508,-2677,-9662,2196,-10597,-5246,-10576,1135,-250573,70551,188,10683,-9113,-8076,-4704,3247,difficult
685480,114632,44904,46748,9010,16217,8850,14818,949660,202899,41211,37421,19558,19727,18791,10931,-409201,-63326,8044,-22376,-11435,-9163,-9922,2641,-119159,-113208,-658,41030,-9662,2143,-9960,5132,easy
454447,31588,8411,5818,4917,4111,6788,3091,431719,72309,6591,8524,5533,2499,2923,1425,-146983,-54451,1781,-4791,-653,121,2231,2081,192438,-26991,1858,-621,-580,3103,5499,1251,difficult
1012699,212568,76005,20219,14793,8474,9425,2721,1249173,194882,60241,47459,16447,11206,7410,5929,707477,185890,89419,-13340,7702,2740,9617,-1707,-1180425,-150518,-57892,-41141,-11011,-8205,-5587,-4710,easy
999194,59362,17105,12837,6052,6522,3975,4203,79456,38952,10976,2992,4265,4619,3405,1368,32147,-22425,-4445,-1766,-3565,-2256,-1778,80,1807328,63244,16702,21455,7139,6061,2917,5590,difficult
1064079,102398,57881,59943,22545,14054,9350,2901,603642,85565,28023,14169,21561,10665,14171,2001,-124241,-18961,-8569,4959,-15670,-3446,-8783,-571,1045115,52627,68284,86588,17638,10223,-860,2370,easy
125571,101423,17135,15091,8448,6981,5188,4014,662004,95322,40822,41483,49265,19999,12673,11143,-476421,80684,-10848,-20071,-36663,-14308,-6149,-5852,-596445,-68482,-36527,-32713,-44971,-11728,-8822,-8407,difficult
116256,23928,8453,6750,4316,4908,2803,2275,780749,188933,44033,40998,7099,15535,21869,19254,-602444,-178422,-42966,-35086,-5830,-12733,-19094,-17563,-726543,-151589,-28194,-33410,263,-8521,-19039,-16396,easy
