delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
354686,73259,23254,14379,4417,3944,726843,65446,5453,15353,11072,6862,-388057,25694,13327,-7746,-9112,-4772,-433652,-33279,23335,9890,-6628,-2340,-294763,31024,16741,-5067,-4226,-1642,easy
594494,168800,43560,11480,22064,9199,1053756,137609,193493,72428,64750,39281,-947936,-88545,-132445,-63834,-58406,-33570,96231,-116836,-181114,-67921,-57356,-37017,-526082,298953,-136240,-51090,-12296,-19659,difficult
277814,151270,39792,14031,7864,13206,569862,145379,25990,19672,15963,12632,-494460,-119778,-25256,-16209,-12387,-8977,-508996,-121638,-22406,-10884,-12315,-6746,127313,259088,89068,10170,406,17446,easy
955560,126947,43159,21485,13312,6391,1050996,223135,117977,130581,45403,21364,311869,-1500,-86742,-108920,-34302,-13778,-829054,-142473,-102782,-113713,-42130,-16172,230877,-144592,-34929,-104655,-19842,-14969,difficult
511139,80108,14173,6397,8121,8446,694714,167714,7335,24494,13199,18519,-491533,-38469,11565,-9834,3394,-15339,-541904,-146195,-2932,-22623,-10737,-10765,482713,-78153,11880,-21834,-7890,-4115,easy
855946,62241,5703,7694,4041,3934,596897,43626,17490,14664,9333,13875,884233,53465,-4802,-4524,-4336,-7766,-407376,-16045,-14967,-11416,-8157,-12897,300289,18424,-15592,-4970,-3384,-9160,difficult
298548,99162,6812,10211,6324,22917,840679,58200,48484,10577,4113,4364,-700807,70293,-41423,47,1311,13484,-206610,11578,-47036,-4556,-903,4616,-718975,41016,-36558,3410,6226,37558,easy
1224984,155710,32981,15145,14303,13877,796919,166793,37670,9747,7602,9302,2267660,721,21093,10730,13180,3345,-774455,-105924,-32076,-1725,-2191,-3570,-209010,71953,-3085,7188,9114,13951,difficult
62008,11582,870,2952,5386,5285,294770,151461,38772,21464,10247,15902,-211433,-148752,-38649,-21228,-9279,-13199,-280770,-135141,-36922,-13529,1776,-7244,-206083,-135743,-38135,-20780,-7080,-11408,easy
611729,110735,15520,10818,4913,6846,569293,267849,30774,28516,17548,14677,879495,-54901,-11972,-9988,-10830,-6033,-273218,-209066,-18867,-21563,-13779,-9565,-478968,-207374,-14924,-21544,-13295,-7896,difficult
615833,178357,36640,14860,22108,14400,743188,242577,123113,48240,19556,23496,29012,-34974,-103401,-39107,-7531,-18213,308577,58517,-50368,-28702,11475,510,-719653,-216202,-105650,-32332,3712,-9586,easy
935755,218055,29647,13913,13729,12219,1006823,155642,17698,21127,17978,19320,-295180,-37906,22464,-3821,-3109,-4275,83465,64409,-7253,-5057,-8810,-10354,-1488,160735,20636,-12764,-829,-6673,difficult
603516,37877,14616,21716,5772,16901,851104,40627,10026,7453,13861,11021,-798171,-370,-5076,-5762,-13306,-9968,779615,8952,21029,53195,-1448,36314,-724209,-16833,-2182,-4644,-9512,-8705,easy
129095,22026,4297,1172,2722,2602,549511,124551,34428,40636,17034,19179,-358049,-86181,-24028,-39847,-13140,-17707,-454164,-105434,-32204,-38839,-13980,-15071,-449035,-115960,-34161,-39705,-15817,-16954,difficult
137476,45809,8834,4836,2271,2844,611580,121925,11674,20165,9760,4378,-419189,-32565,-4541,-14584,-6212,-760,-600493,-114174,-7583,-17510,-9103,-3806,-402630,-81608,3604,-13893,-7152,-37,easy
264242,46404,23490,7988,5965,9328,859480,50328,18084,18964,16156,20695,-538867,-6476,-6236,-14962,-11762,-16478,-850917,-41582,-13111,-11673,-8925,-3906,-395930,36287,35564,-6293,-9887,-13718,difficult
70721,33275,3934,2901,2256,2824,201673,51092,6748,3651,6635,6981,-186166,-45730,-632,-1097,-2905,-3024,-30929,26003,-3345,-509,-6176,-5975,-175760,-33724,-4464,-644,-4057,-3473,easy
237861,74773,15254,3607,4225,4563,136679,91170,11093,5166,5225,6254,-50279,69727,24205,456,2529,718,138814,-45908,-3245,-1486,-1983,-3059,215010,-73011,-8478,-3647,-3547,-2731,difficult
1911982,472501,69619,42473,20729,60238,1192779,199257,22770,27452,17303,22180,2115240,390304,31566,9819,-11570,14241,264131,234587,-7825,33794,19971,46376,-221763,194842,116806,1450,1878,53556,easy
38738,13474,6417,3349,5728,5611,369887,49058,31250,7175,5796,12923,-310594,-27902,-29359,-4317,-2123,-10016,-353053,-44257,-30105,-2331,3091,-3808,-329799,-34594,-15034,-4830,-1171,-8111,difficult
