delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
397118,50334,8369,18978,8091,17215,58014,37288,8328,3830,3780,8966,-56604,-16559,-6724,-1577,527,11420,1093693,20221,2700,19742,10409,13083,-19777,35476,4148,27279,1998,245,easy
489122,173863,26972,25594,17955,10336,56989,21109,2990,3260,3192,5355,768938,151261,28432,31756,16675,11638,578055,315676,41901,33089,21647,1896,-50594,-8674,1614,2157,5966,1409,difficult
815083,74557,5159,7197,5851,4978,140259,19129,3622,2411,5327,4392,-29674,2853,-1562,1979,-1661,-659,1821246,155821,7796,13116,-251,4238,232901,7609,-1624,-737,3485,-1820,easy
97972,35835,9918,4979,10870,6686,306062,38137,18469,3085,3624,3750,-262980,-21079,-2260,1984,16593,3546,-226083,24285,-10374,5619,3588,3847,-135207,-10111,-13020,-1920,1556,1414,difficult
117984,56604,11813,4137,9088,7364,314756,25651,17374,13015,7359,10260,-177152,78311,-16108,-11752,-1420,-4690,-162075,-12819,-14503,-11008,-6407,-8931,-251089,27368,13929,-3875,13015,4934,easy
311597,88006,3485,4773,9620,7281,75907,13250,4166,2977,3942,2582,-21590,7582,-1861,331,10492,4979,792265,226068,-244,5987,6663,2768,-63604,-9383,62,-931,-122,6349,difficult
417610,89054,3691,36862,4637,5867,118241,26265,5762,5827,4810,2677,402485,174525,-1768,98339,3630,7384,-115672,-20485,-4318,-4982,-3809,-55,611293,34327,-127,-253,-340,2240,easy
609980,124345,33825,28584,16108,17149,82418,34168,6694,4800,8355,4126,1610176,205200,66143,51797,26463,26089,-53726,-18237,10130,1784,930,8983,26236,83569,5119,17772,-4135,3997,difficult
285230,69037,19234,23673,23966,6880,58542,39330,5488,3366,3080,7431,281369,39116,-1043,5017,648,-4616,132491,-25999,6434,-279,-1650,-4734,266203,76005,35846,56183,63660,7697,easy
165644,28394,19800,61060,10715,9490,1180182,118743,18322,18470,14047,6860,-908424,-98531,-7651,8682,-7078,288,-1025977,-87701,11035,23775,999,7717,-1109212,-84814,1050,95314,-3917,-116,difficult
110439,31467,13944,6487,10494,4890,330344,52003,3834,3072,5321,4567,-44552,-27097,-1969,-298,-2744,-3163,-318430,9523,30813,6900,10833,1836,-296734,-44034,1485,3642,7429,2295,easy
92438,24228,6794,6383,6378,5502,370247,29393,8325,8296,6673,12339,-314527,4902,1659,5133,5141,-832,-362875,-23229,-7485,-6477,-4191,-10622,-156026,2832,1232,-4395,-1836,-9058,difficult
431087,135845,31553,17983,16147,8775,808354,80331,45261,18613,34338,26036,-722386,68532,31933,17138,-14217,-16351,-526492,15316,-41554,-7619,-30641,-22110,117077,82695,-31504,-11410,-9716,-13321,easy
150024,31682,8652,12156,7163,3458,165807,34717,6046,6959,5990,3610,187297,17211,1755,-1885,-4077,-1850,-145135,-27544,-3115,-5260,-3428,-2462,-89511,1227,9179,22735,11025,3856,difficult
