delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
412773,68492,9304,15161,10154,6067,212900,93387,22795,11691,12609,10659,-6742,-30634,4443,3694,-377,1363,-179719,-76329,-18039,-8150,-8069,-9032,-97581,-58197,-19835,-10641,-6073,-8434,579917,23584,-14924,35482,5648,-2103,703490,17102,-19099,-3037,-3402,-4754,easy
378815,207963,55521,19244,15699,9053,858279,240123,41768,24658,18168,16049,94440,164538,51499,33048,10956,-8858,-221178,330581,117793,-4378,5350,10838,-739096,-223831,-39378,-22735,-16337,-14570,-752770,-214979,-28355,-10059,3856,-9561,-778715,-217111,-32793,-22945,-16171,-12827,difficult
155452,73389,12655,10522,7712,5572,128161,56052,23799,8001,9915,8674,7429,179735,17959,17761,1778,1882,-93925,-18609,-18149,1744,6768,-103,-122289,-27971,-17976,1640,-7480,-6312,380774,-2549,-15259,-3670,-3700,-2898,-35534,-43921,-22295,-4872,-8380,-8079,easy
215431,60116,15463,8724,3610,3994,864882,74060,29230,22627,20035,15110,-634088,-36603,-27524,-19006,-18944,-13022,-680757,-36418,-21138,-17233,-18287,-13275,-741166,79984,10608,-161,-14927,-3514,-775773,-28449,-13113,-13893,-12066,-13559,-415471,-48235,-17669,-19223,-17901,-12211,difficult
877065,156813,17840,18598,11091,8826,800640,177063,73377,13965,26206,12903,-125015,-62925,-65488,33213,-8345,-52,976700,330983,-29900,17431,-5278,1212,-585748,-110730,-55883,-11621,-22666,-11709,728254,-138169,-65191,-9508,-20853,-5470,-612066,-120408,-61222,-6349,-18431,-4367,easy
710591,53871,11453,8525,4673,5880,226067,12296,8596,6443,5593,6702,-217733,-9134,-4208,5109,-792,573,-9945,14041,1773,10334,1846,-3604,-7772,22555,-5830,-4651,-3881,-3858,1162107,66019,7480,1320,870,328,1495963,114396,15070,-1701,-2643,2451,difficult
730700,137281,20755,8778,8544,4601,156050,18875,22341,9135,5919,4295,437840,47418,15019,1320,6137,2951,1228031,335256,241,-2293,8426,1377,145326,66777,4278,6148,1463,-532,552559,70778,-15776,-6071,1044,-78,509492,71801,-11693,-889,-3945,-2190,easy
137351,61418,14337,6358,3978,3398,252879,36233,18422,6570,8218,4675,-148885,110310,38385,16564,-2361,3769,-124834,1496,-15773,-5428,-2154,-1235,-162263,40437,-13361,-5636,-5018,-2855,75768,5610,-12408,-513,-4405,-2049,-217428,-31927,-17270,-6045,-7264,-4014,difficult
663013,93215,21694,21579,6636,5225,662479,130782,28987,15587,23966,16646,177260,-46839,3228,-2661,-10180,-10468,-545097,-88142,-26710,-2494,-21341,-14670,1285972,22514,42443,46605,-17914,-5650,-360864,41343,-27769,-4661,-15343,-10901,-554601,-116711,-27655,-6830,-21872,-15414,easy
332197,114128,11688,6545,18834,6307,93853,44962,21330,14417,6918,8094,-36827,-27293,-11494,-4405,3020,-5749,164166,224528,-9964,-10249,1238,4752,548446,135065,-3715,-2014,58955,3048,581386,42793,-2664,-9057,2709,-3148,-65450,-29262,-20371,-13633,-6341,-7837,difficult
895761,116495,21551,38269,11243,14536,335090,81149,15320,17910,16812,28149,559586,22309,-9702,-9777,-3878,-20082,1002753,-27600,-7815,-16868,-11358,-18386,628388,226376,-1207,13089,6169,-2146,112453,16379,57488,82943,-4543,-1901,500176,-60736,-7609,32410,-14233,-25548,easy
850250,90024,13354,10259,5366,5265,231294,60796,13096,10322,17791,9798,3026242,64148,11190,9904,-11057,7618,-91427,-46181,-8536,-6714,-12364,-8165,-32059,100208,-800,-8863,-7887,-5885,361569,81560,12064,13700,-14157,-8721,-169547,-53596,-12629,-8343,-16659,-7514,difficult
491266,63539,24646,8857,7323,5672,492672,98103,25630,19279,15955,13105,-257937,3606,-8136,1752,-13419,-5928,-332252,-80975,-24695,-17605,-14746,-12335,-363031,-79548,-18810,-15252,-11685,-10826,842298,8944,58462,-5729,11449,838,103894,-24847,-11742,-15276,-14760,-8912,easy
292151,89882,13732,12756,8136,5638,171937,24097,6421,7341,4432,4097,137951,32485,7626,-2321,-1498,-2441,-84827,18250,-4687,-5322,-1698,-2583,67431,58447,21356,22049,21284,7352,146128,233562,4168,17827,2765,8149,334386,-13817,8094,-5160,-2333,-2774,difficult
151013,106366,10874,6481,5452,4793,100046,38567,5244,6748,3725,3552,49457,-25190,-4082,-3444,-2178,-40,-48097,-28467,-2106,-5117,-1935,-1057,-75714,4379,-2864,5261,4671,6416,364915,420041,42118,5090,9209,2860,-35725,-31766,-4914,-3125,-1132,-1974,easy
295258,49757,10986,7688,4590,2984,295074,52475,10400,8808,10341,6893,-58248,-36718,-4491,-6871,-9152,-5859,486464,-21102,1750,-5922,-7020,-4224,-224615,36291,11378,9982,4082,1009,-241434,44411,-3127,4049,-7312,-4487,38755,-36470,-2578,-6839,-9353,-5986,difficult
139063,24272,13508,9433,5930,4614,180140,65910,23995,17014,11162,8622,-144869,-56248,18010,-8794,-1256,646,93234,-10559,-9908,-13835,-6267,-5714,-163951,-50151,-23497,11303,391,-1746,-14698,-44646,-20057,-12941,-9592,-6949,24898,-46585,-16982,-13636,-9437,-6277,easy
379715,109807,15672,13750,15020,6749,93960,31843,8323,6333,2077,2264,334087,84384,-2613,1137,4322,1845,535557,72838,17565,13754,18667,3850,66350,37504,7882,8997,5216,3677,481590,164544,8338,15372,37012,11995,11192,30548,5571,-2176,-501,1058,difficult
137649,42741,4341,5447,4620,2961,38483,14985,5723,7111,3060,6944,35794,47502,-3987,-3815,-571,-4743,222733,31116,-3482,-1653,-606,-4833,153831,67803,2207,4481,11550,-3042,112755,-8371,-3622,-4176,-1404,-5377,-29285,729,1976,-3159,-1168,-1920,easy
557477,89736,14748,16139,8817,9861,34630,29344,7631,13334,6444,8672,151632,-5462,-170,-10889,-3863,-7417,641840,57209,25212,12900,9981,12155,193768,1693,1152,3310,4905,-5681,214782,173333,5132,-1586,-2906,-99,1412211,75189,4259,10289,3750,6988,difficult
1263326,66763,11394,19968,25121,24317,288068,91099,17017,46278,13118,13880,1653459,31652,-4806,-45488,5987,18598,397133,-47919,155,-40838,-4384,-7043,1476784,-6787,-10479,-35430,69070,32329,917574,-41407,-4311,28153,-1992,16467,431339,-57218,-8676,-37946,-8667,-8167,easy
169738,49436,8987,9449,2649,2273,766097,83240,50553,12258,12546,12559,-552981,27917,-40757,-9561,-6166,-9311,-425087,-74856,-38997,-5976,-12132,-11488,-723684,-66301,-46946,9454,-11948,-9493,-574686,5477,-44990,-6271,-8484,-10426,-705356,-61255,-36139,-1693,-10753,-10714,difficult
1080205,225173,68328,39429,54026,43441,445345,108545,36632,22285,23012,10848,1193166,-40551,46488,22091,17839,7068,1334409,-44454,-36317,874,58678,44093,476884,610751,100610,65937,89339,77407,194260,36562,15045,-6413,-5693,18109,-24417,20834,32652,3233,-5091,16286,easy
398367,137803,23383,8990,12661,7610,75531,18471,16416,3720,2950,3327,80374,-12818,-14341,3477,-1489,-1954,475474,64113,935,6516,22974,7567,34921,899,-12945,-1943,-145,-2544,591437,347331,71509,16799,28743,7518,431976,197134,-10324,1501,-1529,10827,difficult
382745,80867,17588,15775,10309,5661,267125,53607,13121,11907,24161,9658,113078,-31654,5561,-9229,-20453,-8433,-91323,-31539,-6032,-2783,-17678,-7582,64589,82732,13359,9446,1862,-3111,690114,123129,13567,28362,-12250,1292,-198360,-6369,-4118,-6458,-20741,-2149,easy
878443,56911,9110,10011,6062,10400,1213135,141815,20861,8761,15760,14269,-422551,-130787,-14806,-2479,-11857,-6380,281211,-129808,-5232,-7429,-10939,-11255,318178,-75703,-16879,7515,-7719,5232,-716972,-2310,-2808,11129,-5955,2504,-1133326,-85914,-19032,-2488,-12022,-9444,difficult
440967,112196,35648,22988,14796,6001,648314,82367,16562,18904,17874,14014,-553210,-44493,-2325,-15169,-16463,-11936,-610286,-57453,5266,-16771,-12887,-11289,-518308,-13264,4356,-10222,-9833,-9633,667046,195194,74576,55842,26703,-2964,-21977,69159,13559,6740,-2910,-4242,easy
