delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,lowgamma_cc0,lowgamma_cc1,midgamma_cc0,midgamma_cc1,state
343029,35029,23635,12064,18705,11050,2556,880,-134673,45107,-13806,-2117,-8574,-2327,-728,-239,-313859,-18707,-15190,-4179,-12939,-6704,-1503,-600,596196,205200,-2945,-5698,-8381,-4265,-977,3052,-179186,910055,-63814,223907,-1384,12245,-2062,-1519,-4365,4558,-4377,2439,-775,526,-361,3652,easy
44400,35228,19255,7319,4665,4513,4479,3026,56300,32593,-1546,-3820,-750,2023,-1180,-1962,10708,7237,-14448,-2701,-2011,-3002,-3692,-2392,35179,-25868,-18316,-7011,-3648,-4132,-4157,-2461,-45592,24471,-25356,-33105,-12902,-3868,1119,-4310,-1261,-1637,-5025,-1130,-2512,-465,-430,-69,difficult
141643,21886,7770,5117,9231,11761,4982,3062,-57067,14808,11666,50227,5391,1272,-2086,149,-126750,-15406,-3017,27536,-8356,-6079,-4553,-2394,-120803,8325,25036,113104,13392,7774,-1909,1455,-69683,5947,-30214,23731,-14683,28053,-22691,85568,-13747,21748,-7351,13853,-2467,2644,-2543,3849,easy
76631,22129,8614,5423,5103,4212,2598,2851,75995,7656,-674,1208,1175,-899,-97,-1051,145748,20211,-7460,-1136,-1388,751,145,-707,-63907,-18503,-7516,-5088,-2293,-1515,-796,-1856,69753,-209655,12555,-38714,-6786,-56,-2344,-3952,-2563,-905,1650,-2266,242,-941,344,-1149,difficult
132857,24356,15376,13927,4758,2514,982,947,-118948,-9396,64685,34737,6645,5073,700,1305,-89435,-18086,5048,-6458,-1791,886,-120,-554,239558,37962,50651,-617,-88,13104,1366,-35,29513,328993,-8690,56048,-59637,45603,-41195,5841,-8436,1703,-4187,12218,-820,1486,-1859,519,easy
120725,30919,10649,2854,15756,5641,8204,7432,-63906,-4939,2846,1249,-12874,1510,-125,-3791,-45745,-5667,-9687,-1606,-14958,-1236,-5446,-4640,-38730,-19157,5246,12909,1205,23839,1481,4726,18161,7015,-728,-13490,-12533,14933,-2855,14515,-2084,16163,-2746,25075,-5321,6927,-849,9366,difficult
70360,17453,26079,34041,7700,5950,2352,1578,851428,11993,-25397,-17726,-6065,-3186,-1494,-613,66735,-13472,-24459,-32783,-7067,-5345,-2074,-1323,150269,8938,-19360,-5927,-5830,-3721,-1222,-410,-784693,83534,-25465,22410,938,5099,-15057,26856,-1002,1237,-2159,1624,-580,852,-710,913,easy
95545,24368,5587,4431,3345,4281,3195,1516,-10824,-18828,-5427,-3701,-2998,-3562,-2622,-1328,-56931,-3062,699,-3159,-691,-3149,-2304,-1150,-87407,-20058,-4539,-645,-1027,-803,-2100,1099,-46107,-30476,15766,-16996,6126,-5238,542,2514,2307,-336,413,2346,318,204,178,2249,difficult
374138,38350,6710,3303,3689,1727,1486,1285,1007678,47473,21948,4722,-162,2701,1101,164,-287767,6978,26506,13154,4487,5492,2714,2945,-338075,-11082,34067,46945,1542,2822,5596,1063,-1295445,-50308,-40495,-18060,4558,7561,8432,33791,4649,-2945,2791,-2670,1613,2882,2781,-1882,easy
121749,26813,3618,8168,5981,7993,4215,4641,41851,-11184,-3404,-3497,-4476,-6508,-3636,-4144,-110633,-15125,379,205,-2451,10602,2747,4138,-103471,-17724,4333,-6254,848,5971,4323,3111,-152484,7162,-3941,-2599,3783,3954,3702,-6459,2025,3299,17110,-4631,6383,1576,8282,-1027,difficult
144639,79743,14195,6270,8124,8702,7752,3150,1269626,-66063,-4142,1416,-1016,-5484,-6408,-2554,464373,16655,63290,14037,7585,7455,959,3897,-104844,-73237,-11745,-5699,-7002,-8032,-6948,-2771,-805253,-569217,82718,-89892,67432,-75035,12621,-19736,8601,-14587,12939,-15487,7367,-7907,6451,-6668,easy
328403,61960,12120,5813,6173,5062,2170,3137,-243992,14114,-7371,-5278,-5587,-1286,-634,-2399,-123353,-3648,-9819,-3559,-2653,-1920,-929,-2456,713486,18521,14069,32824,9609,13873,4095,1960,120639,836839,-17762,22169,-2448,23888,1719,36383,2934,12262,-634,15793,-295,5024,-57,4416,difficult
75368,47417,6587,3487,3767,5793,4216,2023,-9372,-3900,27552,5734,4760,5296,4486,5781,17833,-32808,-3572,-1618,-1043,-3227,-3291,-1226,148787,-27794,2434,2336,-358,-3605,-2178,-640,27205,130954,-28908,5014,-31124,6006,-7352,3954,-5803,685,-8523,-378,-7777,1113,-7007,586,easy
1095051,149622,24742,21279,10704,4157,3934,1165,-919658,-141406,-20932,-18967,-8771,-3370,-3050,-963,-870745,-116923,-9529,-19010,-6141,-900,-3374,-540,-1074647,-121391,-19592,-17178,-8292,-759,-2889,-213,48913,-203902,24483,-4468,11403,-10063,-43,1832,2630,-2151,2470,141,-324,485,423,327,difficult
456672,134260,25909,21779,14226,24691,27095,18973,402999,14612,4518,14173,-6614,-16720,-21139,-15447,-448148,-103284,-11048,488,65,-17640,-18628,-15825,-153297,-110297,-18890,-18458,-10213,-21626,-24808,-18189,-851147,294851,-117896,-7013,-15566,-7842,-13685,-18946,6679,-10278,-920,-3986,2511,-6180,-378,-2364,easy
30937,28502,2337,7362,12722,8096,4421,3331,40576,-19272,1277,-5923,-9686,-3070,-3009,-2265,214662,-21363,6127,-5554,-10959,-6067,-3157,-2785,24755,37839,26306,-3924,-11509,-3477,-1944,-982,174086,-189907,-2091,59202,4850,20179,369,1630,-1273,-550,-2997,2590,-148,1213,-520,1803,difficult
65430,64387,7575,7459,4917,6055,3652,1919,-55006,-47846,-6024,-4643,-3068,-2048,-1024,-1047,116167,-44210,-6390,-6213,-3598,-5060,-3371,-1666,-60128,-61584,-6356,-7033,-3462,-4461,-2570,-1197,171173,-176295,3636,-17374,-366,34,-1570,-820,-530,136,-3012,599,-2347,801,-619,469,easy
103693,7455,982,864,1110,1020,555,315,-20002,-1769,-85,-387,618,-54,-318,-98,-80036,3564,2447,3028,4062,5386,3854,3166,253706,4655,-273,1694,1426,1709,378,434,-60034,333742,5333,1091,2532,-2720,3415,-1334,3444,-2636,5440,-3677,4172,-3476,3264,-2732,difficult
592273,27947,5309,5750,3314,2932,1916,1407,-529785,10467,-1557,3184,423,2637,3269,954,65854,45442,15121,7292,10626,10122,2386,2634,-147670,70282,92076,36382,6547,11897,1916,1512,595639,-213524,34975,24840,16678,76955,4108,29090,10203,-4079,7485,1775,-883,-470,1680,-1122,easy
147524,17325,5617,1435,1389,1170,579,812,20056,-10101,-4519,-106,120,-725,-210,-568,464570,35410,1534,2862,3803,254,1118,-23,-127340,-10156,-1081,-462,138,-173,-196,-643,444514,-591910,45511,-45566,6053,-2615,2968,-3324,3683,-3665,979,-427,1328,-1314,545,-620,difficult
336884,58164,23891,9238,25032,9542,8587,7485,-253642,-30487,-20461,-2291,-22268,-7275,-7709,-6830,-107825,-42842,-20973,-6934,-22322,-8955,-8015,-6979,-317619,-26105,-13213,-3798,-20145,-5362,-6723,-4691,145817,-209794,-12355,16737,-512,7760,-4643,3136,-54,2177,-1680,3593,-306,1292,-149,2288,easy
382626,42836,5105,8982,6602,6263,4679,2223,-39245,31324,27003,13232,19083,29632,16153,8771,64079,-19460,109,-2397,-1160,-246,-607,2281,50514,122930,30355,2989,5159,-1808,-1400,-870,103324,-13565,-50784,142390,-26894,30246,-15629,5386,-20243,6319,-29878,-1562,-16760,-793,-6490,-3151,difficult
71516,18570,4061,4742,2913,8204,3423,2198,-13038,-10786,-1646,-4546,-1554,-6570,-3124,-2073,-22327,13671,-792,237,4121,-3668,-958,2044,-28285,-1265,17674,9727,4055,-2125,2643,-234,-9289,-5958,24457,-14936,854,18466,4783,9490,5675,-66,2902,1543,2166,3601,4117,-2278,easy
553646,64854,23245,15163,6427,11956,7562,6080,222444,80882,23518,44218,43425,16549,20770,20119,30920,-4997,-15525,-8544,5909,-1439,-3484,-3276,165222,129581,-4635,28686,22046,21242,20777,12996,-191524,134302,-85879,134578,-39043,10890,-52762,37230,-37516,16137,-17988,22681,-24254,24261,-23395,16272,difficult
66923,12966,2205,2185,2896,4286,3217,1086,38319,30821,898,42,-74,1363,-2268,-353,-51503,-2049,7715,2563,160,-2425,303,-215,-42566,18456,2912,4305,1702,2652,480,2378,-89822,8937,-32870,20505,6817,-4803,2521,1742,234,1542,-3788,5077,2571,177,138,2593,easy
166278,23444,7253,7104,2464,2514,909,503,-144644,-10462,35930,2254,2802,4346,2086,1322,-136504,16087,68635,13995,10750,13712,4637,4288,732093,19653,286232,-930,1898,26713,947,1013,8140,868597,26549,3566,32705,217597,11741,-14925,7948,-8852,9366,13001,2551,-3690,2966,-3275,difficult
50815,26914,1936,6409,3163,4395,1616,868,-20959,-5568,3521,-4646,-1604,-753,-178,1955,666557,134466,29560,18651,22928,13036,9895,4859,78487,-15538,2414,-3075,3330,1865,4161,957,687516,-588070,140034,-150004,26039,-27146,23297,-21726,24532,-19598,13789,-11171,10073,-5734,2904,-3902,easy
811210,93950,32870,21728,18412,19778,12852,8232,-412151,-54920,-26714,-18974,-13168,-17148,-10292,-5728,-365907,-82924,-31669,-20263,-15766,-18724,-11749,-7603,-646338,-62774,-30137,-16769,-10865,-16457,-9024,-6977,46244,-280431,-28004,20150,-4955,1532,-1289,3494,-2598,4901,-1576,2267,-1457,2725,-1875,626,difficult
111902,48520,8200,8764,5758,7397,3594,2001,2296438,206614,-976,47324,22029,12209,6251,4004,-4260,-11473,29437,-5000,-1661,-5290,-1840,-927,192407,105073,-1682,17344,-2747,5046,191,247,-2300698,196667,-218087,116546,30413,-31119,-52324,22344,-23690,-1086,-17499,10336,-8091,2031,-4931,1174,easy
616422,95093,16669,16747,11520,8796,2926,1939,-458777,70542,65871,2753,-2103,28522,16251,3483,-259963,-39044,-4524,724,2432,-1397,392,-133,684989,-72166,-11667,-13453,-5622,-3642,-267,-251,198814,944952,-109586,-33122,-70395,-7143,-2029,-14177,4535,-8054,-29919,-2245,-15859,-659,-3616,-118,difficult
12552,13376,45712,41483,15202,12694,3025,2850,1200452,48496,53686,-17215,2979,28319,16789,3621,68972,27769,-42679,-31409,-12042,-6903,-145,-548,184083,28394,-24128,-37691,-10506,-6248,-1162,-2201,-1131480,115111,-20727,625,-96365,18551,-14194,-6282,-15021,1536,-35222,655,-16934,-1017,-4169,-1653,easy
1234978,146955,57283,49961,16780,15421,11013,6306,-1166711,-71706,-47076,-36886,-11462,-11494,-10027,-5022,-864399,-82297,-39611,-43233,-12840,-11962,-8944,-4708,-679481,-31453,-35932,-42066,-12019,-8438,-7945,-5126,302312,184918,-10591,50844,7465,3679,-6347,1167,-1378,821,-468,3524,1083,999,314,-418,difficult
273656,28925,8221,6948,7802,8756,3287,3290,-167336,25876,14396,-1510,-5290,-6509,-188,-2695,20316,-16491,-6726,-3165,-6006,-3578,-2019,-2793,-219225,-24943,-7593,-4287,-6743,-5207,-1505,-1527,187652,-239541,-42367,-8452,-21122,-867,-1655,-1122,-716,-737,2931,-1629,-1831,514,-98,1266,easy
52354,21724,5243,5133,3062,4677,1804,606,-26334,47600,21248,1650,7891,2458,404,1923,409613,-1462,-2800,2098,3447,-1006,-972,853,491832,336011,5495,1494,18509,15162,2422,335,435947,82219,-49062,337473,-24048,8295,448,-604,-4444,15062,-3464,16168,-1376,3394,-1070,-518,difficult
