delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
37339,22730,8835,14112,10580,31678,16208,10483,13797,35288,10269,8581,19567,29088,9113,14172,-9027,-2562,139,-825,-6838,-2008,-1718,-5422,-3048,-22461,-6650,-1039,-6066,-8351,66,-2902,-8630,-31311,-7242,-7784,-17956,-22969,3752,-12516,114871,6103,8018,31771,-5090,43689,26278,6084,easy
906337,329030,36961,18102,21543,41624,27879,18798,341239,85492,18365,13547,20349,28096,17251,15389,-296837,-58923,-3784,-9258,-16590,-17000,-7525,-9225,1232283,247942,39537,17708,165,379,6611,8888,587934,251665,33113,7222,31462,10095,4678,12114,737013,533467,5519,2546,-10261,60636,38748,1859,difficult
208595,45932,19362,16213,19026,19665,6985,3361,790286,73746,32217,33214,19127,31775,16330,9968,-211688,-38702,-18431,-22141,-4329,2440,-6861,-4876,-764193,-36307,-2722,-15306,-4522,-5980,-7651,-5194,-706374,2923,-4650,1360,17244,-17075,-7866,-7063,-644510,-39169,-25616,-31919,-8799,-27825,-15003,-9295,easy
657397,79519,18517,13509,17091,22303,5153,4858,1668605,129083,57152,43436,32534,49472,49644,25830,-1500773,-94643,-51795,-36021,-21115,-34590,-46782,-24089,-1353513,-69287,-49279,-39065,-26507,-46670,-47432,-24937,-1198501,-59498,-24216,-3365,12487,10389,-37085,-11058,7956,25170,-29250,-41259,-26638,-37804,-46667,-23803,difficult
724807,92261,47427,16471,14579,18231,13304,7251,273135,102639,14722,13286,6097,19264,19447,7589,1618332,105494,67880,20077,13820,7797,-10280,2002,46470,-30368,67860,-1214,3326,-11843,-12779,-4696,384981,-59131,-4981,-9162,-1781,-4522,-10777,-4545,-243096,-57509,59,3040,18561,4436,9265,5888,easy
151300,30909,10093,5487,13308,23691,13157,6764,221390,29762,7654,2620,6374,11671,7977,3512,-215591,-10480,9521,4026,17642,30162,13455,3246,-27393,-12254,-6684,-1652,333,-5134,-3340,-1104,-160675,-3825,10863,3051,1237,-4328,4214,-376,123298,31145,-3945,6044,8522,27378,6391,11240,difficult
81091,17214,11580,8459,8037,25112,14084,5879,22210,17039,15750,4447,7890,13293,6437,5106,125767,24570,6515,1517,-4226,-6872,-4320,-2798,33833,-10510,-9539,5950,-1555,3380,3187,2194,5849,-8821,-6373,3329,6014,40772,14498,-1110,70074,-4539,-7284,5253,354,9997,17223,4806,easy
190065,55936,8480,5199,13545,20348,6369,4153,540351,62893,13385,12757,7127,14767,4970,6567,-503361,-57921,-5247,-7155,8470,26812,7425,3034,-346110,-9791,-8779,-11200,3342,-5275,-2483,-5141,-346110,-9791,-8779,-11200,3342,-5275,-2483,-5141,-205564,49675,3183,-677,10516,6061,3137,-2407,difficult
76102,40782,8420,6268,13114,10888,3077,2283,108527,30978,5559,7349,8069,5596,2241,940,-87044,-16616,-3618,-3814,-226,10541,-375,1415,-31242,-20681,-5224,-7221,-7672,-4247,-2012,-815,-65026,39235,7302,-2288,2873,5792,2187,2491,53611,37279,12985,9000,25203,9080,3545,2279,easy
251045,77594,7574,22013,9963,11572,9662,7501,82073,16491,6915,7664,10158,15369,14317,8550,659081,161170,8528,4781,13537,13832,4855,6584,-68978,-10373,-114,3219,-7349,-9912,-8813,-3905,140819,98799,-1421,55677,2079,-4874,-1442,953,-55035,-5185,-4359,-6282,-9046,-14235,-13221,-7830,difficult
105201,105130,9180,18541,9954,5356,1809,864,292255,79008,1693,14058,18453,4526,2886,1669,-150877,215927,5648,24356,1055,7992,-1094,-481,-220760,-33682,7666,8103,-12594,-2842,-144,-699,-213359,-25036,17203,-6748,-6530,-1108,-1150,-760,-163219,-52720,-568,-7778,-15928,-724,-1922,-1281,easy
585585,63999,23350,9567,5330,7706,3023,2220,123889,38005,11003,11874,10537,21667,13174,9747,544315,26765,2148,-7043,-7807,-13930,-11385,-8013,639143,16069,24225,3568,-1792,-16656,-8343,-8005,611613,27664,13697,2466,-5424,-16671,-10996,-5963,51714,33477,9319,-8221,-5804,-8589,-9880,-8126,difficult
237648,61607,20293,6892,3612,13474,10420,4680,487220,165197,31871,25389,13653,30696,21472,17179,-298301,-135801,-11751,-22565,-10495,-16736,-13965,-9955,-270894,-86659,-11470,-13614,-6710,-20696,-4606,-11293,-322049,-117154,-15797,-15426,-13165,-13015,-10314,-13712,-107046,-74746,-7294,-22382,-9796,-18441,-15322,-15035,easy
22859,8048,5151,4024,3332,10959,5337,4973,38835,23526,3545,7641,10210,28602,14785,11065,-35452,-18754,-903,-5249,-8400,-23867,-12000,-8541,24507,-3039,4214,-5115,-9208,-23095,-12922,-9548,-37520,-20784,3815,-4846,-8680,-19313,-7631,-7000,-15440,-19335,-702,740,-1223,-4297,-5238,719,difficult
93660,57597,9220,4573,8537,29312,6748,6917,107300,13018,4524,4152,4341,8351,5431,2874,-78815,1802,3830,-616,-149,-300,-23,904,-92632,-2394,3306,1502,8523,48331,6239,7556,162364,168792,9964,1312,9264,42702,3572,9719,-45478,10115,1685,-514,-854,-6889,-4522,-2007,easy
22932,7723,3367,5650,9228,23601,12944,7141,14999,12322,3207,7758,12818,23416,16281,7511,-10835,-10928,-2461,1717,5445,8522,-6311,4628,-4862,-5662,-163,-4821,-4637,12218,-1951,3744,-8473,-7520,4705,191,-5271,-4696,8607,-3605,55903,5714,-1442,-5519,-9899,-15306,-13694,-6247,difficult
482037,125386,33136,16799,11845,30367,20316,7870,110875,25063,17841,8367,7704,41343,15327,8372,721440,345457,57430,-1461,3400,27681,33230,6445,367008,49461,-3304,28704,19247,-3131,9960,3407,178148,673,-697,918,-4064,-35586,-13871,-7130,218052,5701,7751,5568,-2020,-32868,-9362,-4730,easy
624883,94703,29765,14264,19457,31160,13357,7149,742032,236155,76912,44605,28161,39029,26827,28363,-527745,-200188,-56527,-38464,-15804,-30967,-20498,-25575,958220,-62677,-63534,-24757,-472,32136,-7009,-15853,-398555,-143068,-3465,-33119,-2996,-3531,-4541,-18518,-500518,-159875,-65064,-25025,-15545,-29116,-21832,-24912,difficult
806868,110906,10138,19622,24969,14130,6966,3208,300397,30922,4289,8581,3899,7597,2015,1358,-270263,-17344,2010,-7614,-1845,-6129,-1536,-817,947454,18795,8183,6222,3794,74,2383,1559,947454,18795,8183,6222,3794,74,2383,1559,401240,299690,5020,39332,78538,32112,16574,5099,easy
6229,10188,9815,5077,13048,21637,13139,9217,82504,21180,8389,4380,4053,11400,3950,3243,-75653,-17537,16800,3986,14320,8320,7497,4271,-74273,-2514,-2446,-2580,7739,13569,8650,10554,-79899,-10655,-3292,-507,5885,4679,15150,3910,-75277,-13261,-5360,1889,8037,14381,5459,5161,difficult
537602,25641,19445,24972,12648,23743,11251,9048,464472,71437,13108,8794,18871,27223,7685,8341,-105534,-36161,-10449,-6976,-11589,-17969,-2041,-5707,-258226,-27833,2215,43350,7154,25926,13052,13950,1102175,-51973,43979,34619,-6667,-10223,5993,-764,-445896,-67216,-10398,-6283,-13789,-11655,-2741,-4651,easy
582606,23016,4716,3507,10333,17399,6970,6211,41199,28800,6165,6532,10399,44660,16594,10613,2066468,-2484,10335,-335,16951,-12104,1143,3199,19997,-27159,-5979,-2689,-8324,-40759,-13868,-8784,36374,659,-5899,-5053,-7611,-39806,-13603,-8223,42790,5848,-4255,-4025,-1282,-16376,-12170,-3799,difficult
752023,90525,41914,12915,17751,20185,8024,3522,547942,137901,16178,14634,8525,10311,9352,3819,-396295,-25704,-5218,-11169,-4868,5200,-5789,-2387,-193649,-83671,-1472,-3274,-5688,-5365,-7380,-2044,-384829,-76734,51542,2915,12658,19327,-2716,2647,1791095,-3395,58093,4651,34800,20333,10572,596,easy
