delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
680907,184943,44456,18182,20144,11172,1003001,78594,42906,55853,28750,16812,-247821,-17643,-24397,-34904,-19988,-9392,-448578,23989,11587,-54058,-21660,-8594,-7635,-21773,-21606,-50579,-24613,-8650,-584343,440823,40616,-11144,31836,4077,easy
654325,269152,112901,16967,22892,20009,601436,374210,107450,85217,19551,19247,-355636,-339197,-105100,-84883,-17768,-18397,244566,100681,-421,-63072,-4077,10093,462382,-152687,7830,-60215,12777,16566,-139755,-29029,119494,-64830,22432,-5215,difficult
1248856,347144,255824,43025,73584,53306,1174786,507094,145748,150070,88549,59330,139271,107520,-32861,-111667,-37349,-35741,-267701,-440063,-136451,-132364,-69486,-52245,35074,-350410,-112863,-112448,-42543,-17341,389637,43154,722477,-71701,89519,81231,easy
1047092,240848,32799,22905,23082,11106,206927,79019,17918,13847,6136,4687,131919,88704,-12195,-7289,5268,3478,424492,115923,28185,24619,42263,6699,1117364,218929,2029,6449,11404,5349,1686884,223758,41504,12454,8847,10150,difficult
743870,106948,66589,64287,16523,11602,1546044,295466,97994,119731,63186,35104,-1297570,-267704,-95992,-116172,-55414,-26963,-181129,-104552,962,-39711,-47678,-26679,-1394007,-166299,-62605,2170,-39404,-22749,-335992,-215516,32013,-68062,-44155,-17616,easy
672107,285111,66156,16065,21419,11458,879139,64167,17401,11350,23733,12133,487732,701613,69042,3395,27119,9258,43889,100521,10579,11833,-15460,-8302,-806072,-12139,-1037,-996,-20572,-9916,-553677,93781,116435,4626,-344,6259,difficult
1027444,136091,38460,57840,38993,18674,1534959,226246,70219,117375,42195,43154,-110736,-88332,-45603,-91797,34498,-24055,-730012,-21894,28696,-23122,-2813,-21580,-312178,-88044,-55228,-34720,-9202,-16757,-877135,-162352,-54900,-88502,-35292,-35530,easy
247498,69422,8202,3663,5419,3623,951513,197537,32076,28237,16309,11277,-910241,-181293,-29113,-27556,-14544,-10035,-805321,-166814,-28338,-25076,-15092,-9707,-621520,-90366,-26022,-21061,-14997,-7330,-478977,-73988,-12024,-24605,1074,-3546,difficult
1141228,203412,43057,18090,7105,7537,372829,151168,17372,12165,11765,8526,260565,-148459,-11166,-7128,-10837,-7658,553243,68752,45480,4985,-6639,769,1422339,42008,83287,-2751,5418,4764,837450,246676,-14863,28593,-6581,-1830,easy
386974,144061,12872,25197,11002,12413,167780,41745,14442,7245,3197,4252,279298,16040,-8315,3240,8407,-2733,555554,19446,-9484,21460,4280,6746,-31117,-28409,-13494,120,-1264,-2821,73039,402186,25013,46989,19795,31453,difficult
898763,208935,48044,21785,10413,14420,1245445,150574,8610,16739,6878,9455,-1201100,-116830,-240,-12217,-4082,-6992,-1008202,-123288,-4608,-9299,-5138,-6941,618001,446666,129791,47925,12039,28580,204571,26897,32794,-6224,11319,5211,easy
1431575,110002,19635,14488,15788,15924,1245487,126036,25153,19755,16952,10541,320129,129989,-14507,-11624,6338,13819,-432279,-17035,-17439,-12533,-15357,-8633,-295573,-85843,18130,-6746,-1955,18842,1152075,-91247,-8256,9835,6317,-2497,difficult
1332020,244594,49149,96330,17156,48310,963101,152619,71220,84089,12376,13889,-552836,-93507,-69919,-43650,-10000,-8883,613624,271621,-33232,-65615,7082,-614,1818259,274384,76732,231980,32426,151265,-403373,-84599,-61866,-73750,-10388,-4086,easy
709362,194134,53256,43204,80275,16477,1604429,444236,185349,78933,65494,69376,-1443553,-421286,-181753,-77052,-61396,-62688,-1414937,-381166,-140036,-54041,-34434,-55918,-920464,-415923,-179895,-74768,-64188,-64206,198687,217968,-26688,62944,219142,-28784,difficult
857149,341149,57634,69746,28089,22545,215109,34748,7277,8649,4513,3405,779324,30951,79674,-3320,5186,4541,-39467,282,-4077,4775,-805,398,1081205,1150092,112739,237083,84932,60449,747097,44280,13092,5848,4991,11170,easy
1205650,367603,163182,153109,30192,55567,990702,112660,46773,56846,15780,14544,-359550,123285,58478,15124,13889,6839,314863,742763,344674,392993,55520,155502,220482,34088,5824,24449,-5731,-4341,683998,119636,56661,-47514,-6032,6093,difficult
1157202,250611,92838,43025,24155,13334,816223,166627,36335,16873,9548,8020,701679,-119621,-33153,-14334,-7405,-5656,1152798,499532,291717,111057,42499,15253,-359764,56499,-24200,5963,-809,8480,-130796,-100473,-8354,1920,24143,3179,easy
978283,854786,160377,51228,78609,48522,1083433,146777,53969,54101,47779,33143,432489,2052081,459465,29441,159510,65909,-806153,-61363,-45668,-34930,-13917,-23647,218747,865848,5425,-34908,6000,15256,-265683,-24529,6409,28903,-28275,3998,difficult
561306,104440,19774,17863,6605,7288,1117763,156973,30783,10026,28650,16565,-1054863,-126834,-20423,1256,-24383,-15004,-132297,131050,-7060,35030,-16922,3850,-106557,-77178,10135,1748,-22601,-11891,-932113,-137169,-26687,-6687,-24274,-14062,easy
681198,323848,171039,78989,96498,66707,916252,238018,38246,49154,26009,61942,538099,307684,535959,153200,263691,133928,-655420,164142,38038,38615,20836,-21578,15324,-1153,-6969,-27496,16865,-36698,-838219,-127353,-35858,-44979,-19438,-56592,difficult
848702,87483,42171,11439,9738,13688,1426716,159421,127976,23782,15405,21343,-361832,-15144,-96390,-14020,-4941,-1166,-1143495,-56026,-6833,1485,7247,4103,144245,-78610,-115569,-15962,-10941,-13269,-950974,-137972,-124428,-20875,-14035,-20289,easy
1342984,546640,58205,51944,30786,30655,679246,119766,25568,19435,17793,9420,1197450,116431,21589,-1255,371,3948,333017,258018,37478,20642,10992,12347,19805,53041,4972,4792,26,-4587,1104680,1280006,66509,105857,40582,73233,difficult
1241974,382835,54527,26621,33780,36257,899072,325884,30830,22985,10463,19619,669520,-39464,58286,14094,14111,26695,1506120,172560,36745,-831,50773,52173,-172424,-128868,3567,-2342,15374,-7813,-631609,223576,-3811,3623,13011,-4504,easy
583333,89029,29460,7572,5778,9066,590528,74283,13497,4962,7671,5726,1007041,-40235,29987,-419,-1492,4813,-512825,106680,-96,-748,-709,-781,-241808,50804,23267,5467,-883,11092,-281190,-58267,10693,6140,-4487,-1763,difficult
1616352,274056,91807,56316,39219,22264,1270477,218519,26368,35938,14806,22407,-498316,-2740,6643,-24912,-8995,-6110,768670,-95413,44209,-13703,11326,-11951,-468597,-56680,-14204,-15747,-3625,-2118,1581743,376980,225107,135872,98947,19608,easy
1691643,443546,293601,79612,63391,18144,1478983,382270,74357,135184,76375,25046,1067176,189316,591399,-12304,40064,-3450,-729299,-139319,85145,-116163,-46799,-14727,133379,223436,182643,-22348,22455,-4572,379384,-28329,17790,-71472,-67656,-4858,difficult
806848,223367,31211,23154,19279,22779,769162,279436,32607,45607,22558,10298,-523881,-200110,-22119,-42824,-18545,-2824,-728944,-243860,-29986,-43878,-21360,-8337,-607438,-212874,-4688,-41652,-13113,2129,2011006,432566,51210,38543,39903,58956,easy
1515410,159074,29218,23710,14437,11349,517294,190054,13702,22310,9555,5717,1758087,259898,70318,14199,37561,18497,165161,-154610,-9318,-15547,-7324,-4079,641939,-97842,11832,898,-4291,4580,1427278,-131368,-10767,6051,-6418,3529,difficult
704624,180752,12765,26393,20936,14245,656236,431385,25187,30126,15072,12913,-539065,-403901,-19026,-28651,-8831,-8319,49812,-361722,-10790,-11770,22867,-45,980204,172729,-7934,54792,17817,21411,-297398,-409638,-11938,-29302,-8398,-7719,easy
1232988,106418,80526,20746,16195,24417,1401346,391286,139047,74232,36819,53793,448353,-289167,-123695,-49961,-8037,-29278,-617104,-292288,-106490,-39583,-27150,-47682,240665,-208311,41796,-59540,-20655,7244,-745348,-349705,-45697,-64862,-26656,-47790,difficult
650138,67121,19709,7376,9742,13898,585815,119939,33888,19917,25081,16002,541330,-64418,-17899,-12991,-13606,11743,296026,-29696,8700,-10364,-9436,313,-288566,-50377,-23412,-14774,-21648,-13366,-291500,-66783,-24105,-12035,-16668,-7106,easy
1238463,656185,106068,16259,83223,33806,788874,472899,182676,94387,58744,33351,202787,134215,-99061,-87169,52757,133,617729,542974,-89839,-71654,39991,27377,-211497,-268544,-141392,-84844,-46085,-24293,1189336,324500,23860,-68845,51254,-1399,difficult
1483200,482894,78323,59099,46060,48928,1183119,472244,80152,73765,75411,39186,-279862,-432505,46945,-64331,-40183,14592,-132332,-351511,-66136,-48582,-69939,-28687,787091,-318453,-66862,-20243,-52946,-4450,825428,1145067,78737,74490,45664,57512,easy
590994,77230,21165,16968,9883,10185,1269963,262135,26784,22531,15554,7564,-146116,-191425,5835,13578,-2484,13996,-480460,-199218,6189,-8898,-9459,-1947,-1045241,-140185,-15002,-6600,2340,3063,-1044060,-208791,-19497,-20334,-13083,-4628,difficult
636663,375890,92700,45576,39246,40558,889964,272426,217244,54932,53633,64737,-270957,-76957,-113676,-6838,13982,1335,254449,955095,38041,59066,336,4503,-141404,-199286,-211726,-37416,-19284,-40523,-855293,-264995,-210816,-52238,-52582,-62030,easy
1096951,228464,56531,23810,24674,13084,1493006,130464,18898,20207,14204,15714,605529,-27970,-4952,6029,-8088,-8462,-1360278,-85369,-11484,-14738,-10998,-7606,-583225,154505,24077,-12542,-2468,-4555,-246247,350832,142892,35664,63433,10101,difficult
749462,197724,30323,28613,27416,20348,848300,194480,25665,51459,29863,19842,246151,118384,14838,-38977,-5793,3529,-164984,-7542,6679,-45790,-21442,-9341,-787777,-133605,-19804,-48983,-25241,-11882,311258,35739,16917,42364,42687,19718,easy
737298,138039,54381,28176,19865,37201,521423,142177,16122,9377,13546,6706,1130,-30420,97967,20853,20048,106592,483031,-63653,-10553,5051,-11570,-3441,167329,88452,-11831,43157,6124,10211,212009,-10932,77451,6135,10673,8617,difficult
791672,592710,52348,25386,56918,46194,347474,147938,16668,14298,22321,23064,8710,-53065,-15582,-10640,-13257,-15468,-238423,-91679,-7321,-3509,-16281,-11088,74987,262334,71893,-5580,14929,9466,1931516,1661499,93731,64081,152998,109608,easy
1139387,96097,49404,29270,19257,12248,1867119,216416,72744,52680,42981,15064,-247234,-120829,9576,-28192,-12909,-1199,-680403,-27673,6347,-6434,-17659,5755,-1707111,-168403,-53049,-46397,-33376,-11824,-276182,-164373,-56236,-12617,-30954,-3995,difficult
1201134,130037,36638,22486,12266,10005,615460,594666,117706,127041,85680,105431,380695,-391446,-96366,-83912,-72404,-93549,1488707,-512133,-112214,-115582,-75810,-102174,10553,-541515,-55076,-107223,-68771,-95460,462740,-413421,-60617,-111503,-76672,-90521,easy
1078929,104608,38054,35617,8003,6995,1641625,84066,26652,35071,16847,8068,-462675,38398,52542,-4372,-3481,-2195,-152693,33836,13233,-13878,-8482,2117,-1541046,-33849,-16497,-30839,-14297,-5862,-94372,43784,-3669,51271,-9115,1648,difficult
706037,103150,37494,28243,11892,13323,1175079,253454,55978,31217,39918,18332,-302890,-44199,-16201,-12783,-33872,-1794,-972747,-192524,-46656,-29119,-36383,-16081,-389223,-200170,-43536,-25649,-32655,-6991,-211307,-164323,32457,55656,-9196,4829,easy
1434255,279533,68721,54992,21777,12944,744281,69930,9211,1776,5928,6704,-147717,766016,73740,63085,44420,21591,2884515,136918,120282,135616,20746,11403,244593,-9817,41852,5017,2911,-3471,-221494,-54707,2165,9147,-4681,-4564,difficult
660289,145224,62392,18056,7424,8649,495639,59867,26006,23594,9312,10380,24109,10273,17087,7271,-4818,-3422,247509,378131,155994,11801,6103,11806,77832,-48061,-18436,-20283,-4436,-7389,309150,1083,-9103,-20941,-4403,-7918,easy
1213928,151560,82892,29872,13081,15051,930520,77428,37088,26198,8091,15310,399936,107448,3754,18927,5796,5166,185049,84324,88885,-15459,1487,-7378,-3777,62373,74941,7795,5626,4043,552424,42381,15637,3432,7052,-2869,difficult
1528087,568582,79141,28606,25496,34147,534481,260037,55759,29467,60768,18632,1607905,905295,83971,4138,-37524,62234,869724,-110142,27031,-9591,-39326,9325,-205820,-148462,-50133,-26527,-59654,-15697,1702615,587487,32660,28535,-4586,6198,easy
1581354,436599,73225,123011,60618,31928,501932,51672,22532,27810,4717,4536,44528,35004,-104,-17229,-2367,158,1203310,1381376,76748,394832,168405,91136,641575,87194,56012,833,13745,7732,2428276,36135,70116,2366,43820,10541,difficult
1021674,376823,34046,56288,34110,15367,1063406,329849,82505,31823,23059,15115,-506886,-269903,-10257,-4590,-16178,327,-985950,-306483,-77858,-29753,-17779,-14104,778481,-165047,-46790,11412,-15192,-4348,547427,929330,-58933,120791,93354,19134,easy
1310162,79944,22073,30784,16788,13497,1255044,555865,70959,30046,45624,37122,-405656,-480595,-30987,12247,-34178,-17167,-1000923,-513424,-58179,-27668,-41055,-33644,1114235,-481820,-51138,8955,-11773,-22427,512816,-427847,-55240,9419,-28340,-21262,difficult
719401,105913,26621,97251,15160,22401,1197025,329884,68705,82240,29000,12687,560968,17770,9298,285406,17326,59129,-1017977,-306172,-59374,-79757,-25086,-10318,-1083502,-299075,-63220,-75654,-22923,-2666,-369986,-308406,-55041,-69950,-24679,-7288,easy
711272,131064,36832,13969,14132,6763,528092,107661,12439,53361,17674,18349,566297,-47674,4009,-48909,-13962,-15789,-389155,-97923,-11219,-52283,-16767,-17700,431768,92868,9689,-21141,4660,-9925,123811,146339,95093,-35237,11902,-2932,difficult
102853,27377,6614,22749,8289,7006,923470,164881,59486,34922,23781,14930,-736718,-142908,-58760,-24417,-18087,-5058,-746669,-106469,-50280,-15771,-13392,-7420,-881805,-143577,-44630,14643,-9216,-5683,-917275,-157061,-57820,-23149,-21274,-13537,easy
755678,389141,177865,63425,152856,48358,812687,235347,102745,28527,26457,19016,-590602,-109001,-79699,-4376,-9380,-4135,-65259,-78403,-95748,-18369,-14507,-6350,-469800,59166,28275,-19192,44640,9440,897625,743412,447653,181530,484843,118414,difficult
598208,125438,13254,19321,18112,9803,586210,70995,14369,5339,7195,5742,89760,52479,7539,13297,17279,-1142,62861,193473,2437,34198,25503,12233,381235,35599,-551,13282,7434,10219,-485863,-63779,-13886,-4849,-6548,-5067,easy
1080710,165368,84858,39967,23546,21068,1401521,382265,15815,37716,17060,20405,-1276206,-379895,-15443,-35817,-15207,-19194,-892807,-277203,60096,-22400,-2627,-4363,127299,-245717,43038,29751,9997,-5282,758468,35225,188481,37468,33781,31489,difficult
1118236,131978,12306,15599,11635,10761,190164,75104,12198,8841,4970,3882,884178,-40804,1250,3842,6271,11023,-76833,-8937,-7293,-4775,2180,-1556,1827721,3165,-3180,31029,12934,3376,1077221,274070,9655,-3066,5275,14671,easy
485374,91231,21119,12494,6146,5571,1883983,211050,46952,35181,17309,9173,-685051,-98388,-21488,-23067,-12667,-1902,-1722806,-201404,-43190,-16185,-15785,-6774,-1414447,-76478,-5069,-22605,-2284,-2525,-1772133,-103006,-33587,-28891,-13918,-3207,difficult
795547,68846,16789,13398,12107,5995,816200,88583,14817,19161,8768,11920,-623081,-74471,-8517,-17568,-6309,-9048,116364,-9210,-12430,-4954,13123,-5316,-252912,-16092,35742,-6902,4795,-3525,677015,20825,-6907,6372,1745,-5811,easy
393974,64839,23383,12999,5086,6275,1253818,257520,72196,19189,20573,23600,-789199,-194580,-53557,-9365,-18577,-17662,-873156,-196655,-65235,12096,-17648,-19778,-1113817,-225055,-55717,-16590,-12441,-21275,-663205,-154435,-20744,-10903,-13282,-10585,difficult
666257,204850,41992,30245,22719,19478,1793612,178080,71209,21237,26353,23562,-1042460,-73306,4852,-3655,-17754,-19829,-831756,305235,-11278,74889,34426,32200,-918425,2890,-46801,-15123,-7055,-6655,-1716778,-127738,-63643,-20078,-24152,-22054,easy
1551000,133316,42390,84926,15129,10826,1127750,122443,22956,33249,14043,15056,2505545,126216,29298,102542,19287,3027,208454,-15222,2140,6934,-7186,-6642,-726350,-103359,-14763,-29973,-10881,-12826,-294649,35855,61059,127205,3124,-481,difficult
534215,178687,60916,43967,15053,17914,330736,118065,9062,13305,7343,4765,99030,203760,69464,80422,18019,37059,24760,-1666,740,2581,625,255,887463,129788,138971,51846,18117,18751,-197337,-89396,-1760,-12203,-5920,-3470,easy
546642,266647,32817,24447,14858,8698,916040,208535,19880,12244,19852,10176,-797137,-30347,1578,-3297,-12411,8594,-804374,-182245,-11427,-7145,-18561,-6549,68890,508989,48916,53949,23197,-2396,55028,-63951,12679,5303,-12200,-5561,difficult
569078,106652,42137,41142,28654,8480,775254,131785,26659,10170,8608,4782,1090935,35210,28981,73145,54982,4145,-613828,-77819,51863,57982,33643,13704,-733221,19587,-16847,-2481,-5684,-1264,-568590,-77510,-2087,-4759,-2758,-1794,easy
736065,109482,17923,30525,11245,5611,1627121,253598,67031,26177,21476,30091,-516678,-18654,-56574,64264,4498,-21091,-135650,-166016,-54443,-20017,-15903,-24923,-1602957,-219469,-62662,-22645,-19593,-28380,-1308940,-172325,-22752,-4212,-9926,-23527,difficult
254412,31356,3545,3900,3372,2645,1438109,620153,36382,28721,24698,14812,-1393093,-599735,-31449,-22264,-22208,-12575,-1268005,-553654,-32051,-25273,-23815,-10519,-743324,-598484,-33274,-25456,-17578,-12435,-1330366,-603317,-34574,-26292,-21704,-13141,easy
1159345,329627,43013,51929,9785,19050,931373,420744,59893,45655,10264,6590,-572516,-312579,-37898,40679,-5127,3871,572895,-199887,-50876,-12609,1345,9683,67819,-340215,-34423,-40015,-4884,3720,843689,488214,55677,37039,6749,32566,difficult
1003533,171696,30813,6125,11923,6146,1185933,602546,183784,106114,26037,30026,-1144179,-581882,-180885,-103715,-24220,-28725,-1094760,-587304,-181446,-102451,-25502,-28891,2199895,-21133,-93286,-92482,11638,-12756,-690557,-533080,-156268,-101310,-18372,-25150,easy
553598,17362,8527,9112,1624,2887,873494,35742,14318,5786,3689,11259,491969,9020,-8461,16880,-682,-5078,-750434,-25071,-13867,-3347,-3056,-9581,-189955,-26780,7609,4737,-1181,-7886,-831163,-30688,-8446,-4967,-3342,-10945,difficult
