delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
112018,69562,6429,8180,3100,4638,1870,1452,358051,38607,13033,3098,1544,2078,983,593,-218259,140084,-2333,10570,4553,4584,205,98,-169097,-15062,-5328,4753,-270,511,-171,126,-350742,-32156,-12151,-76,386,2586,2628,2352,easy
15087,21821,9404,43272,3574,11453,2435,1459,8072,5250,9800,30639,6111,7307,1804,2711,3792,-290,-8942,7064,-1543,-2249,-374,-854,1723,5682,2123,19069,-1598,5158,918,-1469,15530,44322,5631,11765,-4471,9530,1349,-1432,difficult
10428,9728,4881,70636,8023,6797,4328,4117,63724,7382,4668,27736,3442,7680,2570,3483,-50705,1972,4921,93835,953,-3667,1732,1049,-53359,6701,-1178,-4804,6678,742,1888,-941,-55823,-1635,-3105,39668,6112,277,1655,1795,easy
6097,17214,10713,43672,5100,9645,2295,2510,98602,50076,46058,17225,5451,8299,3018,2571,-92151,-31770,-33825,29035,-1860,-1969,-577,-1410,-95859,-37676,-29345,7342,-927,3830,-974,682,-89506,-29139,-42866,42964,1733,2178,-619,545,difficult
154182,33654,1940,2612,1889,1594,487,479,130962,57309,2758,3026,2662,1135,662,344,289734,14191,983,2295,-255,1860,-7,307,-124725,-48359,-1971,-1755,-189,-33,-17,283,-95349,-36798,-1465,-1782,-1874,-449,-501,-185,easy
3335,11086,17222,58189,3272,7525,2905,2078,365665,53753,10004,7869,4769,5608,3213,1221,-360897,-41042,-674,43394,-2063,2372,-966,789,-363181,-43688,20538,71034,-2296,674,-592,1125,-362913,-43272,1791,36531,-133,2704,634,657,difficult
245860,28974,5106,4700,2045,2307,1047,1255,145706,10668,1956,2166,1591,940,512,907,436301,39289,838,1799,21,1536,258,-152,-128954,6811,8749,6270,921,1755,1361,1613,-6886,8817,-138,-466,421,809,-14,-417,easy
111880,23357,3152,3625,1617,2116,680,612,737163,123390,39773,16928,4653,15046,4136,9124,-672098,-81625,-38511,-11041,-3572,-12581,-3213,-8176,-481463,-109245,-34663,-14753,-1366,-12924,-3510,-8738,-722289,-109229,-36689,-14116,-4171,-13284,-3646,-8623,difficult
128150,33580,6980,3277,2682,2503,787,601,180784,56769,5869,3581,2132,954,847,397,-135126,-37296,6527,-2298,-427,-347,213,137,90909,-42911,1298,-52,-410,352,-560,-67,-113686,10640,-4493,1437,2488,4643,168,543,easy
12813,5732,5856,22136,8769,4986,4055,3269,283665,52356,16046,34177,14254,14217,4273,4605,-269673,-44823,-13678,-28448,-7688,-10326,-3066,-4104,-281786,-48564,-1855,-12208,-473,-8126,-444,-229,-261096,-46485,-15038,4534,-8295,-9241,2855,325,difficult
7575,15138,11872,47967,11733,10974,2863,2994,80616,17798,7469,30427,3360,3214,1834,1413,-76624,-3648,2855,17160,1138,2096,166,2303,-75193,-6814,263,29810,5159,8950,1861,448,-67306,2481,10092,5651,18822,12233,1061,1991,easy
5604,8694,17552,53305,7930,7442,4505,2627,114096,21209,7010,40176,6259,10186,3057,6570,-109349,-12873,37667,37079,-2451,-1609,-819,-4082,-105570,-15387,-5482,-1545,3306,-4044,3563,-3416,-110556,-9286,-560,3853,4159,-2578,1600,-4330,difficult
8876,11362,17839,66581,6755,9268,3884,1728,11851,10205,14017,46068,4889,8342,2753,2622,4735,5510,-12576,16629,-2086,-2318,-218,-1123,-5173,3941,35144,72880,-1175,4656,-348,-726,-8488,-5980,-11103,-27970,8860,441,3959,-833,easy
6840,8803,8242,39500,5477,12215,3677,2940,50659,20278,7253,19820,11245,7115,2254,3147,-42144,-17507,2188,-7213,-6412,3743,655,978,-44543,-8368,4767,60099,-8384,2453,1748,-619,-44769,-8549,-3989,6154,-2508,9105,1866,-981,difficult
43339,9549,2173,2131,961,3989,1450,2063,335576,51530,8003,9483,4430,6618,6253,2181,-327715,-45697,-6710,-8027,-3897,-5287,-4244,-211,-328884,-45977,-4669,-6672,-2623,3488,-4232,1768,-220112,-34269,-6112,-7358,-3886,-6088,-5934,-1910,easy
86082,53936,11552,13251,4885,5208,2497,3468,266908,54014,9839,7352,6155,6438,2862,2693,-103325,89603,1783,1491,-4513,1276,1123,-764,-262282,-51586,12455,9153,4602,-526,-596,4602,-176871,-38250,-9099,7054,-3899,-4440,-1622,-1514,difficult
319558,39543,9886,5728,7460,7598,1824,2074,540517,69867,16505,8063,12526,9973,4055,2154,-483132,-48194,-15111,-6259,-10988,-8201,-2949,-1825,341813,-16061,5333,5517,3573,-4476,-1568,-99,-521559,-26716,-10080,-6262,-7784,5551,-2175,1685,easy
18783,20807,1440,1486,2274,4807,1525,1340,627855,78586,8949,4408,2914,4289,2319,2233,-576867,-25260,-6877,-2318,-1492,-1665,-1444,-1466,-624336,-77952,-8845,-3382,-2165,-1279,-1347,-865,-626014,-70126,-6804,-3067,1737,4498,408,-348,difficult
128646,91135,19111,6371,3836,5552,4253,1743,539680,39243,3808,13035,9362,7418,4667,2028,-399097,106450,4365,-5767,-5509,-4163,-3307,-1359,-357673,14684,9099,-10685,-7948,-5037,-4128,-1295,-476332,34542,32444,-3539,-3121,3602,6193,1798,easy
3501,7409,3986,35563,4520,10565,2439,3244,946397,52636,9435,43714,17543,14338,6573,6649,-943250,-45313,-6783,-16439,-11928,-7293,-3872,-2835,-940283,-43405,-6039,-25736,-14170,-151,-4537,-3547,-945156,-46962,-3524,17722,-12971,-3876,-3993,-3834,difficult
81493,96958,4797,5927,3669,4447,1555,2048,223515,60998,7691,10789,10721,5080,2948,3540,-3043,214314,3748,4936,-2918,1023,-135,669,-208966,-50184,-5906,-9824,-10058,-3454,-2621,-2989,-214058,-56251,-6523,-9697,-8179,532,-1423,-2156,easy
9105,6249,9888,35608,10541,9320,2605,3299,101603,15459,9158,15299,8379,5360,4203,1600,-89168,-9906,-221,17145,4904,6155,-2403,2193,-95767,-7811,-7243,12622,-687,1995,-1996,2851,-92559,-9913,9655,31160,2270,3730,-395,53,difficult
6188,15752,10283,27921,6903,8895,4773,2700,36629,8925,4375,26931,1771,4995,3131,1535,-28351,4166,-2260,-11314,4509,594,176,2051,-30955,5843,8073,-877,7189,6485,2511,301,-32017,10472,11911,15161,3698,4620,2239,1144,easy
83396,41895,13587,29155,2772,3206,3542,2876,570627,40464,27850,12945,8686,9389,5458,6292,-462929,-15485,-14367,-666,-5422,-5442,-2599,-5093,-454317,38469,-784,59362,-5363,-5710,1261,346,-544446,-18692,-27637,-10065,-6957,-7398,-4411,-5501,difficult
51917,17393,2035,2520,2712,1851,1313,922,209287,82167,1127,2768,1063,2585,1180,768,-153162,-76560,-893,-2524,-819,-2225,-922,-553,-120971,-54324,2735,1261,4062,-1049,-393,-172,-197976,-63438,881,519,1703,1072,1713,1187,easy
30320,16641,10758,105940,21603,23784,8047,4393,104524,34459,14284,17755,9901,9428,5002,6849,-87028,-11384,-2274,127598,25180,26160,7832,-1178,-79799,-24111,-2913,99587,14066,8558,4247,-4612,-55784,-17958,-5392,37371,-4141,8350,-2945,-1578,difficult
21071,29954,29024,44463,18213,12035,10260,4647,329402,21470,13083,27758,6282,14229,5071,1452,-325761,6184,40320,32784,23904,1040,7299,4991,-322241,-9296,-5368,12172,5489,-94,5689,2663,-276990,28565,12870,5159,6401,-7528,2580,1932,easy
26750,17814,15062,51192,8408,6082,2854,2413,54916,20822,5629,24332,5701,4083,3109,1492,-36065,-13027,13651,66233,-689,1611,-259,2353,-49099,-10812,6732,9819,7738,1359,-990,-140,665,14814,7917,4527,1073,3028,485,550,difficult
5231,7094,3279,26809,8587,8740,4582,3659,65631,8001,4564,8208,2196,1895,899,1398,-64403,-4185,-2501,26016,11241,9753,6031,754,-54822,-1160,2234,36136,1125,2680,1996,678,-61975,2625,-3589,-6349,6806,8103,3023,5351,easy
6365,9203,13720,55929,8976,6485,3193,3372,63782,18607,7592,15219,5182,4133,2927,2228,-55010,18,13458,58434,9811,-110,706,1376,-54621,-13604,11711,62159,3052,4568,-268,2365,-62621,-14625,-6786,1536,-1480,2597,359,-309,difficult
103748,13565,1959,16014,3712,5862,3263,2063,262543,18996,9344,21606,3989,4350,4208,2493,-257232,-11437,-7878,-8574,906,3992,-656,-550,-253246,-11571,-6603,3405,-318,-650,483,400,34092,6715,-7675,-11607,-1418,1195,-2663,-1141,easy
4117,7002,16981,65045,5074,9163,3991,3780,239344,34680,20040,37486,24014,27824,19374,6782,-236950,-29319,1579,32586,-16859,-21821,-13816,-2310,-235425,-26444,-5075,36597,-20524,-17296,-14944,-4483,-233307,-27270,-5680,13495,-19436,-16865,-17389,-2213,difficult
43109,12014,7732,38392,11484,10794,1623,3022,14760,6960,12484,30377,7378,9537,3365,2026,-7530,-2646,296,33184,1896,7505,-1352,1239,-7903,-1955,-2893,6004,-4646,-1469,-1923,-588,100479,19763,-11660,-15142,15067,-2264,-1950,2336,easy
649632,116690,34246,48997,19039,19312,15513,4705,803198,47815,25554,13545,9098,12225,5044,4592,1074294,256044,65198,47634,23062,33535,33710,6012,-790520,-24400,-20590,66173,7567,-3503,796,-2245,-744472,-25020,-18531,-7451,-806,-8771,-3098,-3428,difficult
8375,7057,9821,50066,7980,7524,4145,2515,105169,20324,6254,15495,7801,5904,2983,2207,-103042,-15143,-5119,58081,4979,3001,2152,435,-100828,-15297,11828,35811,841,-878,-921,400,-86513,-9362,3993,9821,-5282,2737,2256,89,easy
7638,10647,5802,43029,4435,14305,3049,3056,35124,25238,6523,17402,8354,10289,3354,6091,-24928,-13435,1939,43719,-1845,2967,-434,-5235,-30015,-14750,-3909,-456,-4823,-804,-1127,-1338,-27514,-15588,-192,33618,-5088,9886,647,-2532,difficult
12494,4255,8819,37954,5502,10582,9485,3062,71819,38409,6384,20719,3289,7399,3161,4589,-71696,-36842,6781,18033,2501,10675,946,-2954,-53203,-31062,-2544,8517,2759,-3659,11,-719,-53076,-34557,3068,25155,1378,2534,18015,-907,easy
13177,7160,7971,26699,14948,9287,4991,4114,52849,21720,23782,28937,6169,5350,4343,2192,-36256,-17141,-9029,-3897,3664,4029,-1798,1479,-33305,-17590,-20903,4799,-950,4186,3662,2721,-49455,-8948,-17500,-7616,23622,3596,79,1565,difficult
