delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
98162,56310,5915,4528,3176,4277,2157,1815,123146,41115,14483,4041,4322,5464,2238,1826,120202,98284,-8902,-388,1618,1458,627,689,-114199,-38298,-14109,-3385,-3298,-4435,-1003,-423,-80954,-14400,-2693,5235,-1758,-585,133,-299,easy
126594,24352,5015,3375,4301,9542,4439,5253,121294,24933,8120,3257,4409,3922,1400,2306,-92660,17371,-6004,466,-1318,-188,1486,-564,-105364,-11350,-6,2047,437,18871,7534,8357,213925,-7763,-3304,-2160,556,-1822,98,1047,difficult
620184,181713,11591,18177,20298,13493,4472,6155,998741,137464,69907,28980,25127,16025,7975,2693,-26009,201562,-55990,-2912,17736,1880,-4619,4314,-195043,36652,-55276,-4517,-9449,5231,221,6746,-914619,-105467,-63683,-24981,-22773,-14707,-6112,-675,easy
326355,25414,10951,2397,3071,3927,1895,1311,91721,38153,15579,1810,3409,4992,1939,942,519769,-18764,954,919,574,-1233,-1015,471,-6352,-8924,-1542,1179,-148,404,-738,378,190485,-10528,-13297,-338,-1441,-2367,1622,257,difficult
176882,58698,17891,7472,13626,9362,7371,7449,540400,120005,47399,16594,11950,10022,3838,2520,-478653,-99171,-41759,-13990,-9174,-5745,-2783,-1522,-448116,-84624,-30539,-7718,16391,11157,15016,16847,-163786,-125,-16225,-5657,-2190,-7392,-1633,-539,easy
57835,30620,20631,8896,10610,12641,8089,4122,55165,45245,6326,4177,2805,3346,2063,2123,35440,3323,15732,3016,4841,-555,-874,391,10143,-30231,2789,-861,1085,-1349,1881,-795,-37574,-16966,24395,12001,17488,29790,17070,6402,difficult
230465,62648,10483,6899,4423,2731,4886,2527,236546,113318,23415,5203,17820,9030,7461,5078,-194181,-57749,-20582,-1793,-15082,-5745,-4120,-21,365578,-36548,-18254,-1690,-16160,-8084,-7029,-4751,-189641,-57712,39,8571,-8948,-5067,3424,-2881,easy
464671,179457,30392,22432,14681,6658,4011,2567,1451178,238101,23556,11890,12795,17339,13426,4964,-331720,279256,62735,49093,28060,-3947,-4958,876,-1197709,-219353,-18971,-6003,-10811,-14212,-11597,-4037,-1430092,-235835,-23255,-11464,-11591,-13884,-11689,-4030,difficult
57904,27109,6340,4534,5056,3270,2155,1336,400083,666875,39151,36382,28184,13646,6196,6924,-278553,-615142,-33559,-28790,-16873,-9804,-2457,-4478,-384239,-659539,-35632,-34718,-26376,-11583,-5360,-6340,-363746,-644616,-29242,-32037,-26134,-9741,-4306,-5947,easy
405658,156692,30695,49329,36092,29935,24078,16050,98453,36892,11146,3188,4316,3716,1676,2172,125889,191827,62922,131340,52352,60810,25875,25252,512344,193301,-8360,1135,44357,18517,39386,14895,283382,-25729,4085,5948,-1381,-671,1945,1486,difficult
259046,71811,9103,8597,6389,6741,4972,3954,374519,97945,17876,11173,8338,9478,6447,4310,305005,38904,-3970,6551,-3933,-2150,-2173,-1710,-343623,-89286,-16057,-10729,-6521,-4671,-4006,-1444,-307802,-28020,-6292,-3551,4606,-1389,1755,2086,easy
1027157,53222,45268,21188,5910,17233,5216,3243,482185,136942,9155,3602,6483,6315,2387,2408,2592903,14562,111163,50821,5251,22680,6783,1734,-479260,-133021,1669,1888,-4194,6680,270,130,-478728,-132701,-4493,49,-2776,3394,1434,640,difficult
586760,66279,38886,65326,51114,15883,11608,8042,514999,193334,39123,15020,10061,18112,7193,8631,-508101,-173618,55249,43846,98742,-2754,7571,-2060,1223036,-15586,-20489,120230,28184,11670,10460,6814,-499651,-191960,-35471,-13159,-3768,-15604,-4786,-6522,easy
221508,30036,7498,3791,5184,3915,1852,2124,234944,168059,33504,14432,7833,8705,4355,4835,-157552,-156010,-20580,-13731,-1211,-5553,-3248,-3424,196189,-150423,-30434,-4686,-4568,-4719,-1898,-2309,-78946,-107636,-27003,-13507,-2167,-4098,-2363,-2399,difficult
216992,82023,10345,19223,10450,12484,6950,8773,145964,71279,27792,7531,7645,11612,6846,5562,-76789,-28935,-24970,-2335,-947,-3144,-4735,-4898,94336,-33963,-23057,16415,3693,808,529,7065,195537,95131,-4315,20996,5668,4952,4519,7466,easy
76971,54932,9282,3671,3753,1984,1288,1050,718370,172279,42744,27532,20661,11585,6837,5809,-588588,-43258,-21301,-21356,-14989,-9604,-5030,-4090,-687333,-150637,-39497,-24210,-17522,-8338,-5170,-5017,-648277,-158147,-39589,-26017,-18212,-10862,-6446,-5171,difficult
