delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
16803,18242,27972,54494,11861,24855,78948,27426,4293,2292,3789,6145,-30485,-5815,16104,30702,4842,12994,-70546,-2481,11203,141757,1237,8671,-77029,-12941,55647,20858,3733,12847,-70520,-15499,11763,15491,22476,40327,difficult
25203,23576,5854,7129,4977,17849,139879,32209,4203,1498,2532,27121,-68036,25663,7901,18042,3189,-4143,-136228,-30353,-3500,-138,1662,-24146,-123205,-17958,-359,3200,2408,-20021,-131236,-11883,2561,1421,2520,11223,easy
143192,34334,11861,9210,9740,34053,255565,55953,17839,8937,19872,28658,-248604,-42897,-13676,5583,-7592,10051,-88529,-2456,-12740,-6428,-16667,-6138,137774,11728,18210,8518,-665,40224,-250133,-52851,-15705,-6581,-15603,-22557,difficult
86393,22035,4616,7057,18243,12599,88786,34415,17428,23451,13587,20569,42158,3651,-11149,-22123,-3563,-17230,38793,-2644,-12234,1395,39754,13384,-72558,-21359,-10779,-21611,-5107,-8295,-17967,-29168,-17086,-23236,-12459,-19741,easy
109797,26001,20184,11134,13101,22686,8497,18433,87506,64562,32053,17839,371278,45855,-48430,-55355,-19110,8745,43566,-978,-77992,-60217,-26736,-13113,-5339,-8429,-66784,-44679,-13806,10499,-4306,-6175,-76084,-53460,-16158,13258,difficult
467536,142183,18530,9286,16419,26595,714440,30495,6605,2659,6745,10675,684741,470313,46119,16193,12677,25138,-618653,-4919,4568,7307,22926,23707,-692467,-1088,-3252,2075,-241,15961,-361236,-17553,264,934,3334,-1126,easy
101981,35786,22645,28360,16912,20278,205021,19276,8828,14918,6901,29844,-97811,53227,26899,5609,24167,-11146,15735,-1950,-2712,6324,6209,-7061,-197424,-12048,25027,28739,5051,-3468,-132661,26811,6055,13095,4618,-16589,difficult
104411,36756,4892,12806,8128,14749,73820,18740,5424,6193,3683,13536,46610,6947,-4205,125,952,-9153,125924,65945,5657,27422,15233,27856,-57035,-15757,-4013,-3753,-1844,-9302,6864,14930,433,2656,3440,-4549,easy
245768,43540,11860,9402,8564,17883,25011,15030,18599,6993,11441,26207,650020,100241,-2026,2688,2486,-21,50560,15586,-771,3528,-4074,-12997,121841,-4658,-6450,6763,-1642,1858,60607,2872,-17711,-3343,-8279,-22138,difficult
31140,22192,8029,4985,8526,7418,313101,61638,12281,6676,8272,16498,-302756,-57739,-6080,-486,-3758,-14157,-307061,-25105,-3937,1166,15096,1189,-265473,-36132,-2472,-4307,-5561,-11209,-252554,-38809,-4521,-3138,-4763,-12143,easy
26633,17217,12127,14106,11341,17088,15572,19991,12175,15694,5966,46150,-11126,-8526,-3268,-8396,2161,-15273,5780,3109,-8537,-10575,-3993,-41135,42362,-1454,-2256,-7448,378,-31589,7228,-4227,13869,20068,22953,-28252,difficult
32159,27887,22748,30104,13135,22947,296759,44983,6898,12028,11720,25811,-201687,-23028,-2418,-7987,-7893,-17075,-275314,-12053,38779,47709,13121,18887,-293976,-11045,8353,39060,-2345,-3079,-287422,-22260,18687,-6477,2777,-10191,easy
184884,26107,11875,6969,10857,16783,235174,77203,22316,14686,12000,27161,-224384,-75181,-17159,-13769,-5016,-15539,136859,-17357,-10573,-1067,10119,2919,-227847,-37883,4172,-5341,-3001,-8858,114210,-73963,-18205,-10693,-6673,-20033,difficult
17496,10660,11750,8247,22346,30050,202944,37568,7647,12990,11870,24642,-181765,-13619,4161,-477,34003,8683,-190343,-31918,9910,-5765,-1401,9371,-187135,-34052,-1532,-8588,-5526,-4805,-182551,-28044,3874,-4142,14826,8384,easy
42737,22422,6133,11308,6504,12778,527843,253172,53211,24335,24334,29272,-412794,-211064,-50021,-15594,-17562,-23175,-505862,-240021,-51938,-19261,-21472,-22865,-514026,-236577,-50517,-21275,-14223,-4037,-507741,-235338,-35837,4021,-18062,-15901,difficult
178679,35401,20779,19060,11846,17315,27134,18407,4079,3777,3803,6253,634957,4549,1116,4659,8445,-2042,-8382,45603,13515,13987,9910,18659,-1390,18826,13536,28730,14702,5868,-19005,-1004,38633,13756,-884,21763,easy
58772,30318,18725,19487,8033,14650,150477,43128,13362,10949,6025,13120,43523,38,-11339,2284,1006,-9228,-133580,-2622,36953,-4021,3352,5328,-132128,-19262,-1347,22735,1034,15315,-144635,-29395,-2814,13154,2638,-5296,difficult
551837,82805,13006,16774,20668,17902,182135,117176,9392,13093,15011,19724,1710915,150863,6319,10173,36129,14179,-34615,-103140,-1638,-11234,-5291,-15413,-72108,-76925,-3426,-7441,-12972,-13191,-125383,-108284,13201,23226,4762,7136,easy
62334,37600,8228,12266,4638,16877,400707,106905,26277,23739,13531,20229,-270038,-45441,-16561,-17803,-12690,-12199,-367057,-66498,-23668,-2525,-9565,-5154,-325679,-67564,-13651,-20048,-8777,-8307,-390719,-97716,-18315,-5517,-4540,12253,difficult
589790,90906,26555,20837,15351,19487,169388,79673,14636,7916,12968,14631,-2216,120257,-4316,-920,-2108,5943,-34444,-67369,-10340,-1685,-11120,-7984,1281287,59925,66166,45189,23222,-2510,436982,-67881,-3833,9099,-464,23976,easy
277348,48634,14315,26248,24925,27245,311129,42070,5135,11953,17057,17362,600043,75183,3206,24693,17679,23046,-120221,-2874,17158,75,-7724,-932,-307912,-26554,20616,16678,-3911,6020,-307036,-19500,-4260,15733,25426,11398,difficult
338781,43599,16803,20291,29362,24224,101168,43669,10054,4093,3288,8468,666376,-20501,-6450,-1104,-645,-850,194194,35290,1159,2040,19665,43723,166634,-3721,-7464,33586,33344,7183,-76752,-11347,39749,30270,51932,12969,easy
176997,41615,3764,14062,13575,14522,43356,8906,3924,4213,5672,7259,93521,107323,3345,5540,14613,10526,710,5503,-1096,489,-2042,-1502,185901,20602,-2102,31864,19905,16189,254433,-2594,-786,1504,-864,3840,difficult
30698,26861,10437,12320,10073,15594,716238,71344,9035,6717,6334,5856,-676520,-64492,-8042,-4022,-5911,-3679,-652725,5751,17013,14319,15770,7208,-705858,-51813,1736,7287,3777,18659,-707058,-67379,-5101,4828,1318,16762,easy
36941,18879,5617,7649,9050,33564,162925,40054,6544,10897,4868,16697,-42546,-7690,-3412,-9805,1849,-10293,-149852,-35646,-5343,-2666,3923,9649,-155990,-21119,8963,-3093,6146,61574,-155548,-20247,-3917,2573,4811,6539,difficult
213188,61079,16017,30437,13708,24911,227081,104448,46880,27980,26945,25052,-224614,-87483,-44999,-23154,-20227,525,-35325,21412,-20597,-20364,-9449,28080,42876,-66872,-13136,75822,-2163,-7033,161491,-40534,-44721,-22476,-21110,-22135,easy
58771,11394,4659,8526,11145,19323,513896,81154,24330,15423,13796,34315,-347137,-58240,-20304,-10236,-10676,-23584,-508555,-67738,-17434,-11790,2276,-14790,-466560,-75499,-18339,3454,-6934,2656,-498248,-77564,-22608,-9018,4730,-24249,difficult
450031,60813,5500,7795,9384,27830,478569,83980,11662,12705,13235,18548,89089,-6364,-2177,-3819,-4507,29149,-55734,-17462,-5347,-7516,-8217,-11727,-361281,-46810,-10481,-8051,-9641,-13609,213774,-22034,-6643,-256,6960,33313,easy
257132,23484,22849,10724,10964,23627,98475,21222,8639,8940,13116,18214,-56584,4894,4515,-2631,-5007,33168,132935,-13678,5844,-3190,-996,-14910,649171,19415,8828,17268,62,4674,-90896,-1585,37652,-4312,-2667,-1279,difficult
10051,30529,13641,54355,10659,21781,249771,24988,4918,8413,7315,6621,-228926,-600,3467,65996,7116,23411,-244478,-16609,1022,54249,3825,11625,-244505,13594,21494,26283,5906,12778,-240970,25780,8910,37240,-3470,12825,easy
350121,26876,7780,12174,13185,12364,125226,12648,7543,2643,3865,6652,664117,46250,1770,12286,13108,1073,473267,22713,1409,8841,22067,16603,-118478,-10931,-4709,1565,844,-2475,-119326,-1121,2476,15432,1260,7647,difficult
176294,51932,12291,8483,12890,20809,257355,49353,7604,11581,18266,26676,-222304,420,18943,-711,662,17767,-244710,-33755,3080,-3561,-3654,-11084,-237895,-36073,-4137,-7375,-14479,-19302,380665,79725,861,-745,-4034,-10849,easy
363275,91859,18616,7919,14989,12510,21507,38988,9139,1584,5381,22512,242729,122526,25126,10897,29315,-2040,-14505,-33662,883,3911,1838,-13155,901922,131007,18392,7653,10533,-6683,236926,-8389,-6494,2877,-3253,-18131,difficult
94909,59423,30518,24973,14905,23568,283662,108644,26429,9659,17701,18558,-83315,-94378,-8728,-1882,1493,14517,-129707,34497,-9481,12904,-6263,-1795,-272140,-73761,8367,-709,503,-2000,-269851,-63241,26198,50944,-6918,9316,easy
25566,30063,12765,14270,7549,11590,630393,68167,14082,6282,13488,8986,-551735,-55457,-8300,1544,-9026,-5445,-622012,-38822,12694,29938,4117,5045,-624330,-50782,-10340,711,-10603,270,-621230,-7357,679,-241,-8245,10544,difficult
158638,42843,18206,12956,13480,16515,98130,56574,9255,4944,9404,9267,-90380,-35274,11104,12122,16926,21093,-33370,58315,16171,9985,2194,1779,-94277,-52315,-6082,2587,-2964,-792,460060,-25649,14612,7354,148,6913,easy
49448,20442,35623,17660,16483,19391,179509,66457,10597,11469,10423,17066,-160266,-45813,950,1283,5713,12206,-10023,-45129,4201,-4125,-4814,-8402,-175268,-32783,78509,22856,9409,4567,-174686,-60334,16443,4749,13930,927,difficult
364344,32302,17103,31418,11532,24603,38352,10289,2424,2453,3043,6290,323569,42122,11718,-203,3941,18262,-32703,-3977,22598,15797,21588,4301,-8044,15944,21301,94534,651,6316,1021147,33964,3098,5730,7777,44374,easy
42642,22656,8227,9700,16645,27834,118456,148770,22774,18294,22522,21306,-106202,-140652,-16149,-14686,-1558,29239,-92461,-145236,-5953,10128,-4198,9141,-87159,-95675,-16948,-14667,1053,7242,-17435,-122894,-19139,-15153,-18806,-19512,difficult
176535,29454,2176,5297,9248,15246,292047,25333,14518,6736,6699,22145,-217774,-16864,-13367,-5160,-2176,-18301,-213497,-16312,-12115,-3406,4880,106,-185988,20620,-10432,-3236,-2693,-14252,155212,29040,-13455,6045,10183,4852,easy
140619,80820,28505,28252,12972,15553,197891,38647,5504,9922,9835,20228,-179390,-35600,-5147,-7220,-8262,-11248,26019,36960,299,-52,-5144,-15837,-81525,5900,59203,45362,15734,-13412,5806,161432,37649,35230,10218,21797,difficult
208565,25598,19168,34833,8632,13555,433552,68811,26705,20822,9913,11284,355394,-58576,-23942,-16802,-6245,-38,-422738,-52792,17434,35581,2040,1997,-418257,-25047,-14268,22539,715,1354,-414346,-36439,-9371,14727,-1634,5771,easy
164530,53320,18196,11760,13092,19462,308186,54731,7255,5748,8447,6007,-226892,-43411,-1181,3742,-4858,2677,-252330,-32732,36382,7310,12048,30752,-301716,-24858,2102,6034,4064,12603,206313,95357,6459,6961,7325,7787,difficult
66327,30388,13550,20833,19583,23512,71177,28900,3334,6943,4918,5659,79243,524,12116,10779,11262,35643,-64951,2009,14166,28538,33892,28156,-59286,-8401,5664,17982,9370,7933,25594,11821,8916,-1738,4134,-321,easy
113656,66282,16767,7885,10592,31845,648562,176164,89332,22697,27681,45124,-475250,-163812,-82603,-21398,-23991,-25598,-487896,-711,-67498,-12796,-14014,5611,-642911,-151693,-72224,-19888,-5522,-28926,-533568,-123314,-67937,-5166,-24829,-4203,difficult
339677,37049,16342,42269,27690,22157,247808,107830,16209,12785,12040,46348,435794,-21246,667,-2400,12765,-12225,416235,-90666,-1424,55724,43853,-32134,-241092,-74072,-158,71284,-2732,-20206,-243461,-97140,1448,-6672,8714,-32201,easy
85540,17517,8634,15498,17126,14351,373419,22085,11630,2062,9310,22640,-328639,5963,-4402,897,-5839,-14053,-363172,-7982,-5327,7323,4749,3817,-371306,-9534,-4326,40638,36258,-7797,-88398,-6721,2070,4887,-3904,-15125,difficult
44615,25420,14514,10973,12518,15918,69061,21580,10887,4406,7446,14870,8550,-3871,-6093,2675,2920,23336,-34427,-5134,-6967,4280,15566,-3505,-64962,-19070,-10726,-3745,-1101,-12614,-6947,43434,38292,23057,2901,-3024,easy
375120,27207,31587,9977,13199,22295,231559,70935,8576,6142,9718,20214,-81345,-67536,-7578,-5545,-8143,-18906,-153973,-39920,-5262,-4520,1758,-9879,508224,-25179,35385,16866,8925,14949,301336,-42277,69497,8540,11383,22160,difficult
216366,39583,6391,11385,7043,36741,897814,204296,23287,31205,25359,24586,-138675,-99534,-15201,-27930,-19431,-1062,-885483,-190104,-15192,-16040,-19227,75696,-806594,-188683,-21679,-27432,-20321,-22015,-895039,-180532,-15513,-7877,-14287,-3998,easy
168686,11354,5309,8129,15396,25672,871005,86029,22644,10247,19697,23728,-802231,-58971,-21501,-1118,-16348,-494,-317646,-77105,-18874,2590,2126,11405,-866987,-83725,-19137,-6707,-11856,-18390,-822414,-78898,-9830,-3239,8872,15253,difficult
23022,66625,8547,8947,6794,18783,690044,32699,24141,22024,14427,14233,-661791,21275,-17708,-18549,-9566,-5205,-658188,139101,-14616,-8286,-6136,21624,-679230,-20316,-22704,-14457,-10107,-2684,-668879,-4355,-7347,-11016,-4723,4465,easy
84523,12314,22492,16833,9638,10356,240683,37505,8589,1719,6889,14736,-84092,-28701,-4183,-121,4986,-8072,-158046,-23530,-8288,2235,-4294,-11109,-149843,-28679,4300,11857,-2115,-9461,-232659,-19854,63784,46485,12419,11121,difficult
