delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
220551,49563,13404,7452,3970,5254,2128,2269,726843,65446,5453,15353,11072,6862,3150,3408,-294763,31024,16741,-5067,-4226,-1642,-1955,-653,-717821,-62790,-839,-10736,-9979,-1575,-89,-1625,easy
279982,243165,39029,12543,27883,12059,3725,3742,1053756,137609,193493,72428,64750,39281,15412,8456,-526082,298953,-136240,-51090,-12296,-19659,-12028,-2197,-1021467,-87842,-172688,-68680,-61438,-34786,-11347,-7232,difficult
377718,216237,58065,19634,10979,18476,3837,5439,569862,145379,25990,19672,15963,12632,7880,5559,127313,259088,89068,10170,406,17446,-2474,3825,-511602,-117372,-24918,-10246,-10375,-5759,-5612,-4066,easy
778848,66000,42100,15895,14545,6520,5374,2827,1050996,223135,117977,130581,45403,21364,11219,19976,230877,-144592,-34929,-104655,-19842,-14969,-5618,-18179,-775174,-169679,-116826,-124718,-41874,-14719,-6073,-16119,difficult
923191,59965,14828,4833,4174,8443,4258,3802,694714,167714,7335,24494,13199,18519,9230,10981,482713,-78153,11880,-21834,-7890,-4115,-1559,-4977,-25759,-137345,3106,-17488,-10160,-16037,-8385,-9381,easy
1332580,77081,14566,12525,5854,7856,3114,1681,596897,43626,17490,14664,9333,13875,6545,3132,300289,18424,-15592,-4970,-3384,-9160,-3156,-1130,1171076,48486,9744,691,-3574,-2879,-3707,-1772,difficult
429047,125952,23971,19262,11317,29180,19550,17751,840679,58200,48484,10577,4113,4364,2879,2764,-718975,41016,-36558,3410,6226,37558,10849,16684,-104290,94488,-12469,13959,8181,12074,22493,13290,easy
310049,126539,18308,10429,9537,12376,4535,2557,796919,166793,37670,9747,7602,9302,4170,7315,-209010,71953,-3085,7188,9114,13951,4271,-2674,-764731,-152461,-35640,-5825,-5244,-7803,-3542,-6843,difficult
47460,10334,1869,2284,5109,8665,7841,4630,294770,151461,38772,21464,10247,15902,6126,6075,-206083,-135743,-38135,-20780,-7080,-11408,-4460,-3604,-288537,-146511,-35671,-17580,-3196,-3066,7889,714,easy
89683,34310,10708,5141,3006,4253,1477,1514,569293,267849,30774,28516,17548,14677,9201,7564,-478968,-207374,-14924,-21544,-13295,-7896,-6996,-5302,-480252,-259705,-25209,-25206,-15790,-12953,-8452,-6798,difficult
460403,111870,75629,28285,42027,18319,13773,6936,743188,242577,123113,48240,19556,23496,12305,10214,-719653,-216202,-105650,-32332,3712,-9586,-2346,-5358,154082,-45212,10682,-7579,41230,-768,5281,-1198,easy
1790425,199012,99175,13955,29348,26283,8045,10441,1006823,155642,17698,21127,17978,19320,30407,11107,-1488,160735,20636,-12764,-829,-6673,-25908,-8226,1568692,-73996,142318,-1580,23568,20598,-18817,6894,difficult
580600,38318,6924,2905,4418,2563,1263,797,851104,40627,10026,7453,13861,11021,7054,6791,-724209,-16833,-2182,-4644,-9512,-8705,-5885,-6146,183200,12214,-4023,-4452,-9375,-8212,-5698,-5843,easy
326761,215472,43067,10188,17944,10067,7361,8703,549511,124551,34428,40636,17034,19179,14790,12621,-449035,-115960,-34161,-39705,-15817,-16954,-13156,-12217,3534,297801,51438,-21191,17637,-1271,-1703,4381,difficult
149097,24444,8923,4183,2071,2638,846,786,611580,121925,11674,20165,9760,4378,2906,1932,-402630,-81608,3604,-13893,-7152,-37,-1875,-1043,-522336,-113355,-9107,-18072,-8226,-3444,-2246,-1250,easy
241897,49065,28696,8665,3864,5408,3076,1945,859480,50328,18084,18964,16156,20695,17074,4822,-395930,36287,35564,-6293,-9887,-13718,-12281,-2564,-839236,-38814,-14341,-14306,-14697,-16856,-15715,-3191,difficult
171082,33768,6432,4667,3774,5804,2568,3071,201673,51092,6748,3651,6635,6981,2429,1534,-175760,-33724,-4464,-644,-4057,-3473,200,576,114578,-924,3831,2675,-1665,1119,77,2498,easy
267600,83285,13540,6469,9469,14030,6054,2251,136679,91170,11093,5166,5225,6254,2675,1767,215010,-73011,-8478,-3647,-3547,-2731,-2010,-1307,46832,57240,13372,6253,12035,18282,8768,2274,difficult
544354,198370,70295,15619,10304,39017,16923,12410,1192779,199257,22770,27452,17303,22180,17076,15407,-221763,194842,116806,1450,1878,53556,15974,9167,-1075088,-196617,-21757,-25117,-15876,-19882,-16281,-15162,easy
257516,36970,11109,6230,20935,11111,5628,4751,369887,49058,31250,7175,5796,12923,5481,2211,-329799,-34594,-15034,-4830,-1171,-8111,-2231,872,105057,10418,-25248,2940,31448,4486,2525,4208,difficult
498980,68433,2681,7536,11768,2957,3174,2560,1023591,58060,19145,24818,8392,15048,4850,3736,-920490,37633,-15419,-14318,5506,-11272,-966,-1959,-128732,-16888,-17510,-20247,1246,-12911,-2387,-393,easy
497686,117985,20324,6267,13497,14599,5412,8196,337337,148771,22185,17435,7497,14521,20415,7082,-15123,-56467,-11964,-10070,7190,-8918,-17961,-4550,335821,-5106,8242,-12267,4810,9073,-12045,6778,difficult
275201,113000,12768,15066,10038,17970,3325,3679,993228,104324,48814,21162,14317,13561,8245,5130,-505562,114713,-25612,5615,5168,19745,-2188,851,-930492,-97362,-46481,-17808,-13726,-10927,-7652,-3754,easy
738244,84006,32657,10898,9282,9451,5259,2692,458581,74310,19571,8340,6260,6611,4173,4210,985421,18995,8636,-2443,5754,3265,2309,-903,-426095,397,17535,7558,289,2415,-137,-2133,difficult
542369,126012,32098,22867,11749,13078,4608,2087,863852,101951,14074,7045,12086,7640,6291,2610,140065,122412,41442,34823,5689,15781,564,1168,-783031,-74290,-5394,-3180,-6364,-4906,-3930,-2215,easy
836449,108137,41740,17812,7061,12128,17034,8809,1023793,78005,51624,19872,11148,21359,19917,6682,-602496,-45831,-40750,-15079,-6474,-17684,-13852,-5444,227808,106094,20982,10958,-1701,-778,8085,9697,difficult
755560,179579,12315,26808,8690,13098,8468,4152,204987,29546,4368,9194,4419,5574,2644,2030,-49001,88995,5934,-6325,-25,115,-522,-420,1150147,211070,9960,41552,8566,14933,12169,4664,easy
786084,96175,26007,11200,9303,10122,11595,4695,1729568,178292,144635,184017,102731,85857,67374,34348,-1407573,-23160,-108549,-164062,-89460,-70823,-47903,-28735,-479395,-141074,-128708,-181572,-97397,-80648,-63655,-30571,difficult
72874,69596,12585,3027,3267,4679,2823,2479,1148436,163435,68851,31514,38553,23851,23508,12668,-1058549,-60497,-56004,-27993,-35336,-19603,-20305,-9920,-1092576,-127181,-56529,-28981,-35237,-18742,-21065,-10459,easy
131435,28672,2339,2679,2171,3576,2456,2042,1305285,89693,16952,25270,8503,6607,4203,2268,-1219471,-74072,-15010,-23156,-7185,-4498,-1445,-601,-1128229,-47971,-14217,-22026,-5479,-1564,-2050,148,difficult
41380,26394,11356,8577,2937,3810,1715,1611,321112,25431,11241,9544,9117,9623,4455,2799,-303616,-8448,-6197,-4396,-6587,-8167,-2917,-1264,-255849,10374,6427,2462,-5774,-3460,-2564,-1112,easy
51741,22322,1773,1807,1310,854,541,187,331668,73842,11598,10406,12437,14497,10037,4747,-316714,-48719,-9029,-8676,-10856,-13599,-9562,-4622,-243140,-54321,-10622,-8523,-11399,-13688,-9430,-4499,difficult
138029,101633,5987,4918,2880,2849,2543,1219,748749,66233,10049,23491,8206,11660,11532,6996,-570168,133583,467,-13967,-3180,-6940,-6860,-5128,-651272,-62784,-8592,-23179,-7473,-10682,-11118,-6427,easy
182566,31622,24152,4433,7529,3604,1844,596,292005,110508,3702,10347,11760,16804,8499,4307,-41880,-88046,349,-6751,-10262,-14682,-7439,-3981,-176998,-69727,40550,-5078,1799,-11719,-5871,-3441,difficult
763050,121588,27735,7192,7844,4467,3285,2825,1750065,202933,29230,37701,21639,19799,9766,6904,-1629057,-190520,-8157,-32939,-16344,-17769,-6251,-5068,-344973,27830,5166,-28079,-11247,-12896,-6711,-3090,easy
430199,48436,21190,4087,16085,9973,8778,5260,110549,33561,3539,5155,4388,4104,2672,2099,44000,20831,13814,-1744,2231,2299,1526,87,595299,8919,21487,-393,21163,9438,10685,6234,difficult
1049684,197480,28457,19481,13831,23263,10128,4329,578542,298960,58853,40870,19806,13358,7296,10380,1268569,-26590,-8399,-10641,2894,25014,10339,-5055,-326286,-176370,-52394,-32137,-14844,-5204,-4675,-7048,easy
75632,61227,3043,3197,9825,4878,4274,3032,84299,24870,6926,1871,3690,3639,1973,1967,-52921,37858,-5103,1736,-1592,2938,2924,948,35586,34856,-2663,916,13861,-460,1678,1181,difficult
871615,221784,18054,11183,22371,23827,14656,10874,1021421,322166,51751,17609,11547,14704,4328,7086,-249085,-159120,-47231,-13407,7355,11903,9756,4837,-50528,-41644,-20164,554,14293,6343,10899,2738,easy
118577,52612,3352,2708,3135,4181,2897,1555,836839,123479,40288,12629,16386,13867,14363,12948,-724544,-34493,-34971,-8367,-13813,-10909,-12554,-11978,-711981,-107241,-38901,-11475,-12690,-8464,-10379,-10809,difficult
305304,70775,33653,8163,15103,4527,2675,2141,1185012,373963,61428,41944,21596,38694,22667,26532,-882819,-240402,-2076,-27391,4892,-32768,-17828,-23725,-876598,-365974,-53475,-40171,-17878,-35566,-22157,-25058,easy
264211,47619,13436,11084,5295,8715,2633,1689,477885,169790,14872,11817,16740,13119,5338,6768,-207339,-96799,1739,-700,-13675,1188,-754,-4309,-220009,-147544,-4612,-767,-9215,-9996,-4656,-5849,difficult
98189,53164,2859,2255,3100,8186,2363,1535,740459,36694,31953,7840,6588,5781,2944,1245,-720703,-26175,-30639,-5295,-4690,3277,-1849,451,-563837,59115,-27549,-5876,-2287,1533,687,129,easy
615697,34605,21840,7192,7085,6054,5092,2826,350049,44286,10777,4698,5620,6303,3051,1500,745045,13962,24479,7039,4372,4986,5978,3154,-213750,-33324,-2354,-2051,-1443,-5484,-1897,-502,difficult
952182,146353,50576,63108,26920,27021,16357,8614,598369,420202,31569,23036,15029,26927,7276,5858,341754,-284769,12990,34054,30334,10845,18974,7663,365872,-262929,25024,46090,-6552,-10657,-812,-2152,easy
1387785,448826,93833,14935,50561,26895,9787,12434,84375,24372,11613,23311,15750,9631,6256,4087,2240355,847440,172423,3912,83024,42342,12159,20467,366464,1467,-7983,-20664,-13402,-7815,-5097,-3773,difficult
814674,216910,78460,5593,14045,17617,5491,2742,1464719,283925,48243,93514,28541,28724,12351,13718,-1170479,-267957,-45077,-89851,-27138,-28036,-11459,-13477,-129611,133927,105510,-85991,-1855,5822,-2262,-8475,easy
697238,196803,49905,37008,31404,11742,3090,4391,248946,82196,17949,12636,4175,5864,5274,1940,1080296,298321,76531,56741,53173,9753,-1006,4832,-183713,-69108,-12619,-7997,1284,2002,-3363,69,difficult
726637,190277,56773,16346,13436,8240,5478,6865,154208,41364,7394,6720,9010,7933,3467,4117,908207,247227,66258,12716,371,-2364,280,3020,236651,50598,32500,6536,8481,2978,3741,2475,easy
100403,42927,11267,4609,3134,5255,2916,890,299297,97331,16276,9813,4685,4754,3096,1798,-215040,-69094,-4712,-2785,-898,-1072,-452,-900,-182748,-39714,-5307,-7624,-2205,2074,92,-916,difficult
834330,51344,10326,35897,11063,21050,12938,9600,1278372,65893,10724,31744,9759,5633,12178,2923,-275131,11761,-5220,-6169,4069,1177,588,8730,-612954,-40859,4424,14475,-1462,29657,932,4623,easy
