delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
663384,63373,27507,29875,12428,15241,564718,83597,54716,13188,8986,16773,226770,21686,-46116,67735,-669,5501,39673,6105,-33482,4409,9695,8732,850713,-19904,4921,14573,14144,2197,-474662,-47359,-14140,3850,-451,-10010,-149162,-61650,-47227,-7131,-5511,-14078,easy
241451,139151,53910,25373,26440,25309,1014466,134687,53887,16988,24774,12244,-856616,94892,-10787,9971,-4341,19423,-480739,109832,-20221,1120,7276,25612,-737530,14627,72856,21608,14975,11279,-1000133,-73587,4358,22497,7263,14445,-790059,-123444,-46092,-13270,-16844,-5436,difficult
348901,84847,25053,22253,11248,11301,1374613,69613,12792,21867,7649,7256,-697606,35607,-11381,-11503,10700,8838,-1066731,122432,60936,46322,12276,17732,-1032896,20972,33128,-17273,-2512,-303,-1321512,-63176,-11829,-19134,-4701,-4626,-1009814,-39665,-9550,3520,2234,-1414,easy
154717,25696,18971,16901,18930,19037,97401,32913,14209,21921,10941,5835,-79949,-28287,37605,-8119,7582,18397,446054,29726,-8602,-9223,16966,28129,-43925,-3454,9383,20603,-1899,13201,51849,-22515,-9020,-16252,-4534,-656,-87449,-11553,-5558,-12110,21828,6938,difficult
311602,37635,13735,10865,23207,15341,1143853,122181,55837,35092,12341,12908,-910715,-81987,-41090,-26893,-7161,-802,-1124885,-108991,-42998,-31817,16364,8435,103856,-66295,-37814,-14647,30271,3748,-1123300,-108686,-38650,-22012,20868,1643,-1106209,-56772,-49956,-25764,-6012,-857,easy
748401,113328,37868,22030,24236,22030,374276,87796,7365,9291,7904,5074,2127734,123337,13785,23750,25084,17177,6665,52644,92168,5801,18975,36505,-347649,-44230,7343,9196,17201,3184,427587,52570,24647,16626,18942,18657,-343712,-56663,14570,8324,1456,9256,difficult
449077,71339,16120,8449,9115,8059,1220555,103060,19256,18481,20524,17788,-839077,-30770,-7344,-3744,-2550,-9534,-486701,-79773,-1715,-6562,-9001,-8018,-1037196,-86338,-6726,-17289,-16615,-14513,-1111436,-90047,-9871,-8985,-18669,-11060,-382981,128324,9978,-13581,-10208,-5520,easy
109923,19982,7574,9454,11407,11169,296947,66802,16971,21699,7150,8317,9673,-33713,-16573,-19650,-3103,-2912,-254223,-47109,-14691,-18647,-3227,-3790,-263692,-54454,3057,-1857,18201,14273,-198485,-40626,-12840,-13834,-1255,-2868,-228393,-58198,-5936,-7239,10671,9557,difficult
363782,159070,32602,35945,52399,32315,739170,164117,73062,39548,72437,61135,68311,344054,2887,83756,41077,15035,-169188,-72959,-56653,-15889,-44279,-38657,-648350,-127025,-65311,-24639,-60586,-47640,-572782,-123520,-56228,-25475,-44500,-43011,-554932,-45783,-26995,-35770,8098,-29828,easy
657895,106989,19631,19360,18185,20733,295656,49292,7648,2501,7714,6907,-90698,7330,17638,19805,2965,-2196,441357,35447,47085,11727,12548,25176,-173292,-34609,-3542,7612,-1835,-194,170943,9944,-3613,25855,5203,40043,1462887,270372,2345,19296,33473,6299,difficult
959302,234722,23520,14787,25884,14669,809293,102232,14987,13016,16845,15974,-680177,-90166,-14258,-4976,-15087,-12151,1579682,703999,63048,2490,51099,13713,77094,27804,-8837,-4646,-6137,-5366,496717,58677,11058,19177,18383,4147,-723269,-37866,-8344,-3191,-3062,-6869,easy
95832,26291,7820,8211,7628,8851,321700,87947,24397,29906,12661,13853,-285744,-65453,-22677,-23497,-10861,-8543,-309945,-64232,-18889,-19442,2074,-1509,-313777,-75787,-17813,-20117,2102,-909,38634,-72970,-19475,-22271,-9054,-9239,-258510,-29839,-4031,-23147,-9426,-4808,difficult
922607,173848,31192,37757,48003,33904,674713,163234,87963,49817,68206,51683,-366503,-58527,-66572,-37405,-55404,-37609,733947,155316,-21296,57796,88471,46652,-468903,-8234,-69284,-27060,-57097,-44297,998055,-12058,-54973,-12907,-25443,-19190,342874,-23425,-71732,-40725,-51540,-34449,easy
744711,61912,13103,17892,24326,12215,769864,159788,59393,44236,10734,20362,1387269,-10657,-42716,-23780,46563,-1044,-574690,-106750,-53735,-40797,-2510,-12400,-735698,-111471,-34914,-19215,20661,-10802,-519129,-130141,-56590,-41363,-2347,-16872,316484,-130360,-43493,-6566,5594,383,difficult
964189,94467,29288,18433,14451,19081,21042,22702,8486,7020,7513,8655,2092554,254227,71635,19707,17102,33894,252550,45457,1069,-1851,-1891,1064,1239426,23637,-635,-752,-6234,2076,543181,42988,23964,43343,18109,17379,588025,-7486,7977,-3384,7604,-2282,easy
1251544,141259,15958,35720,23778,21220,1915221,362487,57599,21510,22862,31443,-1657633,-352928,-45087,-3276,-16969,-25310,-1236027,-298571,-50342,43358,-6434,-15945,-885485,-211619,-29576,-9652,-1643,-579,1487830,-149615,-31209,39752,43335,8906,-1027071,-93409,-51989,866,-13710,-18185,difficult
411508,67897,56511,34530,36293,19319,371574,115277,12506,17706,29873,10529,-240380,-75342,64310,-7918,-16965,-1292,832212,85203,95388,55185,34572,31123,333279,-44724,50382,34023,38949,4513,-361294,-100610,8436,7470,-17033,-1056,-364149,-101425,1511,-4640,-7424,10661,easy
141287,58707,21116,14773,16205,15703,406253,340844,74651,19450,21628,40138,43479,-215399,-14060,-6771,24045,-14053,-290392,-291604,-73637,9892,-11031,-18517,-379717,-323042,-51126,-9348,-18523,-29467,-396113,-294938,-66771,-7267,-11327,-27065,-302086,-285702,-62083,-9893,-10281,-33074,difficult
336377,28086,17104,14938,7036,12487,182432,37686,5164,7566,10466,13983,25907,-11372,-2248,-2391,-5593,-6925,-119732,-32834,-4826,-635,-6292,-4980,-156817,10697,-1418,-6230,-7860,-12218,750096,833,41175,19353,6234,595,270271,-15323,27015,26764,-3637,16050,easy
