delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
1452947,291724,63723,41584,42705,38423,14394,15613,-1297867,-279604,-60509,-37981,-41301,-36761,-11834,-13919,-446954,-195018,-59809,-34467,-38110,-34559,-9108,-10541,-722536,-182553,-10507,-28257,-13941,-23734,-3986,2889,-456787,-221893,-51152,-34866,-35300,-33155,-13234,-8996,easy
331063,97496,37249,23696,15895,13317,8924,7291,1805783,26474,-790,-10230,-8193,10139,-2912,-2109,715984,-20097,-15880,-10522,-10124,-6908,-5870,-3943,-253055,-53601,-15039,-20148,-5346,-7451,-7235,-6069,-295700,-79025,-30002,-21769,-12170,-8401,-7297,-6404,difficult
516249,56214,27996,12906,14435,13055,9140,6715,-296931,-38462,-26417,-5708,-7776,-9390,-7717,-6114,-470362,-37796,-20955,-6781,-11532,-8369,-4943,-4867,-280823,-26135,10799,64156,2583,-4199,-4592,-4740,166566,17943,15286,2153,14942,19950,14387,495,easy
819521,204221,28689,35318,10308,12380,7646,7286,-183173,7234,28181,31676,38843,56665,6021,-1084,-304882,-166760,-14398,-31016,-4994,-7262,-6783,-5825,-463250,-164533,-24138,-27142,-1642,-8415,-5975,-6202,-133275,-118800,-10990,-18505,-3784,-3535,-6471,-5176,difficult
1089280,175449,24036,37921,21763,32028,11427,7238,-1035948,-91581,-22507,-34861,-15259,-25376,-9950,-5729,-994214,-107513,-3273,-17375,10431,-9398,-1012,2108,-616667,-52871,16927,-29972,-5418,-27491,-5985,-5496,-925498,-131774,-18298,-33198,-15536,-27307,-9554,-5467,easy
197022,76466,10358,16698,12982,10929,4302,4154,-140870,-13823,15825,-13699,-3431,-4137,-365,-3167,-60400,987,-914,-4750,-6068,4167,-685,-212,896513,36555,27726,36952,49284,25831,7858,3120,489289,264171,83619,39773,1,23344,10742,3124,difficult
196421,40225,8727,9412,15207,6979,3123,3614,-34393,-35879,-7265,-9042,-14085,-6183,-2771,-3349,-189871,-302,5439,-4994,-1642,7107,8127,1702,-149709,22665,11203,-5835,-8102,-3687,-1696,-1593,-181482,-30113,4426,-7834,-13539,-6182,-2800,-3141,easy
233424,54242,26440,15877,15718,5727,3241,2555,511531,98490,13071,10065,-853,2229,3549,4010,-144613,-36506,-25630,-13772,-15069,-3131,-2181,-2291,-119361,-47162,-24592,-15106,-13531,-3979,-2703,-2025,-146600,37850,8196,-3813,5504,2649,892,2367,difficult
235404,50018,7588,11225,8301,7652,1842,1032,408834,228217,4292,4253,1878,1022,3626,4262,-165581,6763,5790,10251,-1045,2613,3654,1799,-129813,-7559,3911,-1175,-1674,-5486,83,-419,-155158,-29772,46757,24212,994,312,362,400,easy
116729,62438,15077,20674,8594,6852,2839,3252,99420,7747,905,-11344,-3949,-3117,1382,-2064,-94189,-17413,-5990,-12582,-2086,-3859,-2141,-2134,-83676,-26111,-3623,-9031,-2305,136,5753,-359,69603,-42181,-12616,-18306,-5033,-4505,-1612,-2468,difficult
279713,37959,11022,15173,7926,9104,2590,2012,-123391,-579,-6789,-9122,-172,-6781,-1573,-1639,-122831,50563,19762,29977,10050,-4073,471,4743,616614,10826,-7186,-1495,-3004,-5454,-942,-778,-158941,25477,68234,5688,21631,1886,5830,1424,easy
304958,55471,15785,8927,5993,5885,2234,970,-270280,-51534,-8121,-6639,-3123,-4491,-1013,-673,-100501,-23986,-7044,-4780,1200,-2204,140,409,-207629,-11242,20930,-5670,6642,-217,-607,125,199270,76795,-11859,6652,28478,16623,9930,3459,difficult
755930,135191,25356,42677,45733,22851,17015,8715,-717981,-70695,-10313,-28195,-25492,-1210,-11842,-4359,-33432,-105724,-11900,-37480,-30501,-18156,-15213,-6501,-427171,-10884,40761,-39913,-32236,-15358,-12539,-5083,578021,48924,-2507,-26718,-4617,-10158,1207,1683,easy
491248,218585,29130,13977,20617,23007,14743,11041,227956,-153779,43342,85535,41732,-13709,-8168,-8031,2157632,46962,35130,73164,86167,53694,45037,-1439,634127,-81314,8886,2755,3194,34079,587,-5183,-345099,-141697,-14583,21140,-8238,-8727,-8825,-8413,difficult
253464,65074,26709,13538,21273,13934,8114,6071,1376626,1533,-7465,-5767,-1444,-2905,2784,-2875,1353256,117576,3417,7610,-8316,-529,-3380,-3618,794704,59851,9591,576,19270,4925,3395,7111,587696,5283,-2458,-2523,-16372,-8741,-5263,-2306,easy
293219,51075,7908,10775,10632,9327,2902,1327,-250388,-32883,29542,7143,-3023,-1939,-266,45,-71169,-19344,8208,-9531,-3015,-7505,-1773,-913,-283840,-39431,103871,10849,-8422,-5771,-1597,-679,-265187,-33584,6680,14100,3652,-2197,-2028,558,difficult
200825,59316,8457,16399,29623,9159,3540,2750,367599,244514,27407,44591,-4055,7006,-301,1084,-181769,48336,29892,112225,-23263,910,9306,205,480653,270279,13165,7735,12069,2956,12844,2109,36305,-42287,87739,-1567,-18193,-411,935,91,easy
293579,71810,24594,23006,13627,12773,4916,2419,-249564,-62042,-17684,-22479,-12552,-10904,-4398,-2148,36490,95867,15226,6689,9847,9338,1669,4065,416938,352396,24235,42126,25599,29289,25458,12718,608351,158123,-2305,16419,25169,-4525,7229,3453,difficult
251946,107925,12076,10292,13400,5577,2149,1991,157846,-18334,7739,9140,2554,7128,12409,4601,9231,113570,34340,26405,856,12169,5762,1869,-137583,-67712,13820,1628,8306,2193,7507,2607,74870,8673,-2372,-5749,-2896,-1151,-533,-1017,easy
374273,21547,36863,9370,4730,5222,3753,1676,-367069,-16516,6121,10769,5203,4684,-2434,1170,-368713,-10994,-21016,-6482,3506,2323,-2419,6,-96885,26833,-11765,-4205,1972,1933,-2766,-758,-157138,10902,-33234,-3631,-1637,86,978,1494,difficult
423495,112682,14046,15315,13449,10828,3387,2884,290660,50142,7076,20665,166,4703,3776,3637,-378883,-102541,-6897,-8025,-6296,-9111,-2749,-2160,710931,-65691,146,-11461,-847,-5621,77,-142,-368548,-67857,36321,-342,-3563,-511,-976,1635,easy
340537,31960,17787,6372,3936,8877,2062,1450,1598195,196693,13907,40737,26386,12011,5120,3508,-21279,10866,20257,63866,10338,7359,6533,3320,-91969,-8261,74243,17010,15999,7934,5709,1498,-181076,-19144,-10785,-3725,3312,-4850,-239,-892,difficult
985973,265589,75626,28287,40489,14939,9018,5392,-673808,-196379,-47433,-19166,-29623,-11615,-5289,-3706,-935358,-215339,-35492,-22933,-2283,-10482,-5731,-3099,-857223,-237413,-72670,-24419,-38040,-12767,-8194,-4866,-570021,-223018,-74932,-25028,-30623,-9313,-5673,-3782,easy
1038344,125738,53463,22627,17513,30428,11211,4417,-179221,-45917,-51576,4513,-11581,-26415,-4706,-959,-1010165,-113833,-48575,-20011,-16539,-29112,-10448,-3960,-955507,-77676,-31789,-17631,3679,-26333,-7719,-1182,-818672,-75700,-25904,-18163,-13490,-17586,-8965,-2784,difficult
258177,45129,12805,5412,6543,5370,4619,2048,-118489,-5504,8983,6408,589,3876,11876,3450,-109868,19937,-4291,3165,-495,11097,-560,-161,-225309,-34002,-11640,-3155,-5007,-4062,-4275,-1867,-215210,-14165,6273,9906,-2983,-2299,-4018,-1603,easy
140013,104293,21272,22064,11333,13050,11683,8853,-44597,-61543,-6679,-13428,-4785,-6667,-9440,-5900,532614,123175,13047,30218,10337,6021,-2410,-3824,499849,-36559,2725,-10780,294,-9764,-10285,-7807,-107240,-58033,-17971,-11066,-8744,-8873,-10797,-7759,difficult
217355,57447,45574,20280,20187,11639,4792,3654,903303,400384,-18070,91246,69769,13798,15678,10818,-25621,-16172,-40658,-14637,-11011,-7240,-2717,-3287,-13805,1266,631,63826,-5843,4743,51,1484,2291528,258636,-10088,14334,2160,31605,7342,3993,easy
94182,26806,8509,7683,5601,3268,1058,876,83608,6729,19354,9063,-1626,8715,9587,3857,-41742,-16331,-5157,-7484,-4464,-2556,-364,-694,-4051,28783,-463,-6854,1710,2898,-299,1079,540071,133863,22548,853,5823,10432,337,885,difficult
240574,33934,9523,10943,9171,6673,2704,1670,-101512,41404,39345,15901,19408,1817,11647,4084,189685,380466,6205,10127,12709,18348,7288,4862,3637597,464121,38542,110585,206069,122218,64444,19075,-135099,281,-9136,-2828,-6636,-4705,-1896,-1365,easy
42451,34251,22421,16720,20193,18942,4914,2811,1102276,253962,2435,12603,-3554,-7457,-880,3035,15635,-28155,-18584,-9548,-16125,-16707,-4333,-2395,283253,39985,-8066,-14726,-13264,-15372,-3633,-2018,45797,7242,-9144,2485,-16682,-15356,-3996,-2250,difficult
515065,259357,59563,15373,27621,16360,6914,3935,-491754,-235919,-55345,-13030,-11131,-4642,12819,275,-497586,-230032,-55334,-6268,-20390,-3760,-2600,-2076,-367656,-195329,-7128,-11904,-13102,-13245,-5492,-2525,937666,255690,96346,61254,-152,1554,2610,1375,easy
239239,53859,10145,5516,8660,2316,2153,1300,-39710,-20956,-606,5536,-1041,1076,1283,2184,623146,291415,62365,35367,16773,8309,17815,12668,42598,-3000,5505,1136,-3040,1222,-447,79,71314,-44727,-8698,-2902,-6954,-303,-995,-699,difficult
599243,145721,26341,16441,11404,19048,12598,12662,-246992,-57991,-12166,-4787,-6262,-13062,-9683,-11561,-218781,-96143,-21366,3616,1329,-13445,-9020,-9179,-369098,-73861,-18084,-10555,-9139,-16154,-10278,-10998,-479331,-137062,-24966,-15533,-9930,-17675,-11760,-12072,easy
107264,34508,19682,9196,5616,6915,2718,4896,1434504,264815,44758,60050,25749,27082,7452,229,180870,-9161,-13624,-7383,-1920,-4181,-93,-3030,1308803,257438,11563,41234,60296,57301,1186,-1791,-46541,8623,-8733,-3730,10147,-2869,-1160,-3756,difficult
962847,71569,22508,14398,23466,9471,10406,7913,-797129,-50441,-22020,-7337,-18932,-5733,-9241,-7143,-908564,-12496,-12395,-4959,-12665,-2218,-6579,-5180,-891214,-39012,-12307,-10809,-17268,-7073,-7198,-5914,-359227,234564,157758,43535,3016,14648,832,-256,easy
379024,92234,27621,28498,13281,6900,5565,6781,-237349,-60089,-13696,-25928,-8579,3068,-4453,-4580,-328352,-80519,-24755,-26261,-11660,-5965,-5126,-6035,-304547,-63088,-21488,37240,3704,8944,12551,-1735,218559,160886,24919,-18220,11072,2345,3985,-1701,difficult
696114,98928,27413,15757,16260,10856,8679,5801,-79415,47443,-4712,7774,5547,-2361,1465,-2171,-412674,-21519,-5660,9733,-6663,-4241,-5968,-4371,26783,-72757,-12824,-703,-9667,-4387,-5048,-3552,268386,-1022,-7698,962,1658,-5750,-6433,-4033,easy
231357,62820,41425,10864,16591,13728,1912,2893,-179827,-43732,-34057,5768,-14645,-9555,824,632,339285,96757,-4512,18530,14953,19368,15778,354,-114514,-21147,9719,-1107,-5377,-4641,375,-1952,944732,300668,138120,9680,-3048,7501,6615,3447,difficult
626289,268460,21915,10881,15133,10499,4499,3531,-61671,-240088,-13134,-4724,-6028,-8634,-1329,-1507,-623731,-241084,-2814,881,-2373,-2529,-1814,-2400,-553300,-146539,80041,-2197,-4040,-5120,-829,-1921,-479351,-226376,2898,-2863,-13343,-5947,-2752,-2588,easy
187946,166876,35329,25609,21789,9814,5449,5013,777487,5589,40510,11761,62108,18991,5838,6101,1586074,140660,6267,63867,33184,-2824,8985,442,367164,32886,-12393,-11864,-5224,-4307,-2423,-2149,1072349,245572,65891,-238,409,19222,3456,1865,difficult
35233,21575,3335,2112,3143,2133,845,588,2395801,751143,55081,50164,19886,8317,17078,9787,113317,6488,33418,7458,25434,13673,6639,5528,10060,18210,8673,12186,9119,8317,1711,3161,497829,31317,9087,7058,2812,1450,988,1016,easy
573955,202294,70772,18870,36236,21966,10611,4590,379235,-89313,-49098,13971,-30458,-10983,3692,-1539,-516369,-157831,-66244,-16050,-30380,-19264,-7953,-3474,-297954,-64168,-21010,31908,-8957,-2595,-3925,-1763,-501192,-175604,-58054,2196,-29942,-18496,-9206,-4214,difficult
352172,84364,40876,2748,10289,10854,3150,2067,-20852,116605,-26029,17165,-3523,-12,18774,9913,-146376,-23259,-4236,4113,-5414,-8623,-2028,-1295,-73156,-56403,-26149,769,-9291,-8653,-2706,-1011,260810,143455,50458,15712,22560,3528,12190,5690,easy
76259,49488,24421,10106,4742,9204,5823,2441,584767,18818,-13134,82471,20326,-1428,-1847,390,81373,-33505,-22539,-6270,2276,-7655,-4847,-1757,100699,21740,-20675,-7486,-3972,-4292,-4391,-2000,-59308,-28524,-10721,18443,-1723,3036,-2960,-970,difficult
