delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
255689,46901,13866,14765,5806,7481,218581,189830,29588,31897,12782,36886,-215085,-188454,-27927,-28982,-11243,-32668,-98062,-169447,5874,-871,-6126,-25527,-9516,-97530,-14747,-18121,-10385,-34114,618285,-102669,-21546,-17113,160,-27907,-110081,-156547,-20264,-20575,-7284,-26808,easy
602239,120240,14628,24305,11816,10320,443319,53498,15431,9486,9241,16912,-168164,3444,-8533,889,5978,-2090,44854,70315,-8182,7316,592,-8608,354224,-8344,-10157,-5845,-4889,-11530,926563,285789,10613,72888,15326,256,-362875,-17496,12244,-1152,-4134,-10990,difficult
725636,109928,15561,10544,10660,6741,174206,76255,3257,11416,18149,11591,2000048,371572,26182,5659,2814,-1483,86673,-63890,-1969,182,-13415,-9335,401002,-49751,10827,-3391,-7076,-5273,404817,-48120,13826,-8302,-15283,-7084,-135392,-41445,12656,1491,-4485,-1076,easy
346554,45265,15968,5035,3963,7565,288903,134740,12633,12553,18116,13202,-257256,-88694,7832,-2999,-14873,-11286,-287675,-129550,-11200,-11223,-16794,-11377,-277576,-96380,-5168,-8396,-14618,-5699,-153268,-100881,-783,-7704,-15824,-11596,1264031,-31868,25994,-7268,-8654,11771,difficult
34618,13494,6278,5906,2307,3982,113373,30414,7243,5241,2425,2792,-67625,-11282,3896,114,-294,-1307,-61033,-11862,-2844,-1837,954,268,-93277,-26675,-3629,4641,58,4602,-68552,-16296,-4747,-2255,-1503,-757,-103286,-18487,2499,2664,197,3143,easy
365267,83002,17626,12920,7881,7091,331463,28161,11812,8410,4593,4191,-211005,60974,11566,9097,15166,10406,-91294,82687,16079,4845,23,1133,632732,20138,3773,915,-1885,108,-206453,24710,-9922,-1456,-2621,-2192,45038,85694,7574,9147,5758,5043,difficult
48089,18119,8968,6498,4722,4521,27699,25064,9285,5049,6934,7739,-14473,-8766,-5942,-1181,-2761,-423,25254,3751,-2147,481,-3358,-5250,-25967,-21493,-3774,1328,1499,-152,-1579,-886,10354,2137,-5799,-5023,118714,-7330,-77,4478,-639,-5243,easy
201032,25653,16968,5360,6070,6016,576456,95797,31271,8293,7649,12428,131664,-80726,-11920,-4285,-2870,-2971,-568296,-61941,-24600,-3435,-6050,-8003,-359976,-38628,14848,3322,7708,-862,-510533,-89576,-28968,-6833,-7100,-11752,-569981,-79850,-20875,-3434,416,-8472,difficult
558747,140665,59015,69576,28322,25388,354644,44968,17083,16743,16568,13469,1997563,370712,212096,216969,67594,69939,-91321,130409,9916,81049,10955,14040,-239711,-26051,-4388,-14302,-13520,-9704,-317563,-35737,-15838,-13658,-10784,-11652,-328453,39150,7876,-5893,4526,-3028,easy
215504,51269,7674,7145,5407,3691,436042,54044,11560,9511,7062,6489,322535,135606,-2804,3439,3452,2413,-425973,-41909,-4950,3862,-1677,-2742,-414809,-35166,4105,-3290,-1470,-4836,-358701,-29194,-9866,-9207,-5513,-4295,-225744,-43213,-5915,-6632,-3067,-4529,difficult
