delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
181110,241871,74286,52749,30877,10285,5257,5822,-21110,-232203,-64128,-36016,-26500,-8936,-3736,-4837,-98508,-220700,-20606,-3410,-22466,12750,2008,-2937,difficult
165009,35439,10868,7269,8878,10374,8905,5533,-28152,1873,16796,91267,-1264,-1160,4434,-82,-35455,8871,4076,28463,10452,-2972,-2438,-3892,easy
168097,78393,47658,41514,20105,12099,8049,3366,-77804,-50078,7283,-18552,-14237,-2297,-5629,-144,-104559,-67794,-43589,-40225,-14196,-9132,-6427,-2805,difficult
123387,49396,54617,85277,18876,11139,8081,7018,416198,490,-27143,-51625,3182,-60,-1888,-2226,692270,42873,-39413,-70979,-5389,6269,4269,726,easy
576166,83330,22447,9194,42285,15673,11055,4052,-19235,-31136,72943,98553,57720,6025,-2133,659,-267770,-57172,-15653,14094,-35689,-10543,-6727,-2881,difficult
548443,66993,25519,25156,15514,8173,4413,3916,-526268,-60711,21335,24389,-3007,3627,842,-15,-541752,-55627,-6634,57611,-12944,6054,282,-1370,easy
537737,69518,30245,13474,13321,14850,11314,3772,-287484,44438,-5192,-4661,-10048,-11447,-8391,2304,-500386,167289,208322,151684,5290,14209,-4063,15802,difficult
220378,41008,15607,26989,9310,7575,4674,4113,-199384,-12461,22437,15918,-7798,1729,-2422,-1523,-56185,-12434,19791,-15007,-7304,-5104,-3378,-3293,easy
260013,56141,22042,4765,7844,2900,2033,672,-238994,-16368,5058,84727,-3132,3729,8,2255,-172409,45759,47311,16235,26950,19112,20308,14111,difficult
194697,93080,15970,10051,8855,6850,3815,1971,33352,-9944,44009,55966,-1660,22002,8090,10065,-156959,9814,1782,7508,14729,8413,9288,15868,easy
1495228,270654,48461,31263,11770,13873,6980,7356,-1245059,-151649,130457,35959,139997,9935,-3221,-1635,5858,-37879,-12288,27182,22811,1393,961,-4730,difficult
403977,95788,31830,82804,29957,16854,6678,7031,-327549,-75272,-23393,-29738,-6814,-9760,-1210,-53,-347228,-81849,-28521,-71441,-23872,-14179,-3685,-6127,easy
551432,145123,49949,16481,26283,6063,2901,2871,229046,-106508,36739,29909,-16614,6465,3158,2882,-451749,-5813,9606,36387,10662,5342,106,193,difficult
254488,104404,52299,46500,13335,8757,3665,4736,871985,-55540,-21528,-6022,-10857,-4834,1299,-2112,171546,58101,6537,-39523,17466,9550,2221,5514,easy
64068,20749,10712,41977,10617,23299,8439,6976,529500,32231,-8051,9266,11651,-11548,-3924,-397,-56886,62502,16054,22499,22588,-8337,-2711,-4325,difficult
1084067,272330,18395,24105,30545,17307,25488,8322,-1017943,-180836,65367,154052,-20406,5487,-21788,-5210,-637309,-155437,15006,19357,-1785,-9192,-18329,-4230,easy
509871,221866,8780,16550,8563,6838,3009,2279,517575,-65195,35711,44961,30847,6232,9063,3550,-420780,-204643,214,21722,-1807,3032,4165,1490,difficult
519125,103092,21846,13016,19460,16852,9188,7072,-447423,-19197,31180,118437,-7014,-6707,-1705,-327,410641,62499,15080,55638,-8988,-9709,2440,7000,easy
60479,40962,11381,16298,7383,8050,10044,3790,15877,4362,5053,-8285,-4706,-5504,-7416,-2609,-20009,-18022,78285,65501,313,4703,946,-89,difficult
211198,32547,23383,37432,8031,6646,3315,4375,-202118,-23256,-9388,46559,-3346,707,1740,-2409,-180378,29969,31134,20656,2904,199,-1036,693,easy
319406,53354,15096,22248,17936,7105,6027,6203,-27430,-23525,26859,55069,13697,4268,6987,-1419,-222621,-13227,34126,61243,4241,6554,-2730,-2304,difficult
288342,184387,26352,27218,14776,11519,7784,5165,-255630,-111749,24307,74204,-8496,-5403,-2660,-1277,411550,-37921,2538,5016,-648,3963,-868,1808,easy
34766,39998,17771,11919,7699,12151,13407,7112,-16359,-22105,-8421,73509,5131,1420,-6855,-3061,19019,6398,32990,1131,-2509,2765,-4324,-4375,difficult
