delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
94215,24549,7794,2853,4284,13614,7198,3255,310703,26306,8535,9268,4051,5767,2708,1880,-161056,-11728,974,-7284,-1263,2481,2387,680,-271921,8213,-2457,-5546,1728,13213,6592,2069,easy
1395720,444403,75448,14437,47937,76805,66211,42127,1103641,300494,44847,56389,31479,25579,57328,42279,808623,242375,29061,-46555,38578,33469,29502,-4261,-224465,45443,32141,-37349,-5662,68982,-11736,3957,difficult
44120,8163,2816,4641,2409,12852,6553,4781,556077,169010,37628,19980,13587,35486,15434,11126,-470437,-154519,-35386,-12888,-11865,-20031,-9930,-4735,-553478,-167176,-34239,-17791,-10492,-25238,-7832,-7955,easy
300277,32822,2739,7736,7802,58634,35159,18328,1160949,59893,30909,12775,18425,23174,11840,10734,-966514,-54392,-27689,-9905,-12301,29405,17877,2758,-754830,249,-28651,-173,-8945,41514,28761,12430,difficult
145732,67157,10886,7317,3978,4269,3773,3702,96630,19153,4402,1371,2972,2793,1888,2153,-26020,42247,4023,9282,1171,242,779,9,124223,53760,8944,2609,841,2710,2990,3089,easy
414073,17339,15737,18581,7161,52541,51888,14402,892466,251208,35445,42587,25498,34957,78980,23258,-836889,-248429,-30890,-36707,-20517,-20587,-71100,-13176,-119897,-219309,-8527,-11306,-16158,55754,16916,-4537,difficult
158783,33079,8989,5082,4253,11639,10559,3540,1128732,95126,12109,21314,15931,18550,7690,6974,-839087,-47170,-8393,-15601,-10904,-14620,-2842,-5858,-1100811,-76925,2153,-16864,-12452,797,8579,-1010,easy
78932,30687,11669,2611,2394,4715,4539,2447,748315,152929,30816,29961,8454,22985,61152,8790,-643245,-136908,-21478,-28863,-6852,-21518,-58551,-8065,-695522,-107577,-16817,-25838,-5269,-15022,-54675,-4622,difficult
17704,19321,4935,6323,4163,18529,17140,8635,289621,94497,31035,17733,5959,30538,10291,17581,-258037,-60230,-21811,-7264,257,-2018,16333,-7608,-285798,-90122,-30389,-15556,-3850,-22001,-2636,-10284,easy
480436,346918,19156,32837,7074,43821,27004,12820,106678,18579,7301,7123,8256,20991,7805,6205,847402,670156,28695,54307,3685,57782,36174,14765,-99886,-13478,-4985,-2879,-6050,-12123,2223,-1536,difficult
