delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
472683,60222,8683,13053,9220,9529,9062,5553,218581,189830,29588,31897,12782,36886,36672,7915,618285,-102669,-21546,-17113,160,-27907,-24571,-2596,-110081,-156547,-20264,-20575,-7284,-26808,-30650,-2129,easy
725163,187645,26860,45354,14837,11545,20744,7678,443319,53498,15431,9486,9241,16912,9241,7733,926563,285789,10613,72888,15326,256,24824,6622,-362875,-17496,12244,-1152,-4134,-10990,-1819,-6733,difficult
308919,31473,16498,8011,8265,7511,5783,3554,174206,76255,3257,11416,18149,11591,15600,9744,404817,-48120,13826,-8302,-15283,-7084,-12281,-7065,-135392,-41445,12656,1491,-4485,-1076,-7353,-5316,easy
844285,68366,25239,5067,5877,13290,9509,5776,288903,134740,12633,12553,18116,13202,7777,9965,-153268,-100881,-783,-7704,-15824,-11596,-6506,-9444,1264031,-31868,25994,-7268,-8654,11771,9970,1066,difficult
27454,13023,6119,5446,1772,3985,2197,2608,113373,30414,7243,5241,2425,2792,1985,1486,-68552,-16296,-4747,-2255,-1503,-757,-1417,-567,-103286,-18487,2499,2664,197,3143,1840,2811,easy
250756,83363,10638,12256,6162,5617,7236,3133,331463,28161,11812,8410,4593,4191,1093,1094,-206453,24710,-9922,-1456,-2621,-2192,1539,224,45038,85694,7574,9147,5758,5043,10747,3854,difficult
86267,20956,14424,8357,3715,2606,1827,1140,27699,25064,9285,5049,6934,7739,4044,5053,-1579,-886,10354,2137,-5799,-5023,-2398,-3836,118714,-7330,-77,4478,-639,-5243,-2036,-3990,easy
36199,11084,6350,3160,4307,2316,1094,1586,576456,95797,31271,8293,7649,12428,7730,4291,-510533,-89576,-28968,-6833,-7100,-11752,-6948,-4098,-569981,-79850,-20875,-3434,416,-8472,-6325,-1312,difficult
31636,46675,13102,6968,13439,6129,4227,5328,354644,44968,17083,16743,16568,13469,7211,5812,-317563,-35737,-15838,-13658,-10784,-11652,-6876,-5237,-328453,39150,7876,-5893,4526,-3028,907,4269,easy
143820,17841,3670,1592,2772,2077,921,709,436042,54044,11560,9511,7062,6489,5134,2930,-358701,-29194,-9866,-9207,-5513,-4295,-3978,-2106,-225744,-43213,-5915,-6632,-3067,-4529,-4448,-2337,difficult
152302,38021,9717,7903,3077,2969,2779,2010,184811,10538,8855,4132,8639,4203,4141,3255,-129884,11089,-2438,600,-6214,-1397,-2459,-1020,64865,43876,4161,6941,-4911,-1072,-266,-1470,easy
1315059,379681,29880,20591,25622,26895,12309,14128,58096,14994,6911,3843,2045,1785,715,865,48430,47328,-3116,-2432,-1513,491,-356,-175,2465495,682046,49053,35928,48667,49729,23543,26700,difficult
47169,10114,611,1240,926,1390,837,1306,125184,50580,8169,6834,5440,5514,2834,3142,-73229,-42218,-7247,-6487,-4960,-4436,-2455,-2566,-82801,-38715,-7870,-4702,-4068,-3813,-1540,-1106,easy
193638,32548,5605,5603,15314,4147,5842,1825,86274,23697,4428,11533,3281,4695,3479,1170,258715,-4429,795,-2443,26119,850,6455,1566,-43988,22130,1559,-9417,-2054,-1946,-1729,-256,difficult
21304,14071,5303,4384,4933,3601,3237,5350,58727,37485,3763,6551,1829,3229,3275,1727,-20542,-22948,-483,-4546,-329,-1819,-2248,-460,-54305,-23881,3563,212,6537,2563,2171,7705,easy
36293,8621,8838,6059,11549,6732,9927,6539,37870,10506,15922,12231,5580,9956,7622,4670,-25532,-6768,-9277,-10066,-558,-8441,-5972,-2432,22378,2998,-4891,-2278,12495,1993,10582,6170,difficult
453400,107656,32840,14454,21968,37594,23366,8181,486885,72654,14741,7983,3344,6233,9418,4570,329482,48461,27851,7792,35609,61990,32727,8872,-396452,21542,8346,5149,1638,731,-4831,-1650,easy
45772,31582,15223,4015,1889,2048,1784,977,58600,32291,7661,9170,12842,3283,3133,3959,-5727,-1668,-1070,-5814,-10082,-242,-2503,-3226,-19930,250,16193,-4496,-11824,-2229,-196,-2738,difficult
133734,77005,1327,18327,18045,21057,9418,8929,295879,40036,3930,8844,2720,4034,6942,3075,-217854,-32729,-2494,-2074,989,-2300,-5280,918,-106437,106667,-2713,21039,29661,36345,10231,10789,easy
85541,32041,13583,3304,3129,2484,2471,1821,50879,27440,5880,12461,5074,7298,8522,3561,-47688,-25019,-2469,-10278,-4262,-6554,-7425,-2758,117012,34221,17874,-8036,371,-3075,-4677,-723,difficult
128307,30842,18285,10408,4300,7438,8291,2528,104020,25454,1183,8937,10322,3381,4451,7839,82574,-7302,14609,-6868,-5666,3097,823,-4578,-34000,18077,19594,9810,-6378,5017,6856,-6045,easy
72937,49305,13567,6563,8854,4415,6814,3080,210758,43463,13618,11684,4803,4513,2739,2636,-151715,-23793,-5387,-6926,-3227,-1846,-339,-2176,-123927,35476,5284,-3317,11329,1649,8489,3064,difficult
318255,93813,5229,8438,9662,23260,14731,5079,96708,27468,6746,19243,7157,5900,4706,3692,532631,149233,-2780,-7415,3861,11541,10930,-94,-89538,-16544,-255,-14196,1149,23179,9120,2868,easy
64733,12602,3126,2212,859,3120,1009,1802,172075,44530,7101,3045,9703,9568,7759,4173,-136962,-27879,-1652,-1434,-9395,-6921,-6586,-2011,-77723,-35977,-6298,-233,-8293,-5975,-6914,-2731,difficult
119575,43141,17873,2348,8280,5850,3402,1021,950371,136585,12490,54980,37446,27346,12007,6906,-901483,-69926,17908,-53336,-26740,-20913,-6418,-5645,-760109,-116963,-7143,-51929,-31593,-22079,-10792,-6126,easy
