delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
774895,79702,37897,3535,5614,8190,4504,1168,1003001,78594,42906,55853,28750,16812,13528,2974,-448578,23989,11587,-54058,-21660,-8594,-9186,-1603,-7635,-21773,-21606,-50579,-24613,-8650,-8862,-2010,easy
954910,348207,111155,23574,23901,32577,16325,4442,601436,374210,107450,85217,19551,19247,12918,6534,244566,100681,-421,-63072,-4077,10093,-5338,-1350,462382,-152687,7830,-60215,12777,16566,12152,-2835,difficult
1058473,111858,21091,27664,32535,24537,3628,2443,1174786,507094,145748,150070,88549,59330,16208,9238,-267701,-440063,-136451,-132364,-69486,-52245,-13513,-8207,35074,-350410,-112863,-112448,-42543,-17341,-11647,-5383,easy
977855,246445,33025,29381,32970,10711,7625,8258,206927,79019,17918,13847,6136,4687,2923,4822,424492,115923,28185,24619,42263,6699,7253,9196,1117364,218929,2029,6449,11404,5349,2150,-2325,difficult
758476,160041,67173,100961,19645,10390,11975,3557,1546044,295466,97994,119731,63186,35104,10725,7554,-181129,-104552,962,-39711,-47678,-26679,5587,-4040,-1394007,-166299,-62605,2170,-39404,-22749,-3088,-3955,easy
498048,108358,22172,16769,5717,3024,4824,2380,879139,64167,17401,11350,23733,12133,5666,3457,43889,100521,10579,11833,-15460,-8302,2858,375,-806072,-12139,-1037,-996,-20572,-9916,-4543,-2530,difficult
1013864,171277,56953,88454,36188,23986,10360,4637,1534959,226246,70219,117375,42195,43154,12012,6764,-730012,-21894,28696,-23122,-2813,-21580,2343,-2311,-312178,-88044,-55228,-34720,-9202,-16757,-5648,-1943,easy
238093,68947,4896,5169,1265,2759,1517,1174,951513,197537,32076,28237,16309,11277,4296,2584,-805321,-166814,-28338,-25076,-15092,-9707,-3452,-2061,-621520,-90366,-26022,-21061,-14997,-7330,-2107,-760,difficult
1360620,206548,81756,13282,11155,11293,4267,2936,372829,151168,17372,12165,11765,8526,2298,2325,553243,68752,45480,4985,-6639,769,2963,-63,1422339,42008,83287,-2751,5418,4764,975,1284,easy
429999,37264,2953,18035,4705,6215,2581,2214,167780,41745,14442,7245,3197,4252,1289,1012,555554,19446,-9484,21460,4280,6746,3208,2871,-31117,-28409,-13494,120,-1264,-2821,-624,-468,difficult
1050345,312263,71202,36052,10329,20275,17465,2951,1245445,150574,8610,16739,6878,9455,3819,3126,-1008202,-123288,-4608,-9299,-5138,-6941,-396,-2454,618001,446666,129791,47925,12039,28580,27687,2103,easy
881561,74597,25499,10116,8296,15646,9287,4889,1245487,126036,25153,19755,16952,10541,17780,6805,-432279,-17035,-17439,-12533,-15357,-8633,-16240,-5766,-295573,-85843,18130,-6746,-1955,18842,-746,1934,difficult
2179043,425622,92970,167272,32130,89215,19102,16329,963101,152619,71220,84089,12376,13889,5690,3794,613624,271621,-33232,-65615,7082,-614,8890,-188,1818259,274384,76732,231980,32426,151265,17934,25257,easy
436729,45692,25384,14529,16183,9314,6847,2419,1604429,444236,185349,78933,65494,69376,64054,13909,-1414937,-381166,-140036,-54041,-34434,-55918,-55300,-10524,-920464,-415923,-179895,-74768,-64188,-64206,-59114,-12456,difficult
735978,609935,61608,129578,46577,33829,23663,7519,215109,34748,7277,8649,4513,3405,3996,2165,-39467,282,-4077,4775,-805,398,-1141,-1093,1081205,1150092,112739,237083,84932,60449,40474,11801,easy
1258375,501086,222022,265567,40675,90125,16805,8740,990702,112660,46773,56846,15780,14544,6850,3384,314863,742763,344674,392993,55520,155502,15393,11005,220482,34088,5824,24449,-5731,-4341,4516,-294,difficult
1212740,444643,170094,75383,30393,19887,15317,10443,816223,166627,36335,16873,9548,8020,8646,3471,1152798,499532,291717,111057,42499,15253,16390,14853,-359764,56499,-24200,5963,-809,8480,-3049,-910,easy
