delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
532236,159222,45750,23955,10956,15976,796283,212129,112254,47781,27962,29670,-406753,-205839,-110451,-43838,-27561,-26504,288294,251947,22281,15713,-1118,8012,-673683,-204828,-111341,-43354,-22338,-22590,easy
519523,593848,46059,27824,32284,16103,293275,231738,24416,46393,37886,34857,543373,157586,75054,-23740,7953,-14010,197959,1021591,-2198,-4143,8944,-20194,-62589,-92846,-7927,-27824,-33702,-22059,difficult
231247,51798,17380,20241,10112,11148,128240,171880,26682,21551,24782,19690,-107455,-115420,-5192,31167,-3145,6829,466604,-79268,1244,-15841,-17300,-15327,-50129,-165559,-23959,-19257,-23566,-17129,easy
208467,355871,32482,18874,12414,15860,595689,312817,14646,22519,27555,13352,-52272,726683,72253,21158,6545,22212,-565226,-291441,-11196,-21183,-26072,-11188,-544168,-306079,-7548,-10909,-25896,-3499,difficult
749384,60520,37525,16622,8380,27417,854830,134847,27444,9010,9697,15637,-492119,-120336,-23196,-601,-6217,-12984,-782415,-106661,-23964,-6139,-6819,-13468,958195,4016,77403,29577,9085,61792,easy
676938,90147,22331,15460,15120,28535,324001,375160,16475,38733,14723,12287,-258740,-344757,-15040,-33297,-11010,-1809,1047915,-192683,42388,-1602,15751,46304,269635,-317598,-9779,-34920,-3550,4249,difficult
555262,141611,25502,29653,38771,31087,732633,289132,45471,46245,13785,23206,556864,30246,7573,14134,63121,34265,-722853,-274372,-43723,-43196,16355,4855,-366125,-198436,-23757,-20714,-4519,-15476,easy
258114,327169,34484,25379,9881,11412,691179,310606,28392,14868,30034,25087,-571913,-280431,-19967,-12538,-26321,-22474,-606153,-295252,-19953,-14652,-27395,-22123,-121128,625371,58196,58724,-6742,3573,difficult
643528,376278,95227,16091,19943,18879,95235,46927,15987,11630,10161,6003,1825013,1064048,252238,15937,31050,32676,-88481,-37048,-3120,-344,-8416,-2285,-91654,-38947,-11399,-2209,6713,8236,easy
542738,41534,16521,8913,3141,6160,630501,69042,54246,43925,34007,18063,-138559,-54329,-42127,-33471,-32336,-16165,411669,15924,-32427,-31176,-28451,-5973,-536400,-44119,-38621,-40390,-31812,-13570,difficult
756023,54884,10908,10471,17528,11629,152278,64438,26870,15484,11291,14167,-109551,-45179,-26101,-7720,-93,-7366,1940224,72915,-4644,264,26282,8791,-19438,-56398,-17140,-7582,-7479,-9038,easy
742658,48118,12777,14744,12482,8744,176915,88344,25234,13772,7665,14211,508473,-43223,-20275,-9986,-6672,-12120,1336361,5505,6330,24728,25135,4211,-147605,-82960,-23425,-11827,-4012,-8491,difficult
164894,64011,16505,8129,13772,18984,685732,374393,119911,34910,25269,50308,-360953,-306940,-105117,-30526,-22180,-48347,-647637,-371417,-116880,-33952,-24772,-50029,-553924,-252789,-88220,-15865,12461,4403,easy
114662,104180,12422,5461,5219,4149,109582,95413,43893,14939,10176,12613,-47986,132520,-11753,-5601,-4890,-5950,-84445,-86755,-42537,-11913,-9514,-11703,147670,-19464,-40123,-10920,-468,-7740,difficult
41030,21948,10159,2829,3093,3950,338539,316078,18027,12289,15957,14004,-278573,-286665,-8939,-8532,-12680,-12918,-329967,-312375,-15887,-9408,-14025,-8829,-283988,-283350,1222,-10439,-11886,-8416,easy
367067,74662,12258,5378,4304,8175,147259,26426,12273,10894,3523,5414,-46758,-21378,-10824,-10437,-986,-2797,607719,134459,10851,-2099,1276,13387,98464,31627,-72,-4012,2052,-2306,difficult
737349,46037,9683,7142,12879,8726,717742,378609,18534,26697,11757,17660,-632987,-373542,-15833,-25433,-10276,-16875,1294646,-278724,7062,-11483,21445,382,-602839,-345450,-17783,-21750,-7803,-10310,easy
784910,229778,69788,55886,48438,39949,515541,141300,28084,17197,40450,22440,-368072,-136648,-26402,-14120,-38124,-18589,850218,293791,107323,120864,32038,65020,325961,108290,44191,9322,30050,6096,difficult
1035170,77050,11965,16773,14376,10898,587352,169467,58928,11407,35959,28557,-370113,-146743,-42667,-3774,-33651,-17597,-541864,-119534,-55265,-1891,-31335,-27332,2255430,-10975,-42958,21762,237,-8048,easy
1129676,98592,24377,13784,10838,21337,180916,97478,12111,6042,12559,15762,1334661,17007,25240,8086,-7699,-2618,1682124,69708,14586,17749,13514,30914,-170504,-83372,-3027,-2609,-10977,-11572,difficult
517850,121708,76911,17007,56997,29551,918119,211454,53595,39976,20856,34201,491648,141832,170187,7637,146079,50007,-795227,-201327,-49492,-39218,-17337,-32867,-897228,-209742,-50748,-37325,-20320,-31090,easy
756571,273804,40879,16399,15175,28874,1080179,152842,37804,33788,26241,24697,-742239,77146,-29588,-2658,-14511,-2584,829756,432642,74053,-17208,6684,33321,-1058341,-146902,-35241,-32302,-25372,-18207,difficult
572254,26358,10362,14179,8312,7133,621853,298870,119820,18674,10988,38834,-271666,-258783,-111787,279,-6889,-32929,606217,-267274,-104984,-3317,5932,-28348,-483348,-291480,-111604,-10447,-7071,-33826,easy
400418,74127,12484,6877,5142,2842,366548,67211,8966,14090,11546,13321,657305,104542,7875,-3941,-5068,-7667,-262920,-60159,-8380,-12807,-9686,-12428,-292774,-23634,11058,-4892,-4458,-11343,difficult
1083354,130571,21121,26616,16729,20740,283943,74224,7882,9692,12976,10512,615184,-29313,20828,33897,11843,26893,-237501,-43257,16847,-108,-11144,-6544,2020551,241610,2043,16983,10560,10336,easy
261104,46872,9551,6866,4811,3792,150382,38951,20296,9621,5895,8590,548071,78533,2696,9081,5984,393,-132872,-25726,-17392,-8733,-4974,-7144,-83032,-29045,-17539,-8614,-4261,-7642,difficult
310329,74220,21579,16293,9369,33854,138464,23847,6638,12850,9958,5346,-111081,618,-665,-7818,-802,30026,750784,145880,34969,20122,4596,19187,-124107,4620,10520,-1976,-5560,36311,easy
97401,17803,5192,4709,5421,3370,113680,41459,15009,2045,5723,4675,1329,-24883,-7128,-1184,-3766,-2836,-82497,-23179,-10607,8230,4404,439,32332,-22906,-11717,945,-1543,-1519,difficult
212741,87207,9321,4070,5395,10126,62334,17471,5699,5669,4900,12805,173160,104326,11152,68,-231,1524,57388,11928,2083,-2650,573,-7877,220672,92953,-2368,-2215,1143,-1683,easy
484822,61680,13622,15340,22561,11153,855211,119287,23162,22316,15196,18437,397407,-15068,-357,4396,17025,-6417,-675238,-56582,-17933,-12911,-5184,-13354,-833337,-101171,-10329,-12414,10253,-2080,difficult
657759,92745,18612,8816,2931,7048,529266,454953,24749,15829,15155,9936,-478096,-439503,-17665,-13697,-14291,-9231,619529,-352350,-6044,-3921,-10153,-2916,244046,-294770,5299,-3420,-12227,3484,easy
1057344,572175,111983,56131,23286,35837,524306,222371,98716,29984,34543,24381,-125683,358536,-35754,83127,176,25087,1579475,681963,67178,10967,-24045,3169,145322,8914,8376,-15652,-9903,6111,difficult
401122,249121,54423,15424,9875,11984,895375,117331,29600,13299,19389,12951,-615400,-96772,-24707,-12160,-17474,-11658,-240662,387684,124808,17668,641,6234,-626697,104457,-25631,868,-11709,2523,easy
