delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
300608,82173,7490,12169,2324,3829,1994,1586,123146,41115,14483,4041,4322,5464,2238,1826,-114199,-38298,-14109,-3385,-3298,-4435,-1003,-423,-80954,-14400,-2693,5235,-1758,-585,133,-299,727538,175872,-4176,22534,-937,116,137,3,easy
298049,160015,8192,4463,7404,30185,11050,16377,121294,24933,8120,3257,4409,3922,1400,2306,-105364,-11350,-6,2047,437,18871,7534,8357,213925,-7763,-3304,-2160,556,-1822,98,1047,421705,424359,3526,3730,7993,61741,21317,32808,difficult
308484,83383,10390,14330,8609,8147,4159,4324,998741,137464,69907,28980,25127,16025,7975,2693,-195043,36652,-55276,-4517,-9449,5231,221,6746,-914619,-105467,-63683,-24981,-22773,-14707,-6112,-675,-961110,-93429,-59593,-14451,-17332,-14157,-5556,-1177,easy
141700,25734,7660,1827,2991,3490,2556,1850,91721,38153,15579,1810,3409,4992,1939,942,-6352,-8924,-1542,1179,-148,404,-738,378,190485,-10528,-13297,-338,-1441,-2367,1622,257,-34197,-17806,-8918,-790,334,-2542,966,2088,difficult
277624,59324,19835,8073,14057,9887,7975,7803,540400,120005,47399,16594,11950,10022,3838,2520,-448116,-84624,-30539,-7718,16391,11157,15016,16847,-163786,-125,-16225,-5657,-2190,-7392,-1633,-539,-176425,-97295,-35928,-12188,-7881,-4170,-973,-459,easy
815062,78326,26031,17070,15390,22475,13110,10272,55165,45245,6326,4177,2805,3346,2063,2123,10143,-30231,2789,-861,1085,-1349,1881,-795,-37574,-16966,24395,12001,17488,29790,17070,6402,2307121,146441,31930,27540,19181,28945,14191,18841,difficult
279415,70141,13994,8929,5264,3684,4139,1331,236546,113318,23415,5203,17820,9030,7461,5078,365578,-36548,-18254,-1690,-16160,-8084,-7029,-4751,-189641,-57712,39,8571,-8948,-5067,3424,-2881,-47331,-35272,-10048,4297,-12559,-2887,-6361,-3608,easy
133317,19069,10264,3137,2193,2721,1546,976,1451178,238101,23556,11890,12795,17339,13426,4964,-1197709,-219353,-18971,-6003,-10811,-14212,-11597,-4037,-1430092,-235835,-23255,-11464,-11591,-13884,-11689,-4030,-1325782,-201907,2351,-8791,-9404,-15758,-12353,-3896,difficult
42513,33003,9500,4464,2721,6767,5546,3674,400083,666875,39151,36382,28184,13646,6196,6924,-384239,-659539,-35632,-34718,-26376,-11583,-5360,-6340,-363746,-644616,-29242,-32037,-26134,-9741,-4306,-5947,-324724,-597462,-24078,-28998,-23879,686,7715,2538,easy
476671,89775,6142,8136,17770,9542,15647,7706,98453,36892,11146,3188,4316,3716,1676,2172,512344,193301,-8360,1135,44357,18517,39386,14895,283382,-25729,4085,5948,-1381,-671,1945,1486,338929,-8922,-10736,7760,-2614,-368,581,220,difficult
276631,140393,4979,18389,17018,15322,13389,6035,374519,97945,17876,11173,8338,9478,6447,4310,-343623,-89286,-16057,-10729,-6521,-4671,-4006,-1444,-307802,-28020,-6292,-3551,4606,-1389,1755,2086,357762,244651,-16343,35928,27955,23593,23076,4533,easy
15190,12877,10355,3728,3324,10408,3652,2528,482185,136942,9155,3602,6483,6315,2387,2408,-479260,-133021,1669,1888,-4194,6680,270,130,-478728,-132701,-4493,49,-2776,3394,1434,640,-442998,-106472,6425,-1559,-2506,2205,2092,-411,difficult
707577,68319,8822,48828,19604,13674,7726,7107,514999,193334,39123,15020,10061,18112,7193,8631,1223036,-15586,-20489,120230,28184,11670,10460,6814,-499651,-191960,-35471,-13159,-3768,-15604,-4786,-6522,-145650,-167500,-34944,-5646,4213,-9379,-4074,-4864,easy
218832,31647,4130,3867,3478,3274,1668,1771,234944,168059,33504,14432,7833,8705,4355,4835,196189,-150423,-30434,-4686,-4568,-4719,-1898,-2309,-78946,-107636,-27003,-13507,-2167,-4098,-2363,-2399,-165578,-151176,-30685,-13501,-6329,-7476,-3799,-4483,difficult
249321,92864,20129,21524,17182,14579,10678,11266,145964,71279,27792,7531,7645,11612,6846,5562,94336,-33963,-23057,16415,3693,808,529,7065,195537,95131,-4315,20996,5668,4952,4519,7466,20199,3587,4384,4568,19251,3142,6447,2580,easy
